plateifu,cd_re,cd_im,g2_re,g2_im,j3o_re,j3o_im,sl2_re,sl2_im
8336-3701,-6.80053462e-1,-2.37778221e-1,-1.80114391e0,-8.34296011e-1,-1.33130895e0,-8.83573374e-1,-1.34567074e-1,-4.78389928e-2
8336-3702,-6.25802856e-2,6.57623329e-2,-2.35423721e-1,2.19584025e-1,-2.76957539e-1,2.13377075e-1,-1.03175504e-2,1.44012272e-2
8336-3703,3.47825973e-1,1.63614319e-1,8.49955772e-1,5.42843731e-1,5.31301720e-1,5.23797491e-1,7.01392884e-2,3.61045291e-2
8336-3704,4.05913813e-2,4.30468110e-2,3.64996347e-2,9.74712591e-2,-5.43949756e-2,2.20359191e-2,7.71070434e-3,1.38771161e-2
8336-6102,-5.13933522e-1,-1.35957102e-1,-1.43507988e0,-5.20187565e-1,-1.15308482e0,-6.17742140e-1,-1.01216939e-1,-2.30953148e-2
8336-6103,2.19421470e-1,-6.86298621e-2,6.59864051e-1,-2.38086692e-1,6.06091372e-1,-2.47327225e-1,4.09025873e-2,-1.40977423e-2
8336-6104,6.18231880e-1,1.22805448e-2,1.76793445e0,5.40857144e-2,1.50196182e0,7.63434206e-2,1.18257225e-1,1.31217916e-3
8336-9101,-1.76346747e-1,-1.43157859e-1,-3.54381611e-1,-4.16833949e-1,-1.37641215e-1,-3.27837449e-1,-3.28130539e-2,-3.62229338e-2
8336-9102,-1.46394328e-1,-1.25693792e-1,-2.88376132e-1,-3.60499137e-1,-1.06304235e-1,-2.79638163e-1,-2.63158692e-2,-3.19021628e-2
8337-12702,-2.31694100e-1,-3.28720809e-1,-3.16868922e-1,-9.90186573e-1,1.34087810e-1,-8.15118472e-1,-4.63178520e-2,-8.12227095e-2
8337-12703,1.32995478e-1,2.37193485e-1,1.42450336e-1,5.77730194e-1,-8.77126413e-2,3.58626631e-1,7.70871461e-3,6.15893736e-2
8337-1901,-6.40787969e-1,-2.20627503e-1,-1.69787351e0,-7.74448647e-1,-1.25563527e0,-8.20539480e-1,-1.26818301e-1,-4.43615237e-2
8337-3702,5.04382042e-1,-6.76166389e-3,1.42229381e0,-2.34721444e-2,1.18116232e0,-2.43864442e-2,9.70512994e-2,-1.38811804e-3
8337-3703,-6.87317239e-1,-3.37229544e-1,-1.73873819e0,-1.16700036e0,-1.16604872e0,-1.20846094e0,-1.38283699e-1,-6.95363578e-2
8337-6101,1.27969514e0,6.62859288e-1,3.08058841e0,2.18061073e0,1.86965425e0,2.08052625e0,2.57431994e-1,1.47831767e-1
8337-6102,5.33901011e-1,1.54252047e-1,1.44443952e0,5.47738042e-1,1.11202652e0,5.91160773e-1,1.04794486e-1,3.03553315e-2
8337-6103,-2.16299012e-1,-2.16067923e-1,-4.31248876e-1,-7.11462143e-1,-1.21477940e-1,-6.80380007e-1,-4.55770853e-2,-4.80155297e-2
8337-6104,1.40257242e0,6.16707375e-1,3.61503348e0,2.14656540e0,2.52555678e0,2.24388090e0,2.80414476e-1,1.25881935e-1
8338-12703,-4.58798809e-1,-4.12040799e-1,-8.97659908e-1,-1.16262243e0,-3.38134677e-1,-8.92967004e-1,-7.83904800e-2,-1.04667555e-1
8338-12705,-3.62559826e-1,-2.56581388e-1,-8.76048440e-1,-8.93126832e-1,-5.21394207e-1,-9.33334614e-1,-7.43958168e-2,-5.23804822e-2
8338-1901,-8.59560250e-1,-3.70440402e-1,-2.21629176e0,-1.28718644e0,-1.55039303e0,-1.34193471e0,-1.71753737e-1,-7.58378364e-2
8338-1902,3.29752962e-3,1.43356210e-2,4.67997088e-3,5.12430968e-2,-2.82025624e-3,5.58742984e-2,7.98526721e-4,2.78583774e-3
8338-3702,3.89857163e-1,2.74984774e-1,9.01766188e-1,9.28895840e-1,4.80827968e-1,9.24696900e-1,8.02868772e-2,5.89997798e-2
8338-3703,9.49430903e-1,2.62258491e-1,2.58869489e0,9.38134099e-1,2.02117341e0,1.02402196e0,1.85834763e-1,5.08946489e-2
8338-3704,-3.08224827e-1,-1.60749223e-1,-7.60097193e-1,-5.47044709e-1,-4.82240200e-1,-5.51282787e-1,-6.23211022e-2,-3.40839932e-2
8338-6101,-3.08587425e-1,-2.01839579e-1,-7.11657490e-1,-6.67238096e-1,-3.82661066e-1,-6.41687275e-1,-6.29050990e-2,-4.47062017e-2
8338-6102,8.65950422e-2,2.06462853e-1,3.70624035e-2,6.47700807e-1,-2.31038918e-1,5.66298651e-1,2.01634456e-2,4.91274406e-2
8338-6104,-8.20036447e-2,1.07431134e-2,-2.48329200e-1,3.15702319e-2,-2.28739603e-1,2.32765894e-2,-1.53860895e-2,2.79076736e-3
8338-9101,-5.52972896e-1,-3.38721894e-1,-1.28641408e0,-1.10594281e0,-7.17721361e-1,-1.04407419e0,-1.11542165e-1,-7.62482955e-2
8338-9102,1.60643417e0,5.42555847e-1,4.30182023e0,1.96879725e0,3.21063094e0,2.16846337e0,3.21208219e-1,1.03556271e-1
8341-12703,-2.12071289e-1,-1.76234759e-1,-4.27052946e-1,-5.19285483e-1,-1.69516450e-1,-4.16914130e-1,-3.98184086e-2,-4.45743908e-2
8341-12705,-4.69754528e-1,-3.95854586e-1,-9.42158755e-1,-1.15199046e0,-3.69185980e-1,-9.15149545e-1,-8.58523750e-2,-9.95477373e-2
8341-3702,-1.27437979e-2,4.89212861e-2,-7.90262757e-2,1.60690067e-1,-1.23117324e-1,1.52242497e-1,-1.39728334e-3,1.09602733e-2
8341-3704,7.95483731e-1,1.46482317e-1,2.19600488e0,5.24038833e-1,1.75560188e0,5.72219903e-1,1.54705388e-1,2.84176264e-2
8341-6101,-2.39723332e-1,-1.03568278e-1,-5.97893333e-1,-3.46488909e-1,-3.91866460e-1,-3.39329601e-1,-4.80902111e-2,-2.25606481e-2
8341-6102,5.77043269e-1,4.19491186e-1,1.30019830e0,1.39001219e0,6.48505172e-1,1.34216676e0,1.18448293e-1,9.25893343e-2
8341-6103,-5.41752960e-1,-2.12377484e-1,-1.41146943e0,-7.37344079e-1,-1.01081903e0,-7.68194861e-1,-1.07690393e-1,-4.35231759e-2
8341-6104,1.79584711e0,1.59631989e-1,5.03411257e0,5.83360883e-1,4.13382027e0,6.57060499e-1,3.46928421e-1,2.97033609e-2
8341-9101,4.38261577e-1,5.80657532e-1,6.15214337e-1,1.58142893e0,-1.19268837e-1,1.10835552e0,6.99237199e-2,1.53659703e-1
8341-9102,-1.29656182e-1,1.30220661e-2,-4.09052545e-1,1.07860280e-2,-3.84034192e-1,-3.91307455e-2,-2.54453849e-2,5.89886089e-3
8438-12703,-4.12131280e-1,-2.82659159e-1,-9.36935656e-1,-9.33590891e-1,-4.81584469e-1,-8.96162991e-1,-8.43651099e-2,-6.26996262e-2
8438-12705,6.00335043e-4,1.71870492e-1,-2.06487547e-1,2.99892837e-1,-3.05604628e-1,1.64623150e-2,-2.35628908e-2,5.23231685e-2
8438-3701,9.65380663e-2,3.23128293e-1,-8.82960548e-2,9.97158069e-1,-5.32052601e-1,8.37581952e-1,2.51806442e-2,7.87550797e-2
8438-3703,1.18390942e0,6.58491631e-1,2.93239414e0,2.26656746e0,1.87360570e0,2.32725861e0,2.39676048e-1,1.37009634e-1
8438-3704,2.61844980e-1,3.64051965e-1,4.02761579e-1,1.16910454e0,-9.82765978e-2,1.06732243e0,5.69762962e-2,8.40320182e-2
8438-6101,-1.83001485e-1,-2.05563283e-1,-3.40380424e-1,-6.74026756e-1,-5.10207955e-2,-6.37919122e-1,-3.92175454e-2,-4.61210785e-2
8438-6102,-4.88997721e-1,-4.37574762e-1,-9.50513352e-1,-1.31085541e0,-2.98983854e-1,-1.07610093e0,-9.42717374e-2,-1.08390098e-1
8438-6104,4.63077032e-2,2.16552971e-1,-1.33121182e-1,5.02324416e-1,-3.40280801e-1,2.34014702e-1,-4.21586424e-3,6.28259462e-2
8438-9102,1.18739607e-1,1.41475019e-1,2.14949527e-1,4.66016824e-1,1.90872607e-2,4.44165711e-1,2.57221818e-2,3.15463101e-2
8439-12701,-2.65884207e-1,-2.20014985e-1,-5.54448001e-1,-6.87080534e-1,-2.26303686e-1,-6.07593452e-1,-5.25439678e-2,-5.20548460e-2
8439-12703,6.81417161e-2,5.72699225e-2,1.17754584e-1,1.62171715e-1,1.01726071e-2,1.13106982e-1,1.36628414e-2,1.52814988e-2
8439-12704,8.19631466e-2,1.15317048e-1,1.13548396e-1,3.29544292e-1,-3.24924422e-2,2.53373543e-1,1.41612603e-2,2.93998168e-2
8439-1902,1.20685689e0,3.95477426e-1,3.22283488e0,1.39520220e0,2.41966039e0,1.49014470e0,2.38174091e-1,7.87885513e-2
8439-3701,7.58023103e-1,2.57525024e-1,2.02988190e0,9.12980406e-1,1.53137381e0,9.82631545e-1,1.49509428e-1,5.08407361e-2
8439-3702,-2.44928727e-1,-1.47117745e-1,-6.32112510e-1,-5.22635370e-1,-4.40634128e-1,-5.64318041e-1,-4.91456121e-2,-2.89320026e-2
8439-6101,-7.10992201e-1,-5.53258240e-1,-1.51613693e0,-1.76250238e0,-6.48126675e-1,-1.59668117e0,-1.44040525e-1,-1.28602678e-1
8439-6102,-5.12132788e-1,-2.87044913e-1,-1.23116241e0,-9.60800862e-1,-7.37893558e-1,-9.42767732e-1,-1.03775790e-1,-6.24389226e-2
8439-6103,1.71774063e-1,8.58013139e-2,4.27974327e-1,2.91592181e-1,2.79165054e-1,2.93607174e-1,3.45236319e-2,1.82172667e-2
8439-9101,-6.39887962e-2,6.57364021e-3,-1.96756879e-1,-4.14161553e-3,-1.78320762e-1,-2.95059957e-2,-1.46757718e-2,2.14822485e-3
8439-9102,-5.60885567e-1,-4.37934416e-1,-1.17787805e0,-1.36403733e0,-4.90037277e-1,-1.19217744e0,-1.11783135e-1,-1.04411648e-1
8440-12702,-2.76940735e-3,-9.02342445e-2,6.33205197e-2,-3.02930944e-1,1.49594868e-1,-2.97928521e-1,-2.48713536e-3,-1.95679335e-2
8440-12703,-5.10582377e-1,-4.50374621e-1,-1.03498175e0,-1.43287787e0,-3.51952266e-1,-1.29319214e0,-1.04474711e-1,-1.04950600e-1
8440-12704,-2.87545184e-1,-1.03691930e-1,-7.79994220e-1,-3.82724446e-1,-5.95132519e-1,-4.33828325e-1,-5.72417034e-2,-1.90273553e-2
8440-1901,-3.49975118e-1,-1.65765893e-1,-8.81425643e-1,-5.68258821e-1,-5.86922368e-1,-5.79658130e-1,-7.03490814e-2,-3.47248513e-2
8440-1902,-9.80911815e-1,-4.56569284e-1,-2.49856762e0,-1.58018595e0,-1.70261414e0,-1.63686570e0,-1.96793828e-1,-9.41163603e-2
8440-3701,-8.00748884e-2,7.76751259e-2,-2.79398877e-1,2.67290679e-1,-3.07415421e-1,2.73903139e-1,-1.37210532e-2,1.61831459e-2
8440-3703,-7.55822145e-1,-3.15696291e-1,-1.94986613e0,-1.09328331e0,-1.36709720e0,-1.13387235e0,-1.50851705e-1,-6.50000337e-2
8440-3704,-4.39148524e-1,-2.17146384e-2,-1.33671987e0,-1.56992844e-1,-1.21667323e0,-2.93663563e-1,-8.45456491e-2,3.69287146e-3
8440-6102,-6.27589423e-1,-5.44039758e-1,-1.24851327e0,-1.67089066e0,-4.15593525e-1,-1.42393085e0,-1.24655028e-1,-1.31822980e-1
8440-6103,3.60970294e-1,1.00228991e-1,9.72347854e-1,3.53100414e-1,7.42954971e-1,3.76331446e-1,7.09334904e-2,2.00184693e-2
8440-9102,-2.52816253e-1,-1.59587183e-1,-5.70588829e-1,-4.91466164e-1,-3.08281092e-1,-4.25113226e-1,-4.90658432e-2,-3.83394361e-2
8441-12702,-5.83880020e-1,-4.99960441e-1,-1.18265207e0,-1.56700198e0,-4.12620202e-1,-1.38022006e0,-1.17985925e-1,-1.18541962e-1
8441-1901,-3.10042098e-1,-4.06388309e-2,-8.82776207e-1,-1.58246745e-1,-7.40606537e-1,-1.93447962e-1,-5.98091952e-2,-6.57070389e-3
8441-3701,-4.51492721e-1,-1.99996069e-1,-1.16454484e0,-7.02555033e-1,-8.10345164e-1,-7.42189641e-1,-9.07895407e-2,-4.02891070e-2
8441-3702,3.76294776e0,5.43545408e-1,1.04756125e1,1.95966884e0,8.50085748e0,2.16528992e0,7.29055031e-1,1.03863198e-1
8441-3704,-4.26683190e-1,-2.89772574e-1,-1.00955670e0,-9.89362017e-1,-5.72380137e-1,-1.00223622e0,-8.75939676e-2,-6.11195677e-2
8441-6101,3.32332300e-1,9.17214184e-2,8.39104769e-1,2.84193640e-1,5.73107827e-1,2.41203090e-1,6.56419348e-2,2.22252678e-2
8441-6103,-5.37618174e-1,-1.55977642e-1,-1.45385618e0,-5.55449897e-1,-1.11722421e0,-6.01761312e-1,-1.05652212e-1,-3.05429667e-2
8441-6104,1.65413113e-1,7.30324498e-2,4.32351451e-1,2.58364591e-1,3.09784734e-1,2.76777860e-1,3.30301102e-2,1.44892111e-2
8441-9101,-7.60640157e-1,-5.48776234e-1,-1.68464103e0,-1.77849475e0,-8.10848943e-1,-1.65732297e0,-1.54680651e-1,-1.24818130e-1
8441-9102,-1.57921023e-1,-1.56331239e-1,-2.99081225e-1,-5.02328194e-1,-5.87331020e-2,-4.58194398e-1,-3.34034222e-2,-3.60953170e-2
8442-12701,-2.65700754e-1,-2.58570864e-1,-5.17974169e-1,-8.21940362e-1,-1.41223382e-1,-7.43326415e-1,-5.43847535e-2,-6.01692040e-2
8442-12702,-1.67151797e-1,-1.98712617e-1,-2.34362177e-1,-5.30570366e-1,3.93422768e-2,-3.32260460e-1,-2.93326064e-2,-5.61109913e-2
8442-1901,-2.64142961e-1,-1.11756188e-1,-6.82436145e-1,-3.88505067e-1,-4.79361599e-1,-4.05233272e-1,-5.27535153e-2,-2.28644516e-2
8442-1902,-1.01833142e-1,1.70282816e-2,-3.10515999e-1,5.27806010e-2,-2.89374609e-1,4.41164545e-2,-1.89836618e-2,4.15010880e-3
8442-3701,1.78557824e-1,9.51654116e-2,4.55704763e-1,3.35203758e-1,3.09794224e-1,3.56721783e-1,3.59981061e-2,1.90285510e-2
8442-3703,4.35690563e-1,3.01830047e-1,9.96538308e-1,1.01056121e0,5.14615702e-1,9.88222986e-1,9.00329321e-2,6.58171326e-2
8442-3704,9.75037315e-2,2.55198492e-1,-2.04333028e-2,7.46893988e-1,-3.65472641e-1,5.68059397e-1,2.09813937e-2,6.56807236e-2
8442-6101,-7.43873294e-1,-5.00079634e-1,-1.69337499e0,-1.63895188e0,-8.81668930e-1,-1.55493114e0,-1.51370022e-1,-1.12072821e-1
8442-6103,3.48485993e-1,1.94295858e-1,8.86024997e-1,7.28762806e-1,5.63449402e-1,8.19008386e-1,7.50754106e-2,3.57182523e-2
8442-6104,8.12486214e-2,7.13059183e-2,1.98360114e-1,2.84853876e-1,9.59058946e-2,3.43013916e-1,1.96521586e-2,1.14705839e-2
8442-9101,-3.46365141e-1,-3.46900392e-1,-6.05370693e-1,-9.52175315e-1,-1.23935562e-1,-6.68994209e-1,-5.95170457e-2,-9.20992639e-2
8442-9102,-4.99951901e-1,-2.80128332e-1,-1.19778563e0,-9.27304501e-1,-7.18048002e-1,-8.95710725e-1,-1.00655412e-1,-6.18444790e-2
8443-12701,-3.39017903e-1,-4.21248094e-1,-5.63030970e-1,-1.12185050e0,-7.55772274e-2,-8.19549946e-1,-4.37970806e-2,-1.04452872e-1
8443-12703,-3.58119334e-1,-3.39033043e-1,-6.97739593e-1,-1.07916979e0,-1.84452856e-1,-9.72159131e-1,-7.41890494e-2,-7.90711109e-2
8443-12705,-6.70311636e-1,-4.20737295e-1,-1.57244881e0,-1.40089787e0,-8.85283828e-1,-1.36398908e0,-1.36338903e-1,-9.21907835e-2
8443-1902,5.37827477e-1,1.44508434e-1,1.46328844e0,5.14241821e-1,1.13874997e0,5.56926749e-1,1.05293544e-1,2.83209013e-2
8443-3701,8.84728961e-1,3.67227729e-1,2.29771788e0,1.28236248e0,1.63040588e0,1.34728344e0,1.76486007e-1,7.45364934e-2
8443-3703,6.78528101e-1,-4.21954338e-3,1.92721648e0,-1.04796045e-2,1.62005911e0,-3.48312855e-3,1.30114566e-1,-1.30843483e-3
8443-3704,3.92515519e-2,-3.88385698e-3,1.42122347e-1,1.21969181e-2,1.50594528e-1,5.20902796e-2,7.76861526e-3,-3.29369835e-3
8443-6102,7.34242718e-1,4.39858583e-1,1.79348690e0,1.50903500e0,1.10852089e0,1.54186461e0,1.49146478e-1,9.19991251e-2
8443-6104,-5.51609876e-1,-2.18334099e-1,-1.43924023e0,-7.61859644e-1,-1.03197643e0,-7.99638401e-1,-1.09773272e-1,-4.43684716e-2
8443-9101,-5.55164976e-1,-3.54648294e-1,-1.32140133e0,-1.20613681e0,-7.63626496e-1,-1.21418727e0,-1.13586907e-1,-7.52737560e-2
8444-12701,3.97527089e-2,1.03475270e-1,8.02007950e-3,3.21514198e-1,-1.22492858e-1,2.76710951e-1,9.14803239e-3,2.48951823e-2
8444-12702,-6.20052184e-1,-5.18130513e-1,-1.24832868e0,-1.58824140e0,-4.41239462e-1,-1.34688567e0,-1.23099380e-1,-1.25928861e-1
8444-1901,8.74713309e-2,1.11654781e-1,1.50516289e-1,3.65267913e-1,-1.44417015e-3,3.44284721e-1,1.89914069e-2,2.51356853e-2
8444-1902,-3.69976345e-1,-1.74049853e-1,-9.28780129e-1,-5.93985079e-1,-6.14654692e-1,-6.01467145e-1,-7.43754720e-2,-3.67314446e-2
8444-3701,6.79320140e-1,2.58838242e-1,1.79301650e0,9.10663367e-1,1.31515941e0,9.68470188e-1,1.34699657e-1,5.18247915e-2
8444-3702,-6.55077384e-1,-3.14546687e-1,-1.64910225e0,-1.07736907e0,-1.09816901e0,-1.09799295e0,-1.31573522e-1,-6.59654235e-2
8444-3704,2.68144975e-1,1.61930361e-1,6.67405080e-1,5.68851634e-1,4.26219995e-1,6.01819772e-1,5.47304203e-2,3.25748508e-2
8444-6101,-4.60515391e-1,-1.15844244e-1,-1.26654861e0,-4.18655643e-1,-1.00369010e0,-4.63922815e-1,-8.98950909e-2,-2.20420357e-2
8444-6102,-3.95776885e-1,-2.68977304e-1,-9.19031122e-1,-9.05496101e-1,-4.97080369e-1,-8.96353286e-1,-8.12975249e-2,-5.80191444e-2
8444-6103,1.65514302e0,2.40025120e-1,4.58787164e0,8.61472499e-1,3.69270165e0,9.42909632e-1,3.21583427e-1,4.63735893e-2
8444-6104,-5.54368019e-1,-3.34275478e-1,-1.31554655e0,-1.11892064e0,-7.61749179e-1,-1.09821857e0,-1.12729548e-1,-7.26992073e-2
8444-9101,1.90681200e-1,8.48960037e-2,4.70539662e-1,2.75002090e-1,3.06584927e-1,2.56783313e-1,3.77251749e-2,1.92947997e-2
8444-9102,1.64347360e0,5.43458627e-1,4.37569889e0,1.91164136e0,3.26713141e0,2.03234381e0,3.24627146e-1,1.08852062e-1
8445-12702,-5.57374991e-1,-2.64753542e-1,-1.42768821e0,-9.23569067e-1,-9.82854390e-1,-9.68738215e-1,-1.11795932e-1,-5.38349899e-2
8445-12703,-4.08003799e-1,-3.26777877e-1,-8.43905445e-1,-9.45313459e-1,-3.77260180e-1,-7.51953160e-1,-7.30951465e-2,-8.19838582e-2
8445-1901,2.46264806e0,7.20939933e-1,6.61167142e0,2.53515216e0,5.02135331e0,2.69458881e0,4.84444808e-1,1.44460368e-1
8445-3701,1.35311473e0,6.22381864e-1,3.47675594e0,2.17085284e0,2.41037322e0,2.27654608e0,2.71051184e-1,1.26584179e-1
8445-3702,3.72181861e-1,3.70705980e-1,7.63767528e-1,1.23882392e0,2.50936987e-1,1.21178026e0,7.87753180e-2,8.08499821e-2
8445-3703,-5.18892940e-1,-2.57920130e-1,-1.29131262e0,-8.75667643e-1,-8.39979791e-1,-8.80171639e-1,-1.04333135e-1,-5.48531476e-2
8445-3704,8.34790401e-1,2.47940998e-1,2.25859810e0,8.82679788e-1,1.73800596e0,9.56215931e-1,1.63943506e-1,4.85650804e-2
8445-6101,3.13795085e0,4.79714113e-1,8.62374522e0,1.68521669e0,6.84654960e0,1.78919552e0,6.10742884e-1,9.62692717e-2
8445-6103,-1.86152154e-1,-2.61681279e-1,-2.30540063e-1,-7.35357023e-1,1.28770274e-1,-5.27618902e-1,-3.38663887e-2,-6.90814393e-2
8445-6104,-1.51242551e-1,3.59833327e-1,-9.24151293e-1,1.01567710e0,-1.36725186e0,6.92752076e-1,-2.36522779e-2,9.67444005e-2
8445-9101,-2.58212180e-1,7.03585138e-2,-9.19513880e-1,8.80878222e-2,-9.53770092e-1,-1.36812576e-1,-5.22940235e-2,2.91173113e-2
8446-12701,-3.41772669e-1,-3.31240645e-1,-6.15082951e-1,-9.16511707e-1,-1.53473374e-1,-6.56559587e-1,-5.92351371e-2,-8.72878290e-2
8446-1901,8.56523949e-1,2.72869162e-1,2.27172847e0,9.53609359e-1,1.68443002e0,1.00322628e0,1.69347870e-1,5.53045519e-2
8446-1902,-1.84741359e-1,-5.45665045e-2,-4.93296594e-1,-1.91660513e-1,-3.70375163e-1,-2.03224792e-1,-3.64537775e-2,-1.09606558e-2
8446-3702,-1.76295510e-1,-5.85902978e-2,-4.61349789e-1,-1.79135265e-1,-3.50234750e-1,-1.61368036e-1,-3.25468745e-2,-1.37264896e-2
8446-3703,-1.61537954e-1,-9.77299792e-3,-4.57431134e-1,-3.64785868e-2,-3.82554756e-1,-4.25226705e-2,-3.10208803e-2,-1.73231183e-3
8446-3704,1.20208951e0,7.11063544e-1,2.88126702e0,2.38844352e0,1.71389310e0,2.35999960e0,2.43668064e-1,1.53733760e-1
8446-6101,-1.73645723e-1,-8.97256087e-2,-4.07703393e-1,-2.49307740e-1,-2.61781851e-1,-1.85791575e-1,-3.07166523e-2,-2.32764751e-2
8446-6102,1.39263090e0,5.33940236e-1,3.54948654e0,1.74252769e0,2.48283694e0,1.65923835e0,2.72377808e-1,1.19555336e-1
8446-6104,-4.20009345e-1,-3.53601969e-1,-8.44968110e-1,-1.07468197e0,-3.05052143e-1,-9.03284442e-1,-8.21019553e-2,-8.63904881e-2
8446-9101,4.81237151e-1,4.01438232e-1,1.04164842e0,1.33198512e0,4.46865507e-1,1.28801635e0,1.00002808e-1,8.84703276e-2
8446-9102,-9.23400458e-2,3.66542642e-2,-3.26259621e-1,6.00901764e-2,-3.26423538e-1,-1.90328430e-2,-2.10404249e-2,1.27673283e-2
8447-12702,-2.73050659e-1,-2.03944466e-1,-6.01917813e-1,-6.21535297e-1,-2.97033716e-1,-5.44980359e-1,-5.04659264e-2,-4.60780061e-2
8447-12703,-2.26910258e-1,-1.89487652e-1,-4.56400011e-1,-5.35135937e-1,-1.90366759e-1,-4.08708302e-1,-3.94584988e-2,-4.83622541e-2
8447-12704,-2.59821854e-1,-2.27438504e-1,-5.78009890e-1,-7.79588764e-1,-2.64930704e-1,-7.94130032e-1,-5.46370794e-2,-4.76860835e-2
8447-1901,-7.92445739e-1,-3.80058159e-1,-2.00770060e0,-1.31220351e0,-1.35261100e0,-1.35411390e0,-1.59197877e-1,-7.86646059e-2
8447-1902,-3.52953633e-1,-2.02812797e-1,-8.45748059e-1,-6.83923388e-1,-4.99180614e-1,-6.78417976e-1,-7.19451070e-2,-4.36503840e-2
8447-3701,8.52719186e-1,6.73408851e-1,1.79709597e0,2.12236210e0,7.45153759e-1,1.88982991e0,1.71578548e-1,1.58503391e-1
8447-3702,1.06253916e-1,-7.95474828e-2,3.35960399e-1,-2.80691471e-1,3.31118970e-1,-2.99780946e-1,1.92107763e-2,-1.58453101e-2
8447-3703,4.38001454e-1,2.68384660e-1,1.03518632e0,8.86406735e-1,6.01687602e-1,8.55042327e-1,8.81035752e-2,5.93574831e-2
8447-3704,-5.97145591e-1,-4.44108378e-1,-1.29073834e0,-1.40582991e0,-5.87019709e-1,-1.26265979e0,-1.19850931e-1,-1.03908198e-1
8447-6101,6.71582350e-1,3.16978851e-1,1.72090768e0,1.10507392e0,1.18612913e0,1.15805494e0,1.34648087e-1,6.45220946e-2
8447-9101,-1.94809522e-1,-1.23070608e-1,-4.63324947e-1,-4.12887793e-1,-2.70971905e-1,-4.07538305e-1,-3.94722798e-2,-2.66454961e-2
8447-9102,-5.60708594e-1,-1.77830299e-1,-1.49724490e0,-6.26253599e-1,-1.12417568e0,-6.66947000e-1,-1.10642007e-1,-3.55454801e-2
8448-12701,-3.19608318e-1,-2.51507011e-1,-6.81184252e-1,-8.11449780e-1,-2.83578541e-1,-7.48543402e-1,-6.56303404e-2,-5.76312700e-2
8448-12702,7.98873273e-1,2.91576919e-1,2.10153588e0,1.05453721e0,1.50666432e0,1.14338914e0,1.62345946e-1,5.67305889e-2
8448-12703,-7.25474502e-1,-4.74497203e-1,-1.68444943e0,-1.57974597e0,-9.19630333e-1,-1.53699371e0,-1.48093649e-1,-1.04022174e-1
8448-12705,-2.63268591e-1,-1.86218569e-1,-5.67814649e-1,-5.58635059e-1,-2.75192822e-1,-4.62626869e-1,-5.02122294e-2,-4.59208212e-2
8448-1901,-8.78298431e-1,-3.54040494e-1,-2.28663662e0,-1.23426385e0,-1.63243459e0,-1.29365280e0,-1.74901011e-1,-7.20596822e-2
8448-1902,4.84701899e-1,1.96028139e-1,1.22246583e0,6.52511687e-1,8.24990634e-1,6.34475175e-1,9.65690035e-2,4.29982411e-2
8448-3701,-1.00275513e0,-3.79786047e-1,-2.64101073e0,-1.33388868e0,-1.92877068e0,-1.41453420e0,-1.98998089e-1,-7.62852351e-2
8448-3702,-1.56854958e-1,-6.15201336e-2,-4.03358880e-1,-2.10404378e-1,-2.81768351e-1,-2.13896255e-1,-3.12561738e-2,-1.29342193e-2
8448-3703,-6.37704179e-1,-1.89700229e-1,-1.71531341e0,-6.70711409e-1,-1.30616670e0,-7.18859278e-1,-1.25466322e-1,-3.76389383e-2
8448-3704,-1.30160798e-1,-9.73494047e-2,-2.89076367e-1,-3.23493294e-1,-1.35832525e-1,-3.13167758e-1,-2.69722556e-2,-2.14235537e-2
8448-6103,-5.43769514e-1,-1.71062076e-1,-1.45350381e0,-6.02421804e-1,-1.09373384e0,-6.41653337e-1,-1.07234525e-1,-3.41895272e-2
8448-6104,7.11416613e-1,5.84962347e-1,1.43822785e0,1.83304769e0,4.85662213e-1,1.60354477e0,1.45455644e-1,1.39214615e-1
8449-12701,-3.15199849e-1,-2.13128975e-1,-7.02460897e-1,-6.33107074e-1,-3.81431515e-1,-5.31026039e-1,-5.77075819e-2,-5.18668565e-2
8449-1901,9.07017636e0,9.77383847e-1,2.52724610e1,3.50447808e0,2.05486977e1,3.84040386e0,1.75581833e0,1.88771735e-1
8449-3701,-4.65644338e-1,-2.27936206e-1,-1.18138900e0,-7.91207296e-1,-7.96694929e-1,-8.23257873e-1,-9.36669834e-2,-4.67557472e-2
8449-3703,-4.30246825e-1,-4.39153768e-1,-7.64257915e-1,-1.21842821e0,-1.76768770e-1,-8.90231160e-1,-7.28336716e-2,-1.14479968e-1
8449-3704,6.70397687e0,1.51403506e0,1.83577062e1,5.38939701e0,1.44629504e1,5.84007937e0,1.30833994e0,2.96532509e-1
8449-6101,-6.01766952e-1,-3.90272792e-1,-1.37411669e0,-1.25412174e0,-7.38779627e-1,-1.15818058e0,-1.20249951e-1,-8.94705248e-2
8449-6102,-1.61970583e-1,-2.10421592e-2,-4.71888651e-1,-1.01988146e-1,-3.98501707e-1,-1.46408619e-1,-3.24550694e-2,-1.71678483e-3
8449-6103,2.08684449e0,8.80708535e-1,5.44514231e0,3.09163462e0,3.89884256e0,3.27562073e0,4.15822996e-1,1.77076186e-1
8449-6104,1.10465833e-1,1.14410218e-1,2.22102598e-1,3.83928287e-1,6.27876963e-2,3.76897259e-1,2.37203196e-2,2.48503105e-2
