mode,k,bin_index,n_galaxies,log_m200_median,log_m200_min,log_m200_max,re,im,power,phase,rms,bin_snr,mode_snr
5,4.487990,24,70,11.2200,11.2200,11.2300,-1.04045303e-1,-1.18959935e-2,1.09669397e-2,-3.027752,8.23371575e-2,1.897356,1.271882
6,5.385587,24,70,11.2200,11.2200,11.2300,-6.31940375e-2,-5.60626676e-2,7.13650908e-3,-2.415922,8.23371575e-2,1.897356,1.025999
7,6.283185,24,70,11.2200,11.2200,11.2300,-1.75358584e-2,-6.08585125e-2,4.01126487e-3,-1.851339,8.23371575e-2,1.897356,0.769210
1,0.897598,25,70,11.2300,11.2300,11.2400,-2.61314309e-1,-1.93625797e-1,1.05776117e-1,-2.503896,1.14611057e-1,2.837705,2.837705
2,1.795196,25,70,11.2300,11.2300,11.2400,-9.24244500e-2,-3.02710376e-1,1.00175851e-1,-1.867129,1.14611057e-1,2.837705,2.761563
3,2.692794,25,70,11.2300,11.2300,11.2400,1.00371099e-1,-2.85134889e-1,9.13762627e-2,-1.232330,1.14611057e-1,2.837705,2.637486
4,3.590392,25,70,11.2300,11.2300,11.2400,2.33484360e-1,-1.60002589e-1,8.01157748e-2,-0.600780,1.14611057e-1,2.837705,2.469633
5,4.487990,25,70,11.2300,11.2300,11.2400,2.59356897e-1,6.69119854e-3,6.73107719e-2,0.025793,1.14611057e-1,2.837705,2.263684
6,5.385587,25,70,11.2300,11.2300,11.2400,1.85634857e-1,1.39628474e-1,5.39564109e-2,0.644887,1.14611057e-1,2.837705,2.026726
7,6.283185,25,70,11.2300,11.2300,11.2400,6.33597512e-2,1.92374058e-1,4.10222362e-2,1.252629,1.14611057e-1,2.837705,1.767190
1,0.897598,26,70,11.2400,11.2400,11.2500,-2.52893023e-1,-1.60016189e-1,8.95600621e-2,-2.577445,2.64501325e-1,1.131434,1.131434
2,1.795196,26,70,11.2400,11.2400,11.2500,-1.27464589e-1,-2.70190079e-1,8.92499000e-2,-2.011597,2.64501325e-1,1.131434,1.129473
3,2.692794,26,70,11.2400,11.2400,11.2500,3.80685518e-2,-2.95162407e-1,8.85700614e-2,-1.442529,2.64501325e-1,1.131434,1.125163
4,3.590392,26,70,11.2400,11.2400,11.2500,1.90748077e-1,-2.25659485e-1,8.73070322e-2,-0.869042,2.64501325e-1,1.131434,1.117112
5,4.487990,26,70,11.2400,11.2400,11.2500,2.79705910e-1,-8.35654012e-2,8.52185725e-2,-0.290320,2.64501325e-1,1.131434,1.103670
6,5.385587,26,70,11.2400,11.2400,11.2500,2.74197083e-1,8.30391360e-2,8.20795383e-2,0.294065,2.64501325e-1,1.131434,1.083152
7,6.283185,26,70,11.2400,11.2400,11.2500,1.76730107e-1,2.15623922e-1,7.77272063e-2,0.884205,2.64501325e-1,1.131434,1.054044
1,0.897598,27,70,11.2600,11.2500,11.2600,-3.14006815e-1,-2.29418060e-1,1.51232926e-1,-2.510614,1.18525346e-1,3.281043,3.281043
2,1.795196,27,70,11.2600,11.2500,11.2600,-1.15994474e-1,-3.63718700e-1,1.45746011e-1,-1.879513,1.18525346e-1,3.281043,3.220973
3,2.692794,27,70,11.2600,11.2500,11.2600,1.17344390e-1,-3.50989427e-1,1.36963284e-1,-1.248154,1.18525346e-1,3.281043,3.122417
4,3.590392,27,70,11.2600,11.2500,11.2600,2.88949611e-1,-2.04707219e-1,1.25396923e-1,-0.616377,1.18525346e-1,3.281043,2.987667
5,4.487990,27,70,11.2600,11.2500,11.2600,3.34180111e-1,5.35606456e-3,1.11705034e-1,0.016026,1.18525346e-1,3.281043,2.819844
6,5.385587,27,70,11.2600,11.2500,11.2600,2.47603109e-1,1.87968854e-1,9.66395895e-2,0.649334,1.18525346e-1,3.281043,2.622807
7,6.283185,27,70,11.2600,11.2500,11.2600,8.05194164e-2,2.72956260e-1,8.09884965e-2,1.283942,1.18525346e-1,3.281043,2.401046
1,0.897598,28,70,11.2700,11.2600,11.2700,2.25898900e-2,2.02844698e-2,9.21762846e-4,0.731678,5.55387935e-2,0.640550,0.546655
2,1.795196,28,70,11.2700,11.2600,11.2700,3.40428170e-3,3.06300052e-2,9.49786350e-4,1.460109,5.55387935e-2,0.640550,0.554902
3,2.692794,28,70,11.2700,11.2600,11.2700,-1.81116424e-2,2.58146312e-2,9.94426773e-4,2.182598,5.55387935e-2,0.640550,0.567793
4,3.590392,28,70,11.2700,11.2600,11.2700,-3.14822684e-2,7.84569625e-3,1.05268818e-3,2.897358,5.55387935e-2,0.640550,0.584189
5,4.487990,28,70,11.2700,11.2600,11.2700,-2.99660000e-2,-1.49204423e-2,1.12058076e-3,-2.679617,5.55387935e-2,0.640550,0.602733
6,5.385587,28,70,11.2700,11.2600,11.2700,-1.38065108e-2,-3.16655122e-2,1.19332440e-3,-1.981956,5.55387935e-2,0.640550,0.621989
7,6.283185,28,70,11.2700,11.2600,11.2700,9.78079532e-3,-3.42044180e-2,1.26560617e-3,-1.292278,5.55387935e-2,0.640550,0.640550
1,0.897598,29,70,11.2800,11.2700,11.2900,-5.70888905e-2,-4.23833335e-2,5.05548837e-3,-2.502967,5.12333016e-2,1.387807,1.387807
2,1.795196,29,70,11.2800,11.2700,11.2900,-2.02896659e-2,-6.68914429e-2,4.88613568e-3,-1.865298,5.12333016e-2,1.387807,1.364365
3,2.692794,29,70,11.2800,11.2700,11.2900,2.27339131e-2,-6.40229859e-2,4.61577353e-3,-1.229594,5.12333016e-2,1.387807,1.326081
4,3.590392,29,70,11.2800,11.2700,11.2900,5.39872938e-2,-3.66951249e-2,4.26116008e-3,-0.596971,5.12333016e-2,1.387807,1.274124
5,4.487990,29,70,11.2800,11.2700,11.2900,6.19672984e-2,1.93934111e-3,3.84370712e-3,0.031286,5.12333016e-2,1.387807,1.210104
6,5.385587,29,70,11.2800,11.2700,11.2900,4.62062204e-2,3.53929677e-2,3.38767697e-3,0.653649,5.12333016e-2,1.387807,1.136053
7,6.283185,29,70,11.2800,11.2700,11.2900,1.60944299e-2,5.15670044e-2,2.91818661e-3,1.268269,5.12333016e-2,1.387807,1.054397
1,0.897598,30,70,11.2900,11.2900,11.3000,2.57999986e-2,2.51729090e-2,1.29931527e-3,0.773096,1.17424783e-1,0.306971,0.306971
2,1.795196,30,70,11.2900,11.2900,11.3000,5.96514451e-4,3.52571062e-2,1.24341936e-3,1.553879,1.17424783e-1,0.306971,0.300296
3,2.692794,30,70,11.2900,11.2900,11.3000,-2.39928077e-2,2.42985512e-2,1.16607441e-3,2.349863,1.17424783e-1,0.306971,0.290806
4,3.590392,30,70,11.2900,11.2900,11.3000,-3.29845110e-2,-8.52207219e-4,1.08870422e-3,-3.115762,1.17424783e-1,0.306971,0.280993
5,4.487990,30,70,11.2900,11.2900,11.3000,-2.08232334e-2,-2.45639437e-2,1.03699438e-3,-2.273963,1.17424783e-1,0.306971,0.274239
6,5.385587,30,70,11.2900,11.2900,11.3000,5.06605944e-3,-3.18050298e-2,1.03722488e-3,-1.412838,1.17424783e-1,0.306971,0.274269
7,6.283185,30,70,11.2900,11.2900,11.3000,2.84928754e-2,-1.73361194e-2,1.11238499e-3,-0.546600,1.17424783e-1,0.306971,0.284032
1,0.897598,31,70,11.3100,11.3000,11.3100,7.87084916e-2,6.18804431e-2,1.00242159e-2,0.666268,8.94404640e-2,1.119415,1.119415
2,1.795196,31,70,11.3100,11.3000,11.3100,2.34264730e-2,9.62788824e-2,9.81842284e-3,1.332116,8.94404640e-2,1.119415,1.107865
3,2.692794,31,70,11.3100,11.3000,11.3100,-4.02702702e-2,8.86695429e-2,9.48398250e-3,1.997105,8.94404640e-2,1.119415,1.088833
4,3.590392,31,70,11.3100,11.3000,11.3100,-8.42668221e-2,4.39586879e-2,9.03326355e-3,2.660767,8.94404640e-2,1.119415,1.062645
5,4.487990,31,70,11.3100,11.3000,11.3100,-9.05972896e-2,-1.65781427e-2,8.48270370e-3,-2.960608,8.94404640e-2,1.119415,1.029753
6,5.385587,31,70,11.3100,11.3000,11.3100,-5.91220196e-2,-6.60044122e-2,7.85199562e-3,-2.301246,8.94404640e-2,1.119415,0.990732
7,6.283185,31,70,11.3100,11.3000,11.3100,-6.27723551e-3,-8.44021496e-2,7.16312655e-3,-1.645033,8.94404640e-2,1.119415,0.946275
1,0.897598,32,70,11.3200,11.3100,11.3200,2.40839912e-1,1.83581309e-1,9.17059603e-2,0.651298,5.92916449e-2,5.107464,5.107464
2,1.795196,32,70,11.3200,11.3100,11.3200,7.86954353e-2,2.86454087e-1,8.82489153e-2,1.302688,5.92916449e-2,5.107464,5.010271
3,2.692794,32,70,11.3200,11.3100,11.3200,-1.07611902e-1,2.66733916e-1,8.27273033e-2,1.954267,5.92916449e-2,5.107464,4.850996
4,3.590392,32,70,11.3200,11.3100,11.3200,-2.36283218e-1,1.40177268e-1,7.54794254e-2,2.606144,5.92916449e-2,5.107464,4.633624
5,4.487990,32,70,11.3200,11.3100,11.3200,-2.56958317e-1,-3.01638998e-2,6.69374375e-2,-3.024739,5.92916449e-2,5.107464,4.363561
6,5.385587,32,70,11.3200,11.3100,11.3200,-1.72328948e-1,-1.67014264e-1,5.75910306e-2,-2.371855,5.92916449e-2,5.107464,4.047473
7,6.283185,32,70,11.3200,11.3100,11.3200,-3.21568423e-2,-2.16594925e-1,4.79474241e-2,-1.718185,5.92916449e-2,5.107464,3.693084
1,0.897598,33,70,11.3300,11.3200,11.3400,-2.25987676e-1,-1.96039653e-1,8.95019752e-2,-2.427038,1.92265087e-1,1.556023,1.556023
2,1.795196,33,70,11.3300,11.3200,11.3400,-4.11527154e-2,-2.91006449e-1,8.63782991e-2,-1.711280,1.92265087e-1,1.556023,1.528628
3,2.692794,33,70,11.3300,11.3200,11.3400,1.55826547e-1,-2.39016195e-1,8.14106540e-2,-0.993052,1.92265087e-1,1.556023,1.484022
4,3.590392,33,70,11.3300,11.3200,11.3400,2.63752104e-1,-7.32673935e-2,7.49332835e-2,-0.270957,1.92265087e-1,1.556023,1.423761
5,4.487990,33,70,11.3300,11.3200,11.3400,2.32967029e-1,1.14438390e-1,6.73697816e-2,0.456600,1.92265087e-1,1.556023,1.349995
6,5.385587,33,70,11.3300,11.3200,11.3400,9.00880402e-2,2.26005906e-1,5.91945244e-2,1.191489,1.92265087e-1,1.556023,1.265436
7,6.283185,33,70,11.3300,11.3200,11.3400,-8.05493148e-2,2.10718726e-1,5.08905735e-2,1.935917,1.92265087e-1,1.556023,1.173325
1,0.897598,34,70,11.3400,11.3400,11.3500,-2.38411148e-1,-1.97266170e-1,9.57538175e-2,-2.450354,1.36395330e-1,2.268708,2.268708
2,1.795196,34,70,11.3400,11.3400,11.3500,-5.66669123e-2,-2.98587762e-1,9.23657906e-2,-1.758349,1.36395330e-1,2.268708,2.228210
3,2.692794,34,70,11.3400,11.3400,11.3500,1.42935176e-1,-2.57932005e-1,8.69593839e-2,-1.064766,1.36395330e-1,2.268708,2.162015
4,3.590392,34,70,11.3400,11.3400,11.3500,2.63623732e-1,-1.01857344e-1,7.98723906e-2,-0.368705,1.36395330e-1,2.268708,2.072043
5,4.487990,34,70,11.3400,11.3400,11.3500,2.52951878e-1,8.68920073e-2,7.15348735e-2,0.330883,1.36395330e-1,2.268708,1.960918
6,5.385587,34,70,11.3400,11.3400,11.3500,1.27504877e-1,2.14882096e-1,6.24318086e-2,1.035265,1.36395330e-1,2.268708,1.831907
7,6.283185,34,70,11.3400,11.3400,11.3500,-4.01565335e-2,2.26825105e-1,5.30621752e-2,1.746018,1.36395330e-1,2.268708,1.688858
1,0.897598,35,70,11.3600,11.3500,11.3600,2.20464986e-1,1.70810502e-1,7.77810378e-2,0.659169,4.81690354e-2,5.789871,5.789871
2,1.795196,35,70,11.3600,11.3500,11.3600,6.78871034e-2,2.63633106e-1,7.41110732e-2,1.318766,4.81690354e-2,5.789871,5.651628
3,2.692794,35,70,11.3600,11.3500,11.3600,-1.03805552e-1,2.39841017e-1,6.82993061e-2,1.979263,4.81690354e-2,5.789871,5.425505
4,3.590392,35,70,11.3600,11.3500,11.3600,-2.16298310e-1,1.18265705e-1,6.07717359e-2,2.641232,4.81690354e-2,5.789871,5.117795
5,4.487990,35,70,11.3600,11.3500,11.3600,-2.25124225e-1,-3.72143171e-2,5.20658220e-2,-2.977768,4.81690354e-2,5.789871,4.737055
6,5.385587,35,70,11.3600,11.3500,11.3600,-1.39391272e-1,-1.52805551e-1,4.27794631e-2,-2.310318,4.81690354e-2,5.789871,4.293878
7,6.283185,35,70,11.3600,11.3500,11.3600,-1.22992266e-2,-1.82659158e-1,3.35156388e-2,-1.638029,4.81690354e-2,5.789871,3.800632
1,0.897598,36,70,11.3700,11.3600,11.3700,9.88988892e-2,8.91806589e-2,1.77341802e-2,0.733773,1.76028130e-1,0.756525,0.756525
2,1.795196,36,70,11.3700,11.3600,11.3700,1.36351226e-2,1.32074570e-1,1.76296086e-2,1.467923,1.76028130e-1,0.756525,0.754292
3,2.692794,36,70,11.3700,11.3600,11.3700,-7.80712013e-2,1.06633126e-1,1.74657360e-2,2.202774,1.76028130e-1,0.756525,0.750778
4,3.590392,36,70,11.3700,11.3600,11.3700,-1.28666794e-1,2.64896977e-2,1.72568479e-2,2.938551,1.76028130e-1,0.756525,0.746275
5,4.487990,36,70,11.3700,11.3600,11.3700,-1.12316202e-1,-6.63739319e-2,1.70204281e-2,-2.607850,1.76028130e-1,0.756525,0.741145
6,5.385587,36,70,11.3700,11.3600,11.3700,-3.81964296e-2,-1.23757891e-1,1.67749828e-2,-1.870159,1.76028130e-1,0.756525,0.735782
7,6.283185,36,70,11.3700,11.3600,11.3700,5.46511478e-2,-1.16408501e-1,1.65376870e-2,-1.131864,1.76028130e-1,0.756525,0.730559
1,0.897598,37,70,11.3800,11.3700,11.3800,-1.17062558e-1,-9.68989571e-2,2.30930505e-2,-2.450156,1.50638667e-1,1.008798,1.008798
2,1.795196,37,70,11.3800,11.3700,11.3800,-2.83814665e-2,-1.48920643e-1,2.29828655e-2,-1.759119,1.50638667e-1,1.008798,1.006388
3,2.692794,37,70,11.3800,11.3700,11.3800,7.26376834e-2,-1.32353314e-1,2.27936329e-2,-1.068862,1.50638667e-1,1.008798,1.002237
4,3.590392,37,70,11.3800,11.3700,11.3800,1.39369242e-1,-5.56227684e-2,2.25176781e-2,-0.379733,1.50638667e-1,1.008798,0.996151
5,4.487990,37,70,11.3800,11.3700,11.3800,1.41812638e-1,4.51086171e-2,2.21456115e-2,0.307966,1.50638667e-1,1.008798,0.987887
6,5.385587,37,70,11.3800,11.3700,11.3800,8.02751025e-2,1.23383293e-1,2.16675290e-2,0.993988,1.50638667e-1,1.008798,0.977166
7,6.283185,37,70,11.3800,11.3700,11.3800,-1.55540863e-2,1.44334409e-1,2.10743512e-2,1.678146,1.50638667e-1,1.008798,0.963697
1,0.897598,38,70,11.3900,11.3800,11.4000,6.94843365e-2,4.54940083e-2,6.89777782e-3,0.579698,8.18380987e-2,1.014843,1.014843
2,1.795196,38,70,11.3900,11.3800,11.4000,3.31114280e-2,7.60258052e-2,6.87628972e-3,1.160042,8.18380987e-2,1.014843,1.013262
3,2.692794,38,70,11.3900,11.3800,11.4000,-1.40579425e-2,8.14830584e-2,6.83711456e-3,1.741640,8.18380987e-2,1.014843,1.010371
4,3.590392,38,70,11.3900,11.3800,11.4000,-5.63636549e-2,5.99892984e-2,6.77557752e-3,2.325044,8.18380987e-2,1.014843,1.005814
5,4.487990,38,70,11.3900,11.3800,11.4000,-7.95973927e-2,1.87107397e-2,6.68583670e-3,2.910717,8.18380987e-2,1.014843,0.999131
6,5.385587,38,70,11.3900,11.3800,11.4000,-7.58834766e-2,-2.83409692e-2,6.56151256e-3,-2.784155,8.18380987e-2,1.014843,0.989798
7,6.283185,38,70,11.3900,11.3800,11.4000,-4.66084223e-2,-6.49927257e-2,6.39639942e-3,-2.192929,8.18380987e-2,1.014843,0.977265
1,0.897598,39,70,11.4000,11.4000,11.4100,9.16849971e-2,6.57533788e-2,1.27296455e-2,0.622154,3.94096689e-2,2.862895,2.862895
2,1.795196,39,70,11.4000,11.4000,11.4100,3.54787955e-2,1.04707317e-1,1.22223672e-2,1.244100,3.94096689e-2,2.862895,2.805271
3,2.692794,39,70,11.4000,11.4000,11.4100,-3.10402448e-2,1.02220325e-1,1.14124917e-2,1.865608,3.94096689e-2,2.862895,2.710737
4,3.590392,39,70,11.4000,11.4000,11.4100,-8.06700720e-2,6.19891231e-2,1.03503119e-2,2.486402,3.94096689e-2,2.862895,2.581511
5,4.487990,39,70,11.4000,11.4000,11.4100,-9.53357956e-2,3.38271563e-3,9.10035669e-3,3.106125,3.94096689e-2,2.862895,2.420619
6,5.385587,39,70,11.4000,11.4000,11.4100,-7.34413041e-2,-4.83998982e-2,7.73617529e-3,-2.558897,3.94096689e-2,2.862895,2.231826
7,6.283185,39,70,11.4000,11.4000,11.4100,-2.89447362e-2,-7.41397914e-2,6.33450642e-3,-1.943006,3.94096689e-2,2.862895,2.019545
1,0.897598,40,70,11.4200,11.4100,11.4300,-8.44029099e-2,-9.07552781e-2,1.53603717e-2,-2.319944,3.12064324e-1,0.605890,0.397152
2,1.795196,40,70,11.4200,11.4100,11.4300,7.51810088e-3,-1.29961802e-1,1.69465919e-2,-1.513012,3.12064324e-1,0.605890,0.417155
3,2.692794,40,70,11.4200,11.4100,11.4300,1.04045760e-1,-9.30827215e-2,1.94899132e-2,-0.729842,3.12064324e-1,0.605890,0.447364
4,3.590392,40,70,11.4200,11.4100,11.4300,1.51093488e-1,4.13108079e-3,2.28463081e-2,0.027334,3.12064324e-1,0.605890,0.484355
5,4.487990,40,70,11.4200,11.4100,11.4300,1.18638986e-1,1.12922741e-1,2.68267544e-2,0.760718,3.12064324e-1,0.605890,0.524856
6,5.385587,40,70,11.4200,11.4100,11.4300,1.70320873e-2,1.75837165e-1,3.12088006e-2,1.474235,3.12064324e-1,0.605890,0.566102
7,6.283185,40,70,11.4200,11.4100,11.4300,-1.06936438e-1,1.55931459e-1,3.57500215e-2,2.171922,3.12064324e-1,0.605890,0.605890
1,0.897598,41,70,11.4300,11.4300,11.4400,2.48357482e-1,1.63020137e-1,8.82570039e-2,0.580856,6.07347366e-2,4.891448,4.891448
2,1.795196,41,70,11.4300,11.4300,11.4400,1.16455891e-1,2.68432201e-1,8.56178208e-2,1.161464,6.07347366e-2,4.891448,4.817757
3,2.692794,41,70,11.4300,11.4300,11.4400,-4.84713171e-2,2.81085851e-1,8.13587241e-2,1.741560,6.07347366e-2,4.891448,4.696398
4,3.590392,41,70,11.4300,11.4300,11.4400,-1.87528836e-1,2.01278035e-1,7.56799119e-2,2.320847,6.07347366e-2,4.891448,4.529530
5,4.487990,41,70,11.4300,11.4300,11.4400,-2.54696907e-1,6.30363626e-2,6.88440973e-2,2.898972,6.07347366e-2,4.891448,4.320124
6,5.385587,41,70,11.4300,11.4300,11.4400,-2.33647405e-1,-8.10514021e-2,6.11604397e-2,-2.807686,6.07347366e-2,4.891448,4.071910
7,6.283185,41,70,11.4300,11.4300,11.4400,-1.41564023e-1,-1.81453915e-1,5.29658958e-2,-2.233325,6.07347366e-2,4.891448,3.789318
1,0.897598,42,70,11.4400,11.4400,11.4500,-2.85244623e-1,-1.62957868e-1,1.07919761e-1,-2.622550,3.12540707e-1,1.051204,1.051100
2,1.795196,42,70,11.4400,11.4400,11.4500,-1.66577296e-1,-2.83184011e-1,1.07941179e-1,-2.102516,3.12540707e-1,1.051204,1.051204
3,2.692794,42,70,11.4400,11.4400,11.4500,-3.21206602e-3,-3.28434929e-1,1.07879820e-1,-1.580576,3.12540707e-1,1.051204,1.050905
4,3.590392,42,70,11.4400,11.4400,11.4500,1.61520692e-1,-2.85502062e-1,1.07600361e-1,-1.055947,3.12540707e-1,1.051204,1.049543
5,4.487990,42,70,11.4400,11.4400,11.4500,2.82469442e-1,-1.64754213e-1,1.06932936e-1,-0.528023,3.12540707e-1,1.051204,1.046283
6,5.385587,42,70,11.4400,11.4400,11.4500,3.25098798e-1,1.17525968e-3,1.05690609e-1,0.003615,3.12540707e-1,1.051204,1.040187
7,6.283185,42,70,11.4400,11.4400,11.4500,2.76321138e-1,1.65335032e-1,1.03689044e-1,0.539201,3.12540707e-1,1.051204,1.030291
1,0.897598,43,70,11.4600,11.4500,11.4600,-4.39298141e-2,-3.69596643e-2,3.29584535e-3,-2.442151,7.23248012e-2,0.793773,0.793773
2,1.795196,43,70,11.4600,11.4500,11.4600,-9.77563555e-3,-5.63163650e-2,3.26709602e-3,-1.742668,7.23248012e-2,0.793773,0.790303
3,2.692794,43,70,11.4600,11.4500,11.4600,2.85713610e-2,-4.90217726e-2,3.21945686e-3,-1.043097,7.23248012e-2,0.793773,0.784520
4,3.590392,43,70,11.4600,11.4500,11.4600,5.28764928e-2,-1.89058793e-2,3.15335577e-3,-0.343383,7.23248012e-2,0.793773,0.776425
5,4.487990,43,70,11.4600,11.4500,11.4600,5.19179460e-2,1.93376167e-2,3.06941654e-3,0.356546,7.23248012e-2,0.793773,0.766021
6,5.385587,43,70,11.4600,11.4500,11.4600,2.67883885e-2,4.74432460e-2,2.96847935e-3,1.056782,7.23248012e-2,0.793773,0.753320
7,6.283185,43,70,11.4600,11.4500,11.4600,-9.90915485e-3,5.24731374e-2,2.85162150e-3,1.757441,7.23248012e-2,0.793773,0.738344
1,0.897598,44,70,11.4700,11.4600,11.4800,1.75689346e-1,1.16342945e-1,4.44024271e-2,0.584910,5.11699495e-2,4.118019,4.118019
2,1.795196,44,70,11.4700,11.4600,11.4800,8.14681737e-2,1.92155667e-1,4.35608638e-2,1.169799,5.11699495e-2,4.118019,4.078808
3,2.692794,44,70,11.4700,11.4600,11.4800,-3.75492889e-2,2.01933926e-1,4.21872596e-2,1.754645,5.11699495e-2,4.118019,4.013984
4,3.590392,44,70,11.4700,11.4600,11.4800,-1.39591421e-1,1.44353937e-1,4.03238242e-2,2.339423,5.11699495e-2,4.118019,3.924333
5,4.487990,44,70,11.4700,11.4600,11.4800,-1.90411632e-1,4.20778333e-2,3.80271337e-2,2.924104,5.11699495e-2,4.118019,3.810937
6,5.385587,44,70,11.4700,11.4600,11.4800,-1.75530758e-1,-6.74886376e-2,3.53657632e-2,-2.774534,5.11699495e-2,4.118019,3.675162
7,6.283185,44,70,11.4700,11.4600,11.4800,-1.04522309e-1,-1.46603332e-1,3.24174499e-2,-2.190167,5.11699495e-2,4.118019,3.518637
1,0.897598,45,70,11.4800,11.4800,11.4900,-2.72463129e-1,-1.76215230e-1,1.05287964e-1,-2.567506,6.44518564e-2,5.034472,5.034472
2,1.795196,45,70,11.4800,11.4800,11.4900,-1.31688574e-1,-2.92841523e-1,1.03098038e-1,-1.993394,6.44518564e-2,5.034472,4.981840
3,2.692794,45,70,11.4800,11.4800,11.4900,4.76337998e-2,-3.11865362e-1,9.95289828e-2,-1.419229,6.44518564e-2,5.034472,4.894850
4,3.590392,45,70,11.4800,11.4800,11.4900,2.04255064e-1,-2.30169806e-1,9.46982706e-2,-0.844981,6.44518564e-2,5.034472,4.774585
5,4.487990,45,70,11.4800,11.4800,11.4900,2.87088863e-1,-7.96431058e-2,8.87630395e-2,-0.270611,6.44518564e-2,5.034472,4.622540
6,5.385587,45,70,11.4800,11.4800,11.4900,2.73087942e-1,8.56516109e-2,8.19132224e-2,0.303924,6.44518564e-2,5.034472,4.440599
7,6.283185,45,70,11.4800,11.4800,11.4900,1.74025436e-1,2.09948748e-1,7.43633291e-2,0.878683,6.44518564e-2,5.034472,4.231009
1,0.897598,46,70,11.4900,11.4900,11.5000,6.22241136e-2,4.66350682e-2,6.04666989e-3,0.643161,9.53149064e-2,0.815826,0.815826
2,1.795196,46,70,11.4900,11.4900,11.5000,2.16363796e-2,7.40388366e-2,5.94988224e-3,1.286483,9.53149064e-2,0.815826,0.809270
3,2.692794,46,70,11.4900,11.4900,11.5000,-2.67601392e-2,7.12374117e-2,5.79087388e-3,1.930134,9.53149064e-2,0.815826,0.798383
4,3.590392,46,70,11.4900,11.4900,11.5000,-6.29594516e-2,4.01145335e-2,5.57306835e-3,2.574305,9.53149064e-2,0.815826,0.783225
5,4.487990,46,70,11.4900,11.4900,11.5000,-7.25900384e-2,-5.64598931e-3,5.30119087e-3,-3.063970,9.53149064e-2,0.815826,0.763881
6,5.385587,46,70,11.4900,11.4900,11.5000,-5.28955232e-2,-4.67253735e-2,4.98119689e-3,-2.418052,9.53149064e-2,0.815826,0.740468
7,6.283185,46,70,11.4900,11.4900,11.5000,-1.35037664e-2,-6.66169933e-2,4.62017551e-3,-1.770794,9.53149064e-2,0.815826,0.713130
1,0.897598,47,70,11.5100,11.5000,11.5200,4.38202126e-2,3.17335882e-2,2.92723165e-3,0.626769,4.15874451e-2,1.300967,1.300967
2,1.795196,47,70,11.5100,11.5000,11.5200,1.66438854e-2,5.08076877e-2,2.85844004e-3,1.254227,4.15874451e-2,1.300967,1.285589
3,2.692794,47,70,11.5100,11.5000,11.5200,-1.61038890e-2,4.98778829e-2,2.74713844e-3,1.883097,4.15874451e-2,1.300967,1.260312
4,3.590392,47,70,11.5100,11.5000,11.5200,-4.12639447e-2,2.99240760e-2,2.59816346e-3,2.514162,4.15874451e-2,1.300967,1.225663
5,4.487990,47,70,11.5100,11.5000,11.5200,-4.91712201e-2,-3.30013715e-4,2.41791779e-3,-3.134881,4.15874451e-2,1.300967,1.182384
6,5.385587,47,70,11.5100,11.5000,11.5200,-3.76017165e-2,-2.82867198e-2,2.21402760e-3,-2.496639,4.15874451e-2,1.300967,1.131434
7,6.283185,47,70,11.5100,11.5000,11.5200,-1.24416732e-2,-4.28968762e-2,1.99493722e-3,-1.853088,4.15874451e-2,1.300967,1.073995
1,0.897598,48,70,11.5200,11.5200,11.5300,1.39114127e-1,1.03558706e-1,3.00771461e-2,0.639917,1.29419902e-1,1.340038,1.340038
2,1.795196,48,70,11.5200,11.5200,11.5300,4.94376425e-2,1.65175570e-1,2.97270495e-2,1.279979,1.29419902e-1,1.340038,1.332217
3,2.692794,48,70,11.5200,11.5200,11.5300,-5.84708866e-2,1.60414064e-1,2.91515165e-2,1.920330,1.29419902e-1,1.340038,1.319257
4,3.590392,48,70,11.5200,11.5200,11.5300,-1.40826025e-1,9.23595131e-2,2.83622489e-2,2.561122,1.29419902e-1,1.340038,1.301276
5,4.487990,48,70,11.5200,11.5200,11.5300,-1.65147447e-1,-1.00736235e-2,2.73751570e-2,-3.080670,1.29419902e-1,1.340038,1.278431
6,5.385587,48,70,11.5200,11.5200,11.5300,-1.23501516e-1,-1.04677041e-1,2.62099074e-2,-2.438507,1.29419902e-1,1.340038,1.250926
7,6.283185,48,70,11.5200,11.5200,11.5300,-3.51353389e-2,-1.53801420e-1,2.48893689e-2,-1.795388,1.29419902e-1,1.340038,1.219006
1,0.897598,49,70,11.5400,11.5300,11.5400,-1.24916490e-1,-7.96733857e-2,2.19519780e-2,-2.573832,2.97004159e-2,4.988550,4.988550
2,1.795196,49,70,11.5400,11.5300,11.5400,-6.20170858e-2,-1.33390595e-1,2.16391699e-2,-2.005995,2.97004159e-2,4.988550,4.952880
3,2.692794,49,70,11.5400,11.5300,11.5400,1.92446577e-2,-1.44068093e-1,2.11259723e-2,-1.438002,2.97004159e-2,4.988550,4.893796
4,3.590392,49,70,11.5400,11.5300,11.5400,9.21796820e-2,-1.09211919e-1,2.04243369e-2,-0.869770,2.97004159e-2,4.988550,4.811843
5,4.487990,49,70,11.5400,11.5300,11.5400,1.33527919e-1,-4.14820108e-2,1.95504623e-2,-0.301209,2.97004159e-2,4.988550,4.707778
6,5.385587,49,70,11.5400,11.5300,11.5400,1.31253300e-1,3.60118660e-2,1.85242834e-2,0.267780,2.97004159e-2,4.988550,4.582560
