rank,plateifu,total_power,is_anomalous,p1,p2,p3,p4,p5,p6,p7,ph1,ph2,ph3,ph4,ph5,ph6,ph7
128,9875-1901,1.42418123e2,0,2.17171427e1,2.14897224e1,2.11156155e1,2.06020828e1,1.99590346e1,1.91987838e1,1.83357409e1,0.077588,0.154987,0.232006,0.308444,0.384093,0.458726,0.532100
129,9877-6102,1.42336154e2,0,2.39766764e1,2.33211368e1,2.22665560e1,2.08674227e1,1.91952143e1,1.73339774e1,1.53751701e1,0.104563,0.208162,0.309783,0.408310,0.502464,0.590740,0.671334
130,12696-6104,1.40993776e2,0,1.98100446e1,1.98711350e1,1.99689145e1,2.00975242e1,2.02491477e1,2.04143745e1,2.05826351e1,0.030379,0.061056,0.092315,0.124406,0.157535,0.191855,0.227463
131,11022-1902,1.40930390e2,0,2.06326660e1,2.05518114e1,2.04179386e1,2.02323517e1,1.99968303e1,1.97135855e1,1.93852065e1,0.101905,0.203793,0.305648,0.407454,0.509199,0.610873,0.712470
132,11960-3703,1.40656504e2,0,2.06039917e1,2.05192309e1,2.03798711e1,2.01887266e1,1.99496435e1,1.96674079e1,1.93476324e1,0.032262,0.064369,0.096167,0.127505,0.158235,0.188213,0.217303
133,9050-1901,1.40457961e2,0,2.01359374e1,2.01244153e1,2.01053889e1,2.00791183e1,2.00459581e1,2.00063471e1,1.99607962e1,0.025905,0.051796,0.077656,0.103474,0.129235,0.154930,0.180547
134,10217-1902,1.40327274e2,0,2.14081464e1,2.11680785e1,2.07797955e1,2.02603086e1,1.96320173e1,1.89214058e1,1.81575218e1,0.063934,0.127284,0.189471,0.249931,0.308124,0.363548,0.415761
135,10499-3701,1.39691753e2,0,2.01830451e1,2.01466954e1,2.00863333e1,2.00022886e1,1.98950194e1,1.97651092e1,1.96132625e1,0.023188,0.046347,0.069449,0.092464,0.115363,0.138118,0.160699
136,8244-6104,1.39615571e2,0,2.14045467e1,2.11364979e1,2.07079372e1,2.01445408e1,1.94791955e1,1.87492743e1,1.79935784e1,0.063634,0.126501,0.187860,0.247018,0.303366,0.356420,0.405866
137,8655-6104,1.37467605e2,0,2.00774863e1,2.00118923e1,1.99005407e1,1.97407718e1,1.95295845e1,1.92642641e1,1.89430648e1,0.042027,0.084077,0.126157,0.168249,0.210293,0.252185,0.293769
138,8951-3702,1.36776729e2,0,2.30010453e1,2.23873873e1,2.13962100e1,2.00729603e1,1.84775322e1,1.66808318e1,1.47607624e1,0.146217,0.291768,0.435953,0.577996,0.717000,0.851887,0.981326
139,12667-3704,1.36637434e2,0,1.95384967e1,1.95355509e1,1.95306269e1,1.95237026e1,1.95147479e1,1.95037241e1,1.94905845e1,0.014989,0.029981,0.044978,0.059984,0.075002,0.090033,0.105080
140,7443-1902,1.36608478e2,0,2.04700735e1,2.03126842e1,2.00534000e1,1.96966880e1,1.92486444e1,1.87168425e1,1.81101451e1,0.104052,0.207972,0.311630,0.414890,0.517616,0.619668,0.720899
141,10503-3701,1.35358646e2,0,2.10547237e1,2.07387696e1,2.02339120e1,1.95707248e1,1.87881701e1,1.79302208e1,1.70421251e1,0.072346,0.143806,0.213514,0.280652,0.344480,0.404383,0.459928
142,9183-6103,1.32307923e2,0,1.94856339e1,1.93896681e1,1.92313929e1,1.90132697e1,1.87386649e1,1.84117729e1,1.80375207e1,0.042214,0.084303,0.126141,0.167603,0.208566,0.248907,0.288506
143,12772-3701,1.32098231e2,0,2.04666670e1,2.01977506e1,1.97573754e1,1.91569716e1,1.84119589e1,1.75411952e1,1.65663120e1,0.099671,0.199048,0.297834,0.395719,0.492375,0.587452,0.680572
144,9887-6102,1.31141161e2,0,1.96396716e1,1.94773900e1,1.92161154e1,1.88689925e1,1.84531770e1,1.79886946e1,1.74971200e1,0.043765,0.087027,0.129298,0.170123,0.209095,0.245883,0.280246
145,9501-3702,1.28842890e2,0,2.14351584e1,2.09007897e1,2.00364125e1,1.88799505e1,1.74817145e1,1.59018092e1,1.42070552e1,0.103419,0.206108,0.307301,0.406152,0.501689,0.592758,0.677949
146,8137-6102,1.28188031e2,0,1.85821378e1,1.85387665e1,1.84668450e1,1.83669133e1,1.82397162e1,1.80861923e1,1.79074603e1,0.036913,0.073791,0.110598,0.147298,0.183858,0.220243,0.256420
147,8719-3701,1.27468566e2,0,2.03044052e1,1.99391449e1,1.93464332e1,1.85495713e1,1.75796569e1,1.64741565e1,1.52751979e1,0.064356,0.128011,0.190246,0.250302,0.307362,0.360533,0.408832
148,9889-9101,1.24834286e2,0,1.76532177e1,1.76847004e1,1.77357918e1,1.78044637e1,1.78879604e1,1.79828792e1,1.80852731e1,0.013317,0.026765,0.040472,0.054553,0.069111,0.084230,0.099974
149,8951-1902,1.24090957e2,0,1.99273097e1,1.95510884e1,1.89373783e1,1.81056054e1,1.70818684e1,1.58978990e1,1.45898081e1,0.133709,0.267102,0.399847,0.531590,0.661930,0.790408,0.916478
150,8085-9101,1.23457198e2,0,1.81712787e1,1.80788791e1,1.79285618e1,1.77257084e1,1.74775739e1,1.71930185e1,1.68821774e1,0.032780,0.065282,0.097235,0.128377,0.158461,0.187266,0.214602
151,9879-1901,1.23410299e2,0,1.92208141e1,1.89550596e1,1.85187835e1,1.79217640e1,1.71773088e1,1.63018880e1,1.53146806e1,0.097343,0.194499,0.291277,0.387471,0.482861,0.577199,0.670202
152,9874-9102,1.22719509e2,0,2.02822109e1,1.97418742e1,1.88947797e1,1.78141167e1,1.65893473e1,1.53154276e1,1.40817527e1,0.083405,0.164978,0.242908,0.315447,0.380991,0.438226,0.486340
153,9038-6101,1.20857452e2,0,1.72754800e1,1.72739493e1,1.72713673e1,1.72676884e1,1.72628490e1,1.72567684e1,1.72493491e1,0.016164,0.032334,0.048514,0.064712,0.080932,0.097179,0.113459
154,7978-3704,1.17783508e2,0,1.95936614e1,1.90873945e1,1.82771839e1,1.72103531e1,1.59474150e1,1.45570342e1,1.31104658e1,0.100601,0.200123,0.297463,0.391473,0.480947,0.564612,0.641152
155,11015-1901,1.17688210e2,0,1.79560419e1,1.77636590e1,1.74484495e1,1.70183676e1,1.64841793e1,1.58591082e1,1.51584042e1,0.078338,0.156368,0.233775,0.310240,0.385433,0.459010,0.530612
156,11748-9101,1.17440240e2,0,1.89510806e1,1.85760186e1,1.79657430e1,1.71417349e1,1.61325931e1,1.49726619e1,1.37004075e1,0.114827,0.229260,0.342892,0.455291,0.565982,0.674434,0.780034
157,11827-3703,1.14675069e2,0,1.69522729e1,1.68536568e1,1.66932763e1,1.64769252e1,1.62123696e1,1.59090221e1,1.55775460e1,0.035204,0.070097,0.104372,0.137735,0.169910,0.200648,0.229733
158,11014-6103,1.13708319e2,0,2.14445291e1,2.04337847e1,1.88440044e1,1.68057941e1,1.44804419e1,1.20418733e1,9.65789197e0,0.180331,0.359391,0.535806,0.707987,0.873986,1.031298,1.176605
159,11748-1902,1.12547894e2,0,1.85917034e1,1.81499622e1,1.74346394e1,1.64760414e1,1.53145288e1,1.39985749e1,1.25824442e1,0.096065,0.191404,0.285252,0.376772,0.465003,0.548810,0.626817
160,9190-1902,1.12417511e2,0,1.79604570e1,1.76385375e1,1.71120279e1,1.63955824e1,1.55089735e1,1.44763840e1,1.33255485e1,0.145908,0.291898,0.438055,0.584474,0.731256,0.878521,1.026413
161,8097-3701,1.12211101e2,0,1.81319457e1,1.77671859e1,1.71745526e1,1.63762457e1,1.54018863e1,1.42871498e1,1.30721350e1,0.077183,0.153775,0.229164,0.302693,0.373636,0.441172,0.504350
162,11757-1901,1.11884393e2,0,1.76414366e1,1.73625085e1,1.69053850e1,1.62815451e1,1.55067325e1,1.46005956e1,1.35861900e1,0.122479,0.244777,0.366702,0.488042,0.608554,0.727951,0.845890
163,8080-1901,1.11538482e2,0,2.06758148e1,1.97956564e1,1.83920916e1,1.65547867e1,1.43989994e1,1.20564013e1,9.66473155e0,0.186359,0.372602,0.558604,0.744210,0.929221,1.113359,1.296208
164,8329-3704,1.10919948e2,0,1.63203568e1,1.62476588e1,1.61253170e1,1.59517564e1,1.57251383e1,1.54436844e1,1.51060365e1,0.087730,0.175564,0.263596,0.351904,0.440544,0.529544,0.618899
165,8604-1902,1.10597627e2,0,1.73296322e1,1.70602471e1,1.66243527e1,1.60407802e1,1.53343669e1,1.45345470e1,1.36737006e1,0.088264,0.175862,0.262127,0.346378,0.427929,0.506087,0.580175
166,8604-9101,1.10177560e2,0,1.71016693e1,1.68554127e1,1.64599779e1,1.59366257e1,1.53127759e1,1.46199080e1,1.38911906e1,0.067080,0.133373,0.198105,0.260530,0.319950,0.375749,0.427431
167,9498-1901,1.09849006e2,0,2.18605033e1,2.06776839e1,1.88075895e1,1.63929813e1,1.36162939e1,1.06841242e1,7.80982959e0,0.175300,0.350140,0.523999,0.696203,0.865789,1.031240,1.189914
168,9184-3702,1.09719933e2,0,1.60346242e1,1.59769468e1,1.58811634e1,1.57477927e1,1.55775603e1,1.53713988e1,1.51304465e1,0.048535,0.097047,0.145509,0.193898,0.242186,0.290346,0.338349
169,8984-1901,1.06777759e2,0,1.59921682e1,1.58716491e1,1.56725749e1,1.53975951e1,1.50503447e1,1.46353728e1,1.41580538e1,0.083095,0.166134,0.249063,0.331824,0.414360,0.496611,0.578514
170,8932-1902,1.05668383e2,0,1.55567849e1,1.54815243e1,1.53571866e1,1.51853933e1,1.49683676e1,1.47088890e1,1.44102371e1,0.051098,0.102098,0.152903,0.203415,0.253537,0.303171,0.352222
171,11942-3701,1.04644920e2,0,1.60639196e1,1.58721884e1,1.55600120e1,1.51380332e1,1.46203379e1,1.40237047e1,1.33667246e1,0.075170,0.149925,0.223852,0.296542,0.367591,0.436610,0.503230
172,11007-1901,1.04164852e2,0,1.60010274e1,1.58128377e1,1.55043646e1,1.50831952e1,1.45596032e1,1.39462160e1,1.32576082e1,0.071869,0.143441,0.214417,0.284485,0.353321,0.420580,0.485895
173,8998-1901,1.02667575e2,0,1.55523998e1,1.54071035e1,1.51674159e1,1.48369930e1,1.44208470e1,1.39252433e1,1.33575728e1,0.090186,0.180318,0.270340,0.360196,0.449825,0.539165,0.628145
174,10503-3704,1.02652216e2,0,1.54135986e1,1.52841696e1,1.50737434e1,1.47898968e1,1.44425508e1,1.40433448e1,1.36049119e1,0.061607,0.122866,0.183441,0.243011,0.301286,0.358016,0.413001
175,8999-1902,1.01686679e2,0,1.50812206e1,1.49842444e1,1.48269787e1,1.46157693e1,1.43591185e1,1.40673213e1,1.37520264e1,0.038016,0.075655,0.112548,0.148337,0.182690,0.215302,0.245919
176,11007-6101,1.01494564e2,0,1.69237140e1,1.64920933e1,1.57959149e1,1.48683235e1,1.37525773e1,1.24992029e1,1.11627379e1,0.111866,0.223027,0.332755,0.440265,0.544695,0.645062,0.740234
177,12506-1902,1.00572522e2,0,1.54520266e1,1.52701924e1,1.49719807e1,1.45645030e1,1.40574086e1,1.34625896e1,1.27938209e1,0.094836,0.189399,0.283411,0.376583,0.468611,0.559171,0.647909
178,9873-12703,1.00114452e2,0,1.65675471e1,1.60500510e1,1.52729315e1,1.43481624e1,1.34034858e1,1.25601127e1,1.19121612e1,0.076192,0.149062,0.215464,0.272699,0.318961,0.353932,0.379307
179,11018-1901,1.00018093e2,0,1.56643087e1,1.54332225e1,1.50544218e1,1.45371945e1,1.38941009e1,1.31405513e1,1.22942936e1,0.117583,0.235038,0.352236,0.469037,0.585297,0.700851,0.815520
180,8933-6103,1.00014518e2,0,1.60564644e1,1.57442156e1,1.52392574e1,1.45639021e1,1.37476911e1,1.28258067e1,1.18371810e1,0.076347,0.151923,0.225937,0.297558,0.365898,0.429995,0.488820
181,8931-3704,9.99767011e1,0,1.59661089e1,1.56671944e1,1.51848245e1,1.45414963e1,1.37663536e1,1.28930954e1,1.19576281e1,0.108635,0.216579,0.323135,0.427605,0.529286,0.627479,0.721503
182,12675-3701,9.99173359e1,0,1.46465778e1,1.45865846e1,1.44871170e1,1.43489442e1,1.41731203e1,1.39609628e1,1.37140292e1,0.053240,0.106438,0.159553,0.212543,0.265366,0.317980,0.370342
183,8133-3703,9.94613247e1,0,1.47951368e1,1.46992100e1,1.45406914e1,1.43217557e1,1.40456863e1,1.37170447e1,1.33417998e1,0.071631,0.143119,0.214315,0.285056,0.355159,0.424424,0.492634
184,8935-3704,9.91576284e1,0,1.69889949e1,1.64724627e1,1.56456017e1,1.45566060e1,1.32675239e1,1.18494309e1,1.03770083e1,0.145674,0.290372,0.433073,0.572659,0.707863,0.837209,0.958961
185,9485-1902,9.80631295e1,0,1.42321125e1,1.41961381e1,1.41365163e1,1.40537464e1,1.39485203e1,1.38217145e1,1.36743815e1,0.028605,0.057157,0.085600,0.113880,0.141944,0.169736,0.197204
186,8096-3704,9.74572520e1,0,1.56388592e1,1.53417826e1,1.48588474e1,1.42076739e1,1.34116349e1,1.24986558e1,1.14997982e1,0.119191,0.237993,0.356008,0.472815,0.587965,0.700961,0.811255
187,10513-6101,9.73850417e1,0,1.61577069e1,1.57471882e1,1.50898484e1,1.42238094e1,1.31982949e1,1.20698931e1,1.08983008e1,0.096763,0.192423,0.285848,0.375842,0.461128,0.540339,0.612040
188,12620-1901,9.67250764e1,0,1.44126460e1,1.43161793e1,1.41565491e1,1.39354605e1,1.36552678e1,1.33189422e1,1.29300316e1,0.099549,0.199143,0.298824,0.398640,0.498637,0.598867,0.699384
189,12506-1901,9.62957086e1,0,1.43539114e1,1.42573048e1,1.40973147e1,1.38754627e1,1.35938597e1,1.32551865e1,1.28626688e1,0.088180,0.176375,0.264600,0.352870,0.441199,0.529602,0.618093
190,10219-6101,9.57973963e1,0,1.63075633e1,1.58377802e1,1.50813041e1,1.40759989e1,1.28712657e1,1.15247742e1,1.00987099e1,0.128413,0.256140,0.382458,0.506571,0.627563,0.744344,0.855568
191,8311-6104,9.57223546e1,0,1.65303237e1,1.60190686e1,1.51956267e1,1.41009766e1,1.27886522e1,1.13212567e1,9.76645006e0,0.147283,0.294145,0.440140,0.584767,0.727432,0.867399,1.003716
192,9087-1901,9.55948187e1,0,1.39658370e1,1.39163189e1,1.38340807e1,1.37195607e1,1.35733734e1,1.33963098e1,1.31893381e1,0.095631,0.191322,0.287131,0.383118,0.479343,0.575867,0.672752
193,8261-1902,9.54541596e1,0,1.39227642e1,1.38775341e1,1.38021417e1,1.36965828e1,1.35608696e1,1.33950481e1,1.31992191e1,0.061249,0.122523,0.183847,0.245246,0.306741,0.368352,0.430095
194,9487-1902,9.41844808e1,0,1.59885934e1,1.55151522e1,1.47616172e1,1.37781102e1,1.26287476e1,1.13862646e1,1.01259956e1,0.105239,0.209039,0.309909,0.406248,0.496310,0.578184,0.649836
195,11976-6103,9.39764557e1,0,1.34731106e1,1.34655363e1,1.34529184e1,1.34352645e1,1.34125830e1,1.33848811e1,1.33521618e1,0.026511,0.053025,0.079543,0.106068,0.132603,0.159151,0.185715
196,9041-3703,9.34870003e1,0,1.32242450e1,1.32492061e1,1.32887922e1,1.33401087e1,1.33993510e1,1.34620347e1,1.35232626e1,0.024927,0.050052,0.075557,0.101604,0.128318,0.155787,0.184053
197,11020-1902,9.20159487e1,0,1.35801278e1,1.35099185e1,1.33935867e1,1.32321502e1,1.30270185e1,1.27799774e1,1.24931697e1,0.050665,0.101276,0.151780,0.202121,0.252244,0.302089,0.351593
198,8991-1902,9.07604191e1,0,1.44433873e1,1.41800330e1,1.37554073e1,1.31899257e1,1.25101898e1,1.17471959e1,1.09342801e1,0.090122,0.179451,0.267188,0.352521,0.434630,0.512692,0.585903
199,8078-1901,9.04941085e1,0,1.28585233e1,1.28709443e1,1.28909640e1,1.29175801e1,1.29494306e1,1.29848329e1,1.30218333e1,0.025977,0.052042,0.078284,0.104781,0.131605,0.158818,0.186466
200,9878-1902,9.00084233e1,0,1.40714336e1,1.38674967e1,1.35332781e1,1.30771030e1,1.25102543e1,1.18466166e1,1.11022410e1,0.095142,0.190035,0.284424,0.378037,0.470581,0.561731,0.651118
201,9875-12703,8.88355820e1,0,2.41152999e1,2.13146383e1,1.72053457e1,1.24923522e1,7.93120813e0,4.16737160e0,1.60936623e0,0.291436,0.581461,0.868227,1.148700,1.416853,1.658066,1.825311
202,8156-6101,8.87125497e1,0,1.28789340e1,1.28440637e1,1.27870764e1,1.27095926e1,1.26137375e1,1.25020107e1,1.23771347e1,0.031814,0.063512,0.094984,0.126128,0.156857,0.187099,0.216803
203,8986-6102,8.85572672e1,0,1.28234645e1,1.27958950e1,1.27500995e1,1.26863074e1,1.26048373e1,1.25060946e1,1.23905688e1,0.033769,0.067514,0.101213,0.134842,0.168378,0.201797,0.235076
204,10846-1902,8.83854997e1,0,1.32051557e1,1.31088769e1,1.29506562e1,1.27337896e1,1.24627551e1,1.21430810e1,1.17811851e1,0.050968,0.101720,0.152039,0.201707,0.250506,0.298219,0.344627
205,9507-1902,8.83199925e1,0,1.42721185e1,1.39790018e1,1.35055542e1,1.28733610e1,1.21106545e1,1.12505125e1,1.03287901e1,0.096346,0.191932,0.285986,0.377701,0.466229,0.550668,0.630060
206,8601-3701,8.82617552e1,0,1.36395102e1,1.34462599e1,1.31392479e1,1.27394242e1,1.22730079e1,1.17688271e1,1.12554780e1,0.076731,0.152518,0.226453,0.297709,0.365588,0.429575,0.489397
207,8722-6102,8.81444076e1,0,1.25444293e1,1.25532841e1,1.25674288e1,1.25859661e1,1.26076845e1,1.26311011e1,1.26545137e1,0.018024,0.036122,0.054367,0.072824,0.091552,0.110597,0.129994
208,8977-1902,8.80210886e1,0,1.35556524e1,1.33899285e1,1.31187171e1,1.27492913e1,1.22914058e1,1.17568959e1,1.11591977e1,0.124687,0.249147,0.373149,0.496461,0.618844,0.740056,0.859846
209,8085-1902,8.68777706e1,0,1.26421388e1,1.26044017e1,1.25420780e1,1.24560109e1,1.23473527e1,1.22175381e1,1.20682504e1,0.044782,0.089490,0.134052,0.178396,0.222453,0.266159,0.309450
210,11009-1901,8.66702741e1,0,1.34801649e1,1.32955789e1,1.29930319e1,1.25799874e1,1.20665408e1,1.14650824e1,1.07898878e1,0.098406,0.196571,0.294250,0.391185,0.487102,0.581703,0.674658
211,8995-3701,8.65106247e1,0,1.35504789e1,1.33455017e1,1.30116570e1,1.25602662e1,1.20064886e1,1.13686704e1,1.06675619e1,0.068110,0.135707,0.202269,0.267254,0.330089,0.390167,0.446834
212,9026-1901,8.47220728e1,0,1.26336407e1,1.25472966e1,1.24045533e1,1.22071365e1,1.19574226e1,1.16584004e1,1.13136226e1,0.082326,0.164582,0.246701,0.328610,0.410236,0.491500,0.572321
213,8934-1902,8.34062933e1,0,1.28641685e1,1.27058059e1,1.24457657e1,1.20897687e1,1.16455793e1,1.11227701e1,1.05324352e1,0.115593,0.231039,0.346191,0.460892,0.574975,0.688261,0.800550
214,9511-1902,8.30431462e1,0,1.27378301e1,1.25934242e1,1.23556162e1,1.20286395e1,1.16182856e1,1.11317719e1,1.05775788e1,0.094548,0.189016,0.283321,0.377378,0.471093,0.564367,0.657088
215,8481-6103,8.28586913e1,0,1.53370700e1,1.46823747e1,1.36409193e1,1.22825008e1,1.06958341e1,8.98069407e0,7.23929830e0,0.190293,0.380342,0.569883,0.758615,0.946167,1.132055,1.315609
216,8936-6101,8.26130049e1,0,1.20720354e1,1.20284619e1,1.19562485e1,1.18560046e1,1.17285746e1,1.15750285e1,1.13966514e1,0.035231,0.070400,0.105444,0.140300,0.174905,0.209193,0.243097
217,9863-3702,8.23309148e1,0,1.42199030e1,1.37769000e1,1.30647232e1,1.21206632e1,1.09931852e1,9.73855478e0,8.41698547e0,0.141443,0.282305,0.421970,0.559754,0.694854,0.826291,0.952828
218,11835-1902,8.23145458e1,0,1.47342335e1,1.41901380e1,1.33186158e1,1.21701631e1,1.08107320e1,9.31738948e0,7.77327402e0,0.129639,0.258360,0.385161,0.508864,0.627984,0.740538,0.843758
219,10503-6101,8.18003481e1,0,1.18358966e1,1.18097288e1,1.17672987e1,1.17102853e1,1.16408541e1,1.15614890e1,1.14747957e1,0.042954,0.085811,0.128480,0.170885,0.212971,0.254708,0.296094
220,8134-3703,8.14356440e1,0,1.17669225e1,1.17513246e1,1.17227073e1,1.16773572e1,1.16104959e1,1.15166647e1,1.13901717e1,0.054496,0.109213,0.164354,0.220091,0.276549,0.333799,0.391851
221,8712-3701,8.06090509e1,0,1.37153109e1,1.33267127e1,1.26984471e1,1.18584539e1,1.08436112e1,9.69767156e0,8.46884335e0,0.142478,0.284562,0.425834,0.565825,0.703977,0.839603,0.971809
222,10495-1902,8.02159451e1,0,1.20031083e1,1.19106827e1,1.17597054e1,1.15546191e1,1.13013413e1,1.10069818e1,1.06795064e1,0.078951,0.157639,0.235802,0.313190,0.389566,0.464715,0.538446
223,8312-1902,8.00587225e1,0,1.16012036e1,1.15753503e1,1.15322213e1,1.14717614e1,1.13939027e1,1.12985734e1,1.11857097e1,0.060344,0.120722,0.181169,0.241717,0.302400,0.363249,0.424292
224,10219-1901,7.92869523e1,0,1.29058020e1,1.26361337e1,1.21960397e1,1.15991968e1,1.08640606e1,1.00132045e1,9.07251501e0,0.103100,0.205963,0.308340,0.409957,0.510498,0.609586,0.706752
225,9874-12702,7.90494795e1,0,1.20069171e1,1.18876682e1,1.16918857e1,1.14239257e1,1.10897044e1,1.06965233e1,1.02528552e1,0.075433,0.150610,0.225275,0.299163,0.372001,0.443505,0.513378
226,8455-1901,7.88564315e1,0,1.54484541e1,1.46381880e1,1.33612944e1,1.17204581e1,9.84501379e0,7.87841824e0,5.96460496e0,0.181315,0.361525,0.539386,0.713345,0.881271,1.040009,1.184535
227,12683-12701,7.81535578e1,0,1.10981680e1,1.11092087e1,1.11273752e1,1.11523194e1,1.11835625e1,1.12205019e1,1.12624221e1,0.010460,0.020973,0.031591,0.042362,0.053333,0.064548,0.076045
228,8933-1901,7.79646002e1,0,1.14788186e1,1.14227088e1,1.13302209e1,1.12028715e1,1.10427335e1,1.08523872e1,1.06348597e1,0.060322,0.120515,0.180451,0.240002,0.299041,0.357444,0.415089
229,9872-3703,7.78299715e1,0,1.18169692e1,1.16952723e1,1.14978274e1,1.12323737e1,1.09090979e1,1.05400386e1,1.01383924e1,0.092767,0.185097,0.276562,0.366745,0.455257,0.541742,0.625897
230,10494-1901,7.71406366e1,0,1.44887202e1,1.38393786e1,1.28063165e1,1.14589447e1,9.88615132e0,8.18894028e0,6.47218499e0,0.203398,0.407132,0.611574,0.817186,1.024587,1.234670,1.448815
231,11022-9101,7.69218703e1,0,1.05789701e1,1.07427693e1,1.09626215e1,1.11690027e1,1.12829869e1,1.12304265e1,1.09550933e1,0.479277,0.954644,1.423002,1.882541,2.332769,2.774253,-3.074928
232,8552-1901,7.65330964e1,0,1.15057556e1,1.14130315e1,1.12595276e1,1.10467970e1,1.07770112e1,1.04529552e1,1.00780182e1,0.178221,0.356411,0.534536,0.712566,0.890473,1.068230,1.245814
233,7962-1901,7.55948804e1,0,1.20542451e1,1.18415013e1,1.14936404e1,1.10204748e1,1.04352397e1,9.75411794e0,8.99566120e0,0.143751,0.287303,0.430453,0.572978,0.714632,0.855132,0.994142
234,9487-1901,7.54451037e1,0,1.11848129e1,1.11181051e1,1.10080358e1,1.08562469e1,1.06649894e1,1.04370784e1,1.01758353e1,0.066752,0.133374,0.199734,0.265701,0.331140,0.395916,0.459889
235,8711-9101,7.51123229e1,0,1.17813477e1,1.15882489e1,1.12794751e1,1.08735311e1,1.03942593e1,9.86899258e0,9.32646825e0,0.079970,0.158980,0.236079,0.310341,0.380888,0.446933,0.507842
236,8077-1902,7.47680429e1,0,1.09754515e1,1.09282942e1,1.08499712e1,1.07409261e1,1.06018442e1,1.04337070e1,1.02378488e1,0.054532,0.108991,0.163301,0.217381,0.271139,0.324474,0.377272
237,8150-3702,7.35199813e1,0,1.06993716e1,1.06679778e1,1.06158173e1,1.05431332e1,1.04502631e1,1.03376383e1,1.02057800e1,0.045798,0.091586,0.137355,0.183093,0.228791,0.274439,0.320024
238,11007-12701,7.35161188e1,0,1.12194964e1,1.11003377e1,1.09044435e1,1.06357845e1,1.02997545e1,9.90301259e0,9.45328958e0,0.078062,0.155934,0.233419,0.310321,0.386431,0.461532,0.535392
239,8256-3702,7.32679021e1,0,1.19365150e1,1.16824328e1,1.12692447e1,1.07118315e1,1.00299743e1,9.24737893e0,8.39052493e0,0.115997,0.231662,0.346650,0.460593,0.573087,0.683671,0.791810
240,9863-3703,7.31179406e1,0,1.22489434e1,1.19341140e1,1.14234275e1,1.07371919e1,9.90240883e0,8.95143904e0,7.92041597e0,0.127084,0.253870,0.380040,0.505243,0.629066,0.751008,0.870430
241,8334-1901,7.28846351e1,0,1.04163996e1,1.04161885e1,1.04156233e1,1.04143898e1,1.04120586e1,1.04080964e1,1.04018788e1,0.023449,0.046933,0.070484,0.094133,0.117909,0.141837,0.165937
242,11015-6104,7.27910142e1,0,1.20566937e1,1.17504146e1,1.12614959e1,1.06203195e1,9.86574384e0,9.04187186e0,8.19447478e0,0.093221,0.185176,0.274573,0.360066,0.440252,0.513669,0.578845
243,9188-3702,7.26645261e1,0,1.07334485e1,1.06742245e1,1.05771353e1,1.04445463e1,1.02796515e1,1.00863602e1,9.86915989e0,0.050363,0.100528,0.150297,0.199478,0.247887,0.295352,0.341712
244,8245-6104,7.23720263e1,0,1.08857989e1,1.07906825e1,1.06362764e1,1.04285111e1,1.01752044e1,9.88561709e0,9.56993598e0,0.052200,0.103981,0.154929,0.204649,0.252768,0.298952,0.342914
245,8943-1902,7.19316054e1,0,1.04769274e1,1.04447851e1,1.03913966e1,1.03170337e1,1.02220742e1,1.01069990e1,9.97238940e0,0.064433,0.128858,0.193271,0.257662,0.322026,0.386355,0.450642
246,9183-12701,7.19306962e1,0,1.30212518e1,1.24976136e1,1.16685001e1,1.05954700e1,9.35733071e0,8.04356840e0,6.74696161e0,0.107619,0.213410,0.315397,0.411279,0.498242,0.572714,0.630143
