mode,k,bin_index,n_galaxies,log_m200_median,log_m200_min,log_m200_max,re,im,power,phase,rms,bin_snr,mode_snr
2,1.795196,25,140,11.5600,11.5400,11.5700,6.77620819e-2,1.46052717e-1,2.59230959e-2,1.136397,4.13174170e-2,3.922740,3.896819
3,2.692794,25,140,11.5600,11.5400,11.5700,-2.12658793e-2,1.57805707e-1,2.53548788e-2,1.704749,4.13174170e-2,3.922740,3.853875
4,3.590392,25,140,11.5600,11.5400,11.5700,-1.01292797e-1,1.19652366e-1,2.45769193e-2,2.273289,4.13174170e-2,3.922740,3.794290
5,4.487990,25,140,11.5600,11.5400,11.5700,-1.46803009e-1,4.53320424e-2,2.36061176e-2,2.842087,4.13174170e-2,3.922740,3.718597
6,5.385587,25,140,11.5600,11.5400,11.5700,-1.44462748e-1,-3.99227034e-2,2.24633079e-2,-2.871969,4.13174170e-2,3.922740,3.627469
7,6.283185,25,140,11.5600,11.5400,11.5700,-9.72113637e-2,-1.08270876e-1,2.11726317e-2,-2.302424,4.13174170e-2,3.922740,3.521715
1,0.897598,26,140,11.5800,11.5700,11.6000,2.95626446e-1,1.78827005e-1,1.19374093e-1,0.544021,1.14451794e-1,3.018787,3.018787
2,1.795196,26,140,11.5800,11.5700,11.6000,1.59376958e-1,3.04088984e-1,1.17871125e-1,1.088045,1.14451794e-1,3.018787,2.999723
3,2.692794,26,140,11.5800,11.5700,11.6000,-2.08037860e-2,3.39068243e-1,1.15400071e-1,1.632075,1.14451794e-1,3.018787,2.968113
4,3.590392,26,140,11.5800,11.5700,11.6000,-1.90441265e-1,2.75214314e-1,1.12010794e-1,2.176116,1.14451794e-1,3.018787,2.924202
5,4.487990,26,140,11.5800,11.5700,11.6000,-2.99562996e-1,1.34287708e-1,1.07771177e-1,2.720171,1.14451794e-1,3.018787,2.868327
6,5.385587,26,140,11.5800,11.5700,11.6000,-3.18161881e-1,-3.92210700e-2,1.02765275e-1,-3.018938,1.14451794e-1,3.018787,2.800919
7,6.283185,26,140,11.5800,11.5700,11.6000,-2.44859809e-1,-1.92703697e-1,9.70910408e-2,-2.474831,1.14451794e-1,3.018787,2.722494
1,0.897598,27,140,11.6100,11.6000,11.6300,-1.17839347e-3,-2.47023290e-2,6.11593669e-4,-1.618464,3.75752609e-1,0.371073,0.065816
2,1.795196,27,140,11.6100,11.6000,11.6300,2.93106316e-2,-3.22052593e-2,1.89629185e-3,-0.832418,3.75752609e-1,0.371073,0.115891
3,2.692794,27,140,11.6100,11.6000,11.6300,6.19281574e-2,-1.30122574e-2,4.00441552e-3,-0.207106,3.75752609e-1,0.371073,0.168410
4,3.590392,27,140,11.6100,11.6000,11.6300,7.73779167e-2,2.99988540e-2,6.88727323e-3,0.369852,3.75752609e-1,0.371073,0.220862
5,4.487990,27,140,11.6100,11.6000,11.6300,6.14915479e-2,8.18364201e-2,1.04784101e-2,0.926402,3.75752609e-1,0.371073,0.272424
6,5.385587,27,140,11.6100,11.6000,11.6300,1.19011265e-2,1.20638424e-1,1.46952661e-2,1.472463,3.75752609e-1,0.371073,0.322617
7,6.283185,27,140,11.6100,11.6000,11.6300,-5.95907529e-2,1.26056229e-1,1.94412308e-2,2.012392,3.75752609e-1,0.371073,0.371073
1,0.897598,28,140,11.6500,11.6300,11.6600,1.58180630e-2,8.12977570e-3,3.16304371e-4,0.474749,8.59443894e-2,0.206936,0.206936
2,1.795196,28,140,11.6500,11.6300,11.6600,1.02715559e-2,1.43016880e-2,3.10043142e-4,0.947956,8.59443894e-2,0.206936,0.204877
3,2.692794,28,140,11.6500,11.6300,11.6600,2.63602028e-3,1.71204117e-2,3.00057098e-4,1.418027,8.59443894e-2,0.206936,0.201551
4,3.590392,28,140,11.6500,11.6300,11.6600,-5.20806333e-3,1.61208124e-2,2.87004516e-4,1.883277,8.59443894e-2,0.206936,0.197118
5,4.487990,28,140,11.6500,11.6300,11.6600,-1.14894273e-2,1.18223973e-2,2.71776018e-4,2.341912,8.59443894e-2,0.206936,0.191817
6,5.385587,28,140,11.6500,11.6300,11.6600,-1.50168022e-2,5.47361051e-3,2.55464761e-4,2.792060,8.59443894e-2,0.206936,0.185972
7,6.283185,28,140,11.6500,11.6300,11.6600,-1.54072585e-2,-1.39501622e-3,2.39329686e-4,-3.051296,8.59443894e-2,0.206936,0.180003
1,0.897598,29,140,11.6800,11.6600,11.7000,2.21566297e-1,1.25270466e-1,6.47843136e-2,0.514579,1.51089384e-2,16.846162,16.846162
2,1.795196,29,140,11.6800,11.6600,11.7000,1.30750948e-1,2.17319392e-1,6.43235283e-2,1.029162,1.51089384e-2,16.846162,16.786145
3,2.692794,29,140,11.6800,11.6600,11.7000,6.81719313e-3,2.52021149e-1,6.35611336e-2,1.543753,1.51089384e-2,16.846162,16.686370
4,3.590392,29,140,11.6800,11.6600,11.7000,-1.17122832e-1,2.20879293e-1,6.25054200e-2,2.058356,1.51089384e-2,16.846162,16.547214
5,4.487990,29,140,11.6800,11.6600,11.7000,-2.08404315e-1,1.33174605e-1,6.11678340e-2,2.572975,1.51089384e-2,16.846162,16.369205
6,5.385587,29,140,11.6800,11.6600,11.7000,-2.43699498e-1,1.31672349e-2,5.95628212e-2,3.087615,1.51089384e-2,16.846162,16.153018
7,6.283185,29,140,11.6800,11.6600,11.7000,-2.15180087e-1,-1.06794934e-1,5.77076277e-2,-2.680905,1.51089384e-2,16.846162,15.899470
1,0.897598,30,140,11.7100,11.7000,11.7300,2.64276328e-1,1.49336562e-1,9.21433866e-2,0.514345,3.10702581e-2,9.769835,9.769835
2,1.795196,30,140,11.7100,11.7000,11.7300,1.56107542e-1,2.59191354e-1,9.15497227e-2,1.028697,3.10702581e-2,9.769835,9.738311
3,2.692794,30,140,11.7100,11.7000,11.7300,8.34527607e-3,3.00827754e-1,9.05669813e-2,1.543062,3.10702581e-2,9.769835,9.685902
4,3.590392,30,140,11.7100,11.7000,11.7300,-1.39679806e-1,2.63997479e-1,8.92051171e-2,2.057448,3.10702581e-2,9.769835,9.612803
5,4.487990,30,140,11.7100,11.7000,11.7300,-2.49049169e-1,1.59538062e-1,8.74778818e-2,2.571862,3.10702581e-2,9.769835,9.519284
6,5.385587,30,140,11.7100,11.7000,11.7300,-2.91790875e-1,1.61470546e-2,8.54026422e-2,3.086311,3.10702581e-2,9.769835,9.405693
7,6.283185,30,140,11.7100,11.7000,11.7300,-2.58251194e-1,-1.27696797e-1,8.30001515e-2,-2.682381,3.10702581e-2,9.769835,9.272452
1,0.897598,31,140,11.7500,11.7300,11.7700,-2.26920726e-1,-1.27750248e-1,6.78131415e-2,-2.628844,1.54581618e-1,1.684609,1.684609
2,1.795196,31,140,11.7500,11.7300,11.7700,-1.34820919e-1,-2.22238315e-1,6.75665486e-2,-2.116091,1.54581618e-1,1.684609,1.681543
3,2.692794,31,140,11.7500,11.7300,11.7700,-8.42978046e-3,-2.59010274e-1,6.71573833e-2,-1.603331,1.54581618e-1,1.684609,1.676444
4,3.590392,31,140,11.7500,11.7300,11.7700,1.19215179e-1,-2.28858257e-1,6.65883608e-2,-1.090559,1.54581618e-1,1.684609,1.669327
5,4.487990,31,140,11.7500,11.7300,11.7700,2.14981369e-1,-1.40165100e-1,6.58632444e-2,-0.577771,1.54581618e-1,1.684609,1.660213
6,5.385587,31,140,11.7500,11.7300,11.7700,2.54387375e-1,-1.65490569e-2,6.49868076e-2,-0.064963,1.54581618e-1,1.684609,1.649129
7,6.283185,31,140,11.7500,11.7300,11.7700,2.27968310e-1,1.09522769e-1,6.39647872e-2,0.447869,1.54581618e-1,1.684609,1.636110
1,0.897598,32,140,11.7900,11.7700,11.8100,1.40590080e-1,7.61573212e-2,2.55655082e-2,0.496447,2.62201809e-2,6.098058,6.098058
2,1.795196,32,140,11.7900,11.7700,11.8100,8.71959229e-2,1.33702333e-1,2.54794429e-2,0.992901,2.62201809e-2,6.098058,6.087785
3,2.692794,32,140,11.7900,11.7700,11.8100,1.29466430e-2,1.58647046e-1,2.53365007e-2,1.489370,2.62201809e-2,6.098058,6.070684
4,3.590392,32,140,11.7900,11.7700,11.8100,-6.39344421e-2,1.45085545e-1,2.51374282e-2,1.985862,2.62201809e-2,6.098058,6.046788
5,4.487990,32,140,11.7900,11.7700,11.8100,-1.24693300e-1,9.66169973e-2,2.48832633e-2,2.482384,2.62201809e-2,6.098058,6.016141
6,5.385587,32,140,11.7900,11.7700,11.8100,-1.54696219e-1,2.53852085e-2,2.45753291e-2,2.978945,2.62201809e-2,6.098058,5.978799
7,6.283185,32,140,11.7900,11.7700,11.8100,-1.47015107e-1,-5.10076763e-2,2.42152248e-2,-2.807633,2.62201809e-2,6.098058,5.934834
1,0.897598,33,140,11.8400,11.8100,11.8600,4.47162350e-1,2.26826840e-1,2.51404582e-1,0.469437,1.84100065e-2,27.235331,27.235331
2,1.795196,33,140,11.8400,11.8100,11.8600,2.95973286e-1,4.04300332e-1,2.51058945e-1,0.938874,1.84100065e-2,27.235331,27.216602
3,2.692794,33,140,11.8400,11.8100,11.8600,8.09646429e-2,4.93890995e-1,2.50483588e-1,1.408309,1.84100065e-2,27.235331,27.185398
4,3.590392,33,140,11.8400,11.8100,11.8600,-1.50977606e-1,4.76324816e-1,2.49679568e-1,1.877742,1.84100065e-2,27.235331,27.141732
5,4.487990,33,140,11.8400,11.8100,11.8600,-3.49400956e-1,3.55763029e-1,2.48648361e-1,2.347173,1.84100065e-2,27.235331,27.085625
6,5.385587,33,140,11.8400,11.8100,11.8600,-4.71348303e-1,1.58816360e-1,2.47391859e-1,2.816599,1.84100065e-2,27.235331,27.017102
7,6.283185,33,140,11.8400,11.8100,11.8600,-4.90732416e-1,-7.13727280e-2,2.45912370e-1,-2.997164,1.84100065e-2,27.235331,26.936195
1,0.897598,34,140,11.8900,11.8600,11.9200,6.40198998e-2,3.09771166e-2,5.05812932e-3,0.450658,6.49498810e-2,1.095006,1.095006
2,1.795196,34,140,11.8900,11.8600,11.9200,4.41309858e-2,5.57622587e-2,5.05697341e-3,0.901313,6.49498810e-2,1.095006,1.094881
3,2.692794,34,140,11.8900,11.8600,11.9200,1.54349609e-2,6.94032507e-2,5.05504923e-3,1.351962,6.49498810e-2,1.095006,1.094673
4,3.590392,34,140,11.8900,11.8600,11.9200,-1.63296167e-2,6.91787825e-2,5.05236034e-3,1.802603,6.49498810e-2,1.095006,1.094382
5,4.487990,34,140,11.8900,11.8600,11.9200,-4.48137076e-2,5.51420282e-2,5.04891166e-3,2.253231,6.49498810e-2,1.095006,1.094008
6,5.385587,34,140,11.8900,11.8600,11.9200,-6.43289583e-2,3.01080494e-2,5.04470952e-3,2.703844,6.49498810e-2,1.095006,1.093553
7,6.283185,34,140,11.8900,11.8600,11.9200,-7.09854199e-2,-9.12031429e-4,5.03976164e-3,-3.128745,6.49498810e-2,1.095006,1.093016
1,0.897598,35,140,11.9400,11.9200,11.9700,-2.00293241e-2,-9.64561412e-3,4.94211696e-4,-2.692794,0.00000000e0,0.000000,0.000000
2,1.795196,35,140,11.9400,11.9200,11.9700,-1.38607223e-2,-1.73807961e-2,4.94211696e-4,-2.243995,0.00000000e0,0.000000,0.000000
3,2.692794,35,140,11.9400,11.9200,11.9700,-4.94683453e-3,-2.16734982e-2,4.94211696e-4,-1.795196,0.00000000e0,0.000000,0.000000
4,3.590392,35,140,11.9400,11.9200,11.9700,4.94683453e-3,-2.16734982e-2,4.94211696e-4,-1.346397,0.00000000e0,0.000000,0.000000
5,4.487990,35,140,11.9400,11.9200,11.9700,1.38607223e-2,-1.73807961e-2,4.94211696e-4,-0.897598,0.00000000e0,0.000000,0.000000
6,5.385587,35,140,11.9400,11.9200,11.9700,2.00293241e-2,-9.64561412e-3,4.94211696e-4,-0.448799,0.00000000e0,0.000000,0.000000
7,6.283185,35,140,11.9400,11.9200,11.9700,2.22308726e-2,-2.72249669e-18,4.94211696e-4,-0.000000,0.00000000e0,0.000000,0.000000
1,0.897598,36,140,12.0000,11.9700,12.0400,1.91973431e-1,9.24495319e-2,4.54007142e-2,0.448799,0.00000000e0,0.000000,0.000000
2,1.795196,36,140,12.0000,11.9700,12.0400,1.32849736e-1,1.66588300e-1,4.54007142e-2,0.897598,0.00000000e0,0.000000,0.000000
3,2.692794,36,140,12.0000,11.9700,12.0400,4.74135219e-2,2.07732213e-1,4.54007142e-2,1.346397,0.00000000e0,0.000000,0.000000
4,3.590392,36,140,12.0000,11.9700,12.0400,-4.74135219e-2,2.07732213e-1,4.54007142e-2,1.795196,0.00000000e0,0.000000,0.000000
5,4.487990,36,140,12.0000,11.9700,12.0400,-1.32849736e-1,1.66588300e-1,4.54007142e-2,2.243995,0.00000000e0,0.000000,0.000000
6,5.385587,36,140,12.0000,11.9700,12.0400,-1.91973431e-1,9.24495319e-2,4.54007142e-2,2.692794,0.00000000e0,0.000000,0.000000
7,6.283185,36,140,12.0000,11.9700,12.0400,-2.13074433e-1,2.60940923e-17,4.54007142e-2,3.141593,0.00000000e0,0.000000,0.000000
1,0.897598,37,140,12.0800,12.0400,12.1100,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
2,1.795196,37,140,12.0800,12.0400,12.1100,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
3,2.692794,37,140,12.0800,12.0400,12.1100,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
4,3.590392,37,140,12.0800,12.0400,12.1100,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
5,4.487990,37,140,12.0800,12.0400,12.1100,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
6,5.385587,37,140,12.0800,12.0400,12.1100,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
7,6.283185,37,140,12.0800,12.0400,12.1100,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
1,0.897598,38,140,12.1600,12.1100,12.1900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
2,1.795196,38,140,12.1600,12.1100,12.1900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
3,2.692794,38,140,12.1600,12.1100,12.1900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
4,3.590392,38,140,12.1600,12.1100,12.1900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
5,4.487990,38,140,12.1600,12.1100,12.1900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
6,5.385587,38,140,12.1600,12.1100,12.1900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
7,6.283185,38,140,12.1600,12.1100,12.1900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
1,0.897598,39,140,12.2500,12.1900,12.2900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
2,1.795196,39,140,12.2500,12.1900,12.2900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
3,2.692794,39,140,12.2500,12.1900,12.2900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
4,3.590392,39,140,12.2500,12.1900,12.2900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
5,4.487990,39,140,12.2500,12.1900,12.2900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
6,5.385587,39,140,12.2500,12.1900,12.2900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
7,6.283185,39,140,12.2500,12.1900,12.2900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
1,0.897598,40,140,12.3400,12.2900,12.4000,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
2,1.795196,40,140,12.3400,12.2900,12.4000,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
3,2.692794,40,140,12.3400,12.2900,12.4000,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
4,3.590392,40,140,12.3400,12.2900,12.4000,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
5,4.487990,40,140,12.3400,12.2900,12.4000,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
6,5.385587,40,140,12.3400,12.2900,12.4000,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
7,6.283185,40,140,12.3400,12.2900,12.4000,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
1,0.897598,41,140,12.4700,12.4000,12.5400,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
2,1.795196,41,140,12.4700,12.4000,12.5400,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
3,2.692794,41,140,12.4700,12.4000,12.5400,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
4,3.590392,41,140,12.4700,12.4000,12.5400,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
5,4.487990,41,140,12.4700,12.4000,12.5400,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
6,5.385587,41,140,12.4700,12.4000,12.5400,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
7,6.283185,41,140,12.4700,12.4000,12.5400,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
1,0.897598,42,140,12.6000,12.5400,12.6600,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
2,1.795196,42,140,12.6000,12.5400,12.6600,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
3,2.692794,42,140,12.6000,12.5400,12.6600,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
4,3.590392,42,140,12.6000,12.5400,12.6600,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
5,4.487990,42,140,12.6000,12.5400,12.6600,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
6,5.385587,42,140,12.6000,12.5400,12.6600,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
7,6.283185,42,140,12.6000,12.5400,12.6600,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
1,0.897598,43,140,12.7200,12.6600,12.8000,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
2,1.795196,43,140,12.7200,12.6600,12.8000,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
3,2.692794,43,140,12.7200,12.6600,12.8000,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
4,3.590392,43,140,12.7200,12.6600,12.8000,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
5,4.487990,43,140,12.7200,12.6600,12.8000,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
6,5.385587,43,140,12.7200,12.6600,12.8000,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
7,6.283185,43,140,12.7200,12.6600,12.8000,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
1,0.897598,44,140,12.8700,12.8000,12.9300,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
2,1.795196,44,140,12.8700,12.8000,12.9300,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
3,2.692794,44,140,12.8700,12.8000,12.9300,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
4,3.590392,44,140,12.8700,12.8000,12.9300,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
5,4.487990,44,140,12.8700,12.8000,12.9300,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
6,5.385587,44,140,12.8700,12.8000,12.9300,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
7,6.283185,44,140,12.8700,12.8000,12.9300,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
1,0.897598,45,139,13.0200,12.9300,13.0700,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
2,1.795196,45,139,13.0200,12.9300,13.0700,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
3,2.692794,45,139,13.0200,12.9300,13.0700,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
4,3.590392,45,139,13.0200,12.9300,13.0700,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
5,4.487990,45,139,13.0200,12.9300,13.0700,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
6,5.385587,45,139,13.0200,12.9300,13.0700,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
7,6.283185,45,139,13.0200,12.9300,13.0700,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
1,0.897598,46,139,13.1200,13.0700,13.1700,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
2,1.795196,46,139,13.1200,13.0700,13.1700,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
3,2.692794,46,139,13.1200,13.0700,13.1700,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
4,3.590392,46,139,13.1200,13.0700,13.1700,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
5,4.487990,46,139,13.1200,13.0700,13.1700,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
6,5.385587,46,139,13.1200,13.0700,13.1700,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
7,6.283185,46,139,13.1200,13.0700,13.1700,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
1,0.897598,47,139,13.2300,13.1700,13.3300,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
2,1.795196,47,139,13.2300,13.1700,13.3300,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
3,2.692794,47,139,13.2300,13.1700,13.3300,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
4,3.590392,47,139,13.2300,13.1700,13.3300,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
5,4.487990,47,139,13.2300,13.1700,13.3300,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
6,5.385587,47,139,13.2300,13.1700,13.3300,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
7,6.283185,47,139,13.2300,13.1700,13.3300,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
1,0.897598,48,139,13.4600,13.3400,13.5800,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
2,1.795196,48,139,13.4600,13.3400,13.5800,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
3,2.692794,48,139,13.4600,13.3400,13.5800,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
4,3.590392,48,139,13.4600,13.3400,13.5800,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
5,4.487990,48,139,13.4600,13.3400,13.5800,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
6,5.385587,48,139,13.4600,13.3400,13.5800,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
7,6.283185,48,139,13.4600,13.3400,13.5800,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
1,0.897598,49,139,13.7100,13.5800,14.9900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
2,1.795196,49,139,13.7100,13.5800,14.9900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
3,2.692794,49,139,13.7100,13.5800,14.9900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
4,3.590392,49,139,13.7100,13.5800,14.9900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
5,4.487990,49,139,13.7100,13.5800,14.9900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
6,5.385587,49,139,13.7100,13.5800,14.9900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
7,6.283185,49,139,13.7100,13.5800,14.9900,0.00000000e0,0.00000000e0,0.00000000e0,0.000000,0.00000000e0,0.000000,0.000000
