mode,k,bin_index,n_galaxies,log_m200_median,log_m200_min,log_m200_max,re,im,power,phase,rms,bin_snr,mode_snr
6,5.385587,2,140,10.9800,10.9500,11.0000,1.26321925e-2,-4.31254430e-3,1.78170326e-4,-0.328987,5.25395701e-2,0.372035,0.254057
7,6.283185,2,140,10.9800,10.9500,11.0000,1.23376258e-2,2.38713154e-6,1.52217017e-4,0.000193,5.25395701e-2,0.372035,0.234825
1,0.897598,3,140,11.0100,11.0000,11.0300,-1.00187504e-1,-1.17436052e-1,2.38287623e-2,-2.277101,1.01169764e-1,1.525808,1.525808
2,1.795196,3,140,11.0100,11.0000,11.0300,2.38487304e-2,-1.46540210e-1,2.20427950e-2,-1.409465,1.01169764e-1,1.525808,1.467515
3,2.692794,3,140,11.0100,11.0000,11.0300,1.19678850e-1,-7.09661297e-2,1.93592186e-2,-0.535235,1.01169764e-1,1.525808,1.375286
4,3.590392,3,140,11.0100,11.0000,11.0300,1.19398543e-1,4.35379760e-2,1.61515675e-2,0.349661,1.01169764e-1,1.525808,1.256194
5,4.487990,3,140,11.0100,11.0000,11.0300,3.56914337e-2,1.07490701e-1,1.28281293e-2,1.250208,1.01169764e-1,1.525808,1.119518
6,5.385587,3,140,11.0100,11.0000,11.0300,-5.58929960e-2,8.14174259e-2,9.75282423e-3,2.172404,1.01169764e-1,1.525808,0.976145
7,6.283185,3,140,11.0100,11.0000,11.0300,-8.47368111e-2,1.60492089e-3,7.18290292e-3,3.122655,1.01169764e-1,1.525808,0.837721
1,0.897598,4,140,11.0500,11.0300,11.0600,-7.92614445e-2,-4.35667162e-2,8.18043534e-3,-2.639012,1.98880702e-1,0.556583,0.454774
2,1.795196,4,140,11.0500,11.0300,11.0600,-4.90168575e-2,-7.72985840e-2,8.37772341e-3,-2.135930,1.98880702e-1,0.556583,0.460225
3,2.692794,4,140,11.0500,11.0300,11.0600,-5.54562498e-3,-9.34067488e-2,8.75557467e-3,-1.630097,1.98880702e-1,0.556583,0.470489
4,3.590392,4,140,11.0500,11.0300,11.0600,4.24037772e-2,-8.69348712e-2,9.35575214e-3,-1.116985,1.98880702e-1,0.556583,0.486348
5,4.487990,4,140,11.0500,11.0300,11.0600,8.38079416e-2,-5.62308404e-2,1.01856785e-2,-0.590961,1.98880702e-1,0.556583,0.507461
6,5.385587,4,140,11.0500,11.0300,11.0600,1.05674174e-1,-5.01359282e-3,1.11921671e-2,-0.047408,1.98880702e-1,0.556583,0.531942
7,6.283185,4,140,11.0500,11.0300,11.0600,9.62951895e-2,5.45922319e-2,1.22530753e-2,0.515745,1.98880702e-1,0.556583,0.556583
1,0.897598,5,140,11.0700,11.0600,11.0900,-4.06377104e-2,-1.04327165e-2,1.76026508e-3,-2.890295,2.46448705e-1,0.539950,0.170240
2,1.795196,5,140,11.0700,11.0600,11.0900,-4.09357441e-2,-2.30171478e-2,2.20552424e-3,-2.629374,2.46448705e-1,0.539950,0.190559
3,2.692794,5,140,11.0700,11.0600,11.0900,-3.86660579e-2,-4.21178076e-2,3.26897375e-3,-2.313492,2.46448705e-1,0.539950,0.231995
4,3.590392,5,140,11.0700,11.0600,11.0900,-2.38612168e-2,-6.86334133e-2,5.27990309e-3,-1.905387,2.46448705e-1,0.539950,0.294840
5,4.487990,5,140,11.0700,11.0600,11.0900,1.48294324e-2,-9.07078845e-2,8.44783237e-3,-1.408744,2.46448705e-1,0.539950,0.372946
6,5.385587,5,140,11.0700,11.0600,11.0900,7.47800655e-2,-8.44223836e-2,1.27191970e-2,-0.845891,2.46448705e-1,0.539950,0.457618
7,6.283185,5,140,11.0700,11.0600,11.0900,1.29335311e-1,-3.13046119e-2,1.77076013e-2,-0.237475,2.46448705e-1,0.539950,0.539950
1,0.897598,6,140,11.1000,11.0900,11.1100,1.00380620e-1,1.21497990e-1,2.48380305e-2,0.880288,1.40588132e-1,1.121011,1.121011
2,1.795196,6,140,11.1000,11.0900,11.1100,-2.92315401e-2,1.47859960e-1,2.27170506e-2,1.765977,1.40588132e-1,1.121011,1.072080
3,2.692794,6,140,11.1000,11.0900,11.1100,-1.24192810e-1,6.43751067e-2,1.95680085e-2,2.663375,1.40588132e-1,1.121011,0.995004
4,3.590392,6,140,11.1000,11.0900,11.1100,-1.14087975e-1,-5.35929296e-2,1.58882680e-2,-2.702436,1.40588132e-1,1.121011,0.896581
5,4.487990,6,140,11.1000,11.0900,11.1100,-2.01127903e-2,-1.08742921e-1,1.22295473e-2,-1.753687,1.40588132e-1,1.121011,0.786605
6,5.385587,6,140,11.1000,11.0900,11.1100,6.91971829e-2,-6.56031005e-2,9.09201691e-3,-0.758742,1.40588132e-1,1.121011,0.678237
7,6.283185,6,140,11.1000,11.0900,11.1100,7.90651532e-2,2.41234555e-2,6.83323956e-3,0.296137,1.40588132e-1,1.121011,0.587983
1,0.897598,7,140,11.1200,11.1100,11.1300,-3.49168141e-1,-3.47294399e-1,2.42531790e-1,-2.358885,1.82948484e-1,2.691879,2.691879
2,1.795196,7,140,11.1200,11.1100,11.1300,-2.45077203e-3,-4.72999969e-1,2.23734977e-1,-1.575978,1.82948484e-1,2.691879,2.585462
3,2.692794,7,140,11.1200,11.1100,11.1300,3.10103364e-1,-3.14656623e-1,1.95172886e-1,-0.792686,1.82948484e-1,2.691879,2.414799
4,3.590392,7,140,11.1200,11.1100,11.1300,4.00537893e-1,-3.55025743e-3,1.60443208e-1,-0.008863,1.82948484e-1,2.691879,2.189434
5,4.487990,7,140,11.1200,11.1100,11.1300,2.51043357e-1,2.46147004e-1,1.23611115e-1,0.775550,1.82948484e-1,2.691879,1.921764
6,5.385587,7,140,11.1200,11.1100,11.1300,3.08564512e-3,2.97487422e-1,8.85082876e-2,1.560424,1.82948484e-1,2.691879,1.626160
7,6.283185,7,140,11.1200,11.1100,11.1300,-1.68611243e-1,1.72364182e-1,5.81391625e-2,2.345188,1.82948484e-1,2.691879,1.317970
1,0.897598,8,140,11.1400,11.1300,11.1600,1.37284781e-1,1.29004674e-1,3.54893172e-2,0.754314,8.59172113e-2,2.192647,2.192647
2,1.795196,8,140,11.1400,11.1300,11.1600,1.08954214e-2,1.77452257e-1,3.16080135e-2,1.509474,8.59172113e-2,2.192647,2.069276
3,2.692794,8,140,11.1400,11.1300,11.1600,-1.03045689e-1,1.23398882e-1,2.58456980e-2,2.266554,8.59172113e-2,2.192647,1.871173
4,3.590392,8,140,11.1400,11.1300,11.1600,-1.37349385e-1,1.57757128e-2,1.91137268e-2,3.027236,8.59172113e-2,2.192647,1.609135
5,4.487990,8,140,11.1400,11.1300,11.1600,-8.85252219e-2,-6.77371689e-2,1.24250390e-2,-2.488451,8.59172113e-2,2.192647,1.297385
6,5.385587,8,140,11.1400,11.1300,11.1600,-1.10740925e-2,-8.11138016e-2,6.70208434e-3,-1.706483,8.59172113e-2,2.192647,0.952851
7,6.283185,8,140,11.1400,11.1300,11.1600,3.23671070e-2,-3.95535105e-2,2.61210980e-3,-0.884989,8.59172113e-2,2.192647,0.594861
1,0.897598,9,140,11.1700,11.1600,11.1800,-1.61725135e-2,-2.86185404e-2,1.08057105e-3,-2.085163,2.08544756e-1,0.336638,0.157626
2,1.795196,9,140,11.1700,11.1600,11.1800,1.75793431e-2,-2.61822440e-2,9.94543207e-4,-0.979509,2.08544756e-1,0.336638,0.151221
3,2.692794,9,140,11.1700,11.1600,11.1800,3.08854529e-2,6.30308332e-3,9.93640063e-4,0.201315,2.08544756e-1,0.336638,0.151152
4,3.590392,9,140,11.1700,11.1600,11.1800,5.77172563e-3,3.48786515e-2,1.24983315e-3,1.406802,2.08544756e-1,0.336638,0.169522
5,4.487990,9,140,11.1700,11.1600,11.1800,-3.62104818e-2,2.48977921e-2,1.93109904e-3,2.539247,2.08544756e-1,0.336638,0.210719
6,5.385587,9,140,11.1700,11.1600,11.1800,-5.11262200e-2,-2.31731431e-2,3.15088493e-3,-2.716036,2.08544756e-1,0.336638,0.269164
7,6.283185,9,140,11.1700,11.1600,11.1800,-1.37762095e-2,-6.88392035e-2,4.92861989e-3,-1.768309,2.08544756e-1,0.336638,0.336638
1,0.897598,10,140,11.1900,11.1800,11.2000,2.91123892e-2,3.72824783e-2,2.23751439e-3,0.907836,2.16771307e-1,0.359126,0.218213
2,1.795196,10,140,11.1900,11.1800,11.2000,-1.13949778e-2,4.88058582e-2,2.51185732e-3,1.800163,2.16771307e-1,0.359126,0.231204
3,2.692794,10,140,11.1900,11.1800,11.2000,-4.84244248e-2,2.47933497e-2,2.95963510e-3,2.668390,2.16771307e-1,0.359126,0.250967
4,3.590392,10,140,11.1900,11.1800,11.2000,-5.56659355e-2,-2.16065498e-2,3.56553937e-3,-2.771346,2.16771307e-1,0.359126,0.275461
5,4.487990,10,140,11.1900,11.1800,11.2000,-2.42102036e-2,-6.09946436e-2,4.30648051e-3,-1.948648,2.16771307e-1,0.359126,0.302733
6,5.385587,10,140,11.1900,11.1800,11.2000,2.98925470e-2,-6.52497488e-2,5.15109408e-3,-1.141206,2.16771307e-1,0.359126,0.331091
7,6.283185,10,140,11.1900,11.1800,11.2000,7.32924517e-2,-2.62405620e-2,6.06035057e-3,-0.343806,2.16771307e-1,0.359126,0.359126
1,0.897598,11,140,11.2100,11.2000,11.2200,1.34292528e-1,1.06194480e-1,2.93117507e-2,0.669087,2.59850784e-1,0.658866,0.658866
2,1.795196,11,140,11.2100,11.2000,11.2200,3.86619372e-2,1.66191896e-1,2.91144918e-2,1.342227,2.59850784e-1,0.658866,0.656645
3,2.692794,11,140,11.2100,11.2000,11.2200,-7.40249035e-2,1.52340063e-1,2.86871811e-2,2.023116,2.59850784e-1,0.658866,0.651808
4,3.590392,11,140,11.2100,11.2000,11.2200,-1.52091737e-1,6.91467646e-2,2.79131715e-2,2.714888,2.59850784e-1,0.658866,0.642955
5,4.487990,11,140,11.2100,11.2000,11.2200,-1.57054513e-1,-4.49154219e-2,2.66835150e-2,-2.863042,2.59850784e-1,0.658866,0.628633
6,5.385587,11,140,11.2100,11.2000,11.2200,-8.53738452e-2,-1.32838081e-1,2.49346491e-2,-2.142016,2.59850784e-1,0.658866,0.607684
7,6.283185,11,140,11.2100,11.2000,11.2200,2.51658542e-2,-1.48473157e-1,2.26775987e-2,-1.402894,2.59850784e-1,0.658866,0.579528
1,0.897598,12,140,11.2300,11.2200,11.2400,-1.33471310e-1,-9.41263393e-2,2.66743584e-2,-2.527373,1.54993486e-1,1.053740,1.053740
2,1.795196,12,140,11.2300,11.2200,11.2400,-5.37881037e-2,-1.51290416e-1,2.57819502e-2,-1.912388,1.54993486e-1,1.053740,1.035963
3,2.692794,12,140,11.2300,11.2200,11.2400,4.23140941e-2,-1.50067913e-1,2.43108612e-2,-1.295965,1.54993486e-1,1.053740,1.005974
4,3.590392,12,140,11.2300,11.2200,11.2400,1.16324620e-1,-9.36097298e-2,2.22941988e-2,-0.677617,1.54993486e-1,1.053740,0.963346
5,4.487990,12,140,11.2300,11.2200,11.2400,1.40457759e-1,-8.03280650e-3,1.97929081e-2,-0.057128,1.54993486e-1,1.053740,0.907698
6,5.385587,12,140,11.2300,11.2200,11.2400,1.09786365e-1,6.96517999e-2,1.69044192e-2,0.565352,1.54993486e-1,1.053740,0.838855
7,6.283185,12,140,11.2300,11.2200,11.2400,4.37001799e-2,1.08890690e-1,1.37668881e-2,1.189151,1.54993486e-1,1.053740,0.757015
1,0.897598,13,140,11.2500,11.2400,11.2600,-2.56536414e-1,-1.84184118e-1,9.97347210e-2,-2.518911,2.05963041e-1,1.533324,1.533324
2,1.795196,13,140,11.2500,11.2400,11.2600,-9.92095838e-2,-2.93502667e-1,9.59863570e-2,-1.896758,2.05963041e-1,1.533324,1.504234
3,2.692794,13,140,11.2500,11.2400,11.2600,8.72857260e-2,-2.87100075e-1,9.00452511e-2,-1.275651,2.05963041e-1,1.533324,1.456938
4,3.590392,13,140,11.2500,11.2400,11.2600,2.27364498e-1,-1.75033910e-1,8.23314846e-2,-0.656077,2.05963041e-1,1.533324,1.393137
5,4.487990,13,140,11.2500,11.2400,11.2600,2.70652564e-1,-1.04193866e-2,7.33613738e-2,-0.038478,2.05963041e-1,1.533324,1.315057
6,5.385587,13,140,11.2500,11.2400,11.2600,2.11539563e-1,1.37625209e-1,6.36896847e-2,0.576789,2.05963041e-1,1.533324,1.225308
7,6.283185,13,140,11.2500,11.2400,11.2600,8.63560608e-2,2.15395057e-1,5.38523999e-2,1.189498,2.05963041e-1,1.533324,1.126713
1,0.897598,14,140,11.2700,11.2600,11.2900,-9.83629795e-4,7.89879708e-3,6.33585230e-5,1.694688,7.76953522e-2,0.417962,0.102449
2,1.795196,14,140,11.2700,11.2600,11.2900,-1.22248061e-2,5.99523172e-3,1.85388687e-4,2.685642,7.76953522e-2,0.417962,0.175245
3,2.692794,14,140,11.2700,11.2600,11.2900,-1.78444021e-2,-6.93003764e-3,3.66448108e-4,-2.771162,7.76953522e-2,0.417962,0.246383
4,3.590392,14,140,11.2700,11.2600,11.2900,-9.88762597e-3,-2.18914184e-2,5.76999348e-4,-1.995035,7.76953522e-2,0.417962,0.309167
5,4.487990,14,140,11.2700,11.2600,11.2900,9.08495960e-3,-2.64639587e-2,7.82877600e-4,-1.240107,7.76953522e-2,0.417962,0.360124
6,5.385587,14,140,11.2700,11.2600,11.2900,2.71213684e-2,-1.46759748e-2,9.50952863e-4,-0.496002,7.76953522e-2,0.417962,0.396903
7,6.283185,14,140,11.2700,11.2600,11.2900,3.15289879e-2,7.77601234e-3,1.05454344e-3,0.241805,7.76953522e-2,0.417962,0.417962
1,0.897598,15,140,11.3000,11.2900,11.3100,9.60237918e-2,8.90292610e-2,1.71467779e-2,0.747619,1.07643399e-1,1.216477,1.216477
2,1.795196,15,140,11.3000,11.2900,11.3100,9.57274311e-3,1.27975946e-1,1.64694801e-2,1.496134,1.07643399e-1,1.216477,1.192209
3,2.692794,15,140,11.3000,11.2900,11.3100,-7.75945464e-2,9.68025418e-2,1.53916457e-2,2.246497,1.07643399e-1,1.216477,1.152538
4,3.590392,15,140,11.3000,11.2900,11.3100,-1.17069399e-1,1.67148015e-2,1.39846288e-2,2.999774,1.07643399e-1,1.216477,1.098596
5,4.487990,15,140,11.3000,11.2900,11.3100,-9.06860354e-2,-6.41462133e-2,1.23386937e-2,-2.525955,1.07643399e-1,1.216477,1.031923
6,5.385587,15,140,11.3000,11.2900,11.3100,-1.95985797e-2,-1.00849849e-1,1.05547965e-2,-1.762738,1.07643399e-1,1.216477,0.954416
7,6.283185,15,140,11.3000,11.2900,11.3100,5.11521763e-2,-7.82257222e-2,8.73580875e-3,-0.991681,1.07643399e-1,1.216477,0.868289
1,0.897598,16,140,11.3200,11.3100,11.3400,8.65503159e-2,6.60651580e-2,1.18555623e-2,0.651968,7.16089710e-2,1.520525,1.520525
2,1.795196,16,140,11.3200,11.3100,11.3400,2.84191297e-2,1.03915296e-1,1.16060356e-2,1.303840,7.16089710e-2,1.520525,1.504439
3,2.692794,16,140,11.3200,11.3100,11.3400,-3.97198776e-2,9.80990313e-2,1.12010886e-2,1.955516,7.16089710e-2,1.520525,1.477960
4,3.590392,16,140,11.3200,11.3100,11.3400,-8.88210021e-2,5.26046771e-2,1.06564225e-2,2.606888,7.16089710e-2,1.520525,1.441578
5,4.487990,16,140,11.3200,11.3100,11.3400,-9.92888013e-2,-1.15938869e-2,9.99268428e-3,-3.025350,7.16089710e-2,1.520525,1.395962
6,5.385587,16,140,11.3200,11.3100,11.3400,-6.92126005e-2,-6.66623828e-2,9.23425735e-3,-2.374961,7.16089710e-2,1.520525,1.341941
7,6.283185,16,140,11.3200,11.3100,11.3400,-1.41099477e-2,-9.06023210e-2,8.40787120e-3,-1.725290,7.16089710e-2,1.520525,1.280488
1,0.897598,17,140,11.3500,11.3400,11.3600,1.89821608e-1,1.49568868e-1,5.84030892e-2,0.667347,5.79374900e-2,4.171173,4.171173
2,1.795196,17,140,11.3500,11.3400,11.3600,5.50566739e-2,2.29459804e-1,5.56830388e-2,1.335308,5.79374900e-2,4.171173,4.072882
3,2.692794,17,140,11.3500,11.3400,11.3600,-9.52630823e-2,2.05670297e-1,5.13753258e-2,2.004559,5.79374900e-2,4.171173,3.912169
4,3.590392,17,140,11.3500,11.3400,11.3600,-1.91211363e-1,9.60916142e-2,4.57953837e-2,2.675914,5.79374900e-2,4.171173,3.693611
5,4.487990,17,140,11.3500,11.3400,11.3600,-1.94036791e-1,-4.11210786e-2,3.93412196e-2,-2.932758,5.79374900e-2,4.171173,3.423452
6,5.385587,17,140,11.3500,11.3400,11.3600,-1.13674948e-1,-1.39762902e-1,3.24556624e-2,-2.253619,5.79374900e-2,4.171173,3.109464
7,6.283185,17,140,11.3500,11.3400,11.3600,4.98116196e-4,-1.59953562e-1,2.55853900e-2,-1.567682,5.79374900e-2,4.171173,2.760809
1,0.897598,18,140,11.3700,11.3600,11.3800,5.42105671e-2,5.06866668e-2,5.50792379e-3,0.751817,1.20028768e-1,0.618313,0.618313
2,1.795196,18,140,11.3700,11.3600,11.3800,4.91760064e-3,7.38938496e-2,5.48448380e-3,1.504345,1.20028768e-1,0.618313,0.616996
3,2.692794,18,140,11.3700,11.3600,11.3800,-4.68494646e-2,5.70680618e-2,5.45163602e-3,2.258176,1.20028768e-1,0.618313,0.615146
4,3.590392,18,140,11.3700,11.3600,11.3800,-7.30046637e-2,9.39027674e-3,5.41785822e-3,3.013669,1.20028768e-1,0.618313,0.613237
5,4.487990,18,140,11.3700,11.3600,11.3800,-5.93736153e-2,-4.32225580e-2,5.39341571e-3,-2.512337,1.20028768e-1,0.618313,0.611852
6,5.385587,18,140,11.3700,11.3600,11.3800,-1.33633832e-2,-7.21830607e-2,5.38897426e-3,-1.753856,1.20028768e-1,0.618313,0.611600
7,6.283185,18,140,11.3700,11.3600,11.3800,4.00720321e-2,-6.17116854e-2,5.41409987e-3,-0.994883,1.20028768e-1,0.618313,0.613024
1,0.897598,19,140,11.4000,11.3800,11.4100,7.21011539e-2,4.74972605e-2,7.45456615e-3,0.582508,6.18384369e-2,1.396216,1.396216
2,1.795196,19,140,11.4000,11.3800,11.4100,3.38458072e-2,7.88321236e-2,7.36004237e-3,1.165255,6.18384369e-2,1.396216,1.387336
3,2.692794,19,140,11.4000,11.3800,11.4100,-1.50010163e-2,8.35373248e-2,7.20351512e-3,1.748475,6.18384369e-2,1.396216,1.372504
4,3.590392,19,140,11.4000,11.3800,11.4100,-5.76806236e-2,6.04943077e-2,6.98661560e-3,2.332390,6.18384369e-2,1.396216,1.351683
5,4.487990,19,140,11.4000,11.3800,11.4100,-7.98718960e-2,1.82294741e-2,6.71183349e-3,2.917202,6.18384369e-2,1.396216,1.324836
6,5.385587,19,140,11.4000,11.3800,11.4100,-7.47279421e-2,-2.82562379e-2,6.38268031e-3,-2.780088,6.18384369e-2,1.396216,1.291942
7,6.283185,19,140,11.4000,11.3800,11.4100,-4.51570041e-2,-6.29657774e-2,6.00384414e-3,-2.192951,6.18384369e-2,1.396216,1.253015
1,0.897598,20,140,11.4300,11.4100,11.4400,1.89488577e-2,-1.35119710e-2,5.41632566e-4,-0.619448,2.48514424e-1,0.549551,0.093648
2,1.795196,20,140,11.4300,11.4100,11.4400,4.36657404e-2,-7.35475828e-3,1.96078936e-3,-0.166867,2.48514424e-1,0.549551,0.178182
3,2.692794,20,140,11.4300,11.4100,11.4400,6.01289655e-2,2.48533976e-2,4.23318386e-3,0.391949,2.48514424e-1,0.549551,0.261807
4,3.590392,20,140,11.4300,11.4100,11.4400,4.74088398e-2,7.05569492e-2,7.22588117e-3,0.979164,2.48514424e-1,0.549551,0.342053
5,4.487990,20,140,11.4300,11.4100,11.4400,-7.61541294e-4,1.03751881e-1,1.07650328e-2,1.578136,2.48514424e-1,0.549551,0.417500
6,5.385587,20,140,11.4300,11.4100,11.4400,-6.95768676e-2,9.90259381e-2,1.46470769e-2,2.183274,2.48514424e-1,0.549551,0.486994
7,6.283185,20,140,11.4300,11.4100,11.4400,-1.28320594e-1,4.67497598e-2,1.86517149e-2,2.792218,2.48514424e-1,0.549551,0.549551
1,0.897598,21,140,11.4500,11.4400,11.4600,-1.94594396e-1,-1.22221378e-1,5.28050442e-2,-2.580780,1.03232440e-1,2.225981,2.225981
2,1.795196,21,140,11.4500,11.4400,11.4600,-9.85447662e-2,-2.04160395e-1,5.13925379e-2,-2.020495,1.03232440e-1,2.225981,2.196008
3,2.692794,21,140,11.4500,11.4400,11.4600,2.42190257e-2,-2.20284369e-1,4.91117645e-2,-1.461292,1.03232440e-1,2.225981,2.146726
4,3.590392,21,140,11.4500,11.4400,11.4600,1.32782683e-1,-1.68632027e-1,4.60680014e-2,-0.903779,1.03232440e-1,2.225981,2.079139
5,4.487990,21,140,11.4500,11.4400,11.4600,1.93522193e-1,-7.03455619e-2,4.23993371e-2,-0.348652,1.03232440e-1,2.225981,1.994635
6,5.385587,21,140,11.4500,11.4400,11.4600,1.91595138e-1,3.94902210e-2,3.82681744e-2,0.203266,1.03232440e-1,2.225981,1.894971
7,6.283185,21,140,11.4500,11.4400,11.4600,1.34499925e-1,1.25543440e-1,3.38513852e-2,0.750969,1.03232440e-1,2.225981,1.782264
1,0.897598,22,140,11.4800,11.4600,11.4900,-1.32451926e-1,-8.21301722e-2,2.42888780e-2,-2.586543,8.30946781e-2,1.875558,1.875558
2,1.795196,22,140,11.4800,11.4600,11.4900,-6.85645586e-2,-1.38135844e-1,2.37826101e-2,-2.031525,8.30946781e-2,1.875558,1.855908
3,2.692794,22,140,11.4800,11.4600,11.4900,1.42553646e-2,-1.50842502e-1,2.29566759e-2,-1.476571,8.30946781e-2,1.875558,1.823397
4,3.590392,22,140,11.4800,11.4600,11.4900,8.93224353e-2,-1.17722514e-1,2.18370878e-2,-0.921716,8.30946781e-2,1.875558,1.778378
5,4.487990,22,140,11.4800,11.4600,11.4900,1.33509582e-1,-5.13223072e-2,2.04587877e-2,-0.366994,8.30946781e-2,1.875558,1.721340
6,5.385587,22,140,11.4800,11.4600,11.4900,1.34938489e-1,2.56097324e-2,1.88642541e-2,0.187558,8.30946781e-2,1.875558,1.652900
7,6.283185,22,140,11.4800,11.4600,11.4900,9.64048343e-2,8.83625021e-2,1.71018239e-2,0.741899,8.30946781e-2,1.875558,1.573794
1,0.897598,23,140,11.5000,11.4900,11.5200,4.85148520e-2,3.53063717e-2,3.60023075e-3,0.629104,4.50419024e-2,1.332136,1.332136
2,1.795196,23,140,11.5000,11.4900,11.5200,1.82561564e-2,5.65529840e-2,3.53152725e-3,1.258542,4.50419024e-2,1.332136,1.319364
3,2.692794,23,140,11.5000,11.4900,11.5200,-1.82760187e-2,5.55471729e-2,3.41950128e-3,1.888658,4.50419024e-2,1.332136,1.298269
4,3.590392,23,140,11.5000,11.4900,11.5200,-4.64659123e-2,3.32968459e-2,3.26776095e-3,2.519821,4.50419024e-2,1.332136,1.269137
5,4.487990,23,140,11.5000,11.4900,11.5200,-5.55047526e-2,-6.01991351e-4,3.08113996e-3,-3.130747,4.50419024e-2,1.332136,1.232364
6,5.385587,23,140,11.5000,11.4900,11.5200,-4.27639423e-2,-3.21984206e-2,2.86549305e-3,-2.496217,4.50419024e-2,1.332136,1.188456
7,6.283185,23,140,11.5000,11.4900,11.5200,-1.45808378e-2,-4.91411238e-2,2.62745088e-3,-1.859235,4.50419024e-2,1.332136,1.138022
1,0.897598,24,140,11.5300,11.5200,11.5400,-3.90298307e-2,-1.68130061e-2,1.80600486e-3,-2.734842,1.81557471e-1,0.375521,0.234070
2,1.795196,24,140,11.5300,11.5200,11.5400,-3.03005217e-2,-3.31933319e-2,2.01991889e-3,-2.310665,1.81557471e-1,0.375521,0.247544
3,2.692794,24,140,11.5300,11.5200,11.5400,-1.38152889e-2,-4.66263432e-2,2.36487809e-3,-1.858853,1.81557471e-1,0.375521,0.267849
4,3.590392,24,140,11.5300,11.5200,11.5400,1.02122189e-2,-5.21527920e-2,2.82420313e-3,-1.377430,1.81557471e-1,0.375521,0.292707
5,4.487990,24,140,11.5300,11.5200,11.5400,3.74959074e-2,-4.43834826e-2,3.37583659e-3,-0.869319,1.81557471e-1,0.375521,0.320020
6,5.385587,24,140,11.5300,11.5200,11.5400,5.95974884e-2,-2.10162850e-2,3.99354486e-3,-0.339022,1.81557471e-1,0.375521,0.348069
7,6.283185,24,140,11.5300,11.5200,11.5400,6.66928937e-2,1.41561571e-2,4.64833886e-3,0.209155,1.81557471e-1,0.375521,0.375521
1,0.897598,25,140,11.5600,11.5400,11.5700,1.36613199e-1,8.72121017e-2,2.62691168e-2,0.568168,4.13174170e-2,3.922740,3.922740
