name,gl,gb,p0,p1,dm
PSR J0459-0210,201.44,-25.68,1.133077174657,1.39826E-15,21.23000
PSR J1833-0209,28.92,3.09,0.291930632181,2.7548E-15,325.40000
PSR J1825-0208_P,28.09,4.74,3.30735,null,192.90000
PSR J1843-0207_P,30.18,0.73,0.45731,null,455.70000
PSR J1830-0206_P,28.69,3.65,1.05534,null,221.90000
PSR J1833-0204_P,29.04,3.06,0.00443,null,312.10000
PSR J1742-0203,22.99,14.33,0.1316096794,1.49E-16,81.89000
PSR J0613-0200,210.41,-9.30,0.003061844088094675,9.59067E-21,38.78188
PSR J1846-0200_P,30.60,0.16,0.66839,null,97.70000
PSR J1849-0200_P,30.99,-0.59,0.32677,null,883.00000
PSR J1906-0200_P,32.92,-4.36,0.00253,null,138.40000
PSR J1236-0159,295.06,60.65,3.5975735967,5.103E-15,19.08000
PSR J1653-0158,16.61,24.94,0.0019676820247057,2.402E-21,null
PSR J1841-0157,30.10,1.22,0.6633323828597,1.80775E-14,475.21000
PSR J1317-0157,316.23,60.23,0.002908244599549,5.5E-21,29.40080
PSR J1843-0157_P,30.30,0.85,0.50886,null,751.00000
PSR J1746-0156,23.61,13.48,1.82904660483,1.77E-15,92.94000
PSR J1830-0156_P,28.84,3.73,0.00752,null,242.30000
PSR J1838-0156_P,29.69,2.08,0.00551,null,163.40000
PSR J1854-0156_P,31.54,-1.53,0.60079,null,280.60000
PSR J1811-0154,26.61,8.03,0.9249459126947,1.60236E-15,147.79000
PSR J1823-0154,28.08,5.26,0.7597783116616,1.13148E-15,135.79400
PSR J1855-0154_P,31.66,-1.69,null,null,417.00000
PSR J1842-0153,30.28,1.02,1.05422825038,6.722E-15,427.20000
PSR J1859-0152_P,32.22,-2.70,0.903,null,399.30000
PSR J1900-0152_P,32.35,-2.96,1.384,null,314.00000
PSR J1818-0151,27.48,6.48,0.837534946983,9.1061E-15,209.00000
PSR J2336-01,84.42,-59.01,1.0298,null,19.60000
PSR J1904-0150,32.83,-3.84,0.379387161967,8.898E-16,162.20000
PSR J0203-0150,160.32,-59.37,0.0051733218641960,1.4281E-20,19.21880
PSR J1836-0150_P,29.55,2.57,0.00546,null,199.40000
PSR J1835-0149_P,29.48,2.75,1.27761,null,102.30000
PSR J1855-0149_P,31.74,-1.65,0.00456,null,349.90000
PSR J1842-0148_P,30.31,1.16,0.42894,null,450.90000
PSR J1843-0147_P,30.44,0.95,null,null,531.00000
PSR J1849-0145_P,31.14,-0.33,0.67417,null,682.50000
PSR J1931-0144,35.97,-9.71,0.593661359781,2.93E-17,38.30000
PSR J1801-0144_P,25.58,10.34,0.00303345,null,60.02100
PSR J1840-0144_P,30.19,1.56,1.10169,null,277.90000
PSR J1845-0144_P,30.74,0.48,0.59396,null,937.70000
PSR J0652-0142,214.54,-0.61,0.924053918109,1.525E-16,116.30000
PSR J1844-0142_P,30.58,0.86,0.34872,null,794.50000
PSR J1839-0141,30.01,1.96,0.93326558076,5.944E-15,293.20000
PSR J1840-0140_P,30.25,1.58,1.92682,null,279.70000
PSR J0640-0139,213.20,-3.14,0.003461492546125096,4.8981E-20,149.98300
PSR J1842-0138_P,30.46,1.24,0.00271,null,209.90000
PSR J1843-0137,30.54,1.09,0.66987238665,2.468E-15,486.00000
PSR J2222-0137,62.02,-46.08,0.03281785906437885,5.8047E-19,3.28260
PSR J1844-0136_P,30.70,0.85,0.41724,null,901.00000
PSR J1900-0134,32.55,-2.72,1.83233207264,3.049E-14,178.10000
PSR J1844-0134_P,30.72,0.87,2.6972,null,357.70000
PSR J1856-0134_P,32.13,-1.88,0.38187,null,236.20000
PSR J1824-0132,28.52,5.19,0.223728519703,2.82E-17,79.00000
PSR J1826-0132_P,28.66,4.93,0.36325,null,103.80000
PSR J1830-0131,29.16,3.99,0.457539321,6.28E-15,97.77000
PSR J1847-0130,31.15,0.17,6.7070457241,1.2749E-12,667.00000
PSR J1853-0130_P,31.79,-1.06,1.9450,null,344.00000
PSR J1848-0129A,31.30,-0.10,0.019784,null,490.00000
PSR J1745-0129,23.84,14.02,1.045406855598,6.31E-16,89.30000
PSR J1844-0128,30.81,0.90,0.02914442236961,3.1E-20,368.18000
PSR J1611-01,10.45,34.16,1.29687,null,27.21000
PSR J1843-0128_P,30.72,1.09,2.16489,null,450.80000
PSR J1858-0128_P,32.40,-2.17,0.00788,null,38.10000
PSR J1905-0128_P,33.23,-3.81,1.07099,null,100.30000
PSR J1824-0127,28.59,5.23,2.499470453903,3.9065E-15,63.00000
PSR J1852-0127,31.71,-0.80,0.428980098655,5.1586E-15,427.90000
PSR J1844-0127_P,30.83,0.93,0.02914,null,368.10000
PSR J1900-0126_P,32.64,-2.58,0.004,null,145.50000
PSR J1800-0125,25.75,10.68,0.78318548958,1.1537E-14,51.00000
PSR J1901-0125,32.82,-2.90,0.0027933649560078,3.5761E-20,70.42000
PSR J1827-0125_P,28.94,4.66,0.33796,null,98.00000
PSR J1857-0125_P,32.34,-1.96,0.00183,null,214.00000
PSR J1848-0123,31.34,0.04,0.659436293160,5.25189E-15,159.98600
PSR J1841-0123_P,30.53,1.66,0.00379,null,308.20000
PSR J1809-0119,26.96,8.63,0.7449764016,2.29E-15,138.30000
PSR J1907-0119_P,33.60,-4.19,0.05899,null,154.80000
PSR J1853-0054_P,32.41,-0.96,0.30834,null,442.90000
PSR J1852-0118,31.87,-0.78,0.451472651623,1.7601E-15,285.46000
PSR J1845-0118_P,31.06,0.81,1.71873,null,573.50000
PSR J1824-0117_P,28.76,5.30,1.37445,null,200.30000
PSR J1857-0117_P,32.45,-1.87,1.22259,null,353.90000
PSR J1809-0116_P,27.00,8.68,1.88738,null,128.50000
PSR J1829-0116_P,29.32,4.25,1.6532,null,189.90000
PSR J1855-0115_P,32.27,-1.44,2.56229,null,261.70000
PSR J1611-0114,10.68,34.27,2.59372555782,4.084E-15,27.70000
PSR J1835-0114,29.99,3.01,0.005116387644239,7E-21,98.25300
PSR J1851-0114,31.81,-0.53,0.95318168518,2.483E-15,427.20000
PSR J1835-0113_P,29.99,3.07,0.59963,null,316.70000
PSR J1858-0113_P,32.70,-2.21,1.5320,null,280.00000
PSR J1910-0112,34.01,-4.74,1.3606029280,1.8E-16,178.00000
PSR J1750-0112_P,24.72,13.04,0.00889597,null,72.97000
PSR J1852-0111_P,31.99,-0.76,1.9021,null,457.10000
PSR J1857-0110_P,32.54,-1.80,0.49673,null,385.70000
PSR J1928-0108,36.13,-8.73,2.3657140252,2.8E-15,125.80000
PSR J1801-0108_P,26.14,10.58,1.072109,null,86.30000
PSR J1851-0108_P,31.89,-0.46,0.08708,null,669.60000
PSR J1838-0107,30.47,2.33,0.4444257246169,5.46E-18,268.90000
PSR J1902-0107_P,33.21,-3.00,0.00613,null,290.20000
PSR J1830-0106_P,29.52,4.24,0.00176,null,149.40000
PSR J1856-0105_P,32.55,-1.63,0.86835,null,329.30000
PSR J1901-0104_P,33.09,-2.65,0.73951,null,261.20000
PSR J1845-0103_P,31.32,0.84,0.09906,null,750.10000
PSR J2248-0101,69.26,-50.62,0.477233119123,6.5935E-16,29.03100
PSR J1838-01,30.55,2.41,0.1832948,null,320.40000
PSR J1733-01,22.79,16.90,0.302,null,61.98000
PSR J1810-0100_P,27.33,8.64,1.10616,null,78.10000
PSR J1836-0100_P,30.39,2.76,0.25852,null,326.50000
PSR J1800-0059,26.18,10.82,1.19254389453,2.7E-17,84.20000
PSR J1745-0059,24.41,14.07,0.679516354309,4.34E-16,68.63000
PSR J1604-0057,9.81,35.79,1.67586931124,9.27E-16,32.30000
PSR J1905-0056,33.69,-3.55,0.6431838242222,3.05913E-15,228.80300
PSR J1848-0055,31.80,0.17,0.27455668472,1.35E-15,1166.00000
PSR J0651-0055_P,213.71,-0.48,1.0507,null,150.00000
PSR J1852-0055_P,32.22,-0.63,0.16403,null,211.70000
PSR J1855-0054_P,32.58,-1.28,null,null,577.00000
PSR J1851-0053,32.10,-0.32,1.409065764798,8.5272E-16,24.43000
PSR J1841-0053_P,31.00,1.82,1.43289,null,439.50000
PSR J1830-0052,29.76,4.25,0.34569803402,2.37E-16,220.40000
PSR J1847-0052_P,31.68,0.55,0.33253,null,626.50000
PSR J1900-0051,33.24,-2.47,0.3851941930167,1.4245E-16,136.54800
PSR J1818-0051_P,28.41,6.91,2.20669,null,66.80000
PSR J1843-0051_P,31.27,1.37,0.5800,null,573.00000
PSR J1843-0050,31.30,1.36,0.78259846861,2.49E-16,507.00000
PSR J1819-0050_P,28.53,6.72,0.0066,null,103.30000
PSR J1850-0050_P,32.08,-0.16,0.22152,null,1060.00000
PSR J1826-0049,29.31,5.22,0.004591,null,42.67400
PSR J2133-0049G,53.36,-35.77,0.00253573953982575,2.6836E-20,43.41300
PSR J2133-0049C,53.37,-35.78,0.0030049315408988,-2.2151E-20,44.07400
PSR J2133-0049D,53.37,-35.77,0.0042157350307355,7.618E-20,43.57000
PSR J2133-0049E,53.37,-35.77,0.0037031191439831,3.9233E-20,43.65100
PSR J2133-0049A,53.37,-35.77,0.010149285744092,1.6832E-19,43.44400
PSR J2133-0049F,53.38,-35.77,0.0047808878493348,3.042E-20,43.33000
PSR J1840-0049_P,30.91,2.16,0.00676,null,245.90000
PSR J1853-0049_P,32.39,-0.73,0.01678,null,405.40000
PSR J2133-0049B,53.38,-35.76,0.0069745477565547,-5.112E-20,43.72600
PSR J1837-0048_P,30.64,2.71,0.00273,null,195.50000
PSR J1847-0048_P,31.80,0.45,0.58247,null,667.00000
PSR J1501-0046,356.58,48.05,0.464036813928,2.39E-16,22.25800
PSR J0630-0046,211.22,-5.02,0.680574832268,3.7481E-15,97.90000
PSR J1804-0046_P,26.87,9.99,0.635152,null,86.80000
PSR J1833-0046_P,30.24,3.55,0.00295,null,81.40000
PSR J1847-0046_P,31.83,0.46,null,null,337.00000
PSR J1905-0046_P,33.81,-3.40,0.76012,null,288.20000
PSR J1837-0045,30.67,2.75,0.6170379253526,1.68638E-15,86.73000
PSR J1848-0044_P,31.99,0.24,0.00555,null,227.70000
PSR J1852-0044_P,32.39,-0.56,0.00241,null,272.90000
PSR J1750-0043_P,25.26,13.09,0.57181,null,85.10000
PSR J1856-0041_P,32.85,-1.35,0.51965,null,309.20000
PSR J1945-0040,38.57,-12.32,1.045632982820,5.3466E-16,59.11000
PSR J1849-0040,32.08,0.20,0.67248060717,1.114E-14,1267.60000
PSR J1819-0040_P,28.64,6.87,0.16007,null,57.90000
PSR J1852-0039,32.43,-0.48,0.802905417851,3.783E-16,354.00000
PSR J1856-0039_P,32.97,-1.49,0.0234,null,43.20000
PSR J1816-0038_P,28.37,7.44,0.03065,null,125.20000
PSR J1828-0038_P,29.72,4.87,2.426,null,70.00000
PSR J1843-0038_P,31.51,1.39,0.58558,null,607.50000
PSR J1854-0036,32.75,-0.98,0.7168558179947,2.26237E-15,491.89000
PSR J1904-0036_P,33.92,-3.24,0.39713,null,254.30000
PSR J1906-0036_P,34.14,-3.68,0.12943,null,260.00000
PSR J1852-0033,32.55,-0.48,1.369012367933,7.9154E-15,321.60000
PSR J1854-0033_P,32.79,-0.93,0.36147,null,617.50000
PSR J1607-0032,10.72,35.47,0.42181623358258,3.06093E-16,10.68230
PSR J1834-0031,30.57,3.45,0.329531922488,4.486E-16,155.10000
PSR J1850-0031,32.37,-0.04,0.73418485978,1.263E-15,895.00000
PSR J1821-0031_P,28.98,6.53,4.44088,null,111.10000
PSR J1726-00,22.64,18.71,1.3086,null,57.00000
PSR J1844-0030,31.71,1.27,0.641101430019,6.0904E-15,604.51000
PSR J1851-0029,32.54,-0.33,0.518723576955,4.7077E-15,521.11000
PSR J1845-0028_P,31.86,1.07,0.08450,null,301.00000
PSR J1850-0026,32.41,0.07,0.166633924251,3.9102E-14,947.00000
PSR J1857-0026_P,33.18,-1.44,0.02235,null,312.70000
PSR J1852-0024,32.66,-0.36,0.3554290457076,1.646E-16,292.31000
PSR J1858-0024_P,33.41,-1.81,0.40060,null,190.00000
PSR J1848-0023,32.27,0.45,0.5376246950884,1.60585E-15,34.96000
PSR J1908-0022_P,34.54,-3.93,0.47251,null,174.30000
PSR J1625-0021,13.89,31.83,0.0028336138772234,2.1325E-20,16.49700
PSR J1816-0021_P,28.62,7.59,0.04165,null,89.30000
PSR J1850-0020,32.47,0.16,1.574737324031,2.40214E-14,602.80000
PSR J2005-0020,41.33,-16.63,2.27968002967,2.56631E-14,36.09000
PSR J1849-0019_P,32.40,0.34,0.91137,null,513.20000
PSR J1856-0018_P,33.26,-1.31,0.28288,null,326.30000
PSR J1910-0018_P,34.83,-4.36,2.06356,null,110.10000
PSR J1937-00,37.94,-10.29,0.2401,null,68.02000
PSR J1849-0014,32.50,0.34,0.491754129798,1.72224E-14,345.90000
PSR J1821-0013_P,29.30,6.57,2.21759,null,112.10000
PSR J1817-0012_P,28.91,7.37,0.65443,null,72.70000
PSR J1902-0012_P,33.97,-2.46,14.3089,null,126.60000
PSR J1835-0011_P,30.98,3.40,0.00323,null,36.20000
PSR J1836-0011_P,31.02,3.32,0.9396,null,237.50000
PSR J1834-0010,30.81,3.73,0.520954311129,1.053E-17,88.65000
PSR J1853-0009_P,33.05,-0.55,0.7211,null,443.10000
PSR J1845-0008_P,32.09,1.34,1.268,null,143.00000
PSR J1853-0008_P,33.01,-0.45,0.00282,null,285.30000
PSR J1853-0008A_P,33.01,-0.45,0.00282485,null,285.20000
PSR J1728-0007,23.03,18.29,0.3860037238349,1.12266E-15,41.09000
PSR J1850-0006,32.76,0.09,2.1914979680,4.32E-15,655.00000
PSR J1753-0006_P,26.07,12.92,0.263349,null,101.00000
PSR J1853-0004,33.09,-0.47,0.10143745367609,5.57172E-15,437.87000
PSR J1850-0004_P,32.72,0.27,null,null,154.00000
PSR J1828-0003,30.29,5.03,3.80712,null,193.00000
PSR J1853-0003_P,33.11,-0.46,0.17152,null,667.20000
PSR J1828+0020_P,30.59,5.29,0.00294,null,40.40000
PSR J1850-0002,32.74,0.29,0.893355410120,6.4624E-15,541.70000
PSR J1957-0002,40.63,-14.72,0.96509596606,8.05E-16,38.44300
PSR J1852-0002_P,32.99,-0.18,0.24510,null,558.10000
PSR J1849-0001,32.64,0.53,0.038522586319205,1.41565E-14,null
PSR J1843-0000,32.01,1.77,0.8803355288483,7.7735E-15,101.36400
PSR J1852-0000,33.07,-0.28,1.92066632921,2.51967E-13,593.10000
PSR J1754+0000_P,26.29,12.73,0.0611325,null,104.71000
PSR J1829+0000,30.46,4.82,0.199147397052,5.247E-16,116.80000
PSR J1908+0002_P,34.91,-3.77,1.3,null,76.80000
PSR J1849+0001,32.73,0.48,0.525650459766,1.31274E-14,188.20000
PSR J1904+0004,34.45,-2.81,0.13952471783260,1.18029E-16,233.24800
PSR J1825+0004,30.00,5.86,0.778950144386,8.7617E-16,56.61800
PSR J1835+0005_P,31.21,3.55,0.02654,null,116.30000
PSR J1226+0005,289.28,62.30,2.28507617026,2.474E-15,18.50000
PSR J1820+0006_P,29.47,6.93,2.40495,null,187.90000
PSR J1821+0007_P,29.56,6.81,0.00422,null,55.20000
PSR J1852+0018,33.32,-0.08,0.3187627533350,2.70998E-14,454.80000
PSR J1909+0007,35.12,-3.98,1.0169534612426,5.51862E-15,112.75900
PSR J1853+0009,33.30,-0.43,0.033395062,null,192.40000
PSR J1852+0008,33.20,-0.22,0.467894113075,5.679E-15,255.40000
PSR J1907+0009_P,34.88,-3.47,0.00237,null,83.00000
PSR J1851+00,33.03,0.17,0.022846663,null,107.60000
PSR J1849+0009,32.88,0.46,1.318430596396,8.78234E-14,505.10000
PSR J1850+0011_P,32.94,0.39,0.16754,null,506.50000
PSR J1856+0011_P,33.71,-1.11,0.92847,null,455.80000
PSR J1902+0011_P,34.38,-2.42,0.00593,null,248.50000
PSR J1853+0011,33.34,-0.37,0.397889458978,3.35289E-14,568.80000
PSR J1854+0012_P,33.44,-0.55,0.00271,null,204.10000
PSR J1840+0012_P,31.91,2.46,0.0053389731698874,1.288E-20,100.84000
PSR J1852+0013,33.28,-0.17,0.95775094505,1.4034E-14,545.00000
PSR J1836+0014_P,31.48,3.34,0.53046,null,121.10000
PSR J1846+0014_P,32.57,1.23,0.00666,null,230.00000
PSR J1907+0014_P,35.02,-3.57,0.02453,null,172.60000
PSR J1853+0013,33.42,-0.43,0.928595784010,1.1422E-15,309.60000
PSR J1901+0020_P,34.35,-2.04,0.21481,null,237.60000
PSR J1853+0023,33.44,-0.21,0.576939240923,6.5E-17,205.60000
PSR J1919+0021,36.51,-6.15,1.272267006271,7.67507E-15,90.20500
PSR J1838+0022_P,31.77,3.07,0.00509,null,122.60000
PSR J0658+0022,213.37,1.69,0.563294925255,9.15201E-15,115.60000
PSR J1838+0024,31.80,3.09,0.0050871261538575,2.6645E-20,122.62900
PSR J1656+00,19.34,25.51,1.49785,null,46.90000
PSR J1858+0026_P,34.08,-1.28,4.71467,null,415.30000
PSR J1859+0026B_P,34.29,-1.70,0.00233,null,191.60000
PSR J1859+0026A_P,34.29,-1.70,0.00857234,null,334.10000
PSR J1859+0026_P,34.29,-1.70,0.00857,null,334.10000
PSR J1929+00,37.69,-8.25,1.166900,null,42.95000
PSR J1850+0026,33.25,0.35,1.0818440452742,3.5547E-16,200.98000
PSR J1838+0027_P,31.82,3.15,0.05413,null,205.90000
PSR J1433+00,349.75,53.79,null,null,23.50000
PSR J1838+0028_P,31.87,3.09,0.00187,null,107.20000
PSR J0824+0028,223.58,20.79,0.0098613486703673,1.4689E-19,34.54690
PSR J1844+0028,32.57,1.73,0.0035706717591045,1.807E-20,181.09400
PSR J1856+0029_P,33.98,-0.98,0.376,null,234.00000
PSR J1907+0029_P,35.18,-3.33,0.06364,null,120.40000
PSR J1908+0029_P,35.31,-3.58,0.00342,null,165.30000
PSR J1853+0029,33.58,-0.19,1.876757871850,2.431E-15,227.39000
PSR J1832+0029,31.25,4.36,0.533917733096,1.5525E-15,32.70000
PSR J1901+00,34.56,-2.00,0.777662,null,340.30000
PSR J1852+0031,33.52,0.02,2.18019517754,9.69549E-14,787.00000
PSR J1038+0032,247.15,48.47,0.02885155795131,6.7E-20,26.34000
PSR J1855+0033_P,33.83,-0.55,null,null,554.00000
PSR J1852+0033,33.58,-0.04,11.55871346,0E0,null
PSR J1837+0033,31.86,3.32,0.4181312449640,2.273E-17,187.40000
PSR J1808+00,28.48,9.84,0.425115,null,149.20000
PSR J1849+0034_P,33.20,0.72,1.10545,null,487.10000
PSR J1844+00,32.62,1.88,0.460503,null,346.60000
PSR J2139+00,55.91,-36.26,0.312470,null,31.18000
PSR J1754+0032,26.93,12.84,0.00441080,null,70.28040
PSR J1849+0037_P,33.26,0.72,0.39649,null,611.50000
PSR J1851+0037_P,33.52,0.21,2.52373,null,424.00000
PSR J1911+00,35.81,-4.25,6.940,null,100.00000
PSR J1859+00,34.45,-1.57,0.5596363,null,423.00000
PSR J1023+0038,243.49,45.78,0.0016879874702211,6.93E-21,14.32500
PSR J0608+00,207.44,-9.17,1.0762,null,48.50000
PSR J1720+00,22.79,20.35,3.357,null,46.20000
PSR J1852+0040,33.67,0.04,0.104912611147,8.68E-18,null
PSR J2033+0042,45.88,-22.20,5.01340011141,9.6927E-15,37.84000
PSR J1821+0044_P,30.16,6.99,0.00271,null,126.90000
PSR J1822+0044_P,30.32,6.68,0.99889,null,54.00000
PSR J1838+0044_P,32.07,3.28,2.20317,null,229.60000
PSR J1814+0045_P,29.33,8.63,0.00231,null,124.00000
PSR J1823+0048_P,30.48,6.52,0.91795,null,71.70000
PSR J1833+0050_P,31.68,4.27,0.9037,null,190.90000
PSR J1839+0050_P,32.26,3.13,0.63331,null,179.30000
PSR J1904+0050_P,35.12,-2.44,0.49618,null,305.50000
PSR J1854+0050,34.05,-0.35,0.76727953408,5.775E-16,529.20000
PSR J1851+0051_P,33.71,0.34,4.027,null,575.00000
PSR J1904+0100_P,35.27,-2.37,1.30879,null,146.30000
PSR J1831+0101_P,31.58,4.87,0.18228,null,173.00000
PSR J1312+0051,314.84,63.23,0.0042280189916604,1.7527E-20,15.34500
PSR J2355+0051,95.15,-58.99,0.0037189923044933,3.22E-21,11.14520
PSR J1846+0051,33.16,1.44,0.434379520416,1.12183E-14,140.55000
PSR J1907+0052_P,35.59,-3.28,0.00292,null,162.90000
PSR J1908+0053_P,35.62,-3.31,0.5529,null,210.40000
PSR J1837+0053,32.13,3.51,0.47351252978,3.8E-17,124.00000
PSR J1906+0055,35.51,-3.00,0.0027895524236884,3.32E-21,126.83170
PSR J1851+0056_P,33.76,0.42,0.29110,null,332.30000
PSR J1852+0056_P,33.85,0.25,1.17779,null,905.70000
PSR J1904+0056_P,35.31,-2.58,0.00585,null,51.40000
PSR J1853+0056,34.02,-0.04,0.27557759958,2.139E-14,180.90000
PSR J1904+0056,35.22,-2.39,0.43808945697,4E-18,127.00000
PSR J1825+0057_P,30.87,6.10,0.00602,null,128.90000
PSR J1857+0057,34.42,-0.80,0.3569290495376,5.459E-17,82.47000
PSR J1820+0058_P,30.23,7.36,0.03362,null,86.10000
PSR J1839+0100_P,32.46,3.12,0.00537,null,130.10000
PSR J1911+0101B,36.11,-3.93,0.005384325706188,-2E-21,196.69000
PSR J1911+0101A,36.11,-3.92,0.003618524251059,-6.58E-21,202.67800
PSR J1856+0102,34.43,-0.65,0.620217115135,1.222E-15,554.00000
PSR J1845+0104_P,33.24,1.73,0.00671,null,94.90000
PSR J1849+0106,33.74,0.84,1.83225931855,1.7008E-14,216.24000
PSR J1555+01,10.45,38.73,null,null,18.50000
PSR J1847+0110_P,33.51,1.43,0.00653,null,183.40000
PSR J1841+0112_P,32.84,2.82,0.17842,null,152.60000
PSR J1832+0113_P,31.89,4.70,0.00634,null,81.80000
PSR J1847+01,33.52,1.52,0.00346307110,null,20.10000
PSR J1856+0113,34.56,-0.50,0.26743960987,2.0836E-13,96.10000
PSR J1835+0114_P,32.19,4.15,2.19976,null,229.70000
PSR J1842+0114_P,32.98,2.61,4.140,null,307.00000
PSR J1844+0115,33.28,2.08,0.004185543936664,1.07E-20,148.25000
PSR J1836+0117_P,32.34,3.98,0.00381,null,178.00000
PSR J1851+0118,34.15,0.50,0.90697686069,1.36705E-13,418.00000
PSR J1843+0119,33.19,2.39,1.26699835538,3.758E-15,252.10000
PSR J1142+0119,267.54,59.40,0.0050752983064042,1.499E-20,19.19700
PSR J1941+0121,39.91,-10.43,0.217317451828,1.913E-16,51.87000
PSR J1850+0124,34.02,0.96,0.003559763768043,1.09E-20,118.88000
PSR J1901+0124,35.38,-1.68,0.3188191645838,3.2493E-15,314.75000
PSR J1859+0126_P,35.10,-1.08,0.95770,null,531.70000
PSR J1919+0126_P,37.41,-5.56,0.0019,null,125.20000
PSR J1848+0127_P,33.87,1.36,0.53402,null,77.00000
PSR J1849+0127,34.03,1.04,0.54215548135,2.797E-14,207.00000
PSR J1908+0128,36.17,-3.08,0.0047023242768689,5.269E-20,75.05750
PSR J1802+0128,28.61,11.56,0.554261603931,2.109E-15,97.97000
PSR J1920+0129_P,37.60,-5.82,0.00358,null,104.10000
PSR J1910+0130_P,36.47,-3.60,0.00564,null,118.40000
PSR J1841+0130,33.12,2.94,0.0297727753332,8.17E-18,125.88000
PSR J1842+0131_P,33.31,2.59,1.59027,null,115.40000
PSR J1854+0131_P,34.64,-0.00,2.04385,null,474.90000
PSR J1840+0151_P,33.39,3.17,1.75041,null,73.60000
PSR J1929+0132,38.71,-7.79,0.0064182169037316,8.56E-21,53.45730
PSR J1847+0133_P,33.81,1.69,2.84691,null,193.80000
PSR J1919+0134,37.58,-5.56,1.603983969908,5.813E-16,191.55000
PSR J1903+0135,35.73,-1.96,0.7293075873316,4.025E-15,244.88300
PSR J1908+0136_P,36.32,-3.10,1.10413,null,310.40000
PSR J1909+0137_P,36.41,-3.22,1.88142,null,330.70000
PSR J1921+0137,37.83,-5.94,0.0024963718144300,1.935E-20,104.92940
PSR J1855+0139_P,34.83,-0.09,0.44414,null,405.60000
PSR J1834+0143_P,32.53,4.55,0.00464,null,201.80000
PSR J1857+0143,35.17,-0.57,0.139760064515,3.11674E-14,249.40000
PSR J1844+0144_P,33.73,2.24,1.5056,null,373.00000
PSR J1834+0148_P,32.63,4.54,0.16198,null,179.40000
PSR J1847+0148_P,34.05,1.77,0.60246,null,314.70000
PSR J1708+02,22.27,23.58,0.410772,null,29.00000
PSR J2006+0148,43.40,-15.76,0.00216355679356697,3.3E-21,43.57860
PSR J1942+0147,40.48,-10.47,1.40504,null,133.30000
PSR J1848+0150,34.26,1.44,3.29015,null,500.80000
PSR J1846+0153_P,34.05,1.94,2.05252,null,322.70000
PSR J1913+0153_P,37.17,-4.11,0.00323,null,114.30000
PSR J1905+0154A,36.21,-2.20,0.003192940820,null,193.69200
PSR J1821+0155,31.24,7.50,0.03378133193189,2.9E-20,51.75415
PSR J1905+0156_P,36.22,-2.16,1.0850,null,137.00000
PSR J1901+0156,35.82,-1.37,0.2882209076126,2.35749E-15,105.39400
PSR J1828+0157_P,32.04,6.01,1.90397,null,32.10000
PSR J1909+0157_P,36.76,-3.18,0.50258,null,249.10000
PSR J1835+0158_P,32.85,4.47,0.00332,null,181.50000
PSR J1852+0158_P,34.83,0.61,0.18573,null,607.50000
PSR J0823+0159,221.99,21.25,0.8648728046988,1.0455E-16,23.72700
PSR J1102+02,252.06,53.69,0.00405,null,27.30000
PSR J1822+02,31.35,7.46,1.508,null,103.80000
PSR J2347+02,92.33,-56.99,1.38347,null,15.00000
PSR J1845+0201_P,34.01,2.35,0.004309250408179,2.817E-20,56.65300
PSR J2159+0202,61.15,-39.41,0.6655605600852,6.013E-16,34.97000
PSR J1831+0204_P,32.48,5.42,0.00208,null,115.20000
PSR J1832+0204_P,32.66,5.07,1.21279,null,226.40000
PSR J1518+0204E,3.85,46.79,0.00318230035091139,1.7939E-20,29.31000
PSR J1518+0204C,3.86,46.80,0.00248392757283615,2.60792E-20,29.31090
PSR J1518+0204D,3.85,46.81,0.00298797632764647,2.21792E-20,29.37100
PSR J1518+0204F,3.86,46.80,0.0026541917974828,2.212E-20,29.40900
PSR J1518+0204G,3.85,46.81,0.00275018678885842,1.247E-20,29.39450
PSR J1518+0204B,3.86,46.81,0.007946940656271776,-3.308E-21,29.46900
PSR J1518+0204A,3.87,46.80,0.00555359254401101,4.12986E-20,30.05460
PSR J1855+0205,35.28,0.01,0.2468167699732,6.466E-17,867.30000
PSR J1822+0207_P,31.46,7.51,0.0099,null,145.30000
PSR J1904+0207_P,36.33,-1.99,0.00504,null,229.90000
PSR J1853+0209_P,35.04,0.61,null,null,350.00000
PSR J1857+0210,35.59,-0.39,0.63098305833,1.4034E-14,783.00000
PSR J1856+0211,35.51,-0.24,9.89009157558,7.8E-16,124.50000
PSR J1857+0212,35.62,-0.39,0.41585730945468,4.02454E-14,504.92000
PSR J1900+0213_P,35.90,-0.94,0.03209,null,310.50000
PSR J1857+0214,35.58,-0.24,0.333917722223,1.6059E-15,982.00000
PSR J1840+0214,33.70,3.44,0.79747807530,8.294E-15,182.40000
PSR J1858+0215,35.72,-0.49,0.7458280320,4.61E-15,702.00000
PSR J1816+0216_P,30.92,8.89,0.00404,null,124.70000
PSR J1841+0217_P,33.79,3.34,0.29672,null,233.40000
PSR J1828+0218_P,32.42,6.06,0.00297,null,140.80000
PSR J1914+0219_P,37.68,-4.15,2.01819,null,161.40000
PSR J1914+0219,37.63,-4.04,0.4575271458212,1.0181E-15,235.42500
PSR J0623+0220_P,207.64,-5.16,0.4722,null,32.10000
PSR J1839+0221_P,33.64,3.77,0.27277,null,117.30000
PSR J1831+0222_P,32.80,5.46,2.31514,null,160.00000
PSR J1857+0224,35.73,-0.18,0.875874011838,6.15E-17,398.00000
