name,gl,gb,p0,p1,dm
PSR J1635-4513,338.73,1.47,1.5947455499,3.6E-15,416.00000
PSR J0835-4510,263.55,-2.79,0.089328385024,1.25008E-13,67.77100
PSR J1045-4509,280.85,12.25,0.00747422423014427,1.7664E-20,58.11060
PSR J1632-4509,338.34,2.00,1.0468098769,1.488E-14,412.00000
PSR J1207-4508,294.82,17.04,1.769827846,1.56E-15,84.50000
PSR J1643-4505,339.73,0.55,0.2373903926,3.1825E-14,478.60000
PSR J1650-4502,340.56,-0.35,0.38086979928,1.6061E-14,320.20000
PSR J1724-4500,344.18,-5.12,1.3091087873,3.51E-15,182.00000
PSR J1648-4458,340.35,0.01,0.62963153567,1.854E-15,925.00000
PSR J1633-4453,338.73,1.98,0.436506697158,6.2026E-15,472.22000
PSR J1637-4450,339.25,1.48,0.2528701539747,5.735E-16,468.57000
PSR J1333-4449,310.77,17.40,0.345602948594,5.4E-19,44.30000
PSR J1604-44,335.14,5.74,1.3892,null,175.00000
PSR J1703-4442,342.23,-1.92,1.74729348943,1.43E-14,280.20000
PSR J1337-4441,311.48,17.41,1.25751149260,3.031E-16,97.80000
PSR J1636-4440,339.18,1.80,0.20664850874,4.6715E-14,449.00000
PSR J1638-44,339.43,1.54,0.5680566269,null,494.00000
PSR J1659-4439,341.88,-1.36,0.3532930572038,2.747E-17,536.32000
PSR J1559-4438,334.54,6.37,0.257057211889,1.02112E-15,56.03700
PSR J1706-4434,342.67,-2.26,0.429922423250,2.578E-15,467.00000
PSR J1657-4432,341.74,-1.01,0.609612663102,8.3285E-15,375.38000
PSR J1709-4429,343.10,-2.69,0.1025332260307,9.30655E-14,75.57900
PSR J1534-4428,331.16,9.26,1.221426042080,1.831E-16,137.46000
PSR J1702-4428,342.38,-1.70,2.1235057036,3.3E-15,395.00000
PSR J1551-4424,333.61,7.45,0.67406043834,1.84E-16,66.33000
PSR J0857-4424,265.46,0.82,0.326793349819,1.97339E-14,184.42900
PSR J1700-4422,342.23,-1.36,0.7555354095,4E-17,404.90000
PSR J1510-4422,327.59,11.73,0.9438712975,6.1E-16,84.00000
PSR J1626-44,338.27,3.22,0.3083536,null,269.20000
PSR J1707-4417,343.04,-2.28,5.7637770030,1.165E-14,380.00000
PSR J1638-4417,339.77,1.73,0.1178025594457,1.60554E-15,436.13000
PSR J1535-4415,331.45,9.32,0.46840160422,4.05E-17,110.70000
PSR J0917-4413,267.74,3.57,0.05290541,null,123.80000
PSR J1624-4411,338.07,3.68,0.2331645180969,7.9938E-16,140.66000
PSR J1644-44,340.55,1.02,0.1739106,null,535.10000
PSR J1421-4409,319.50,15.81,0.00638572883834240,1.2366E-20,54.64030
PSR J0514-4408,249.51,-35.36,0.3202708224090,2.04203E-15,15.12200
PSR J0831-4406,262.29,-2.69,0.311673518473,1.279E-15,254.00000
PSR J1652-4406,341.56,-0.09,7.707183007,9.5E-15,786.00000
PSR J1646-4406,340.81,0.83,null,null,74.00000
PSR J1417-4402,318.86,16.14,0.0026642160,null,55.00000
PSR J1709-4401,343.47,-2.41,0.865238156388,7.381E-15,226.03000
PSR J1722-4400,344.84,-4.32,0.2185540958272,3.738E-16,219.30000
PSR J1559-44,334.87,6.94,1.16989,null,122.00000
PSR J1639-4359,340.02,1.87,0.58755897769,1.5E-17,258.90000
PSR J1328-4357,309.87,18.41,0.532702945421,3.03892E-15,41.29300
PSR J1517-4356,328.85,11.46,0.6508370290818,2.1548E-16,87.76000
PSR J1709-43,343.57,-2.36,null,null,228.00000
PSR J1036-4353,278.72,12.55,0.0016801080326781,6.38E-21,61.11900
PSR J1105-4353,283.49,14.95,0.35111186198,2.5E-15,45.00000
PSR J1507-4352,327.34,12.46,0.2867587507264,1.58435E-15,49.11570
PSR J1649-4349,341.36,0.60,0.870711605324,4.66E-17,396.00000
PSR J1622-4347,338.12,4.20,0.457681471040,5.051E-15,177.00000
PSR J1646-4346,341.11,0.97,0.23160332930,1.12753E-13,490.40000
PSR J1638-4344,340.19,2.08,1.12194419355,2.5E-17,237.00000
PSR J1709-4342,343.71,-2.19,1.735898235,8E-16,281.00000
PSR J1650-4341,341.62,0.48,0.309398365719,1.669E-17,672.80000
PSR J2029+34,74.32,-2.49,1.8194,null,97.00000
PSR J1707-4341,343.52,-1.91,0.8905982927635,5.69352E-15,398.39000
PSR J1637-4335,340.18,2.30,0.77136654042,3.62E-15,608.00000
PSR J1622-4332,338.33,4.34,0.916938931359,1.5643E-15,230.68000
PSR J1705-4331,343.43,-1.52,0.2225611334956,7.233E-17,185.22000
PSR J1711-4322,344.14,-2.24,0.1026182883472,2.666E-17,191.50000
PSR J1516-43,329.04,12.06,0.036022209,null,70.30000
PSR J0847-4316,263.44,0.16,5.9774927370,1.1994E-13,292.50000
PSR J1659-4316,343.00,-0.55,0.47438143461,1.71E-16,641.00000
PSR J1653-4315,342.28,0.38,0.41927974137,1.5E-17,337.00000
PSR J1702-4310,343.35,-0.85,0.24052386477,2.23776E-13,377.60000
PSR J1706-4310,343.76,-1.37,0.6169790441,6.506E-15,656.10000
PSR J1646-4308,341.60,1.37,0.8406799814,1.1E-16,595.00000
PSR J1658-4306,342.93,-0.21,1.1664490044,4.279E-14,845.00000
PSR J1702-4306,343.40,-0.81,0.2155084733367,9.77978E-15,538.40000
PSR J1719-4302,345.34,-3.32,0.23547547154653,3.92087E-16,298.06500
PSR J0821-4300,260.38,-3.47,0.112799455072,9.3E-18,null
PSR J1947-43,356.35,-27.86,0.18094,null,29.90000
PSR J1557-4258,335.27,7.95,0.3291871874393,3.3039E-16,144.49700
PSR J1623-4256,338.89,4.62,0.3645914978351,1.00525E-15,295.00000
PSR J1715-4254,344.95,-2.56,0.57374535892,8.76E-16,407.00000
PSR J1653-4249,342.64,0.63,0.61255824122,4.81E-15,416.10000
PSR J1846-4249,353.05,-17.12,2.273,null,62.00000
PSR J0749-4247,257.07,-8.35,1.0954530505155,9.7595E-16,104.59500
PSR J0904-4246,265.07,2.86,0.9651735869553,1.87798E-15,145.87900
PSR J1651-4246,342.46,0.92,0.84408138866,4.835E-15,483.24000
PSR J1654-4245,342.76,0.57,1.1015546927,5.115E-14,950.00000
PSR J1618-42,338.42,5.46,1867.13635e-3,null,200.50000
PSR J0911-42,265.84,3.84,1940.63595e-3,null,162.20000
PSR J1012-4235,274.22,11.22,0.00310114124707936,6.5456E-21,71.65084
PSR J1652-4237,342.62,1.01,0.496548,null,943.00000
PSR J1638-4233,341.01,2.92,0.51092936864,1.0088E-14,406.00000
PSR J0836-4233,261.54,-1.11,0.73843560627,1.32E-15,180.00000
PSR J1406-4233,317.30,18.22,2.43679543159,6.81E-16,79.70000
PSR J1649-4230,342.42,1.38,0.67641,null,374.00000
PSR J1634-4229,340.54,3.54,2.01526299651,8.01E-15,337.90000
PSR J0821-4221,259.83,-3.14,0.39673018021582,3.48124E-15,270.61000
PSR J1541-42,333.51,10.21,null,null,60.00000
PSR J1636-4217,340.96,3.39,0.555086,null,345.00000
PSR J1702-4217,344.08,-0.33,0.227564958458,1.14E-17,629.00000
PSR J1617-4216,338.52,5.92,3.428478725817,1.8152E-14,164.38000
PSR J1947-4215,357.18,-27.71,1.7980690,null,35.00000
PSR J1743-4212,348.38,-6.46,0.3061675058245,7.9416E-16,132.14200
PSR J1822-4209,351.88,-12.83,0.4565123632529,4.5631E-16,72.51400
PSR J1619-42,338.93,5.88,1.023152,null,172.00000
PSR J0919-42,266.29,5.27,0.8126,null,57.80000
PSR J0834-4159,260.89,-1.04,0.1211177592649,4.28088E-15,240.50000
PSR J1427-4158,321.48,17.39,0.586485556229,6.212E-16,65.40000
PSR J1732-4156,347.59,-4.71,0.323434055969,6.61E-16,228.70000
PSR J1631-4155,340.60,4.33,0.55124125377,8.8E-18,235.00000
PSR J0934-4154,268.36,7.41,0.570409236430,2.69E-16,113.79000
PSR J0418-4154,246.26,-45.68,0.757118945031,1.31944E-15,24.32500
PSR J1710-4148,345.33,-1.20,0.286561228631,1.02E-16,461.00000
PSR J1702-4145,344.53,-0.06,0.345805,null,945.00000
PSR J1654-4140,343.61,1.25,1.27394512577,1.3E-16,307.00000
PSR J0837-4135,260.90,-0.34,0.7516254225474,3.53848E-15,147.18700
PSR J1702-4128,344.74,0.12,0.182135802939,5.23448E-14,365.75000
PSR J1732-4128,347.98,-4.46,0.6279806844,1.2838E-14,195.30000
PSR J1650-4126,343.29,2.00,0.3089176968576,2E-17,251.47000
PSR J1240-4124,300.69,21.41,0.5122444834003,1.7386E-15,43.21900
PSR J1717-41,346.44,-2.01,0.5462330,null,356.00000
PSR J1116-4122,284.45,18.07,0.9431654757018,7.96582E-15,40.56300
PSR J0806-4123,257.43,-4.98,11.37038593,5.6E-14,null
PSR J0820-4114,258.75,-2.73,0.545445563151,1.975E-17,112.77000
PSR J1535-4114,333.18,11.82,0.43286892152,4.074E-15,66.14000
PSR J1716-4111,346.53,-1.79,1.03606727254,2.882E-15,245.80000
PSR J1528-4109,332.11,12.67,0.5265564183598,3.9978E-16,89.30800
PSR J1705-4108,345.29,-0.04,0.8610674067,3.471E-14,1077.00000
PSR J1718-41,346.74,-1.98,0.5484192,null,354.00000
PSR J1653-4105,343.95,1.76,0.498978065960,5.41E-17,419.40000
PSR J1717-4054,346.76,-1.89,0.88771945634,3.703E-15,306.90000
PSR J1707-4053,345.72,-0.20,0.581017695716,1.92023E-15,351.78000
PSR J1655-404,344.37,1.66,2927.28819e-3,null,88.20000
PSR J1625-4048,340.61,5.93,2.3552781933,4.43E-16,145.00000
PSR J0901-4046,263.14,3.70,75.88554711,2.25E-13,52.00000
PSR J1717-4043,347.02,-1.70,0.39785744656,1.223E-14,452.60000
PSR J1717-40435,346.94,-1.57,0.34992850807,1.75E-15,539.00000
PSR J1725-4043,347.87,-2.92,1.46507137487,2.79E-15,203.00000
PSR J1712-391,347.26,-0.30,0.7781490,null,525.00000
PSR J0738-4042,254.19,-9.19,0.3749207359442,1.37504E-15,160.89600
PSR J1624-4041,340.56,6.15,0.1678611451478,4.72489E-15,null
PSR J1747-4036,350.21,-6.41,0.0016456096148060,1.3142E-20,152.94070
PSR J1306-4035,306.11,22.19,0.00220453,null,35.00000
PSR J1715-4034,346.91,-1.28,2.07215459758,3.0327E-15,254.00000
PSR J1843-40,355.01,-15.77,0.324187,null,66.00000
PSR J1653-4030,344.42,2.11,1.01937155664,4.4E-16,425.00000
PSR J1728-4028,348.38,-3.22,0.866342509,2.3E-16,231.00000
PSR J0206-4028,258.59,-69.63,0.630551259569,1.19597E-15,13.00400
PSR J1706-4020,346.02,0.33,0.180632,null,598.00000
PSR J1655-401,344.82,2.03,0.2766890,null,439.00000
PSR J1700-4012,345.49,1.23,0.283791853785,9.9E-17,385.00000
PSR J1531-4012,333.15,13.11,0.3568493839895,9.602E-17,106.60000
PSR J1708-4008,346.48,0.04,11.0062624,1.96E-11,null
PSR J1719-4006,347.65,-1.53,0.189094492501,1.6676E-15,386.12000
PSR J0941-39,267.80,9.90,0.58677841838,null,78.00000
PSR J1726-4006,348.48,-2.71,0.88277826565,3.33E-15,277.00000
PSR J1733-4005,349.27,-3.89,0.5617805367938,3.64597E-15,317.58400
PSR J1716-4005,347.42,-1.15,0.31181276456,2.87E-15,435.00000
PSR J0514-4002C,244.51,-35.04,0.0055648,null,52.05300
PSR J0514-4002A,244.51,-35.04,0.004990575114112,7E-22,52.14020
PSR J0514-4002F,244.51,-35.04,0.0043294,null,51.62000
PSR J0514-4002D,244.51,-35.04,0.0045544,null,52.21900
PSR J0514-4002I,244.51,-35.04,0.0326542,null,52.58000
PSR J0514-4002G,244.51,-35.04,0.0038028,null,50.95900
PSR J0514-4002E,245.02,-32.36,0.00559594741810,-2.3E-30,51.93060
PSR J0514-4002H,244.51,-35.04,0.0055061,null,52.22600
PSR J0514-4002J,244.51,-35.04,0.0066329,null,52.01700
PSR J0514-4002L,244.51,-35.04,0.0029588,null,51.24500
PSR J1710-37,348.81,1.34,0.79265922183,null,346.00000
PSR J0514-4002M,244.51,-35.04,0.0047978,null,51.67800
PSR J0514-4002K,244.51,-35.04,0.0046920,null,51.92800
PSR J0514-4002B,244.51,-35.04,0.0028163,null,52.07600
PSR J0514-4002N,244.51,-35.04,0.0055679,null,51.06800
PSR J1742-3957,350.21,-5.13,1.0163491951,8.2E-17,220.00000
PSR J1717-3953,347.65,-1.16,1.08552061541,3.3E-17,466.00000
PSR J1518-3952,331.37,14.72,0.4991959510298,2.3673E-16,102.52000
PSR J1739-3951,350.04,-4.69,0.341772476799,2E-17,24.60000
PSR J1638-3951,343.00,4.74,0.77113024025,5.9E-16,249.00000
PSR J1624-39,341.20,6.70,0.00296,null,77.50000
PSR J1705-3950,346.34,0.72,0.318979401286,6.07768E-14,207.25000
PSR J1713-3949,347.28,-0.49,0.3924514,null,342.00000
PSR J1723-40,348.36,-2.02,1.982265,null,347.00000
PSR J0955-3947,269.93,11.54,0.00202272621425180,3.81333E-20,130.71100
PSR J0838-3947,259.61,0.93,1.7039457055,8.1E-16,219.00000
PSR J1710-3946,347.01,-0.05,0.977337,null,1198.00000
PSR J0808-3937,256.13,-3.76,0.86634928471,4.01E-16,169.10000
PSR J1614-3937,340.00,8.21,0.40729242309151,1.58769E-16,151.89800
PSR J1705-3936,346.55,0.85,0.8544816637,1.927E-14,598.00000
PSR J1649-3935,344.58,3.34,0.770909760511,3.91E-17,290.00000
PSR J2144-3933,2.79,-49.47,8.509827491,4.96E-16,3.35000
PSR J1702-3932,346.20,1.40,0.390327976785,3.78E-16,530.00000
PSR J1527-3931,333.05,14.02,2.41760539437,1.90612E-14,48.80000
PSR J1741-3927,350.55,-4.75,0.512212355130,1.7122E-15,158.30800
PSR J1744-3922,350.91,-5.15,0.172444360995,1.55E-18,148.10000
PSR J0820-3921,257.26,-1.58,1.07356658405,1.2169E-14,179.40000
PSR J1418-3921,320.82,20.46,1.096806817943,8.849E-16,60.49000
PSR J1618-3921,340.72,7.89,0.0119873084134269,5.3795E-20,117.95250
PSR J1700-3919,346.16,1.83,0.560503533065,5E-18,354.30000
PSR J1724-35,351.83,-0.01,1.42199,null,555.00000
PSR J0812-3905,256.11,-2.81,0.482595929159,4.49E-17,329.60000
PSR J1715-3903,348.10,-0.32,0.27849394744,3.74442E-14,314.00000
PSR J0530-39,243.88,-31.84,0.907,null,48.50000
PSR J1842-39,356.43,-14.98,0.374,null,47.60000
PSR J2054-39,3.36,-39.75,0.977,null,24.90000
PSR J1715-3859,348.19,-0.35,0.92810750775,4.397E-15,806.20000
PSR J1725-3853,349.37,-1.86,0.004791822704,5E-20,158.20000
PSR J0912-3851,263.16,6.58,1.526085076,3.59E-15,71.50000
PSR J1725-38,349.39,-1.81,392.6412e-3,null,306.30000
PSR J1753-38,352.28,-6.37,0.666804,null,167.60000
PSR J1725-3848,349.38,-1.74,2.0623862583,2.3E-14,230.00000
PSR J0530-3847,243.63,-31.77,0.906501950563,6.212E-16,48.56000
PSR J1717-3847,348.55,-0.49,1.1494989184,8.2E-16,707.00000
PSR J1614-3846,340.63,8.79,0.46410631422,9.2E-16,111.00000
PSR J1713-3844,348.10,0.21,1.6001140423,1.7741E-13,544.00000
PSR J1655-3844,346.05,2.91,1.19343919921,2E-15,365.00000
PSR J1709-3841,347.71,0.83,0.58698616319,7.86E-15,356.00000
PSR J1833-3840,356.01,-13.26,0.0018660672158607,1.777E-20,78.66060
PSR J1706-3839,347.39,1.30,0.58628740134,3E-15,626.00000
PSR J0952-3839,268.70,12.03,1.373815931684,5.773E-16,162.78000
PSR J1653-3838,345.88,3.27,0.30503998328,2.7894E-15,206.51900
PSR J1126-38,285.21,21.29,0.887550,null,46.00000
PSR J1817-3837,354.68,-10.41,0.384487282933,5.776E-16,102.73300
PSR J1714-3830,348.44,0.14,0.08414,null,null
PSR J1529-3828,333.89,14.73,0.00848628211574,2.7E-20,73.65500
PSR J1708-3827,347.78,1.12,1.2257819960,8.6E-15,788.00000
PSR J0820-3826,256.52,-1.03,0.1248374790918,2.44203E-15,195.50000
PSR J1711-3826,348.20,0.59,0.46536464559,7.413E-15,376.00000
PSR J1629-3825,342.89,7.01,0.5263647025966,4.44274E-16,127.69000
PSR J1718-3825,348.95,-0.43,0.0746746986613,1.31742E-14,247.46000
PSR J1723-38,349.56,-1.15,0.76579581473,null,472.00000
PSR J1728-3733,350.84,-1.66,0.61553824309,7.2E-17,281.50000
PSR J2038-3816,3.85,-36.74,1.577289732234,4.1614E-15,33.96000
PSR J1638-3815,344.26,5.76,0.6982606597853,7.71E-17,239.17000
PSR J1745-3812,352.04,-4.75,0.6983528638,2.426E-15,163.60000
PSR J1703-38,347.41,2.04,6.4430,null,375.00000
PSR J1716-3811,348.95,-0.02,0.82912,null,1219.00000
PSR J1714-3810,348.68,0.37,3.824936,5.88E-11,null
PSR J1649-3805,345.82,4.19,0.26202571711517,3.572E-17,214.40100
PSR J1708-38,348.16,1.26,0.6698359,null,526.00000
PSR J1723-380,349.82,-1.03,150.92447e-3,null,266.00000
PSR J1704-3756,347.80,1.95,0.305234449799,1.1284E-14,405.70000
PSR J1856-3754,358.60,-17.21,7.05520287,2.98E-14,null
PSR J1649-3752,345.91,4.43,0.5872420,null,222.90000
PSR J1622-3751,342.32,8.42,0.7314627228,2.57E-15,155.70000
PSR J1546-3747A,337.02,13.27,0.00260567224660,null,92.17000
PSR J1909-3744,359.73,-19.60,0.0029471080705361012,1.40254E-20,10.39077
PSR J1717-3737,349.49,0.18,0.68241862653,5.293E-15,522.70000
PSR J1732-3729,351.29,-2.21,2.18400134708,1.3E-15,317.00000
PSR J1701-3726,347.76,2.83,2.454618042634,1.11231E-14,303.40000
PSR J1716-3720,349.60,0.52,0.63031371285,1.797E-14,682.70000
PSR J1718-3718,349.85,0.22,3.3785742533,1.61359E-12,371.10000
PSR J1733-3716,351.58,-2.28,0.3376001544918,1.50435E-14,153.33100
PSR J1755-3716,353.88,-6.04,0.01278606928999,3.1E-20,167.56600
PSR J1718-3714,349.93,0.24,1.2893787775,2.621E-14,833.00000
PSR J1722-3712,350.49,-0.51,0.23617974343,1.08629E-14,99.43900
PSR J2251-3711,3.60,-62.88,12.1225649313,1.309E-14,12.12000
PSR J1654-3710,347.15,4.02,0.93916547876,7.35E-16,302.00000
PSR J0835-3707,257.08,1.99,0.541404373627,9.778E-15,112.40000
PSR J1750-3703B,353.53,-5.01,0.006074542086503,1.92E-20,234.39100
PSR J1750-3703A,353.53,-5.01,0.1116008373133,5.661E-18,233.82000
PSR J1732-35,353.32,-0.93,0.126689998553,null,340.00000
PSR J1750-3703D,353.53,-5.01,0.005139936774902,4.928E-19,230.09000
PSR J1750-3703C,353.53,-5.01,0.02656867837497,-9.96E-19,230.67000
PSR J1715-3700,349.76,0.89,0.7796281140,1.5E-16,449.00000
PSR J1819-37,356.34,-10.03,0.632,null,68.20000
PSR J1723-3659,350.68,-0.41,0.2027248992079,8.0285E-15,254.58000
PSR J1720-3659,350.33,0.10,0.351124633722,3.27E-17,378.97000
PSR J1932-3655,2.07,-23.55,0.5714205734484,2.8668E-16,59.74100
PSR J1124-3653,284.09,22.76,0.0024095726733231,6.012E-21,44.85600
PSR J1720-36,350.51,0.02,0.09213212,null,341.00000
PSR J0804-3647,253.33,-2.87,2.19198689593,4.21E-15,186.80000
PSR J1335-3642,312.71,25.33,0.399192,null,41.82000
PSR J1719-36,350.55,0.29,0.7571511,null,624.00000
PSR J1708-3641,349.23,2.13,0.587566793839,1.349E-16,316.00000
PSR J1629-3636,344.28,8.20,2.988192686,7E-15,101.00000
PSR J1726-3635,351.42,-0.80,0.287431567184,1.44E-15,539.20000
PSR J1722-3632,350.93,-0.00,0.3991865315357,4.46707E-15,415.79000
PSR J1234-3630,299.07,26.23,0.569242225079,8.66E-16,59.29000
PSR J1728-36,351.71,-1.00,354.31017e-3,null,408.00000
PSR J1709-3626,349.58,2.10,0.4478586307863,2.26578E-15,394.00000
PSR J1656-3621,348.01,4.24,0.730134413160,1.2859E-15,228.08000
PSR J1120-3618,283.14,23.02,0.0055570167596636,9.4E-22,45.12300
PSR J1817-3618,356.80,-9.37,0.3870193974544,2.02298E-15,94.20100
PSR J2039-3616,6.33,-36.52,0.0032750415510289,8.414E-21,23.96332
PSR J1700-3611,348.68,3.67,1.49409061528,4.324E-15,232.70000
PSR J1647-3607,347.08,5.77,0.21231640921,1.29E-16,228.50000
PSR J1618-36,343.11,10.18,0.005778747,null,104.00000
PSR J1536-3602,336.55,15.84,1.3197594989950,7.9013E-16,86.40000
PSR J0659-36,246.44,-14.14,0.637,null,83.40000
PSR J1737-3555,353.17,-2.27,0.3975905790729,6.11674E-15,89.17400
PSR J1704-3549,349.42,3.32,2.270547,null,291.60000
PSR J1809-3547,356.54,-7.77,0.8603878390,1.2E-16,193.84000
PSR J1122-3546,283.30,23.67,0.007838069356898,1.52E-20,39.58680
PSR J1725-3546,351.98,-0.15,1.0324711993,1.5E-14,738.30000
PSR J1823-3543,357.93,-10.32,0.002373309202899,2.12E-20,81.68600
PSR J1603-3539,341.22,12.53,0.141908674502364,1.24469E-16,78.42200
PSR J0846-3533,257.19,4.71,1.116098657740,1.6007E-15,94.15500
PSR J1721-3532,351.69,0.67,0.280423858549,2.51862E-14,496.82000
PSR J1743-35,354.09,-2.99,0.569980,null,174.00000
PSR J1726-3530,352.25,-0.07,1.11013244403,1.21675E-12,718.00000
PSR J1320-3512,309.54,27.29,0.4584884145454,5.3E-19,16.90500
PSR J1736-3511,353.61,-1.60,0.50280278290,1.57E-15,106.00000
PSR J1754-3510,355.64,-4.88,0.3927043249702,7.8149E-16,81.75200
PSR J1708-3506,350.47,3.12,0.0045051589484591,1.1421E-20,146.76360
PSR J1724-3505,352.44,0.38,1.2217076921,2.11E-14,875.00000
PSR J1750-3503,355.31,-4.08,0.684013647877,3.65E-17,189.35000
PSR J1638-35,346.64,8.01,0.705,null,115.10000
PSR J1801-3458,356.52,-6.02,1.3856036231,4E-16,146.00000
PSR J1719-3458,351.89,1.39,0.493774733755,1.49E-17,530.00000
PSR J1730-34,353.28,-0.36,0.09982956,null,628.00000
PSR J1754-3443,355.99,-4.61,0.3616909577538,5.7305E-16,188.17000
PSR J1311-3430,307.68,28.18,0.0025603710316720,2.0964E-20,37.80000
PSR J2108-3429,9.70,-42.16,1.4231049123944,3.50192E-15,30.22000
PSR J1708-3426,351.08,3.41,0.69211569600,4.20713E-15,188.70000
PSR J1732-3426,353.82,-0.51,0.33288667881,4.02E-16,513.50000
PSR J1717-3425,352.12,2.02,0.65629923146,9.8036E-15,583.46000
PSR J1705-3423,350.72,3.98,0.2554267757078,1.0756E-15,146.15100
PSR J1736-3422,354.31,-1.14,0.347222,6.56E-14,null
PSR J1741-34,355.00,-2.15,0.875137,null,241.00000
PSR J0452-3418,236.61,-38.54,1.6651186770,2.775E-15,19.78000
PSR J2040-2156,23.36,-33.22,0.562575356201,1.31E-16,23.74700
PSR J0828-3417,253.97,2.56,1.84891880365,9.963E-16,51.60000
PSR J2148-34,11.43,-50.25,0.927,null,14.00000
PSR J2124-3358,10.92,-45.44,0.00493111494511372,2.05695E-20,4.59540
PSR J1730-3353,354.14,-0.00,3.2702418032,2.196E-14,256.00000
PSR J1738-33,355.05,-1.38,0.3577344,null,257.00000
PSR J1730-3350,354.13,0.09,0.1395056216331,8.40958E-14,261.29000
PSR J1731-33,354.31,-0.10,0.6069003,null,571.00000
PSR J1802-3346,357.67,-5.63,2.461051995,1.32E-15,217.00000
PSR J1619-3345,344.86,11.73,1.1586,null,89.70000
PSR J1735-33,354.84,-0.58,1.273866,null,171.00000
PSR J1734-3333,354.82,-0.43,1.169340685,2.27941E-12,578.00000
PSR J0855-3331,256.85,7.52,1.2675409181415,6.32082E-15,86.39900
PSR J1755-33,357.11,-4.10,0.959466,null,266.50000
PSR J1455-3330,330.72,22.56,0.00798720480668373,2.43045E-20,13.56970
PSR J1835-3259A,1.53,-11.37,0.003889,null,63.35000
PSR J0614-3329,240.50,-21.83,0.00314866958536681,1.7419E-20,37.05245
PSR J1803-3329,358.02,-5.64,0.633411983159,3.372E-16,170.90000
PSR J1740-3327,355.56,-1.44,0.515000656402,3.8978E-15,274.10000
PSR J1751-3323,356.83,-3.38,0.54823088111,8.8694E-15,295.54000
PSR J1731-3322,354.60,0.22,0.54467054719,2.8093E-14,877.40000
PSR J1141-3322,286.59,27.27,0.29146787770066,4.65324E-16,46.36500
PSR J1733-3322,354.92,-0.24,1.24591463402,4.1E-15,524.00000
PSR J1742-3321,355.83,-1.65,0.143266,1.27E-15,null
PSR J1825-33,0.31,-9.70,1.2712,null,43.00000
PSR J1737-3320,355.31,-0.79,0.81627308018,2.251E-15,804.00000
PSR J1738-3316,355.53,-1.00,0.73037251102,8.9E-17,273.00000
PSR J1700-3312,351.06,5.49,1.358310510347,4.71285E-15,166.66000
PSR J1644-33,348.99,8.37,0.397,null,130.30000
PSR J1835-3259B,1.53,-11.38,0.0018302930799293,4.3422E-20,63.50830
PSR J1838-0537,26.51,0.21,0.1457544863308,4.50714E-13,null
PSR J1302-3258,305.59,29.84,0.0037708530914204,6.54E-21,26.18600
PSR J1735-3258,355.48,-0.38,0.350971731451,2.60044E-14,758.00000
PSR J1648-3256,349.59,7.75,0.7194578317949,3.5213E-15,128.27800
PSR J1737-32,355.72,-0.62,634.05961e-3,null,477.00000
PSR J1808-3249,359.04,-6.11,0.3649170524975,7.04244E-15,147.29400
PSR J1715-3247,353.21,3.30,1.26021405926,9.2E-17,164.00000
PSR J1703-3241,351.79,5.39,1.211785094647,6.59829E-16,110.30600
PSR J1746-3239,356.96,-2.18,0.1995413598713,6.56093E-15,null
PSR J1523-3235,336.52,20.17,1.5048345580,9.53E-16,72.30000
PSR J0818-3232,251.36,1.87,2.1612594095578,7.544E-16,131.69500
PSR J1517-32,335.40,21.10,0.0644019,null,25.30000
PSR J1034-3224,272.05,22.12,1.150590619476,2.3046E-16,51.76000
PSR J1226-3223,296.91,30.20,6.1930040852,7.05E-15,36.70000
PSR J0932-3217,261.28,14.07,1.93162674308,2.5E-16,102.10000
PSR J1738-3211,356.47,-0.49,0.7684996307116,7.94913E-16,49.51800
PSR J1801-3210,358.92,-4.58,0.0074535843734649,7.2E-23,177.72900
PSR J1722-3207,354.56,2.53,0.4771579477894,6.452E-16,126.09300
PSR J1628-3205,347.43,11.48,0.0032115683314684,1.195E-20,42.15000
PSR J1739-3159,356.74,-0.55,0.87756123714,1.97E-16,337.00000
PSR J1750-3157,357.98,-2.52,0.9103631532021,1.9652E-16,205.96600
PSR J0923-31,259.70,13.00,null,null,72.00000
PSR J1726-31,355.25,1.83,0.12347018,null,264.40000
PSR J1739-31,356.73,-0.38,277.10525e-3,null,487.00000
PSR J1743-3153,357.22,-1.11,0.1931127904644,1.0567E-14,507.14000
PSR J1743-3150,357.30,-1.15,2.414652314520,1.20781E-13,192.19000
PSR J1724-3149,355.14,2.23,0.94823697410,7.25E-15,400.80000
PSR J1528-3146,337.94,20.22,0.060822231369657,2.485E-19,18.16300
PSR J0900-3144,256.16,9.49,0.01110964933809430,4.88775E-20,75.68660
PSR J1854-0514,28.59,-3.02,1.279948823150,1.8435E-15,281.10000
PSR J1604-3142,344.12,15.32,0.883890454005,2.648E-17,58.30000
PSR J1737-3137,356.74,0.15,0.45043236999,1.38756E-13,488.10000
PSR J1555-3134,342.70,16.76,0.5181097798008,6.2232E-17,73.04500
PSR J1732-3131,356.31,1.01,0.196543154965,2.80483E-14,15.40000
PSR J1739-3131,357.10,-0.22,0.52944098843,1.85836E-14,596.90000
PSR J1701-3130,352.52,6.38,0.2913414710251,5.596E-17,130.73000
PSR J1744-3130,357.64,-1.06,1.066076331191,2.1231E-14,193.31000
