id	canonical_pdf_name	sha256	size_download
EAKIN-SUBSTITUTE-MORENO	moreno_2005_companion_math0510397.pdf	f94189613334eee72f9576426a4ba057c38eb3c0f4f316bcbd870e755f5678e7	81628
