energy_ev,n,k
73.123,0.951387181,0.0837116939
74.3057,0.952130787,0.0817674224
75.5076,0.952895403,0.0798681684
76.7289,0.953682388,0.0780131727
77.9699,0.954508664,0.0762214049
79.231,0.955314894,0.0745142816
80.5125,0.956109523,0.0728453716
81.8147,0.956903485,0.0712138137
83.138,0.957708811,0.0696187756
84.4827,0.958556118,0.0680594513
85.8491,0.959448038,0.0666552356
87.2377,0.960232279,0.0653544532
88.6487,0.960956575,0.0640791966
90.0825,0.961642735,0.0628287878
91.5395,0.962300262,0.0616027279
93.0201,0.962937423,0.0604006035
94.5246,0.963569872,0.0592220042
96.0535,0.964187077,0.0581219297
97.6071,0.964749321,0.0570566393
99.1858,0.965268966,0.0560108153
100.79,0.965756058,0.0549842649
102.42,0.966212493,0.0539767248
104.077,0.966638339,0.0529869054
105.76,0.967028674,0.0520160802
107.471,0.967365347,0.0510379896
109.209,0.967711774,0.0500414543
110.975,0.968053589,0.04906419
112.77,0.968382824,0.048105739
114.594,0.968694711,0.0471660512
116.448,0.968985758,0.0462446812
118.331,0.969249128,0.0453414902
120.245,0.969473539,0.0444561134
122.19,0.969610054,0.0435790543
124.166,0.969765435,0.0425417411
126.175,0.969978057,0.0415287405
128.215,0.970219611,0.0405407316
130.289,0.970470775,0.0395755125
132.397,0.970724526,0.0386332317
134.538,0.970974773,0.0377135513
136.714,0.97121739,0.0368160481
138.925,0.971446554,0.0359398436
141.172,0.971655146,0.0350842009
143.456,0.971826388,0.0342487201
145.776,0.971864844,0.0334135449
148.134,0.971966707,0.0323571893
150.53,0.97217566,0.0313340306
152.964,0.972429626,0.0303437743
155.439,0.972710647,0.0293841919
157.953,0.973007875,0.028455332
160.507,0.973313779,0.0275560609
163.103,0.973623318,0.026684759
165.742,0.97392937,0.0258409043
168.422,0.97422084,0.0250242397
171.146,0.97444834,0.0242331962
173.915,0.974677003,0.0233217454
176.727,0.974992117,0.0224100412
179.586,0.975350931,0.0215335609
182.491,0.97573411,0.0206913793
185.442,0.976132739,0.0198824902
188.442,0.976541254,0.0191049474
191.489,0.976954272,0.0183579393
194.587,0.97736716,0.0176399792
197.734,0.977766974,0.0169502997
200.932,0.978159199,0.0162452464
204.182,0.978579493,0.0155517694
207.485,0.979019587,0.014887869
210.84,0.979467325,0.0142525615
214.251,0.979925249,0.0136440923
217.716,0.980381433,0.0130757926
221.237,0.980829535,0.0125322948
224.816,0.981271855,0.0120112441
228.452,0.981708468,0.0115119304
232.147,0.982138926,0.0110333507
235.902,0.982562789,0.0105746531
239.717,0.982978913,0.0101351373
243.595,0.983382277,0.00971374652
247.535,0.983780961,0.00929648047
251.538,0.984179644,0.00889609954
255.607,0.984574669,0.00851288644
259.741,0.984964332,0.00814622025
263.942,0.985348061,0.00779534026
268.211,0.98572532,0.00745958501
272.549,0.986095803,0.00713828083
276.957,0.986459319,0.00683083085
281.437,0.986815582,0.00653658589
285.989,0.98716438,0.00625503587
290.615,0.987505508,0.00598559368
295.315,0.987838763,0.00572780286
300.092,0.988163833,0.00548106824
304.945,0.988475934,0.00524310356
309.878,0.988784871,0.00500786134
314.89,0.989090987,0.00478318817
319.983,0.989391579,0.00456860479
325.158,0.989686146,0.00436365583
330.418,0.98997459,0.00416787159
335.762,0.990256493,0.00398089098
341.192,0.990531973,0.00380231214
346.711,0.990800954,0.00363172313
352.319,0.991063317,0.00346878243
358.017,0.991318616,0.00331317751
363.808,0.991567448,0.00316336895
369.692,0.991810693,0.00301975492
375.672,0.99204818,0.00288265769
381.748,0.992279568,0.00275179313
387.922,0.992504807,0.00262687123
394.197,0.992723787,0.0025076077
400.573,0.992936285,0.00239376317
407.052,0.993140387,0.00228509027
413.635,0.993335435,0.00217602656
420.326,0.993531282,0.00206540059
427.124,0.993725926,0.00196041188
434.032,0.993917743,0.00186075517
441.052,0.994106268,0.00176616963
448.186,0.99429141,0.00167638379
455.435,0.994473127,0.00159116506
462.802,0.994656784,0.00151260652
470.287,0.994831522,0.00144540514
477.894,0.994997061,0.00138118279
485.623,0.995156558,0.00131981682
493.478,0.995310412,0.00126117486
501.459,0.995458872,0.00120514446
509.57,0.995599784,0.00115040346
517.812,0.995738374,0.00109457408
526.187,0.995875047,0.00104145257
534.698,0.996008411,0.000990909933
543.346,0.996138368,0.000942818739
552.134,0.996264906,0.000897066262
561.065,0.996388021,0.000853526526
570.139,0.996507715,0.000812107494
579.361,0.996623396,0.000772694036
588.732,0.996735911,0.000733673491
598.254,0.996846464,0.000695993317
607.93,0.996954651,0.00066024961
617.763,0.997060321,0.000626339834
627.755,0.997163438,0.000594171919
637.908,0.997263903,0.000563656751
648.226,0.997361569,0.000534391434
658.711,0.997457483,0.000505845593
669.365,0.997551651,0.000478824118
680.191,0.997644024,0.000453246933
691.193,0.997734677,0.000429034441
702.372,0.997824333,0.000406117478
713.733,0.997912719,0.000385856331
725.277,0.997998256,0.000367823922
737.008,0.99808154,0.00035063373
748.928,0.998163101,0.000334247652
761.042,0.998243319,0.000318626665
773.351,0.998322296,0.000303737044
785.859,0.998400264,0.000289028419
798.57,0.998478875,0.00027404394
811.486,0.998558577,0.00025983715
824.611,0.998639868,0.000246366214
837.949,0.998723808,0.000233594117
851.502,0.998810955,0.00022148433
865.274,0.99890563,0.000207834513
879.269,0.999013593,0.00019475842
893.491,0.999143922,0.000183031033
907.943,0.999316068,0.000172994164
922.628,0.999636568,0.000155358696
932.4,1.00121709,0.00014476749
932.6,1.00121525,0.00124375127
937.551,0.999838662,0.00121844246
952.715,0.999357344,0.00114484639
968.124,0.99918086,0.00107568966
983.783,0.999084861,0.00101073735
999.695,0.999028428,0.000949705589
1015.86,0.99899613,0.000892373501
1032.29,0.998983718,0.000838483659
1048.99,0.998984926,0.000794995967
1065.96,0.998987504,0.000761275962
1083.2,0.998991372,0.00072899387
1100.72,0.998997443,0.000698081784
1118.52,0.999005492,0.000668488024
1136.61,0.999015205,0.000640137207
1155.0,0.999026247,0.000612985815
1173.68,0.999038285,0.000586995085
1192.66,0.999051012,0.000562106534
1211.95,0.999064086,0.000538269498
1231.55,0.999076769,0.000515448563
1251.47,0.999089057,0.000491858968
1271.72,0.999101569,0.000467422412
1292.29,0.999116588,0.000441941009
1313.19,0.99913339,0.000417855824
1334.43,0.999151155,0.000395083299
1356.01,0.999169527,0.000373550812
1377.94,0.999188293,0.000353190268
1400.23,0.999207299,0.000333940604
1422.88,0.99922641,0.000315736997
1445.89,0.99924553,0.00029852919
1469.28,0.999264593,0.000282250231
1493.04,0.999283519,0.000266854483
1517.19,0.999302292,0.000252263621
1541.73,0.999320871,0.000238467059
1566.67,0.999339213,0.000225426098
1592.01,0.999357284,0.0002130983
1617.76,0.999375058,0.00020144395
1643.92,0.999392513,0.000190429268
1670.51,0.999409636,0.000180014583
1697.53,0.999426413,0.000170169786
1724.99,0.999442787,0.000160862329
1752.89,0.999458806,0.000151975119
1781.24,0.999474509,0.000143548779
1810.05,0.999489885,0.000135565922
1839.32,0.999504925,0.000128030067
1869.07,0.999519617,0.000120913168
1899.3,0.99953395,0.000114192723
1930.02,0.999547927,0.000107842666
1961.24,0.999561554,0.00010184583
1992.96,0.999574837,9.6185408e-05
2025.2,0.99958772,9.08769252e-05
2057.95,0.999600247,8.57910952e-05
2091.24,0.999612468,8.0984822e-05
2125.06,0.999624356,7.64443692e-05
2159.43,0.999635918,7.21533946e-05
2194.36,0.999647164,6.80952378e-05
2229.85,0.999658096,6.42635302e-05
2265.92,0.999668722,6.0645501e-05
2302.57,0.999679039,5.72274132e-05
2339.81,0.999689062,5.39965119e-05
2377.66,0.999698796,5.09483027e-05
2416.11,0.999708242,4.80671469e-05
2455.19,0.999717414,4.53485945e-05
2494.9,0.999726313,4.2779747e-05
2535.26,0.99973495,4.03557269e-05
2576.26,0.999743326,3.80690853e-05
2617.93,0.999751451,3.59082034e-05
2660.27,0.99975933,3.38678607e-05
2703.3,0.999766971,3.19443995e-05
2747.03,0.999774379,3.01276473e-05
2791.46,0.99978156,2.84133237e-05
2836.61,0.999788521,2.67953918e-05
2882.49,0.999795267,2.52687201e-05
2929.11,0.999801804,2.38280231e-05
2976.48,0.999808138,2.24687734e-05
3024.63,0.999814277,2.11861284e-05
3073.55,0.999820223,1.9976214e-05
3123.26,0.999825984,1.88346258e-05
3173.78,0.999831565,1.77577611e-05
3225.11,0.99983697,1.6741742e-05
3277.27,0.999842205,1.57836307e-05
3330.28,0.999847275,1.48796238e-05
3384.15,0.999852186,1.40270743e-05
3438.88,0.99985694,1.32230277e-05
3494.5,0.999861545,1.2464703e-05
3551.02,0.999866003,1.17493939e-05
3608.46,0.99987032,1.10747992e-05
3666.82,0.999874499,1.04387238e-05
3726.13,0.999878546,9.83874373e-06
3786.4,0.999882464,9.27318677e-06
3847.64,0.999886256,8.73972981e-06
3909.87,0.999889928,8.23673163e-06
3973.11,0.999893482,7.76259479e-06
4037.38,0.999896923,7.31540778e-06
4102.68,0.999900254,6.89380053e-06
4169.03,0.999903477,6.49632804e-06
4236.46,0.999906598,6.12153203e-06
4304.98,0.999909619,5.76825842e-06
4374.62,0.999912543,5.43513989e-06
4445.37,0.999915373,5.12125832e-06
4517.27,0.999918112,4.82526801e-06
4590.33,0.999920764,4.54606579e-06
4664.58,0.999923331,4.28311392e-06
4740.03,0.999925816,4.03515676e-06
4816.69,0.99992822,3.80138145e-06
4894.6,0.999930548,3.58106853e-06
4973.77,0.999932801,3.37338843e-06
5054.21,0.999934982,3.17767385e-06
5135.96,0.999937093,2.99320903e-06
5219.03,0.999939136,2.81935624e-06
5303.44,0.999941114,2.6553757e-06
5389.22,0.999943029,2.50101187e-06
5476.39,0.999944882,2.3554065e-06
5564.97,0.999946677,2.21814804e-06
5654.98,0.999948414,2.08895108e-06
5746.44,0.999950096,1.96701799e-06
5839.39,0.999951725,1.85227536e-06
5933.83,0.999953301,1.7439735e-06
6029.81,0.999954828,1.64204229e-06
6127.33,0.999956307,1.54603247e-06
6226.44,0.999957739,1.45543341e-06
6327.15,0.999959126,1.37010419e-06
6429.48,0.999960469,1.28972905e-06
6533.48,0.999961771,1.21396069e-06
6639.15,0.999963032,1.14259248e-06
6746.54,0.999964255,1.07534594e-06
6855.65,0.99996544,1.01200827e-06
6966.54,0.999966589,9.52311895e-07
7079.22,0.999967703,8.96075049e-07
7193.72,0.999968785,8.43098254e-07
7310.07,0.999969835,7.93188815e-07
7428.31,0.999970856,7.46172668e-07
7548.45,0.999971848,7.01886046e-07
7670.54,0.999972815,6.60170517e-07
7794.61,0.999973757,6.20877426e-07
7920.68,0.999974677,5.83864114e-07
8048.79,0.99997558,5.49002973e-07
8178.98,0.999976468,5.16164673e-07
8311.26,0.999977349,4.8524805e-07
8445.69,0.999978233,4.56123518e-07
8582.29,0.99997914,4.28699146e-07
8721.11,0.999980116,4.02871204e-07
8862.16,0.999981329,3.78559205e-07
8978.8,0.999987239,3.59833669e-07
8979.0,0.99998724,2.79771838e-06
9005.5,0.999982987,2.76934523e-06
9151.16,0.999982076,2.61980504e-06
9299.17,0.999982159,2.47792608e-06
9449.58,0.999982428,2.34319222e-06
9602.42,0.999982773,2.21534906e-06
9757.73,0.999983157,2.09407457e-06
9915.55,0.999983561,1.97915623e-06
10075.9,0.999983975,1.87010798e-06
10238.9,0.999984393,1.76672952e-06
10404.5,0.999984811,1.66879024e-06
10572.8,0.999985227,1.57600671e-06
10743.8,0.999985638,1.48814064e-06
10917.6,0.999986044,1.40494586e-06
11094.2,0.999986443,1.3261953e-06
11273.6,0.999986834,1.25168431e-06
11455.9,0.999987218,1.18118555e-06
11641.2,0.999987593,1.11449421e-06
11829.5,0.99998796,1.05141819e-06
12020.8,0.999988318,9.91789437e-07
12215.3,0.999988667,9.35399188e-07
12412.8,0.999989007,8.82127238e-07
12613.6,0.999989339,8.31769189e-07
12817.6,0.999989662,7.84199189e-07
13025.0,0.999989976,7.39251613e-07
13235.6,0.999990282,6.96815537e-07
13449.7,0.999990579,6.56733537e-07
13667.2,0.999990868,6.18895199e-07
13888.3,0.999991149,5.83167059e-07
14112.9,0.999991422,5.49451863e-07
14341.2,0.999991687,5.17626759e-07
14573.1,0.999991944,4.87603665e-07
14808.9,0.999992194,4.59268748e-07
15048.4,0.999992436,4.32546576e-07
15291.8,0.999992672,4.07340562e-07
15539.1,0.9999929,3.83570975e-07
15790.4,0.999993122,3.61154584e-07
16045.8,0.999993337,3.40019983e-07
16305.4,0.999993545,3.20090765e-07
16569.1,0.999993747,3.01308866e-07
16837.1,0.999993943,2.83605463e-07
17109.4,0.999994134,2.66922795e-07
17386.1,0.999994318,2.5120276e-07
17667.4,0.999994497,2.36386054e-07
17953.1,0.99999467,2.22431081e-07
18243.5,0.999994838,2.09281667e-07
18538.6,0.999995,1.96897624e-07
18838.4,0.999995158,1.85235328e-07
19143.1,0.999995311,1.74249646e-07
19452.7,0.999995459,1.63905066e-07
19767.4,0.999995602,1.54164447e-07
20087.1,0.999995741,1.44993753e-07
20412.0,0.999995876,1.36359963e-07
20742.1,0.999996006,1.28233156e-07
21077.6,0.999996133,1.20582527e-07
21418.5,0.999996255,1.13382201e-07
21765.0,0.999996374,1.06604638e-07
22117.0,0.999996489,1.00227679e-07
22474.7,0.9999966,9.42268325e-08
22838.2,0.999996707,8.85802264e-08
23207.6,0.999996812,8.32674362e-08
23583.0,0.999996913,7.82689602e-08
23964.4,0.999997011,7.35672115e-08
24352.0,0.999997106,6.91441947e-08
24745.9,0.999997197,6.49836935e-08
25146.2,0.999997286,6.10703928e-08
25552.9,0.999997373,5.73902789e-08
25966.2,0.999997456,5.39293516e-08
26386.1,0.999997537,5.06750081e-08
26812.9,0.999997615,4.76145224e-08
27246.6,0.999997691,4.47368752e-08
27687.3,0.999997764,4.20312694e-08
28135.1,0.999997835,3.948766e-08
28590.2,0.999997904,3.70962957e-08
29052.6,0.99999797,3.4848369e-08
29522.5,0.999998035,3.27351965e-08
30000.0,0.999998097,3.07489678e-08
