energy_ev,n,k
29.7739,0.856580358,0.54878983
30.2555,0.834987408,0.550605489
30.7449,0.818733759,0.543637592
31.2421,0.802614752,0.536769048
31.7475,0.779380837,0.520570605
32.2609,0.770071919,0.494175397
32.7827,0.769321396,0.474381879
33.313,0.767804044,0.457953155
33.8518,0.766840083,0.442091025
34.3993,0.766664293,0.426781273
34.9557,0.767246977,0.41197986
35.5211,0.768594609,0.397671534
36.0956,0.770731949,0.383860146
36.6794,0.773871741,0.370530371
37.2727,0.778207773,0.359150636
37.8755,0.781509013,0.349050182
38.4882,0.784482341,0.339229584
39.1107,0.787365862,0.329688342
39.7432,0.790339481,0.32041509
40.3861,0.793600985,0.311810582
41.0393,0.796345246,0.303777218
41.7031,0.798793594,0.295953826
42.3776,0.80103859,0.288331169
43.063,0.803060832,0.280903713
43.7595,0.804632427,0.273670405
44.4673,0.80515863,0.265999648
45.1865,0.806621696,0.25694141
45.9174,0.808940132,0.248189275
46.66,0.811648191,0.239736809
47.4147,0.814556859,0.231437562
48.1816,0.818002899,0.223232259
48.9609,0.821956432,0.215316126
49.7528,0.826720266,0.207682322
50.5576,0.832997637,0.201836742
51.3753,0.837629567,0.19755666
52.2062,0.841442034,0.193366725
53.0506,0.844967625,0.189267124
53.9087,0.848444322,0.185252935
54.7806,0.852452722,0.182106067
55.6667,0.855159742,0.179983195
56.567,0.857025204,0.177886151
57.482,0.858210509,0.175812707
58.4117,0.858565501,0.173763817
59.3564,0.857451105,0.171014982
60.3165,0.856877801,0.167103882
61.2921,0.856442642,0.163283499
62.2834,0.855340654,0.159549715
63.2908,0.852471302,0.154038289
64.3145,0.851768574,0.14688359
65.3547,0.852013192,0.139968298
66.4118,0.853124575,0.132617235
67.4859,0.855098919,0.125652949
68.5775,0.857710386,0.119053832
69.6867,0.861100382,0.112801745
70.8138,0.86486549,0.10803598
71.9591,0.868036522,0.103815862
73.123,0.871012831,0.0997611867
74.3057,0.874077981,0.0960368921
75.5076,0.876729122,0.0927595861
76.7289,0.878992411,0.0895942854
77.9699,0.880693594,0.0861613834
79.231,0.88287258,0.0822927977
80.5125,0.885363387,0.078597068
81.8147,0.888262001,0.0750679507
83.138,0.892415276,0.0731161805
84.4827,0.892443004,0.0739031048
85.8491,0.891887663,0.0695530052
87.2377,0.89253924,0.0653765108
88.6487,0.893983878,0.0608094683
90.0825,0.896016498,0.0565610594
91.5395,0.898253934,0.0526097459
93.0201,0.900789404,0.0485442185
94.5246,0.903740125,0.0447807257
96.0535,0.907059066,0.0416233148
97.6071,0.910127544,0.0389311949
99.1858,0.913029037,0.0364132383
100.79,0.915823616,0.0340581662
102.42,0.91853984,0.0317064459
104.077,0.921328832,0.0294587721
105.76,0.924154276,0.0273708489
107.471,0.927020773,0.0254304828
109.209,0.929894002,0.0238163716
110.975,0.93258236,0.0223830441
112.77,0.935136447,0.0210357903
114.594,0.937606339,0.0197696169
116.448,0.940012162,0.0185795468
118.331,0.942349966,0.0174999653
120.245,0.944589187,0.0164993438
122.19,0.946746963,0.0155559431
124.166,0.948830201,0.0146666137
126.175,0.9508363,0.0138278629
128.215,0.952693519,0.0129834071
130.289,0.95461921,0.0120521079
132.397,0.956621293,0.0111875181
134.538,0.958744204,0.0104738938
136.714,0.96069198,0.0100115528
138.925,0.962516628,0.00956964023
141.172,0.964269448,0.00914719553
143.456,0.965993776,0.0087433324
145.776,0.967736958,0.00845575144
148.134,0.969337718,0.00826749555
150.53,0.97083193,0.00808343072
152.964,0.972268512,0.00790357249
155.439,0.973672163,0.00772752467
157.953,0.9751018,0.00758087974
160.507,0.976439542,0.00758343055
163.103,0.977683076,0.00758591427
165.742,0.97886367,0.0075882947
168.422,0.980011352,0.00759083086
171.146,0.981205382,0.00765539261
173.915,0.982275188,0.00782680158
176.727,0.98323936,0.00800220101
179.586,0.984136599,0.00818140309
182.491,0.984975006,0.00836463089
185.442,0.98575848,0.00855515576
188.442,0.986487228,0.00875207398
191.489,0.98716273,0.00895363709
194.587,0.987787431,0.00915969021
197.734,0.988358888,0.00937059283
200.932,0.988862364,0.00957875231
204.182,0.98932839,0.00976535155
207.485,0.989756455,0.00995559089
210.84,0.990131806,0.010149621
214.251,0.990401912,0.01034047
217.716,0.990660058,0.0104089001
221.237,0.99093435,0.010477761
224.816,0.9911958,0.0105469435
228.452,0.991434572,0.0106167575
232.147,0.991635699,0.0106869669
235.902,0.99180136,0.010711763
239.717,0.991971441,0.0107153283
243.595,0.992139452,0.0107187174
247.535,0.992290789,0.0107222317
251.538,0.992404642,0.0107257735
255.607,0.992508219,0.0106801489
259.741,0.992619001,0.010629792
263.942,0.992723543,0.0105796703
268.211,0.992814862,0.0105298085
272.549,0.992880476,0.0104801689
276.957,0.992908223,0.0103862239
281.437,0.992961712,0.0102552669
285.989,0.993035753,0.0101259891
290.615,0.993112637,0.0099982877
295.315,0.993189331,0.00987229667
300.092,0.993263165,0.00974780132
304.945,0.993331321,0.00962494975
309.878,0.993386475,0.00950356464
314.89,0.993435606,0.0093592238
319.983,0.993492602,0.00921026957
325.158,0.993554378,0.00906368287
330.418,0.993615174,0.00891937486
335.762,0.9936731,0.00877743733
341.192,0.993725883,0.00863776042
346.711,0.993769995,0.00850022902
352.319,0.993790306,0.00836376611
358.017,0.993818351,0.00817946972
363.808,0.993862138,0.00799923544
369.692,0.993915262,0.00782297059
375.672,0.9939719,0.00765057744
381.748,0.994030001,0.00748202557
387.922,0.99408781,0.00731717644
394.197,0.994143238,0.00715591742
400.573,0.994190236,0.00699822312
407.052,0.994231747,0.00682263694
413.635,0.994285381,0.00664121385
420.326,0.994349189,0.00646453649
427.124,0.994416555,0.00629260951
434.032,0.994485994,0.00612524427
441.052,0.994556329,0.00596231343
448.186,0.994624386,0.00580373522
455.435,0.994690287,0.00564309095
462.802,0.994762137,0.00548098794
470.287,0.994837703,0.00532357708
477.894,0.994915183,0.00517067526
485.623,0.994993692,0.00502216034
493.478,0.995072717,0.00487791614
501.459,0.995151805,0.00473782611
509.57,0.995230029,0.00460173417
517.812,0.995307946,0.00446804284
526.187,0.995386297,0.00433775529
534.698,0.995464473,0.00421124642
543.346,0.995542081,0.00408843937
552.134,0.995618832,0.00396921382
561.065,0.995694393,0.00385345517
570.139,0.995767624,0.00374056738
579.361,0.995840882,0.00362880349
588.732,0.995913872,0.0035203936
598.254,0.995986006,0.00341521843
607.93,0.996056943,0.00331318633
617.763,0.996126362,0.00321419805
627.755,0.996193893,0.0031181684
637.908,0.996258863,0.00302501432
648.226,0.996319124,0.00293463665
658.711,0.99637385,0.00283833348
669.365,0.996433537,0.00273794691
680.191,0.996498278,0.00264112537
691.193,0.996564192,0.00254770742
702.372,0.996630648,0.002457612
713.733,0.996697232,0.0023706902
725.277,0.99676404,0.00228685099
737.008,0.996830111,0.00220689323
748.928,0.996894956,0.00212976727
761.042,0.99695865,0.00205533321
773.351,0.997021043,0.0019835017
785.859,0.99708204,0.00191418408
798.57,0.99713928,0.00184726956
811.486,0.997196362,0.00177811717
824.611,0.997254434,0.00171154965
837.949,0.997311976,0.00164747421
851.502,0.997368488,0.00158580341
865.274,0.997423767,0.00152643985
879.269,0.997473825,0.0014690168
893.491,0.997524865,0.00140666681
907.943,0.997578638,0.00134696286
922.628,0.997632614,0.00128979654
937.551,0.997686177,0.00123505376
952.715,0.997738506,0.00118263571
968.124,0.997789844,0.00113059839
983.783,0.99784136,0.0010799218
999.695,0.997892799,0.00103151868
1015.86,0.997943397,0.000985289639
1032.29,0.99799085,0.000941132155
1048.99,0.998037355,0.00089461756
1065.96,0.998086227,0.000848196036
1083.2,0.998136102,0.000804189162
1100.72,0.998186135,0.000762463744
1118.52,0.998235943,0.000722908078
1136.61,0.998285334,0.000685402813
1155.0,0.998334193,0.00064981787
1173.68,0.998382412,0.000616085986
1192.66,0.998429957,0.000584107689
1211.95,0.998477004,0.000553786864
1231.55,0.998523911,0.000525509111
1251.47,0.998569056,0.000500220359
1271.72,0.998612398,0.000476142468
1292.29,0.998654229,0.000453228618
1313.19,0.99869429,0.00043142121
1334.43,0.998733396,0.000409316655
1356.01,0.998772056,0.000388106918
1377.94,0.998810168,0.000367999546
1400.23,0.998847488,0.00034892817
1422.88,0.99888452,0.000330847538
1445.89,0.998920341,0.000314806512
1469.28,0.998954282,0.000299679326
1493.04,0.998985727,0.000285240719
1517.19,0.999017135,0.000267926015
1541.73,0.999049573,0.000251588577
1566.67,0.999082773,0.000236837858
1592.01,0.999114987,0.000224531567
1617.76,0.999145511,0.00021299194
1643.92,0.999174715,0.000201945272
1670.51,0.999203796,0.000190411783
1697.53,0.999232875,0.000180100696
1724.99,0.99926064,0.0001711085
1752.89,0.999287917,0.000161861311
1781.24,0.999314979,0.000154123878
1810.05,0.999340203,0.000147339938
1839.32,0.999365038,0.000139407643
1869.07,0.999390078,0.000132425283
1899.3,0.999413782,0.000126484504
1930.02,0.999436795,0.00011982685
1961.24,0.999460511,0.000112977231
1992.96,0.999484411,0.000107110814
2025.2,0.99950797,0.000101725943
2057.95,0.999531774,9.62994933e-05
2091.24,0.999556448,9.09949489e-05
2125.06,0.999582714,8.58610297e-05
2159.43,0.999611876,8.10663955e-05
2194.36,0.999647145,7.63310259e-05
2229.85,0.999707676,9.09426866e-05
2265.92,0.999719227,0.000160160939
2302.57,0.999726804,0.000163882497
2339.81,0.999724175,0.000210551304
2377.66,0.999698744,0.00021559911
2416.11,0.999683664,0.0002116679
2455.19,0.999679643,0.000203483362
2494.9,0.999678523,0.000196494127
2535.26,0.999678911,0.000188763348
2576.26,0.999681717,0.000179916706
2617.93,0.999688106,0.000171887066
2660.27,0.999693517,0.00016707608
2703.3,0.999705196,0.000159493549
2747.03,0.999714137,0.000166788981
2791.46,0.999711061,0.000166551074
2836.61,0.999709692,0.000158963682
2882.49,0.999712492,0.000152312401
2929.11,0.999715573,0.000145502816
2976.48,0.999719983,0.000138120487
3024.63,0.999725334,0.000131334082
3073.55,0.999731042,0.000125030283
3123.26,0.99973816,0.000118763713
3173.78,0.999744657,0.000116121841
3225.11,0.999748563,0.000113138533
3277.27,0.999752559,0.000107402708
3330.28,0.999757588,0.000102088136
3384.15,0.999763505,9.69735319e-05
3438.88,0.999769488,9.33425253e-05
3494.5,0.999773459,8.99245914e-05
3551.02,0.999777656,8.47013685e-05
3608.46,0.999783113,8.01412642e-05
3666.82,0.999788482,7.59250231e-05
3726.13,0.999793815,7.19620811e-05
3786.4,0.999799059,6.82472682e-05
3847.64,0.999804237,6.45961789e-05
3909.87,0.999809419,6.11329495e-05
3973.11,0.999814549,5.78698517e-05
4037.38,0.999819571,5.47836706e-05
4102.68,0.999824543,5.17831772e-05
4169.03,0.999829317,4.90175164e-05
4236.46,0.999834408,4.5979689e-05
4304.98,0.999839388,4.38908638e-05
4374.62,0.999843885,4.14986773e-05
4445.37,0.999848405,3.9321478e-05
4517.27,0.9998528,3.71896136e-05
4590.33,0.999857125,3.51903351e-05
4664.58,0.99986135,3.3281618e-05
4740.03,0.999865487,3.14801279e-05
4816.69,0.999869536,2.97798969e-05
4894.6,0.999873478,2.81982039e-05
4973.77,0.999877329,2.66900079e-05
5054.21,0.999881067,2.53203163e-05
5135.96,0.999884641,2.39943732e-05
5219.03,0.999888198,2.26711783e-05
5303.44,0.999891549,2.16566934e-05
5389.22,0.99989473,2.038203e-05
5476.39,0.999897993,1.92621255e-05
5564.97,0.999901137,1.8204858e-05
5654.98,0.999904199,1.72132589e-05
5746.44,0.99990718,1.62819529e-05
5839.39,0.99991003,1.54330888e-05
5933.83,0.9999128,1.45201199e-05
6029.81,0.999915525,1.37755953e-05
6127.33,0.999918143,1.29986948e-05
6226.44,0.999920711,1.22672623e-05
6327.15,0.999923205,1.15803679e-05
6429.48,0.999925626,1.09314519e-05
6533.48,0.999927977,1.03180299e-05
6639.15,0.999930259,9.73858481e-06
6746.54,0.999932473,9.19105384e-06
6855.65,0.999934623,8.67406893e-06
6966.54,0.999936708,8.18564341e-06
7079.22,0.999938731,7.72438179e-06
7193.72,0.999940693,7.28861241e-06
7310.07,0.999942597,6.87733799e-06
7428.31,0.999944442,6.48917706e-06
7548.45,0.999946232,6.12270407e-06
7670.54,0.999947967,5.77654944e-06
7794.61,0.99994965,5.44994498e-06
7920.68,0.999951281,5.14178736e-06
8048.79,0.999952863,4.85100714e-06
8178.98,0.999954396,4.57659099e-06
8311.26,0.999955882,4.31764551e-06
8445.69,0.999957322,4.07323774e-06
8582.29,0.999958719,3.84267953e-06
8721.11,0.999960073,3.62519841e-06
8862.16,0.999961386,3.42011714e-06
9005.5,0.999962659,3.226722e-06
9151.16,0.999963894,3.04427444e-06
9299.17,0.999965091,2.87218939e-06
9449.58,0.999966252,2.70983998e-06
9602.42,0.99996738,2.5567014e-06
9757.73,0.999968474,2.41228724e-06
9915.55,0.999969537,2.27609807e-06
10075.9,0.99997057,2.14773094e-06
10238.9,0.999971576,2.02666628e-06
10404.5,0.999972555,1.91251975e-06
10572.8,0.99997351,1.80488379e-06
10743.8,0.999974444,1.70339859e-06
10917.6,0.999975362,1.60769857e-06
11094.2,0.999976268,1.5174694e-06
11273.6,0.999977172,1.43240778e-06
11455.9,0.999978093,1.35220422e-06
11641.2,0.99997908,1.27656948e-06
11829.5,0.999980372,1.20525625e-06
11918.6,0.999984441,1.17329029e-06
11918.8,0.999984441,2.9262113e-06
12020.8,0.999980886,2.8348546e-06
12215.3,0.999980925,2.6705342e-06
12412.8,0.999981283,2.51579552e-06
12613.6,0.999981736,2.36998086e-06
12817.6,0.999982233,2.23263935e-06
13025.0,0.99998276,2.10322032e-06
13235.6,0.999983311,1.9813545e-06
13449.7,0.999983908,1.86652411e-06
13667.2,0.99998469,1.75836276e-06
13733.5,0.999986236,1.72699224e-06
13733.7,0.999986236,2.40877609e-06
13888.3,0.999984963,2.31191183e-06
14112.9,0.999985258,2.17982108e-06
14341.2,0.999985882,2.05525246e-06
14352.7,0.999986294,2.04921238e-06
14352.9,0.999986295,2.35532861e-06
14573.1,0.999985955,2.23414148e-06
14808.9,0.999986254,2.11314325e-06
15048.4,0.999986587,1.99841825e-06
15291.8,0.999986931,1.88960872e-06
15539.1,0.999987279,1.78646293e-06
15790.4,0.999987626,1.68868184e-06
16045.8,0.99998797,1.59603091e-06
16305.4,0.99998831,1.50823344e-06
16569.1,0.999988645,1.4250942e-06
16837.1,0.999988973,1.34635683e-06
17109.4,0.999989295,1.27181507e-06
17386.1,0.99998961,1.20125603e-06
17667.4,0.999989918,1.1344599e-06
17953.1,0.999990218,1.07127561e-06
18243.5,0.999990511,1.01149086e-06
18538.6,0.999990796,9.54939709e-07
18838.4,0.999991075,9.01464801e-07
19143.1,0.999991346,8.5089583e-07
19452.7,0.999991609,8.03087972e-07
19767.4,0.999991866,7.57887832e-07
20087.1,0.999992115,7.15174293e-07
20412.0,0.999992358,6.74807288e-07
20742.1,0.999992593,6.36668123e-07
21077.6,0.999992822,6.00631519e-07
21418.5,0.999993044,5.66592579e-07
21765.0,0.99999326,5.34436391e-07
22117.0,0.99999347,5.04073312e-07
22474.7,0.999993673,4.75401778e-07
22838.2,0.99999387,4.48328243e-07
23207.6,0.999994062,4.22768788e-07
23583.0,0.999994248,3.98638602e-07
23964.4,0.999994428,3.75865635e-07
24352.0,0.999994603,3.54370761e-07
24745.9,0.999994772,3.34085257e-07
25146.2,0.999994937,3.14942647e-07
25552.9,0.999995096,2.96882925e-07
25966.2,0.99999525,2.79843146e-07
26386.1,0.9999954,2.63770055e-07
26812.9,0.999995545,2.48605969e-07
27246.6,0.999995686,2.34302894e-07
27687.3,0.999995822,2.20813309e-07
28135.1,0.999995954,2.08091161e-07
28590.2,0.999996082,1.96093517e-07
29052.6,0.999996206,1.84781056e-07
29522.5,0.999996326,1.74113884e-07
30000.0,0.999996444,1.64056986e-07
