harmonic,zd_index,eigenvalue,detuning,coupling_strength
5,31,31.000000000000,0.013239352830,0.982773893654
5,30,31.000000000000,0.013239352830,0.982773893654
5,29,31.000000000000,0.013239352830,0.982773893654
5,28,31.000000000000,0.013239352830,0.982773893654
5,26,31.000000000000,0.013239352830,0.982773893654
5,27,31.000000000000,0.013239352830,0.982773893654
5,25,31.000000000000,0.013239352830,0.982773893654
5,21,31.000000000000,0.013239352830,0.982773893654
5,22,31.000000000000,0.013239352830,0.982773893654
5,23,31.000000000000,0.013239352830,0.982773893654
5,24,31.000000000000,0.013239352830,0.982773893654
5,18,31.000000000000,0.013239352830,0.982773893654
5,19,31.000000000000,0.013239352830,0.982773893654
5,20,31.000000000000,0.013239352830,0.982773893654
5,13,31.000000000000,0.013239352830,0.982773893654
5,14,31.000000000000,0.013239352830,0.982773893654
5,15,31.000000000000,0.013239352830,0.982773893654
5,16,31.000000000000,0.013239352830,0.982773893654
5,17,31.000000000000,0.013239352830,0.982773893654
5,11,31.000000000000,0.013239352830,0.982773893654
5,12,31.000000000000,0.013239352830,0.982773893654
5,7,31.000000000000,0.013239352830,0.982773893654
5,8,31.000000000000,0.013239352830,0.982773893654
5,9,31.000000000000,0.013239352830,0.982773893654
5,10,31.000000000000,0.013239352830,0.982773893654
5,5,31.000000000000,0.013239352830,0.982773893654
5,6,31.000000000000,0.013239352830,0.982773893654
5,2,31.000000000000,0.013239352830,0.982773893654
5,3,31.000000000000,0.013239352830,0.982773893654
5,4,31.000000000000,0.013239352830,0.982773893654
4,2,31.000000000000,0.233450808962,0.155040489881
4,3,31.000000000000,0.233450808962,0.155040489881
4,4,31.000000000000,0.233450808962,0.155040489881
4,5,31.000000000000,0.233450808962,0.155040489881
4,6,31.000000000000,0.233450808962,0.155040489881
4,7,31.000000000000,0.233450808962,0.155040489881
4,8,31.000000000000,0.233450808962,0.155040489881
4,9,31.000000000000,0.233450808962,0.155040489881
4,10,31.000000000000,0.233450808962,0.155040489881
4,11,31.000000000000,0.233450808962,0.155040489881
4,12,31.000000000000,0.233450808962,0.155040489881
4,13,31.000000000000,0.233450808962,0.155040489881
4,14,31.000000000000,0.233450808962,0.155040489881
4,15,31.000000000000,0.233450808962,0.155040489881
4,16,31.000000000000,0.233450808962,0.155040489881
4,17,31.000000000000,0.233450808962,0.155040489881
4,18,31.000000000000,0.233450808962,0.155040489881
4,19,31.000000000000,0.233450808962,0.155040489881
4,20,31.000000000000,0.233450808962,0.155040489881
4,21,31.000000000000,0.233450808962,0.155040489881
4,22,31.000000000000,0.233450808962,0.155040489881
4,23,31.000000000000,0.233450808962,0.155040489881
4,24,31.000000000000,0.233450808962,0.155040489881
4,25,31.000000000000,0.233450808962,0.155040489881
4,26,31.000000000000,0.233450808962,0.155040489881
4,27,31.000000000000,0.233450808962,0.155040489881
4,28,31.000000000000,0.233450808962,0.155040489881
4,29,31.000000000000,0.233450808962,0.155040489881
4,30,31.000000000000,0.233450808962,0.155040489881
4,31,31.000000000000,0.233450808962,0.155040489881
3,2,31.000000000000,0.644601078616,0.023501179905
3,3,31.000000000000,0.644601078616,0.023501179905
3,4,31.000000000000,0.644601078616,0.023501179905
3,5,31.000000000000,0.644601078616,0.023501179905
3,6,31.000000000000,0.644601078616,0.023501179905
3,7,31.000000000000,0.644601078616,0.023501179905
3,8,31.000000000000,0.644601078616,0.023501179905
3,9,31.000000000000,0.644601078616,0.023501179905
3,10,31.000000000000,0.644601078616,0.023501179905
3,11,31.000000000000,0.644601078616,0.023501179905
3,12,31.000000000000,0.644601078616,0.023501179905
3,13,31.000000000000,0.644601078616,0.023501179905
3,14,31.000000000000,0.644601078616,0.023501179905
3,15,31.000000000000,0.644601078616,0.023501179905
3,16,31.000000000000,0.644601078616,0.023501179905
3,17,31.000000000000,0.644601078616,0.023501179905
3,18,31.000000000000,0.644601078616,0.023501179905
3,19,31.000000000000,0.644601078616,0.023501179905
3,20,31.000000000000,0.644601078616,0.023501179905
3,21,31.000000000000,0.644601078616,0.023501179905
3,22,31.000000000000,0.644601078616,0.023501179905
3,23,31.000000000000,0.644601078616,0.023501179905
3,24,31.000000000000,0.644601078616,0.023501179905
3,25,31.000000000000,0.644601078616,0.023501179905
3,26,31.000000000000,0.644601078616,0.023501179905
3,27,31.000000000000,0.644601078616,0.023501179905
3,28,31.000000000000,0.644601078616,0.023501179905
3,29,31.000000000000,0.644601078616,0.023501179905
3,30,31.000000000000,0.644601078616,0.023501179905
3,31,31.000000000000,0.644601078616,0.023501179905
