==PROF== Connected to process 1476491 (/home/eirikr/Github/open_gororoba/.cache/cargo-default-target/release/deps/gpu_sparse_1024-32f6a2758b8dee11)
==PROF== Disconnected from process 1476491
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Max Bandwidth","%","75.67",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L1/TEX Hit Rate","%","26.88",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Persisting Size","byte","9437184",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Ratio","","0",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Input Sectors","sector","0",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Hit Rate","%","58.88",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Mem Pipes Busy","%","5.47",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Block Size","","512",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Function Cache Configuration","","CachePreferNone",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Grid Size","","120543",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Registers Per Thread","register/thread","128",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Shared Memory Configuration Size","byte","8192",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Driver Shared Memory Per Block","byte/block","1024",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Dynamic Shared Memory Per Block","byte/block","0",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Static Shared Memory Per Block","byte/block","0",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","# SMs","SM","60",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Stack Size","","1024",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Threads","thread","61718016",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","# TPCs","","30",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Enabled TPC IDs","","all",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Uses Green Context","","0",
"0","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Waves Per SM","","2009.05",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Frequency","hz","10491478160.29",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Frequency","hz","2619838207.47",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","76985957",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Memory Throughput","%","77.24",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Throughput","%","77.24",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Duration","ns","29362048",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","15.01",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L2 Cache Throughput","%","22.10",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Active Cycles","cycle","76491678.52",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","21.25",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","SpeedOfLight","","","","SOLBottleneck","OPT","Memory is more heavily utilized than Compute: Look at the Memory Workload Analysis section to identify the DRAM bottleneck. Check memory replay (coalescing) metrics to make sure you're efficiently utilizing the bytes transferred. Also consider whether it is possible to do more work per memory access (kernel fusion) or whether there are values you can (re)compute.","",""
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Local Memory Spilling Requests","","0",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Local Memory Spilling Request Overhead","%","0",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Sector Promotion Misses","%","0",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Shared Memory Spilling Requests","","0",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Shared Memory Spilling Request Overhead","%","0",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Memory Throughput","byte/s","388959994071.26",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Mem Busy","%","13.87",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Max Bandwidth","%","77.24",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L1/TEX Hit Rate","%","23.88",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Persisting Size","byte","9437184",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Ratio","","0",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Input Sectors","sector","0",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Hit Rate","%","59.09",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Mem Pipes Busy","%","5.62",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Block Size","","512",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Function Cache Configuration","","CachePreferNone",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Grid Size","","120543",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Registers Per Thread","register/thread","128",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Shared Memory Configuration Size","byte","8192",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Driver Shared Memory Per Block","byte/block","1024",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Dynamic Shared Memory Per Block","byte/block","0",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Static Shared Memory Per Block","byte/block","0",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","# SMs","SM","60",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Stack Size","","1024",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Threads","thread","61718016",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","# TPCs","","30",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Enabled TPC IDs","","all",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Uses Green Context","","0",
"1","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Waves Per SM","","2009.05",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Frequency","hz","10491488712.43",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Frequency","hz","2619726091.95",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","78645387",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Memory Throughput","%","75.64",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Throughput","%","75.64",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Duration","ns","29991232",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","10.35",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L2 Cache Throughput","%","16.00",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Active Cycles","cycle","77959128.20",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","26.90",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","SpeedOfLight","","","","SOLBottleneck","OPT","Memory is more heavily utilized than Compute: Look at the Memory Workload Analysis section to identify the DRAM bottleneck. Check memory replay (coalescing) metrics to make sure you're efficiently utilizing the bytes transferred. Also consider whether it is possible to do more work per memory access (kernel fusion) or whether there are values you can (re)compute.","",""
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Local Memory Spilling Requests","","0",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Local Memory Spilling Request Overhead","%","0",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Sector Promotion Misses","%","0",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Shared Memory Spilling Requests","","0",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Shared Memory Spilling Request Overhead","%","0",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Memory Throughput","byte/s","380935202395.15",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Mem Busy","%","13.51",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Max Bandwidth","%","75.64",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L1/TEX Hit Rate","%","26.88",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Persisting Size","byte","9437184",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Ratio","","0",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Input Sectors","sector","0",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","L2 Hit Rate","%","58.92",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Memory Workload Analysis","Mem Pipes Busy","%","5.47",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Block Size","","512",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Function Cache Configuration","","CachePreferNone",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Grid Size","","120543",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Registers Per Thread","register/thread","128",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Shared Memory Configuration Size","byte","8192",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Driver Shared Memory Per Block","byte/block","1024",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Dynamic Shared Memory Per Block","byte/block","0",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Static Shared Memory Per Block","byte/block","0",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","# SMs","SM","60",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Stack Size","","1024",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","Threads","thread","61718016",
"2","1476491","gpu_sparse_1024-32f6a2758b8dee11","127.0.0.1","lbm_step_sparse_aa","1","7","(512, 1, 1)","(120543, 1, 1)","0","8.9","Launch Statistics","# TPCs","","30",
