m0/nomenclature|Cayley-E2-80-93Dickson-construction-d7887cb4.html|https://en.wikipedia.org/wiki/Cayley%E2%80%93Dickson_construction
m0/nomenclature|Trigintaduonion-29dd6060.html|https://en.wikipedia.org/wiki/Trigintaduonion
m0/nomenclature|what-comes-after-the-ducentiquinquagintasexions-74dc00b1.html|https://english.stackexchange.com/questions/234607/what-comes-after-the-ducentiquinquagintasexions
m1/construction|2-3-Cayley-Dickson-20process-bd653199.pdf|https://mysite.science.uottawa.ca/neher/Papers/alternative/2.3.Cayley-Dickson%20process.pdf
m1/construction|schafer-nonassociative-algebras-c15f8f35.pdf|https://math.mit.edu/~hrm/palestine/schafer-nonassociative-algebras.pdf
m1/construction|pjm-v20-n3-p03-s-179b79ac.pdf|https://msp.org/pjm/1967/20-3/pjm-v20-n3-p03-s.pdf
m1/construction|pjm-v117-n1-pjm-v117-n1-p10-s-3ff5b0d9.pdf|https://msp.org/pjm/1985/117-1/pjm-v117-n1-pjm-v117-n1-p10-s.pdf
m2/identity-regime|ptt110-d91e7c01.pdf|https://academic.oup.com/ptep/article-pdf/2014/1/013A03/4432616/ptt110.pdf
m3/zero-divisors|0207003-6bbb803e.pdf|https://arxiv.org/pdf/math/0207003
m3/zero-divisors|0403113-dd6c39f2.pdf|https://arxiv.org/pdf/math/0403113
m3/zero-divisors|0603281-5a00c6d4.pdf|https://arxiv.org/pdf/math/0603281
m3/zero-divisors|0704-a20a133a.pdf|https://arxiv.org/pdf/0704.0026
m3/zero-divisors|17-2-3-6ed3419d.pdf|https://content.wolfram.com/uploads/sites/13/2023/02/17-2-3.pdf
m5/loops|1102-59b95a7f.pdf|https://arxiv.org/pdf/1102.5151
m5/loops|1505440830-a0bf1445.pdf|https://projecteuclid.org/journals/journal-of-generalized-lie-theory-and-applications/volume-6/issue-none/Automorphism-Groups-of-Cayley-Dickson-Loops/jglta/1505440830.pdf
m5/loops|0412390-aedcddde.pdf|https://arxiv.org/pdf/math/0412390
m5/loops|cayleydickson-algebras-and-loops-1736-4337-1-101-082879a2.pdf|https://www.hilarispublisher.com/open-access/cayleydickson-algebras-and-loops-1736-4337-1-101.pdf
m6/representation|1405-2dcfda8e.pdf|https://arxiv.org/pdf/1405.6888
m6/representation|ceedeenions-40c63f2f.pdf|https://www.astro.sk/~msaniga/pub/ftp/ceedeenions.pdf
m6/representation|1602-5f83c982.pdf|https://arxiv.org/pdf/1602.02317
m6/representation|1602-e6af4309.pdf|https://arxiv.org/pdf/1602.02843
m6/representation|A-Tree-for-Computing-the-Cayley-Dickson-Twist-889dfb86.pdf|https://www.researchgate.net/profile/John-Bales/publication/238738095_A_Tree_for_Computing_the_Cayley-Dickson_Twist/links/0a85e53a8b63445499000000/A-Tree-for-Computing-the-Cayley-Dickson-Twist.pdf
m6/representation|Thesis-3-3-f10028dd.pdf|https://www.math.fsu.edu/~hoeij/2021/Thesis-3.3.pdf
m6/representation|Cayley-Dickson-1f11f4e8.html|https://github.com/thoppe/Cayley-Dickson
m6/representation|hypercomplex-4c897131.html|https://pypi.org/project/hypercomplex/
m6/representation|hypercomplex-aec11c2d.html|https://angrymaciek.github.io/hypercomplex/
m7/function-base|2205-51ac8795.pdf|https://arxiv.org/pdf/2205.05605
m7/function-base|cm-episciences-org-12476-pdf-21e5d564.pdf|https://cm.episciences.org/12476/pdf
m7/function-base|0405471-5f82639f.pdf|https://arxiv.org/pdf/math/0405471
m7/function-base|0406306-b5d698a9.pdf|https://arxiv.org/pdf/math/0406306
m7/function-base|1204-97b2107d.pdf|https://arxiv.org/pdf/1204.3246
m8/arithmetic|073-c28c5dda.pdf|https://carmamaths.org/resources/mahler/docs/073.pdf
tags/n0|0207003v1-a1c496fd.pdf|https://arxiv.org/vc/math/papers/0207/0207003v1.pdf
tags/s1|the-basic-subalgebra-structure-of-the-cayley-dickson-algebra-3siaweq7ei-ce9bc9e8.html|https://scispace.com/papers/the-basic-subalgebra-structure-of-the-cayley-dickson-algebra-3siaweq7ei
