url	http_code	content_type	size_download	is_pdf	status	note	checked_at
http://www.tandfonline.com/doi/pdf/10.1080/03605301003735680	403	text/html; charset=UTF-8	6116	0	http_403		2026-02-15
https://doi.org/10.1080/14786444808646059	403	text/html; charset=UTF-8	6129	0	http_403		2026-02-15
https://www.tandfonline.com/doi/full/10.1080/14786444808646059	403	text/html; charset=UTF-8	6131	0	http_403		2026-02-15
https://www.tandfonline.com/doi/pdf/10.1080/14786444808646059	403	text/html; charset=UTF-8	6133	0	http_403		2026-02-15
https://doi.org/10.1080/14786444908646169	403	text/html; charset=UTF-8	6117	0	http_403		2026-02-15
https://www.tandfonline.com/doi/full/10.1080/14786444908646169	403	text/html; charset=UTF-8	6131	0	http_403		2026-02-15
https://www.tandfonline.com/doi/pdf/10.1080/14786444908646169	403	text/html; charset=UTF-8	6115	0	http_403		2026-02-15
https://doi.org/10.1098/rspa.1984.0023	403	text/html; charset=UTF-8	6462	0	http_403		2026-02-15
https://royalsocietypublishing.org/rspa/article/392/1802/45/15579/Quantal-phase-factors-accompanying-adiabatic	403	text/html; charset=UTF-8	6437	0	http_403		2026-02-15
https://royalsocietypublishing.org/doi/pdf/10.1098/rspa.1984.0023	403	text/html; charset=UTF-8	6369	0	http_403		2026-02-15
https://royalsocietypublishing.org/rspa/article-pdf/392/1802/45/65511/rspa.1984.0023.pdf	403	text/html; charset=UTF-8	6422	0	http_403		2026-02-15
https://doi.org/10.1103/PhysRev.124.925	403	text/html; charset=UTF-8	6113	0	http_403		2026-02-15
https://doi.org/10.1103/physrev.124.925	403	text/html; charset=UTF-8	6112	0	http_403		2026-02-15
https://link.aps.org/doi/10.1103/PhysRev.124.925	403	text/html; charset=UTF-8	6067	0	http_403		2026-02-15
http://link.aps.org/article/10.1103/PhysRev.124.925	403	text/html; charset=UTF-8	6085	0	http_403		2026-02-15
http://harvest.aps.org/v2/journals/articles/10.1103/PhysRev.124.925/fulltext	200	application/pdf	1132303	1	pdf_ok		2026-02-15
https://doi.org/10.1103/PhysRevB.14.2239	403	text/html; charset=UTF-8	6069	0	http_403		2026-02-15
https://doi.org/10.1103/physrevb.14.2239	403	text/html; charset=UTF-8	6068	0	http_403		2026-02-15
https://link.aps.org/doi/10.1103/PhysRevB.14.2239	403	text/html; charset=UTF-8	6066	0	http_403		2026-02-15
http://link.aps.org/article/10.1103/PhysRevB.14.2239	403	text/html; charset=UTF-8	6127	0	http_403		2026-02-15
http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevB.14.2239/fulltext	200	application/pdf	1199756	1	pdf_ok		2026-02-15
https://doi.org/10.1103/PhysRevD.23.287	403	text/html; charset=UTF-8	6085	0	http_403		2026-02-15
https://doi.org/10.1103/physrevd.23.287	403	text/html; charset=UTF-8	6071	0	http_403		2026-02-15
https://link.aps.org/doi/10.1103/PhysRevD.23.287	403	text/html; charset=UTF-8	6066	0	http_403		2026-02-15
http://link.aps.org/article/10.1103/PhysRevD.23.287	403	text/html; charset=UTF-8	6106	0	http_403		2026-02-15
http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevD.23.287/fulltext	200	application/pdf	1127305	1	pdf_ok		2026-02-15
https://doi.org/10.1103/PhysRevE.66.056108	403	text/html; charset=UTF-8	6182	0	http_403		2026-02-15
https://arxiv.org/pdf/quant-ph/0206098	200	application/pdf	166525	1	pdf_ok		2026-02-15
http://arxiv.org/abs/quant-ph/0206098	200	text/html; charset=utf-8	45029	0	ok_nonpdf		2026-02-15
https://doi.org/10.1103/physreve.66.056108	403	text/html; charset=UTF-8	6140	0	http_403		2026-02-15
https://pubmed.ncbi.nlm.nih.gov/12513557	200	text/html; charset=utf-8	18573	0	ok_nonpdf		2026-02-15
https://link.aps.org/doi/10.1103/PhysRevE.66.056108	403	text/html; charset=UTF-8	6146	0	http_403		2026-02-15
http://link.aps.org/article/10.1103/PhysRevE.66.056108	403	text/html; charset=UTF-8	6140	0	http_403		2026-02-15
http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevE.66.056108/fulltext	200	application/pdf	79512	1	pdf_ok		2026-02-15
https://doi.org/10.1103/PhysRevLett.43.744	403	text/html; charset=UTF-8	6144	0	http_403		2026-02-15
https://doi.org/10.1103/physrevlett.43.744	403	text/html; charset=UTF-8	6137	0	http_403		2026-02-15
https://link.aps.org/doi/10.1103/PhysRevLett.43.744	403	text/html; charset=UTF-8	6124	0	http_403		2026-02-15
http://link.aps.org/article/10.1103/PhysRevLett.43.744	403	text/html; charset=UTF-8	6106	0	http_403		2026-02-15
http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevLett.43.744/fulltext	200	application/pdf	128554	1	pdf_ok		2026-02-15
https://doi.org/10.1103/PhysRevLett.49.405	403	text/html; charset=UTF-8	6179	0	http_403		2026-02-15
http://link.aps.org/pdf/10.1103/PhysRevLett.49.405	403	text/html; charset=UTF-8	6144	0	http_403		2026-02-15
https://doi.org/10.1103/physrevlett.49.405	403	text/html; charset=UTF-8	6207	0	http_403		2026-02-15
https://link.aps.org/doi/10.1103/PhysRevLett.49.405	403	text/html; charset=UTF-8	6142	0	http_403		2026-02-15
http://link.aps.org/article/10.1103/PhysRevLett.49.405	403	text/html; charset=UTF-8	6106	0	http_403		2026-02-15
http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevLett.49.405/fulltext	200	application/pdf	249122	1	pdf_ok		2026-02-15
https://doi.org/10.1103/PhysRevLett.69.2863	403	text/html; charset=UTF-8	6105	0	http_403		2026-02-15
https://doi.org/10.1103/physrevlett.69.2863	403	text/html; charset=UTF-8	6082	0	http_403		2026-02-15
https://pubmed.ncbi.nlm.nih.gov/10046608	200	text/html; charset=utf-8	18101	0	ok_nonpdf		2026-02-15
https://link.aps.org/doi/10.1103/PhysRevLett.69.2863	403	text/html; charset=UTF-8	6096	0	http_403		2026-02-15
http://link.aps.org/article/10.1103/PhysRevLett.69.2863	403	text/html; charset=UTF-8	6090	0	http_403		2026-02-15
http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevLett.69.2863/fulltext	200	application/pdf	237594	1	pdf_ok		2026-02-15
https://doi.org/10.1103/PhysRevLett.71.3697	403	text/html; charset=UTF-8	6081	0	http_403		2026-02-15
https://doi.org/10.1103/physrevlett.71.3697	403	text/html; charset=UTF-8	6104	0	http_403		2026-02-15
https://pubmed.ncbi.nlm.nih.gov/10055049	200	text/html; charset=utf-8	17985	0	ok_nonpdf		2026-02-15
https://link.aps.org/doi/10.1103/PhysRevLett.71.3697	403	text/html; charset=UTF-8	6110	0	http_403		2026-02-15
http://link.aps.org/article/10.1103/PhysRevLett.71.3697	403	text/html; charset=UTF-8	6162	0	http_403		2026-02-15
http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevLett.71.3697/fulltext	200	application/pdf	488658	1	pdf_ok		2026-02-15
https://doi.org/10.1103/PhysRevLett.78.5	403	text/html; charset=UTF-8	6070	0	http_403		2026-02-15
https://doi.org/10.1103/physrevlett.78.5	403	text/html; charset=UTF-8	6070	0	http_403		2026-02-15
https://link.aps.org/doi/10.1103/PhysRevLett.78.5	403	text/html; charset=UTF-8	6171	0	http_403		2026-02-15
http://link.aps.org/article/10.1103/PhysRevLett.78.5	403	text/html; charset=UTF-8	6125	0	http_403		2026-02-15
http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevLett.78.5/fulltext	200	application/pdf	143718	1	pdf_ok		2026-02-15
https://doi.org/10.1143/JPSJ.74.1674	403	text/html; charset=UTF-8	6102	0	http_403		2026-02-15
https://arxiv.org/pdf/cond-mat/0503172	200	application/pdf	378658	1	pdf_ok		2026-02-15
http://arxiv.org/abs/cond-mat/0503172	200	text/html; charset=utf-8	46813	0	ok_nonpdf		2026-02-15
https://doi.org/10.1143/jpsj.74.1674	403	text/html; charset=UTF-8	6102	0	http_403		2026-02-15
https://journals.jps.jp/doi/10.1143/JPSJ.74.1674	403	text/html; charset=UTF-8	6077	0	http_403		2026-02-15
https://journals.jps.jp/doi/pdf/10.1143/JPSJ.74.1674	403	text/html; charset=UTF-8	6122	0	http_403		2026-02-15
https://doi.org/10.1177/2156587216668109	403	text/html; charset=UTF-8	6346	0	http_403		2026-02-15
https://journals.sagepub.com/doi/pdf/10.1177/2156587216668109	403	text/html; charset=UTF-8	6373	0	http_403		2026-02-15
https://pubmed.ncbi.nlm.nih.gov/27694559	200	text/html; charset=utf-8	23644	0	ok_nonpdf		2026-02-15
https://doaj.org/article/bf90469a705d4041ab700d2ae0dc9501	200	text/html; charset=utf-8	12331	0	ok_nonpdf		2026-02-15
http://doi.org/10.1177/2156587216668109	403	text/html; charset=UTF-8	6345	0	http_403		2026-02-15
http://journals.sagepub.com/doi/10.1177/2156587216668109	403	text/html; charset=UTF-8	6348	0	http_403		2026-02-15
http://journals.sagepub.com/doi/pdf/10.1177/2156587216668109	403	text/html; charset=UTF-8	6351	0	http_403		2026-02-15
http://journals.sagepub.com/doi/full-xml/10.1177/2156587216668109	403	text/html; charset=UTF-8	6374	0	http_403		2026-02-15
https://doi.org/10.7151/dmgaa.1088	302	text/html;charset=utf-8	0	0	http_302		2026-02-15
http://www.discuss.wmie.uz.zgora.pl/al/index.php?doi=10.7151/dmgaa.1088	000		0	0	http_000		2026-02-15
https://www.dmgaa.uz.zgora.pl/publish/pdf.php?doi=1088	000		0	0	http_000		2026-02-15
http://arXiv.org/abs.math.RA/0403113	404	text/html; charset=utf-8	11083	0	http_404		2026-02-15
https://arXiv.org/abs.math.RA/0403113	404	text/html; charset=utf-8	11083	0	http_404		2026-02-15
http://matu1.math.auckland.ac.nz/~king/Preprints/Chaoq.htm	000		0	0	http_000		2026-02-15
https://matu1.math.auckland.ac.nz/~king/Preprints/Chaoq.htm	000		0	0	http_000		2026-02-15
http://exo.com/~palmer/ISSS2000ab.html	404		0	0	http_404		2026-02-15
https://exo.com/~palmer/ISSS2000ab.html	404	text/plain; charset=utf-8	10	0	http_404		2026-02-15
http://www.wolframscience.com/conference/2004/presentations/materials/rdemarrais.pdf	404	text/html; charset=UTF-8	66726	0	http_404		2026-02-15
https://www.wolframscience.com/conference/2004/presentations/materials/rdemarrais.pdf	404	text/html; charset=UTF-8	66726	0	http_404		2026-02-15
https://academic.oup.com/ptep/article-pdf/2014/1/013A03/4432616/ptt110.pdf	403	text/html; charset=UTF-8	6331	0	http_403		2026-02-15
https://archive.org/details/elementarytreat00tailuoft	404	text/html; charset=UTF-8	35049	0	http_404		2026-02-15
https://archive.org/details/theoryofbiquater00conwrich	404	text/html; charset=UTF-8	35041	0	http_404		2026-02-15
https://arxiv.org/abs/unknown	404	text/html; charset=utf-8	11657	0	http_404		2026-02-15
https://arxiv.org/pdf/1602.02317	404	text/html; charset=utf-8	10451	0	http_404		2026-02-15
https://arxiv.org/pdf/1602.02317v1	200	application/pdf	191938	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/1602.02317v1.pdf	200	application/pdf	191938	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/1602.02317v2	200	application/pdf	192196	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/1602.02317v2.pdf	200	application/pdf	192196	1	pdf_ok		2026-02-15
https://export.arxiv.org/pdf/1602.02317	404	text/html	126	0	http_404		2026-02-15
https://export.arxiv.org/pdf/1602.02317.pdf	404	text/html	126	0	http_404		2026-02-15
https://arxiv.org/ftp/arxiv/papers/1602/1602.02317.pdf	404	text/html; charset=utf-8	424	0	http_404		2026-02-15
https://archive.org/download/arxiv-1602.02317/1602.02317.pdf	200	application/pdf	189748	1	pdf_ok		2026-02-15
https://cms.math.ca/wp-content/uploads/2020/02/cmb49-4-6.pdf	404	text/html; charset=UTF-8	21756	0	http_404		2026-02-15
https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.43.744	403	text/html; charset=UTF-8	6095	0	http_403		2026-02-15
https://msp.org/pjm/1985/117-1/pjm-v117-n1-pjm-v117-n1-p10-s.pdf	404	text/html; charset=iso-8859-1	254	0	http_404		2026-02-15
https://msp.org/pjm/1985/117-1/pjm-v117-n1-p10-s.pdf	200	application/pdf	1613071	1	pdf_ok		2026-02-15
https://ncatlab.org/nlab/show/Monstrous+Moonshine	404	text/html; charset=utf-8	4661	0	http_404		2026-02-15
https://www.cambridge.org/core/journals/compositio-mathematica/article/stable-homology-of-wheeled-operads/C66016DA3A1BB600E57D975D3E8D83BC	500	text/html; charset=utf-8	647136	0	http_500		2026-02-15
https://www.researchgate.net/profile/John-Bales/publication/238738095_A_Tree_for_Computing_the_Cayley-Dickson_Twist/links/0a85e53a8b63445499000000/A-Tree-for-Computing-the-Cayley-Dickson-Twist.pdf	403	text/html; charset=UTF-8	12164	0	http_403		2026-02-15
