url	http_code	content_type	size_download	is_pdf	status	note	checked_at
http://www.innerx.net/~tsmith/Ndalg.html	403	text/html; charset=UTF-8	9	0	http_403		2026-02-15
http://www.wolframscience.com/conference/2004/presentations/materials/rdemarrais.pdf	404	text/html; charset=UTF-8	66726	0	http_404		2026-02-15
https://academic.oup.com/ptep/article-pdf/2014/1/013A03/4432616/ptt110.pdf	403	text/html; charset=UTF-8	6342	0	http_403		2026-02-15
https://archive.org/details/arxiv-1602.02317	200	text/html; charset=UTF-8	43576	0	ok_nonpdf		2026-02-15
https://archive.org/details/elementarytreat00tailuoft	404	text/html; charset=UTF-8	35052	0	http_404		2026-02-15
https://archive.org/details/theoryofbiquater00conwrich	404	text/html; charset=UTF-8	35049	0	http_404		2026-02-15
https://archive.org/download/arxiv-1602.02317/1602.02317.pdf	200	application/pdf	189748	1	pdf_ok		2026-02-15
https://archive.org/download/elementarytreat00tailuoft/elementarytreat00tailuoft.pdf	503	text/html; charset=UTF-8	155677	0	http_503		2026-02-15
https://archive.org/download/theoryofbiquater00conwrich/theoryofbiquater00conwrich.pdf	503	text/html; charset=UTF-8	155679	0	http_503		2026-02-15
https://arxiv.org/abs/0704.0026	200	text/html; charset=utf-8	44534	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/0704.0112	200	text/html; charset=utf-8	44864	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/0704.1012	200	text/html; charset=utf-8	47169	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/0707.1636	200	text/html; charset=utf-8	47399	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/0711.0770	200	text/html; charset=utf-8	43748	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/0711.4796	200	text/html; charset=utf-8	46471	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/0905.1317	200	text/html; charset=utf-8	46513	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/0906.1420	200	text/html; charset=utf-8	47356	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/0907.2047	200	text/html; charset=utf-8	45133	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/0912.3142	200	text/html; charset=utf-8	46449	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/1001.0571	200	text/html; charset=utf-8	47309	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/1008.3477	200	text/html; charset=utf-8	47529	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/1102.5151	200	text/html; charset=utf-8	42540	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/1107.5041	200	text/html; charset=utf-8	49476	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/1112.4903	200	text/html; charset=utf-8	49091	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/1201.6534	200	text/html; charset=utf-8	43789	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/1202.3457	200	text/html; charset=utf-8	44265	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/1306.2164	200	text/html; charset=utf-8	47417	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/1309.6635	200	text/html; charset=utf-8	49518	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/1602.02317	200	text/html; charset=utf-8	43492	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/1611.09182	200	text/html; charset=utf-8	47161	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/1702.04336	200	text/html; charset=utf-8	48904	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/1706.02457	200	text/html; charset=utf-8	46594	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/1807.06209	200	text/html; charset=utf-8	83000	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/1906.11238	200	text/html; charset=utf-8	49493	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2102.06824	200	text/html; charset=utf-8	47831	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2111.03606	200	text/html; charset=utf-8	327634	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2201.00652	200	text/html; charset=utf-8	44958	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2202.04077	200	text/html; charset=utf-8	57235	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2306.16213	200	text/html; charset=utf-8	71307	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2308.14768	200	text/html; charset=utf-8	44720	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2311.18594	200	text/html; charset=utf-8	47692	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2403.03763	200	text/html; charset=utf-8	45577	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2405.02709	200	text/html; charset=utf-8	47105	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2411.18881	200	text/html; charset=utf-8	45353	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2501.02062	200	text/html; charset=utf-8	47480	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2505.11747	200	text/html; charset=utf-8	46482	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2509.08099	200	text/html; charset=utf-8	48548	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2512.07210	200	text/html; charset=utf-8	44242	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2512.13002	200	text/html; charset=utf-8	45305	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2512.22134	200	text/html; charset=utf-8	44272	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2601.23137	200	text/html; charset=utf-8	45476	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/2601.23279	200	text/html; charset=utf-8	46701	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/cond-mat/0512165	200	text/html; charset=utf-8	47125	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/cond-mat/0607418	200	text/html; charset=utf-8	46150	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/gr-qc/0009013	200	text/html; charset=utf-8	46014	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/gr-qc/0109035	200	text/html; charset=utf-8	48271	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/gr-qc/0302075	200	text/html; charset=utf-8	45402	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/gr-qc/0310107	200	text/html; charset=utf-8	47554	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/gr-qc/0508115	200	text/html; charset=utf-8	48154	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/gr-qc/9310026	200	text/html; charset=utf-8	45055	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/gr-qc/9707024	200	text/html; charset=utf-8	45633	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/hep-th/0104081	200	text/html; charset=utf-8	44954	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/hep-th/0205068	200	text/html; charset=utf-8	45680	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/hep-th/0207267	200	text/html; charset=utf-8	46602	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/hep-th/0407055	200	text/html; charset=utf-8	45021	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/hep-th/0603001	200	text/html; charset=utf-8	46483	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/hep-th/0605073	200	text/html; charset=utf-8	47796	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/hep-th/9206084	200	text/html; charset=utf-8	47044	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/hep-th/9209099	200	text/html; charset=utf-8	45878	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/hep-th/9409089	200	text/html; charset=utf-8	48313	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/hep-th/9601029	200	text/html; charset=utf-8	45185	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/hep-th/9711200	200	text/html; charset=utf-8	47940	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/math/0011260	200	text/html; charset=utf-8	47097	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/math/0105155	200	text/html; charset=utf-8	43183	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/math/0203010	200	text/html; charset=utf-8	44048	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/math/0207003	200	text/html; charset=utf-8	47517	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/math/0403113	200	text/html; charset=utf-8	46486	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/math/0410291	200	text/html; charset=utf-8	46217	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/math/0504437	200	text/html; charset=utf-8	43074	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/math/0512516	200	text/html; charset=utf-8	42069	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/math/0512517	200	text/html; charset=utf-8	43022	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/math/0603281	200	text/html; charset=utf-8	48459	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/math/0612288	200	text/html; charset=utf-8	43540	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/math/0703745	200	text/html; charset=utf-8	44608	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/q-alg/9709040	200	text/html; charset=utf-8	45784	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/q-alg/9710013	200	text/html; charset=utf-8	41837	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/quant-ph/0301063	200	text/html; charset=utf-8	45299	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/quant-ph/0310089	200	text/html; charset=utf-8	44845	0	ok_nonpdf		2026-02-15
https://arxiv.org/abs/unknown	404	text/html; charset=utf-8	11657	0	http_404		2026-02-15
https://arxiv.org/ftp/arxiv/papers/1602/1602.02317.pdf	404	text/html; charset=utf-8	425	0	http_404		2026-02-15
https://arxiv.org/pdf/0704.0026	200	application/pdf	201711	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/0910.2569.pdf	200	application/pdf	362590	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/1102.5151	200	application/pdf	663591	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/1102.5151.pdf	200	application/pdf	663591	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/1405.6888	200	application/pdf	434317	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/1602.02317	404	text/html; charset=utf-8	10451	0	http_404		2026-02-15
https://arxiv.org/pdf/1602.02317.pdf	404	text/html; charset=utf-8	10451	0	http_404		2026-02-15
https://arxiv.org/pdf/1602.02317v1	200	application/pdf	191938	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/1602.02317v1.pdf	200	application/pdf	191938	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/1602.02317v2	200	application/pdf	192196	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/1602.02317v2.pdf	200	application/pdf	192196	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/1602.02843	200	application/pdf	120533	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/1707.07318v4.pdf	200	application/pdf	358610	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/2008.00120v1.pdf	200	application/pdf	379249	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/2311.18594.pdf	200	application/pdf	532709	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/2404.12534v3.pdf	200	application/pdf	997718	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/2411.18881.pdf	200	application/pdf	226232	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/2505.11747v3.pdf	200	application/pdf	376660	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/2509.08099.pdf	200	application/pdf	1569347	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/2510.25427v1.pdf	200	application/pdf	335671	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/2601.18944v2.pdf	200	application/pdf	1460883	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/cond-mat/0503172	200	application/pdf	378658	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/gr-qc/0407075	200	application/pdf	179792	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/math/0207003	200	application/pdf	304671	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/math/0403113	200	application/pdf	206494	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/math/0403113.pdf	200	application/pdf	206494	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/math/0412390	200	application/pdf	239721	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/math/0511691.pdf	200	application/pdf	374167	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/math/0511691v1.pdf	200	application/pdf	374167	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/math/0603281	200	application/pdf	402016	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/math/0608640	200	application/pdf	208813	1	pdf_ok		2026-02-15
https://arxiv.org/pdf/quant-ph/0206098	200	application/pdf	166525	1	pdf_ok		2026-02-15
https://arxiv.org/vc/math/papers/0207/0207003v1.pdf	404	text/html; charset=utf-8	425	0	http_404		2026-02-15
https://bibliotekanauki.pl/articles/729117.pdf	200	application/octet-stream	393173	1	pdf_ok		2026-02-15
https://cms.math.ca/wp-content/uploads/2020/01/cmb49-4-6.pdf	404	text/html; charset=UTF-8	21756	0	http_404		2026-02-15
https://cms.math.ca/wp-content/uploads/2020/02/cmb49-4-6.pdf	404	text/html; charset=UTF-8	21756	0	http_404		2026-02-15
https://content.wolfram.com/sites/13/2023/02/17-2-3.pdf	200	application/pdf	257607	1	pdf_ok		2026-02-15
https://content.wolfram.com/uploads/sites/13/2023/02/17-2-3.pdf	200	application/pdf	257607	1	pdf_ok		2026-02-15
https://core.ac.uk/display/67198489	200	text/html; charset=utf-8	13562	0	ok_nonpdf		2026-02-15
https://core.ac.uk/display/82141950	200	text/html; charset=utf-8	16844	0	ok_nonpdf		2026-02-15
https://core.ac.uk/download/229066012.pdf	200	application/pdf	1389958	1	pdf_ok		2026-02-15
https://core.ac.uk/download/82141950.pdf	503	text/html; charset=iso-8859-1	299	0	http_503		2026-02-15
https://core.ac.uk/download/pdf/82141950.pdf	503	text/html; charset=iso-8859-1	299	0	http_503		2026-02-15
https://core.ac.uk/download/pdf/82141950.pdf?download=1	503	text/html; charset=iso-8859-1	299	0	http_503		2026-02-15
https://core.ac.uk/reader/229066012	200	text/html; charset=utf-8	42797	0	ok_nonpdf		2026-02-15
https://core.ac.uk/reader/82141950	200	text/html; charset=utf-8	2325	0	ok_nonpdf		2026-02-15
https://core.ac.uk/works/67198489	200	text/html; charset=utf-8	57545	0	ok_nonpdf		2026-02-15
https://core.ac.uk/works/82141950	200	text/html; charset=utf-8	17781	0	ok_nonpdf		2026-02-15
https://doi.org/10.1007/s10958-020-04930-x	200	text/html; charset=utf-8	75179	0	ok_nonpdf		2026-02-15
https://doi.org/10.1007/s13324-016-0144-6	200	text/html; charset=utf-8	86193	0	ok_nonpdf		2026-02-15
https://doi.org/10.1016/0021-8693(90)90221-9	200	text/html;charset=UTF-8	2669	0	ok_nonpdf		2026-02-15
https://doi.org/10.1016/0370-2693(72)90483-2	200	text/html;charset=UTF-8	2676	0	ok_nonpdf		2026-02-15
https://doi.org/10.1016/S0370-1573(01)00015-1	200	text/html;charset=UTF-8	2652	0	ok_nonpdf		2026-02-15
https://doi.org/10.1016/S0375-9601(00)00201-2	200	text/html;charset=UTF-8	2673	0	ok_nonpdf		2026-02-15
https://doi.org/10.1016/j.aop.2010.09.012	200	text/html;charset=UTF-8	2690	0	ok_nonpdf		2026-02-15
https://doi.org/10.1016/j.aop.2014.06.013	200	text/html;charset=UTF-8	2716	0	ok_nonpdf		2026-02-15
https://doi.org/10.1016/j.bulsci.2011.12.004	200	text/html;charset=UTF-8	2670	0	ok_nonpdf		2026-02-15
https://doi.org/10.1016/j.camwa.2024.06.001	200	text/html;charset=UTF-8	2696	0	ok_nonpdf		2026-02-15
https://doi.org/10.1016/j.jalgor.2003.12.002	200	text/html;charset=UTF-8	2628	0	ok_nonpdf		2026-02-15
https://doi.org/10.1016/j.jpaa.2008.08.007	200	text/html;charset=UTF-8	2668	0	ok_nonpdf		2026-02-15
https://doi.org/10.1017/S0960129503004110	200	text/html; charset=utf-8	153761	0	ok_nonpdf		2026-02-15
https://doi.org/10.1038/nature01997	200	"text/html; charset=""UTF-8"""	79357	0	ok_nonpdf		2026-02-15
https://doi.org/10.1038/s41467-021-23358-8	200	"text/html; charset=""UTF-8"""	132996	0	ok_nonpdf		2026-02-15
https://doi.org/10.1038/s41467-022-33915-4	200	"text/html; charset=""UTF-8"""	116747	0	ok_nonpdf		2026-02-15
https://doi.org/10.1038/s41524-020-00440-1	200	"text/html; charset=""UTF-8"""	157408	0	ok_nonpdf		2026-02-15
https://doi.org/10.1038/s41586-025-09917-9	200	"text/html; charset=""UTF-8"""	130528	0	ok_nonpdf		2026-02-15
https://doi.org/10.1038/s41598-021-01814-1	200	"text/html; charset=""UTF-8"""	215793	0	ok_nonpdf		2026-02-15
https://doi.org/10.1063/1.531249	403	text/html; charset=UTF-8	6367	0	http_403		2026-02-15
https://doi.org/10.1073/pnas.0402717101	403	text/html; charset=UTF-8	6109	0	http_403		2026-02-15
https://doi.org/10.1080/00927870701724094	403	text/html; charset=UTF-8	6178	0	http_403		2026-02-15
https://doi.org/10.1080/03605300600987306	403	text/html; charset=UTF-8	6179	0	http_403		2026-02-15
https://doi.org/10.1080/03605301003735680	403	text/html; charset=UTF-8	6111	0	http_403		2026-02-15
https://doi.org/10.1080/14786444808646059	403	text/html; charset=UTF-8	6114	0	http_403		2026-02-15
https://doi.org/10.1080/14786444908646169	403	text/html; charset=UTF-8	6134	0	http_403		2026-02-15
https://doi.org/10.1081/AGB-100105036	403	text/html; charset=UTF-8	6167	0	http_403		2026-02-15
https://doi.org/10.1088/1367-2630/8/10/247	200	text/html;charset=UTF-8	26831	0	ok_nonpdf		2026-02-15
https://doi.org/10.1090/S0002-9947-1963-0158400-5	200	text/html	27184	0	ok_nonpdf		2026-02-15
https://doi.org/10.1098/rspa.1984.0023	403	text/html; charset=UTF-8	6463	0	http_403		2026-02-15
https://doi.org/10.1103/PhysRev.124.925	403	text/html; charset=UTF-8	6169	0	http_403		2026-02-15
https://doi.org/10.1103/PhysRev.124.925/fulltext	404	text/html;charset=utf-8	3093	0	http_404		2026-02-15
https://doi.org/10.1103/PhysRevB.14.2239	403	text/html; charset=UTF-8	6069	0	http_403		2026-02-15
https://doi.org/10.1103/PhysRevB.14.2239/fulltext	404	text/html;charset=utf-8	3094	0	http_404		2026-02-15
https://doi.org/10.1103/PhysRevD.110.116016	403	text/html; charset=UTF-8	6104	0	http_403		2026-02-15
https://doi.org/10.1103/PhysRevD.23.287	403	text/html; charset=UTF-8	6111	0	http_403		2026-02-15
https://doi.org/10.1103/PhysRevD.23.287/fulltext	404	text/html;charset=utf-8	3093	0	http_404		2026-02-15
https://doi.org/10.1103/PhysRevE.66.056108	403	text/html; charset=UTF-8	6178	0	http_403		2026-02-15
https://doi.org/10.1103/PhysRevE.66.056108/fulltext	404	text/html;charset=utf-8	3096	0	http_404		2026-02-15
https://doi.org/10.1103/PhysRevLett.43.744	403	text/html; charset=UTF-8	6144	0	http_403		2026-02-15
https://doi.org/10.1103/PhysRevLett.43.744/fulltext	404	text/html;charset=utf-8	3095	0	http_404		2026-02-15
https://doi.org/10.1103/PhysRevLett.49.405	403	text/html; charset=UTF-8	6144	0	http_403		2026-02-15
https://doi.org/10.1103/PhysRevLett.49.405/fulltext	404	text/html;charset=utf-8	3095	0	http_404		2026-02-15
https://doi.org/10.1103/PhysRevLett.69.2863	403	text/html; charset=UTF-8	6107	0	http_403		2026-02-15
https://doi.org/10.1103/PhysRevLett.69.2863/fulltext	404	text/html;charset=utf-8	3097	0	http_404		2026-02-15
https://doi.org/10.1103/PhysRevLett.71.3697	403	text/html; charset=UTF-8	6105	0	http_403		2026-02-15
https://doi.org/10.1103/PhysRevLett.71.3697/fulltext	404	text/html;charset=utf-8	3096	0	http_404		2026-02-15
https://doi.org/10.1103/PhysRevLett.78.5	403	text/html; charset=UTF-8	6066	0	http_403		2026-02-15
https://doi.org/10.1103/PhysRevLett.78.5/fulltext	404	text/html;charset=utf-8	3093	0	http_404		2026-02-15
https://doi.org/10.1103/physrevlett.43.744	403	text/html; charset=UTF-8	6148	0	http_403		2026-02-15
https://doi.org/10.1126/science.1153625	403	text/html; charset=UTF-8	6116	0	http_403		2026-02-15
https://doi.org/10.1126/science.adl2348	403	text/html; charset=UTF-8	6125	0	http_403		2026-02-15
https://doi.org/10.1140/epjc/s10052-019-6967-1	200	text/html; charset=utf-8	113151	0	ok_nonpdf		2026-02-15
https://doi.org/10.1140/epjc/s10052-023-11923-y	200	text/html; charset=utf-8	136022	0	ok_nonpdf		2026-02-15
https://doi.org/10.1143/JPSJ.74.1674	403	text/html; charset=UTF-8	6099	0	http_403		2026-02-15
https://doi.org/10.1155/2008/213293	200	text/html; charset=utf-8	64373	0	ok_nonpdf		2026-02-15
https://doi.org/10.1177/2156587216668109	200	text/html;charset=UTF-8	54856	0	ok_nonpdf		2026-02-15
https://doi.org/10.12942/lrr-2014-4	200	text/html; charset=utf-8	450291	0	ok_nonpdf		2026-02-15
https://doi.org/10.1364/OE.21.023687	202	text/html;charset=UTF-8	375	0	ok_nonpdf		2026-02-15
https://doi.org/10.1515/fca-2017-0002	200	text/html; charset=utf-8	93484	0	ok_nonpdf		2026-02-15
https://doi.org/10.2140/pjm.1985.117.163	200	application/xhtml+xml	2768	0	ok_nonpdf		2026-02-15
https://doi.org/10.25088/ComplexSystems.17.2.125	200	text/html; charset=UTF-8	3664	0	ok_nonpdf		2026-02-15
https://doi.org/10.25088/ComplexSystems.18.1.75	200	text/html; charset=UTF-8	3847	0	ok_nonpdf		2026-02-15
https://doi.org/10.25490/a97f-egyk	403	text/html	11868	0	http_403		2026-02-15
https://doi.org/10.35834/MJMS/1316027241	200	text/html; charset=utf-8	26912	0	ok_nonpdf		2026-02-15
https://doi.org/10.35834/mjms/1474295358	200	text/html; charset=utf-8	27523	0	ok_nonpdf		2026-02-15
https://doi.org/10.3847/2041-8213/acd780	200	text/html;charset=UTF-8	55960	0	ok_nonpdf		2026-02-15
https://doi.org/10.48550/arXiv.1602.02317	200	text/html; charset=utf-8	43492	0	ok_nonpdf		2026-02-15
https://doi.org/10.48550/arXiv.2411.18881	200	text/html; charset=utf-8	45353	0	ok_nonpdf		2026-02-15
https://doi.org/10.48550/arXiv.2512.07210	200	text/html; charset=utf-8	44242	0	ok_nonpdf		2026-02-15
https://doi.org/10.48550/arXiv.2512.13002	200	text/html; charset=utf-8	45305	0	ok_nonpdf		2026-02-15
https://doi.org/10.48550/arXiv.2512.22134	200	text/html; charset=utf-8	44272	0	ok_nonpdf		2026-02-15
https://doi.org/10.48550/arXiv.math/0011260	200	text/html; charset=utf-8	47097	0	ok_nonpdf		2026-02-15
https://doi.org/10.5281/zenodo.17289540	200	text/html; charset=utf-8	13756	0	ok_nonpdf		2026-02-15
https://doi.org/10.7151/DMGAA.1088	302	text/html;charset=utf-8	0	0	http_302		2026-02-15
https://doi.org/10.7151/dmgaa.1088	302	text/html;charset=utf-8	0	0	http_302		2026-02-15
https://dr.lib.iastate.edu/server/api/core/bitstreams/7acefa00-fdc3-4691-a20f-4a3494587690/content	200	application/pdf;charset=UTF-8	247969	1	pdf_ok		2026-02-15
https://dspace.library.uu.nl/handle/1874/4845	200	text/html;charset=utf-8	4333	0	ok_nonpdf		2026-02-15
https://export.arxiv.org/pdf/1602.02317	404	text/html	126	0	http_404		2026-02-15
https://export.arxiv.org/pdf/1602.02317.pdf	404	text/html	126	0	http_404		2026-02-15
https://export.arxiv.org/pdf/math/0403113.pdf	200	application/pdf	206494	1	pdf_ok		2026-02-15
https://github.com/silvioreggiani/sedenion-zero-div	200	text/html; charset=utf-8	48145	0	ok_nonpdf		2026-02-15
https://isidore.co/misc/Physics%20papers%20and%20books/Modern%20Papers/Good%20overview%20of%20Aharanov-Bohm%20effect%3A%20Proc.%20R.%20Soc.%20Lond.%20A-1984-Berry-45-57.pdf	200	application/pdf	1395398	1	pdf_ok		2026-02-15
https://journals.aps.org/pr/pdf/10.1103/PhysRev.124.925	401	text/html;charset=utf-8	43487	0	http_401		2026-02-15
https://journals.aps.org/prb/pdf/10.1103/PhysRevB.14.2239	403	text/html; charset=UTF-8	6170	0	http_403		2026-02-15
