source_bucket	source_root	path	name	size	mtime	relevance_tags
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/vidal_2005_cond-mat0512165_entanglement_renormalization.pdf	vidal_2005_cond-mat0512165_entanglement_renormalization.pdf	263673	1769629965	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_gr-qc9702026_pfenning_ford_1997_quantum_inequality_restrictions.pdf	arxiv_gr-qc9702026_pfenning_ford_1997_quantum_inequality_restrictions.pdf	142740	1770500982	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/Lorentzian_Threads_2025.txt	Lorentzian_Threads_2025.txt	88813	1769893371	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_gr-qc9410014_barbero_1994_real_ashtekar_variables.txt	arxiv_gr-qc9410014_barbero_1994_real_ashtekar_variables.txt	18121	1770082548	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/stinga_torrea_2010_0910.2569v2_extension_harnack_fractional_operators.txt	stinga_torrea_2010_0910.2569v2_extension_harnack_fractional_operators.txt	62348	1769626668	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/des_y6_cosmology_2601.14559.pdf	des_y6_cosmology_2601.14559.pdf	4832597	1769983418	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th9606001_chamseddine_connes_1996_spectral_action_principle.txt	arxiv_hep-th9606001_chamseddine_connes_1996_spectral_action_principle.txt	66551	1769974125	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1005.3035_van_raamsdonk_2010_building_spacetime.pdf	arxiv_1005.3035_van_raamsdonk_2010_building_spacetime.pdf	108620	1769973532	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/universal_entanglement_correction_2405.10230.txt	universal_entanglement_correction_2405.10230.txt	36069	1769983430	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1005.1891_gross_vitells_2010_look_elsewhere_effect.txt	arxiv_1005.1891_gross_vitells_2010_look_elsewhere_effect.txt	33401	1769995566	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/di_nezza_palatucci_valdinoci_2011_1104.4345v3_fractional_sobolev_hitchhiker.pdf	di_nezza_palatucci_valdinoci_2011_1104.4345v3_fractional_sobolev_hitchhiker.pdf	589012	1769626659	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2509.19430_pablos_takacs_2025_alpha_clustering_geometry.txt	arxiv_2509.19430_pablos_takacs_2025_alpha_clustering_geometry.txt	61402	1770501065	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_gr-qc9712019_carroll_1997_lecture_notes_general_relativity.txt	arxiv_gr-qc9712019_carroll_1997_lecture_notes_general_relativity.txt	499074	1770091073	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1502.05293_chanyal_2015_octonionic_gravi_electromagnetism_dark_matter.txt	arxiv_1502.05293_chanyal_2015_octonionic_gravi_electromagnetism_dark_matter.txt	42992	1770104152	octonion
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/Pathions3.pdf	Pathions3.pdf	7374006	1770582607	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1609.00026_freedman_headrick_2016_bit_threads.pdf	arxiv_1609.00026_freedman_headrick_2016_bit_threads.pdf	1014315	1769973533	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/reggiani_2024_2411.18881.pdf	reggiani_2024_2411.18881.pdf	226232	1769534644	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_physics0111203_smith_et_al_2002_effective_eps_mu_from_rt.pdf	arxiv_physics0111203_smith_et_al_2002_effective_eps_mu_from_rt.pdf	179816	1628673366	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/ligo_webinar_gwtc3_population_o3_G2102458.pdf	ligo_webinar_gwtc3_population_o3_G2102458.pdf	7442430	1769629130	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1710.05993_chruscinski_pascazio_2017_brief_history_gkls_equation.pdf	arxiv_1710.05993_chruscinski_pascazio_2017_brief_history_gkls_equation.pdf	596143	1674415967	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/stinga_torrea_2010_0910.2569v2_extension_harnack_fractional_operators.pdf	stinga_torrea_2010_0910.2569v2_extension_harnack_fractional_operators.pdf	362590	1769626658	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/researchsquare_2023_rs-3109229_metamaterial_perfect_absorber.txt	researchsquare_2023_rs-3109229_metamaterial_perfect_absorber.txt	33580	1769637165	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2505.11747v2_structure_cayley_dickson.pdf	arxiv_2505.11747v2_structure_cayley_dickson.pdf	369591	1769647696	cayley,dickson
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2601.18433v1_clifford_split_octonion_conformal_space.pdf	arxiv_2601.18433v1_clifford_split_octonion_conformal_space.pdf	2472812	1769647697	octonion
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th9603053_connes_1996_gravity_coupled_with_matter.pdf	arxiv_hep-th9603053_connes_1996_gravity_coupled_with_matter.pdf	223353	1769974124	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/dragovich_padic_math_physics_review_1705.04758.txt	dragovich_padic_math_physics_review_1705.04758.txt	133970	1769983429	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2111.03606_abbott_et_al_2021_gwtc3_compact_binary_coalescences.txt	arxiv_2111.03606_abbott_et_al_2021_gwtc3_compact_binary_coalescences.txt	820450	1769995567	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/universal_entanglement_correction_2405.10230.pdf	universal_entanglement_correction_2405.10230.pdf	896582	1769983418	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_math0105155_baez_2002_octonions.pdf	arxiv_math0105155_baez_2002_octonions.pdf	526062	1732927370	octonion
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1601.05416_dong_harlow_wall_2016_entanglement_wedge_reconstruction.pdf	arxiv_1601.05416_dong_harlow_wall_2016_entanglement_wedge_reconstruction.pdf	421836	1674262080	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_gr-qc0306060_larranaga_2003_introduction_to_bosonic_string_theory.pdf	arxiv_gr-qc0306060_larranaga_2003_introduction_to_bosonic_string_theory.pdf	222411	1674071617	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1005.1891_gross_vitells_2010_look_elsewhere_effect.pdf	arxiv_1005.1891_gross_vitells_2010_look_elsewhere_effect.pdf	235923	1769995560	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2102.06824_bobrick_martire_2021_introducing_physical_warp_drives.txt	arxiv_2102.06824_bobrick_martire_2021_introducing_physical_warp_drives.txt	75773	1770046914	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/kaviraj_2021_jhep03_219_parisi_sourlas_rg.pdf	kaviraj_2021_jhep03_219_parisi_sourlas_rg.pdf	1742744	1769650632	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th9606001_chamseddine_connes_1996_spectral_action_principle.pdf	arxiv_hep-th9606001_chamseddine_connes_1996_spectral_action_principle.pdf	196251	1769974125	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/moreno_2005_math0512517_zero_divisors_2n_ions.pdf	moreno_2005_math0512517_zero_divisors_2n_ions.pdf	179042	1770581579	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/de_marrais_2007_math0703745_placeholder_substructures_III.pdf	de_marrais_2007_math0703745_placeholder_substructures_III.pdf	150837	1770581579	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/carlstrom_2001_wheels_report.txt	carlstrom_2001_wheels_report.txt	110315	1769622661	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th0603001_ryu_takayanagi_2006_rt.txt	arxiv_hep-th0603001_ryu_takayanagi_2006_rt.txt	41813	1769973531	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1507.01968_thas_2015_isospectral_drums_simple_groups.txt	arxiv_1507.01968_thas_2015_isospectral_drums_simple_groups.txt	88425	1769981023	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th9603053_connes_1996_gravity_coupled_with_matter.txt	arxiv_hep-th9603053_connes_1996_gravity_coupled_with_matter.txt	67564	1769974124	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/sutton_barto_2020_rl_intro.pdf	sutton_barto_2020_rl_intro.pdf	73129769	1769649394	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/dfs_content.txt	dfs_content.txt	105462	1770018192	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2601.19734v1_clifford_invariant_unification.pdf	arxiv_2601.19734v1_clifford_invariant_unification.pdf	428362	1769647697	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_physics0111203_smith_et_al_2002_effective_eps_mu_from_rt.txt	arxiv_physics0111203_smith_et_al_2002_effective_eps_mu_from_rt.txt	32508	1770119321	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_gr-qc9701052_immirzi_1997_quantum_gravity_and_regge_calculus.pdf	arxiv_gr-qc9701052_immirzi_1997_quantum_gravity_and_regge_calculus.pdf	147553	1732931151	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th0505113_ambjorn_jurkiewicz_loll_2005_spectral_dimension_universe.pdf	arxiv_hep-th0505113_ambjorn_jurkiewicz_loll_2005_spectral_dimension_universe.pdf	136521	1732929003	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/CSC_KTH_Ray_Tracing.pdf	CSC_KTH_Ray_Tracing.pdf	113097	1770179838	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/pastawski_yoshida_harlow_preskill_2015_1503.06237_happy_code.txt	pastawski_yoshida_harlow_preskill_2015_1503.06237_happy_code.txt	180777	1769630015	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th9711200_maldacena_1997_ads_cft.txt	arxiv_hep-th9711200_maldacena_1997_ads_cft.txt	61504	1769981028	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th0508202_lauscher_reuter_2005_fractal_spacetime_structure_asymptotic_safety.pdf	arxiv_hep-th0508202_lauscher_reuter_2005_fractal_spacetime_structure_asymptotic_safety.pdf	184037	1732929224	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/desi_dr2_lya_bao_2503.14739.txt	desi_dr2_lya_bao_2503.14739.txt	124936	1769983429	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2006.07125_lentz_2021_breaking_the_warp_barrier.pdf	arxiv_2006.07125_lentz_2021_breaking_the_warp_barrier.pdf	5801454	1674451700	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/abdi_2007_bonferroni_sidak_corrections.pdf	abdi_2007_bonferroni_sidak_corrections.pdf	72811	1152916045	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th9310026_thooft_1993_dimensional_reduction_qg.pdf	arxiv_hep-th9310026_thooft_1993_dimensional_reduction_qg.pdf	350359	1769981029	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/evenbly_vidal_tnr_1412.0732.txt	evenbly_vidal_tnr_1412.0732.txt	56791	1769983429	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/Rodal_2025_Metamaterial_Gravity.pdf	Rodal_2025_Metamaterial_Gravity.pdf	378440	1769893371	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/Pozar_2005_Microwave_Engineering_Transitions.txt	Pozar_2005_Microwave_Engineering_Transitions.txt	48714	1769894272	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th0504052_nojiri_odintsov_sasaki_2005_gauss_bonnet_dark_energy.txt	arxiv_hep-th0504052_nojiri_odintsov_sasaki_2005_gauss_bonnet_dark_energy.txt	24249	1770082600	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_gr-qc0209036_fewster_roman_2003_null_energy_condition.txt	arxiv_gr-qc0209036_fewster_roman_2003_null_energy_condition.txt	45587	1770500998	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/t_hooft_veltman_1972_dimreg.txt	t_hooft_veltman_1972_dimreg.txt	25	1769638654	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/nosek_et_al_2018_preregistration_revolution_osf_2dxu5.txt	nosek_et_al_2018_preregistration_revolution_osf_2dxu5.txt	58409	1770010991	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/mera_quantum_computer_entanglement_2412.18602.txt	mera_quantum_computer_entanglement_2412.18602.txt	89110	1769983430	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/CMS_TOP-22-007.pdf	CMS_TOP-22-007.pdf	2169479	1769893366	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/chong_2010_cpa_arxiv_1003.4968.pdf	chong_2010_cpa_arxiv_1003.4968.pdf	598926	1769741490	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/de_marrais_2007_07040026_catamaran_sails.pdf	de_marrais_2007_07040026_catamaran_sails.pdf	201711	1770581579	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_quant-ph0301032_lidar_whaley_2003_decoherence_free_subspaces.txt	arxiv_quant-ph0301032_lidar_whaley_2003_decoherence_free_subspaces.txt	121406	1770007989	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_0810.2088_connes_2008_spectral_characterization_manifolds.txt	arxiv_0810.2088_connes_2008_spectral_characterization_manifolds.txt	209441	1769974125	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/calabrese_cardy_2004_hep-th0405152_entanglement_entropy_qft.txt	calabrese_cardy_2004_hep-th0405152_entanglement_entropy_qft.txt	99058	1769630015	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2006.12611_abbott_et_al_2020_gw190814_mass_gap.pdf	arxiv_2006.12611_abbott_et_al_2020_gw190814_mass_gap.pdf	4377907	1674452276	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2103.07933_woosley_heger_2021_pair_instability_mass_gap.txt	arxiv_2103.07933_woosley_heger_2021_pair_instability_mass_gap.txt	120532	1769995567	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_nlin0105068_okada_shudo_2001_isospectrality_iso_length_spectrality.txt	arxiv_nlin0105068_okada_shudo_2001_isospectrality_iso_length_spectrality.txt	37412	1769981022	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2111.03606_abbott_et_al_2021_gwtc3_compact_binary_coalescences.pdf	arxiv_2111.03606_abbott_et_al_2021_gwtc3_compact_binary_coalescences.pdf	7324786	1769995562	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2601.23137v1_son_chekhova_2026_sfwm_thin_layer.txt	arxiv_2601.23137v1_son_chekhova_2026_sfwm_thin_layer.txt	21079	1770056583	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2601.23137v1_son_chekhova_2026_sfwm_thin_layer.pdf	arxiv_2601.23137v1_son_chekhova_2026_sfwm_thin_layer.pdf	5515834	1769999259	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_0901.1632_dugger_isaksen_2009_motivic_adams_spectral_sequence.pdf	arxiv_0901.1632_dugger_isaksen_2009_motivic_adams_spectral_sequence.pdf	409478	1674028715	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th0508202_lauscher_reuter_2005_fractal_spacetime_structure_asymptotic_safety.txt	arxiv_hep-th0508202_lauscher_reuter_2005_fractal_spacetime_structure_asymptotic_safety.txt	37531	1770082660	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/soton_2025_psl2_7_structure_957754.pdf	soton_2025_psl2_7_structure_957754.pdf	3935180	1769630335	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1505.01939_van_den_dungen_van_suijlekom_2015_krein_spectral_triples.txt	arxiv_1505.01939_van_den_dungen_van_suijlekom_2015_krein_spectral_triples.txt	81975	1769981022	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/kass_raftery_1995_bayes_factors.pdf	kass_raftery_1995_bayes_factors.pdf	5376776	1066177730	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/entanglement_scaling_continuous_TN_2410.23624.pdf	entanglement_scaling_continuous_TN_2410.23624.pdf	2441226	1769983418	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_0901.3629_beny_2009_information_flow_qc_boundary.txt	arxiv_0901.3629_beny_2009_information_flow_qc_boundary.txt	365734	1769974127	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1710.04965_van_den_dungen_2017_lorentz_signature_twisted_spectral_triples.txt	arxiv_1710.04965_van_den_dungen_2017_lorentz_signature_twisted_spectral_triples.txt	64969	1769981022	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/JHEP_10_2025_079.pdf	JHEP_10_2025_079.pdf	1402586	1769893369	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/moreno_2005_math0512516_companion.pdf	moreno_2005_math0512516_companion.pdf	98925	1770581579	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1502.05293_chanyal_2015_octonionic_gravi_electromagnetism_dark_matter.pdf	arxiv_1502.05293_chanyal_2015_octonionic_gravi_electromagnetism_dark_matter.pdf	236258	1674235912	octonion
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/ruan_fan_2009_tcmt_fano_arxiv_0909.3323.pdf	ruan_fan_2009_tcmt_fano_arxiv_0909.3323.pdf	316457	1769741490	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/vanderpol_2020_mdp_homomorphic_networks_neurips.pdf	vanderpol_2020_mdp_homomorphic_networks_neurips.pdf	680494	1769649384	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/kozyrev_padic_multidim_wavelets_0612049.txt	kozyrev_padic_multidim_wavelets_0612049.txt	44998	1769983430	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/ising_ads_tensor_networks_2512.20838.pdf	ising_ads_tensor_networks_2512.20838.pdf	1312267	1769983418	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/pirsa_08010005_vidal_entanglement_renormalization_talk.pdf	pirsa_08010005_vidal_entanglement_renormalization_talk.pdf	9598274	1769630015	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1301.1493_mckay_piperno_2013_practical_graph_isomorphism_II.txt	arxiv_1301.1493_mckay_piperno_2013_practical_graph_isomorphism_II.txt	71467	1770010991	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2106.15163_abbott_et_al_2021_two_nsbh_coalescences.pdf	arxiv_2106.15163_abbott_et_al_2021_two_nsbh_coalescences.pdf	3734431	1674473679	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2601.23279v1_ahmadiniaz_2026_photon_graviton_mixing.pdf	arxiv_2601.23279v1_ahmadiniaz_2026_photon_graviton_mixing.pdf	1374894	1769999150	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/Malitson_1962_Sapphire.pdf	Malitson_1962_Sapphire.pdf	355	1770181169	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/landy_2008_prl_perfect_metamaterial_absorber.pdf	landy_2008_prl_perfect_metamaterial_absorber.pdf	414004	1769637201	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1301.1493_mckay_piperno_2013_practical_graph_isomorphism_II.pdf	arxiv_1301.1493_mckay_piperno_2013_practical_graph_isomorphism_II.pdf	4036949	1732929410	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/landy_2008_prl_perfect_metamaterial_absorber.txt	landy_2008_prl_perfect_metamaterial_absorber.txt	34412	1769637201	cayley
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1710.05993_chruscinski_pascazio_2017_brief_history_gkls_equation.txt	arxiv_1710.05993_chruscinski_pascazio_2017_brief_history_gkls_equation.txt	54480	1770050705	cayley
