Dimension,Gamma,Perturbation Max,Nonlinear Factor,Frequency Shift,Iteration,Perturbation Magnitude,Quantum Coherence,Stable
16,5,0.3,3,0.7853981633974483,13,0.07715628283621122,0.6799191301181905,True
16,5,0.3,3,0.7853981633974483,14,0.04517880147395753,0.7978026583865532,True
16,5,0.3,3,0.7853981633974483,15,0.02212928749908009,0.895255221657714,True
16,5,0.3,3,0.7853981633974483,16,0.008088375596866156,0.9603649812377948,True
16,5,0.3,3,0.7853981633974483,17,0.0016189123644599537,0.9919381109266183,True
16,5,0.3,3,0.7853981633974483,18,3.331687741355244e-05,0.9998334294873409,True
16,5,0.3,3,0.7853981633974483,19,0.00015392801517614266,0.999230656021075,True
16,5,0.3,3,0.7853981633974483,20,0.002655772296093635,0.9868089136531516,True
16,5,0.3,3,0.7853981633974483,21,0.01080847399779127,0.9473919646643195,True
16,5,0.3,3,0.7853981633974483,22,0.0270231642765628,0.8736147225630013,True
16,5,0.3,3,0.7853981633974483,23,0.05237426325003736,0.7696100536432643,True
16,5,0.3,3,0.7853981633974483,24,0.0863858777745211,0.649255219709645,True
16,5,0.3,3,0.7853981633974483,25,0.12704833132929474,0.5298074413569369,True
16,5,0.3,3,0.7853981633974483,26,0.17106328063970208,0.42514865140585734,False
16,5,0.3,3,0.7853981633974483,27,0.21428238971899774,0.3425245487742951,False
16,5,0.3,3,0.7853981633974483,28,0.25227615505803286,0.2832626343035443,False
16,5,0.3,3,0.7853981633974483,29,0.28095035490248244,0.24542797037003303,False
16,5,0.3,3,0.7853981633974483,30,0.29712052734164335,0.22636588317276038,False
16,5,0.3,3,0.7853981633974483,31,0.29896090118681773,0.22429244828748704,False
16,5,0.3,3,0.7853981633974483,32,0.286262432424715,0.23899511606746723,False
16,5,0.3,3,0.7853981633974483,33,0.2604623749544705,0.2719024614052936,False
16,5,0.3,3,0.7853981633974483,34,0.2244410795229041,0.32556101083567035,False
16,5,0.3,3,0.7853981633974483,35,0.18211560911861616,0.40229161391592877,False
16,5,0.3,3,0.7853981633974483,36,0.1378893304736463,0.5018536917998823,True
16,5,0.3,3,0.7853981633974483,37,0.09603756949506281,0.6186671658249442,True
16,5,0.3,3,0.7853981633974483,38,0.06011864643486801,0.7403788738081074,True
16,5,0.3,3,0.7853981633974483,39,0.03249578750919477,0.8500339938387663,True
16,5,0.3,3,0.7853981633974483,40,0.014039103517810651,0.9322115383344395,True
16,5,0.3,3,0.7853981633974483,41,0.004050417844247666,0.9799516069292364,True
16,5,0.3,3,0.7853981633974483,42,0.00042107747660673987,0.9978968273903914,True
16,5,0.3,3,0.7853981633974483,43,1.235227267533819e-06,0.9999938238827347,True
16,5,0.3,3,0.7853981633974483,44,0.0008912677838540899,0.9955535758257223,True
16,5,0.3,3,0.7853981633974483,45,0.005847719830994678,0.9711847129680112,True
16,5,0.3,3,0.7853981633974483,46,0.017806007179265632,0.9148180957803101,True
16,5,0.3,3,0.7853981633974483,47,0.03854910722258289,0.8246918017227187,True
16,5,0.3,3,0.7853981633974483,48,0.0683889704762964,0.7103873798011823,True
16,5,0.3,3,0.7853981633974483,49,0.10606601717798203,0.5884107115458315,True
16,5,0.5,1,0.0,0,0.0,1.0,True
16,5,0.5,1,0.0,1,0.063938580842253,0.7263720686292432,True
16,5,0.5,1,0.0,2,0.1268272919547537,0.5303933065728285,True
16,5,0.5,1,0.0,3,0.18763350243968707,0.39134431236896317,False
16,5,0.5,1,0.0,4,0.2453587760019689,0.29323120663162744,False
16,5,0.5,1,0.0,5,0.2990552652456079,0.22418664752004233,False
16,5,0.5,1,0.0,6,0.3478412753017432,0.17565975301948206,False
16,5,0.5,1,0.0,7,0.39091574123401496,0.14162412949949896,False
16,5,0.5,1,0.0,8,0.42757138150267304,0.11790725861024215,False
16,5,0.5,1,0.0,9,0.45720631150790614,0.10166913043602206,False
16,5,0.5,1,0.0,10,0.47933392651833034,0.09102058105551172,False
16,5,0.5,1,0.0,11,0.49359089170722503,0.08475805792026106,False
16,5,0.5,1,0.0,12,0.49974310810034406,0.08219050122244975,False
16,5,0.5,1,0.0,13,0.49768955647459906,0.08303876081923348,False
16,5,0.5,1,0.0,14,0.4874639560909119,0.08739477502288301,False
16,5,0.5,1,0.0,15,0.4692342110248803,0.0957350254686312,False
16,5,0.5,1,0.0,16,0.44329965318650005,0.1089900957094379,False
16,5,0.5,1,0.0,17,0.41008612729847804,0.12867947757556325,False
16,5,0.5,1,0.0,18,0.3701389985376579,0.15712792559785868,False
16,5,0.5,1,0.0,19,0.32411419765389415,0.19778573350197454,False
16,5,0.5,1,0.0,20,0.27276745060527446,0.2556777917979856,False
16,5,0.5,1,0.0,21,0.2169418695587791,0.33800001206836555,False
16,5,0.5,1,0.0,22,0.15755410901181066,0.4548577505531158,False
16,5,0.5,1,0.0,23,0.09557931435068627,0.6200863281070892,True
16,5,0.5,1,0.0,24,0.032035109990356615,0.85199420829497,True
16,5,0.5,1,0.0,25,0.03203510999035649,0.8519942082949705,True
16,5,0.5,1,0.0,26,0.09557931435068595,0.6200863281070902,True
16,5,0.5,1,0.0,27,0.15755410901181013,0.45485775055311706,False
16,5,0.5,1,0.0,28,0.216941869558779,0.3380000120683657,False
16,5,0.5,1,0.0,29,0.2727674506052742,0.25567779179798605,False
16,5,0.5,1,0.0,30,0.32411419765389393,0.19778573350197481,False
16,5,0.5,1,0.0,31,0.3701389985376576,0.1571279255978589,False
16,5,0.5,1,0.0,32,0.4100861272984779,0.12867947757556344,False
16,5,0.5,1,0.0,33,0.44329965318649994,0.108990095709438,False
16,5,0.5,1,0.0,34,0.4692342110248801,0.09573502546863133,False
16,5,0.5,1,0.0,35,0.48746395609091175,0.08739477502288305,False
16,5,0.5,1,0.0,36,0.49768955647459895,0.08303876081923352,False
16,5,0.5,1,0.0,37,0.49974310810034406,0.08219050122244975,False
16,5,0.5,1,0.0,38,0.49359089170722503,0.0847580579202611,False
16,5,0.5,1,0.0,39,0.47933392651833057,0.09102058105551164,False
16,5,0.5,1,0.0,40,0.45720631150790636,0.10166913043602188,False
16,5,0.5,1,0.0,41,0.4275713815026732,0.11790725861024204,False
16,5,0.5,1,0.0,42,0.390915741234015,0.14162412949949896,False
16,5,0.5,1,0.0,43,0.34784127530174347,0.17565975301948183,False
16,5,0.5,1,0.0,44,0.29905526524560844,0.2241866475200418,False
16,5,0.5,1,0.0,45,0.2453587760019693,0.29323120663162694,False
16,5,0.5,1,0.0,46,0.1876335024396873,0.3913443123689628,False
16,5,0.5,1,0.0,47,0.12682729195475376,0.5303933065728283,True
16,5,0.5,1,0.0,48,0.06393858084225332,0.7263720686292421,True
16,5,0.5,1,0.0,49,1.2246467991473532e-16,0.9999999999999994,True
16,5,0.5,1,0.7853981633974483,0,0.3535533905932738,0.1707137753997681,False
16,5,0.5,1,0.7853981633974483,1,0.3958621262367599,0.13816445075238956,False
16,5,0.5,1,0.7853981633974483,2,0.43167081671163754,0.11551509284690813,False
16,5,0.5,1,0.7853981633974483,3,0.4603914843102941,0.10006278684695162,False
16,5,0.5,1,0.7853981633974483,4,0.48155253646478524,0.09001646487539881,False
16,5,0.5,1,0.7853981633974483,5,0.4948065092837629,0.08424445344320966,False
16,5,0.5,1,0.7853981633974483,6,0.49993577289996566,0.08211136326407287,False
16,5,0.5,1,0.7853981633974483,7,0.49685610494662125,0.0833855267593419,False
16,5,0.5,1,0.7853981633974483,8,0.48561807348638203,0.08820511120909795,False
16,5,0.5,1,0.7853981633974483,9,0.46640620668513244,0.09709833671641376,False
16,5,0.5,1,0.7853981633974483,10,0.4395359628646086,0.11106054073531235,False
16,5,0.5,1,0.7853981633974483,11,0.40544855068547564,0.1316981452563478,False
16,5,0.5,1,0.7853981633974483,12,0.3647036845133171,0.16145667758274795,False
16,5,0.5,1,0.7853981633974483,13,0.3179703939242277,0.2039558011541985,False
16,5,0.5,1,0.7853981633974483,14,0.2660160382576683,0.26445605337786005,False
16,5,0.5,1,0.7853981633974483,15,0.2096937065973287,0.3504740778106781,False
16,5,0.5,1,0.7853981633974483,16,0.14992821007195595,0.47253613897981206,False
16,5,0.5,1,0.7853981633974483,17,0.08770089648219097,0.6450003094552135,True
16,5,0.5,1,0.7853981633974483,18,0.02403353659681058,0.8867717277200439,True
16,5,0.5,1,0.7853981633974483,19,0.04002845329504668,0.8186142834246363,True
16,5,0.5,1,0.7853981633974483,20,0.10343317709044517,0.5962078772169154,True
16,5,0.5,1,0.7853981633974483,21,0.1651395309775835,0.4379293623049836,False
16,5,0.5,1,0.7853981633974483,22,0.22413429833159823,0.3260607740062673,False
16,5,0.5,1,0.7853981633974483,23,0.2794487867035356,0.24727753899281354,False
16,5,0.5,1,0.7853981633974483,24,0.3301747337235795,0.1918821939167269,False
16,5,0.5,1,0.7853981633974483,25,0.3754792207440557,0.15298795231638224,False
16,5,0.5,1,0.7853981633974483,26,0.41461834934059755,0.1257962497079135,False
16,5,0.5,1,0.7853981633974483,27,0.44694945610370956,0.10701917226561874,False
16,5,0.5,1,0.7853981633974483,28,0.47194166515418373,0.09444776715884962,False
16,5,0.5,1,0.7853981633974483,29,0.4891846051103578,0.08664612139614479,False
16,5,0.5,1,0.7853981633974483,30,0.49839514737485785,0.08274632001147247,False
16,5,0.5,1,0.7853981633974483,31,0.4994220550983405,0.08232254471226003,False
16,5,0.5,1,0.7853981633974483,32,0.49224846648437626,0.0853288782601969,False
16,5,0.5,1,0.7853981633974483,33,0.476992171659682,0.09209258416918402,False
16,5,0.5,1,0.7853981633974483,34,0.4539036785634961,0.10336194795439016,False
16,5,0.5,1,0.7853981633974483,35,0.42336209961414234,0.12041508080802031,False
16,5,0.5,1,0.7853981633974483,36,0.3858689266936012,0.14524335493285934,False
16,5,0.5,1,0.7853981633974483,37,0.34203979666467316,0.1808298069210194,False
16,5,0.5,1,0.7853981633974483,38,0.2925943826307118,0.23154711326141036,False
16,5,0.5,1,0.7853981633974483,39,0.23834457692316327,0.30369757718661367,False
16,5,0.5,1,0.7853981633974483,40,0.18018115985192715,0.4062015559830394,False
16,5,0.5,1,0.7853981633974483,41,0.1190591731172994,0.551399401624322,True
16,5,0.5,1,0.7853981633974483,42,0.05598223805165405,0.7558508653951934,True
16,5,0.5,1,0.7853981633974483,43,0.008013923815086496,0.9607225522082149,True
16,5,0.5,1,0.7853981633974483,44,0.0718784972743402,0.6981003027200171,True
16,5,0.5,1,0.7853981633974483,45,0.13456282779553802,0.5102705830401099,True
16,5,0.5,1,0.7853981633974483,46,0.19503764040452323,0.3771213718789587,False
16,5,0.5,1,0.7853981633974483,47,0.25230994035017273,0.2832147877906679,False
16,5,0.5,1,0.7853981633974483,48,0.30543931805075686,0.21714355720025455,False
16,5,0.5,1,0.7853981633974483,49,0.3535533905932737,0.1707137753997682,False
16,5,0.5,3,0.0,0,0.0,1.0,True
16,5,0.5,3,0.0,1,0.0010455600217679868,0.9947858410567014,True
16,5,0.5,3,0.0,2,0.008160150140629471,0.960020394281049,True
16,5,0.5,3,0.0,3,0.026423548952788742,0.876237816590256,True
16,5,0.5,3,0.0,4,0.05908330497639069,0.7442215361108643,True
16,5,0.5,3,0.0,5,0.10698289617798583,0.5857193782029952,True
16,5,0.5,3,0.0,6,0.16834620684189294,0.43096386417723764,False
16,5,0.5,3,0.0,7,0.23895133853581652,0.3027776132307956,False
16,5,0.5,3,0.0,8,0.3126697586294156,0.20943354592801727,False
16,5,0.5,3,0.0,9,0.382293260883882,0.14786341478240875,False
16,5,0.5,3,0.0,10,0.44052899430222137,0.11051047440611947,False
16,5,0.5,3,0.0,11,0.4810180820770437,0.09025733504045992,False
16,5,0.5,3,0.0,12,0.4992297201939081,0.08240175028499576,False
16,5,0.5,3,0.0,13,0.4931006489855318,0.08496607286564098,False
16,5,0.5,3,0.0,14,0.4633269023766879,0.09860488136215077,False
16,5,0.5,3,0.0,15,0.41326535226915256,0.12665014453163004,False
16,5,0.5,3,0.0,16,0.34845938510043833,0.17511770598949147,False
16,5,0.5,3,0.0,17,0.27585777248517024,0.25175752365050086,False
16,5,0.5,3,0.0,18,0.20284043259184156,0.36269168328790075,False
16,5,0.5,3,0.0,19,0.1361928028647523,0.5061288416582294,True
16,5,0.5,3,0.0,20,0.0811778650271496,0.6663839152931582,True
16,5,0.5,3,0.0,21,0.04084041314635636,0.8152976108332894,True
16,5,0.5,3,0.0,22,0.015644049934238367,0.924760725866056,True
16,5,0.5,3,0.0,23,0.0034926231116960433,0.9826884809124327,True
16,5,0.5,3,0.0,24,0.00013150390509581038,0.9993426965931144,True
16,5,0.5,3,0.0,25,0.00013150390509580887,0.9993426965931143,True
16,5,0.5,3,0.0,26,0.003492623111696008,0.9826884809124329,True
16,5,0.5,3,0.0,27,0.01564404993423821,0.9247607258660566,True
16,5,0.5,3,0.0,28,0.040840413146356315,0.8152976108332898,True
16,5,0.5,3,0.0,29,0.08117786502714935,0.666383915293159,True
16,5,0.5,3,0.0,30,0.13619280286475202,0.5061288416582301,True
16,5,0.5,3,0.0,31,0.202840432591841,0.36269168328790174,False
16,5,0.5,3,0.0,32,0.2758577724851699,0.2517575236505013,False
16,5,0.5,3,0.0,33,0.34845938510043806,0.1751177059894917,False
16,5,0.5,3,0.0,34,0.4132653522691521,0.12665014453163032,False
16,5,0.5,3,0.0,35,0.46332690237668744,0.09860488136215098,False
16,5,0.5,3,0.0,36,0.49310064898553146,0.08496607286564109,False
16,5,0.5,3,0.0,37,0.4992297201939081,0.08240175028499576,False
16,5,0.5,3,0.0,38,0.4810180820770437,0.09025733504045996,False
16,5,0.5,3,0.0,39,0.440528994302222,0.11051047440611912,False
16,5,0.5,3,0.0,40,0.38229326088388255,0.1478634147824083,False
16,5,0.5,3,0.0,41,0.312669758629416,0.2094335459280169,False
16,5,0.5,3,0.0,42,0.2389513385358166,0.30277761323079544,False
16,5,0.5,3,0.0,43,0.16834620684189333,0.43096386417723687,False
16,5,0.5,3,0.0,44,0.10698289617798641,0.5857193782029936,True
16,5,0.5,3,0.0,45,0.05908330497639097,0.7442215361108632,True
16,5,0.5,3,0.0,46,0.026423548952788836,0.8762378165902557,True
16,5,0.5,3,0.0,47,0.008160150140629482,0.960020394281049,True
16,5,0.5,3,0.0,48,0.0010455600217680024,0.9947858410567013,True
16,5,0.5,3,0.0,49,7.346704069307096e-48,1.0,True
16,5,0.5,3,0.7853981633974483,0,0.17677669529663692,0.4131752357048616,False
16,5,0.5,3,0.7853981633974483,1,0.24813718457643913,0.28918579074287687,False
16,5,0.5,3,0.7853981633974483,2,0.3217496315799563,0.20013799849393613,False
16,5,0.5,3,0.7853981633974483,3,0.39033890319570214,0.14203319004533133,False
16,5,0.5,3,0.7853981633974483,4,0.44667435151475726,0.1071664808825643,False
16,5,0.5,3,0.7853981633974483,5,0.48458080160369615,0.08866376295625321,False
16,5,0.5,3,0.7853981633974483,6,0.49980734344955946,0.08216410778341506,False
16,5,0.5,3,0.7853981633974483,7,0.4906274949985118,0.0860232668120865,False
16,5,0.5,3,0.7853981633974483,8,0.4580833603008007,0.10122426263523744,False
16,5,0.5,3,0.7853981633974483,9,0.40583822959674903,0.13144179512374546,False
16,5,0.5,3,0.7853981633974483,10,0.3396590854722181,0.18299518693996644,False
16,5,0.5,3,0.7853981633974483,11,0.2666043604961179,0.2636792695495183,False
16,5,0.5,3,0.7853981633974483,12,0.1940351649039309,0.37901639186950786,False
16,5,0.5,3,0.7853981633974483,13,0.1285938047270187,0.5257292021431725,True
