Dimension,Gamma,Perturbation Max,Nonlinear Factor,Frequency Shift,Iteration,Perturbation Magnitude,Quantum Coherence,Stable
16,5,0.3,1,0.0,0,0.0,1.0,True
16,5,0.3,1,0.0,1,0.038363148505351795,0.8254589514607006,True
16,5,0.3,1,0.0,2,0.07609637517285221,0.6835319522898016,True
16,5,0.3,1,0.0,3,0.11258010146381224,0.5695546682315666,True
16,5,0.3,1,0.0,4,0.14721526560118134,0.4789896314700073,False
16,5,0.3,1,0.0,5,0.1794331591473647,0.4077235956761518,False
16,5,0.3,1,0.0,6,0.20870476518104591,0.35221136110384976,False
16,5,0.3,1,0.0,7,0.23454944474040895,0.3095154639829207,False
16,5,0.3,1,0.0,8,0.2565428289016038,0.2772836902073272,False
16,5,0.3,1,0.0,9,0.2743237869047437,0.2536959098443235,False
16,5,0.3,1,0.0,10,0.2876003559109982,0.2374016659013697,False
16,5,0.3,1,0.0,11,0.29615453502433503,0.2274618663406498,False
16,5,0.3,1,0.0,12,0.2998458648602064,0.22330218742066765,False
16,5,0.3,1,0.0,13,0.2986137338847594,0.22468212141478325,False
16,5,0.3,1,0.0,14,0.29247837365454715,0.2316814599389116,False
16,5,0.3,1,0.0,15,0.2815405266149282,0.24470481463215038,False
16,5,0.3,1,0.0,16,0.2659797919119,0.2645039855489001,False
16,5,0.3,1,0.0,17,0.24605167637908681,0.2922170643266788,False
16,5,0.3,1,0.0,18,0.22208339912259475,0.32942156508295845,False
16,5,0.3,1,0.0,19,0.1944685185923365,0.37819604018961417,False
16,5,0.3,1,0.0,20,0.16366047036316467,0.44117998752789794,False
16,5,0.3,1,0.0,21,0.13016512173526745,0.5216149491102722,True
16,5,0.3,1,0.0,22,0.09453246540708639,0.6233405208856926,True
16,5,0.3,1,0.0,23,0.05734758861041176,0.750708431422635,True
16,5,0.3,1,0.0,24,0.019221065994213967,0.9083683326194316,True
16,5,0.3,1,0.0,25,0.019221065994213894,0.908368332619432,True
16,5,0.3,1,0.0,26,0.057347588610411566,0.7507084314226358,True
16,5,0.3,1,0.0,27,0.09453246540708608,0.6233405208856936,True
16,5,0.3,1,0.0,28,0.1301651217352674,0.5216149491102724,True
16,5,0.3,1,0.0,29,0.1636604703631645,0.4411799875278983,False
16,5,0.3,1,0.0,30,0.19446851859233635,0.37819604018961445,False
16,5,0.3,1,0.0,31,0.22208339912259453,0.32942156508295883,False
16,5,0.3,1,0.0,32,0.2460516763790867,0.292217064326679,False
16,5,0.3,1,0.0,33,0.26597979191189997,0.26450398554890014,False
16,5,0.3,1,0.0,34,0.28154052661492807,0.2447048146321506,False
16,5,0.3,1,0.0,35,0.29247837365454704,0.2316814599389117,False
16,5,0.3,1,0.0,36,0.29861373388475937,0.2246821214147833,False
16,5,0.3,1,0.0,37,0.2998458648602064,0.22330218742066765,False
16,5,0.3,1,0.0,38,0.29615453502433503,0.2274618663406498,False
16,5,0.3,1,0.0,39,0.2876003559109983,0.2374016659013696,False
16,5,0.3,1,0.0,40,0.2743237869047438,0.25369590984432333,False
16,5,0.3,1,0.0,41,0.2565428289016039,0.277283690207327,False
16,5,0.3,1,0.0,42,0.234549444740409,0.3095154639829205,False
16,5,0.3,1,0.0,43,0.20870476518104608,0.35221136110384954,False
16,5,0.3,1,0.0,44,0.17943315914736505,0.40772359567615113,False
16,5,0.3,1,0.0,45,0.14721526560118156,0.47898963147000667,False
16,5,0.3,1,0.0,46,0.11258010146381237,0.5695546682315662,True
16,5,0.3,1,0.0,47,0.07609637517285225,0.6835319522898015,True
16,5,0.3,1,0.0,48,0.03836314850535199,0.8254589514606998,True
16,5,0.3,1,0.0,49,7.347880794884119e-17,0.9999999999999997,True
16,5,0.3,1,0.7853981633974483,0,0.21213203435596426,0.34622716546187143,False
16,5,0.3,1,0.7853981633974483,1,0.23751727574205594,0.3049564258305889,False
16,5,0.3,1,0.7853981633974483,2,0.2590024900269825,0.2738944542873102,False
16,5,0.3,1,0.7853981633974483,3,0.27623489058617645,0.2512832593290047,False
16,5,0.3,1,0.7853981633974483,4,0.2889315218788711,0.23582680761778377,False
16,5,0.3,1,0.7853981633974483,5,0.29688390557025773,0.2266338571439798,False
16,5,0.3,1,0.7853981633974483,6,0.2999614637399794,0.2231731573000199,False
16,5,0.3,1,0.7853981633974483,7,0.29811366296797276,0.22524460930353055,False
16,5,0.3,1,0.7853981633974483,8,0.29137084409182923,0.23296798915416472,False
16,5,0.3,1,0.7853981633974483,9,0.27984372401107943,0.24678972516369924,False
16,5,0.3,1,0.7853981633974483,10,0.26372157771876514,0.26750744303752416,False
16,5,0.3,1,0.7853981633974483,11,0.24326913041128537,0.29631101437089,False
16,5,0.3,1,0.7853981633974483,12,0.21882221070799024,0.3348371269680424,False
16,5,0.3,1,0.7853981633974483,13,0.19078223635453662,0.38523136321510487,False
16,5,0.3,1,0.7853981633974483,14,0.15960962295460096,0.4502068591808247,False
16,5,0.3,1,0.7853981633974483,15,0.1258162239583972,0.5330814139851806,True
16,5,0.3,1,0.7853981633974483,16,0.08995692604317357,0.6377654922481243,True
16,5,0.3,1,0.7853981633974483,17,0.05262053788931458,0.7686629596842681,True
16,5,0.3,1,0.7853981633974483,18,0.014420121958086347,0.9304372800022003,True
16,5,0.3,1,0.7853981633974483,19,0.024017071977028008,0.8868447325216477,True
16,5,0.3,1,0.7853981633974483,20,0.0620599062542671,0.7332272988238069,True
16,5,0.3,1,0.7853981633974483,21,0.09908371858655009,0.6093157986195744,True
16,5,0.3,1,0.7853981633974483,22,0.13448057899895893,0.5104804719018412,True
16,5,0.3,1,0.7853981633974483,23,0.16766927202212137,0.43242500775837184,False
16,5,0.3,1,0.7853981633974483,24,0.1981048402341477,0.3713819611288709,False
16,5,0.3,1,0.7853981633974483,25,0.2252875324464334,0.3241860621143842,False
16,5,0.3,1,0.7853981633974483,26,0.24877100960435852,0.28827077544822455,False
16,5,0.3,1,0.7853981633974483,27,0.2681696736622257,0.26162362121498817,False
16,5,0.3,1,0.7853981633974483,28,0.28316499909251025,0.24272528356689388,False
16,5,0.3,1,0.7853981633974483,29,0.29351076306621465,0.23048861386114317,False
16,5,0.3,1,0.7853981633974483,30,0.2990370884249147,0.22420702344842125,False
16,5,0.3,1,0.7853981633974483,31,0.29965323305900426,0.22351736654276377,False
16,5,0.3,1,0.7853981633974483,32,0.29534907989062575,0.22837976505545332,False
16,5,0.3,1,0.7853981633974483,33,0.2861953029958092,0.23907534755971407,False
16,5,0.3,1,0.7853981633974483,34,0.27234220713809765,0.2562219966952304,False
16,5,0.3,1,0.7853981633974483,35,0.2540172597684854,0.2808073873802188,False
16,5,0.3,1,0.7853981633974483,36,0.2315213560161607,0.3142373207179816,False
16,5,0.3,1,0.7853981633974483,37,0.2052238779988039,0.3583950569409112,False
16,5,0.3,1,0.7853981633974483,38,0.17555662957842708,0.4157034440186836,False
16,5,0.3,1,0.7853981633974483,39,0.14300674615389797,0.489175611248262,False
16,5,0.3,1,0.7853981633974483,40,0.10810869591115628,0.5824316266602517,True
16,5,0.3,1,0.7853981633974483,41,0.07143550387037964,0.699648285599692,True
16,5,0.3,1,0.7853981633974483,42,0.03358934283099243,0.8453988812782581,True
16,5,0.3,1,0.7853981633974483,43,0.004808354289051897,0.9762449297445526,True
16,5,0.3,1,0.7853981633974483,44,0.04312709836460412,0.8060290525134962,True
16,5,0.3,1,0.7853981633974483,45,0.0807376966773228,0.6678521359028587,True
16,5,0.3,1,0.7853981633974483,46,0.11702258424271393,0.557042956293922,True
16,5,0.3,1,0.7853981633974483,47,0.15138596421010364,0.46910445299848486,False
16,5,0.3,1,0.7853981633974483,48,0.1832635908304541,0.39998911123696296,False
16,5,0.3,1,0.7853981633974483,49,0.2121320343559642,0.3462271654618714,False
16,5,0.3,3,0.0,0,0.0,1.0,True
16,5,0.3,3,0.0,1,0.0006273360130607921,0.9968682341761349,True
16,5,0.3,3,0.0,2,0.0048960900843776824,0.9758167655380172,True
16,5,0.3,3,0.0,3,0.015854129371673246,0.9237898697823115,True
16,5,0.3,3,0.0,4,0.03544998298583441,0.8375704370081073,True
16,5,0.3,3,0.0,5,0.0641897377067915,0.7254604744756386,True
16,5,0.3,3,0.0,6,0.10100772410513577,0.6034822681745395,True
16,5,0.3,3,0.0,7,0.1433708031214899,0.4882859822347536,False
16,5,0.3,3,0.0,8,0.18760185517764935,0.3914062421486065,False
16,5,0.3,3,0.0,9,0.2293759565303292,0.317626287873574,False
16,5,0.3,3,0.0,10,0.2643173965813328,0.2667116990220837,False
16,5,0.3,3,0.0,11,0.2886108492462262,0.2362052269247382,False
16,5,0.3,3,0.0,12,0.2995378321163448,0.22364637433223483,False
16,5,0.3,3,0.0,13,0.2958603893913191,0.22779664703931454,False
16,5,0.3,3,0.0,14,0.2779961414260127,0.24908011005547995,False
16,5,0.3,3,0.0,15,0.24795921136149152,0.2894432418988913,False
16,5,0.3,3,0.0,16,0.209075631060263,0.35155885039518736,False
16,5,0.3,3,0.0,17,0.16551466349110214,0.43710872445329924,False
16,5,0.3,3,0.0,18,0.12170425955510493,0.5441549175408903,True
16,5,0.3,3,0.0,19,0.08171568171885138,0.6645943605389518,True
16,5,0.3,3,0.0,20,0.048706719016289764,0.7838531419797794,True
16,5,0.3,3,0.0,21,0.024504247887813812,0.8846871144858716,True
16,5,0.3,3,0.0,22,0.00938642996054302,0.9541521348047162,True
16,5,0.3,3,0.0,23,0.002095573867017626,0.989576832318851,True
16,5,0.3,3,0.0,24,7.890234305748622e-05,0.9996055660942269,True
16,5,0.3,3,0.0,25,7.890234305748532e-05,0.9996055660942268,True
16,5,0.3,3,0.0,26,0.0020955738670176047,0.9895768323188512,True
16,5,0.3,3,0.0,27,0.009386429960542926,0.9541521348047167,True
16,5,0.3,3,0.0,28,0.024504247887813788,0.8846871144858717,True
16,5,0.3,3,0.0,29,0.04870671901628961,0.78385314197978,True
16,5,0.3,3,0.0,30,0.08171568171885121,0.6645943605389524,True
16,5,0.3,3,0.0,31,0.1217042595551046,0.5441549175408914,True
16,5,0.3,3,0.0,32,0.16551466349110194,0.4371087244532996,False
16,5,0.3,3,0.0,33,0.20907563106026283,0.3515588503951876,False
16,5,0.3,3,0.0,34,0.24795921136149127,0.28944324189889165,False
16,5,0.3,3,0.0,35,0.2779961414260125,0.24908011005548017,False
16,5,0.3,3,0.0,36,0.29586038939131887,0.22779664703931482,False
16,5,0.3,3,0.0,37,0.2995378321163448,0.22364637433223475,False
16,5,0.3,3,0.0,38,0.2886108492462262,0.2362052269247382,False
16,5,0.3,3,0.0,39,0.2643173965813332,0.26671169902208325,False
16,5,0.3,3,0.0,40,0.22937595653032952,0.3176262878735734,False
16,5,0.3,3,0.0,41,0.18760185517764957,0.3914062421486061,False
16,5,0.3,3,0.0,42,0.14337080312148995,0.4882859822347535,False
16,5,0.3,3,0.0,43,0.10100772410513599,0.6034822681745388,True
16,5,0.3,3,0.0,44,0.06418973770679184,0.7254604744756373,True
16,5,0.3,3,0.0,45,0.03544998298583458,0.8375704370081066,True
16,5,0.3,3,0.0,46,0.0158541293716733,0.9237898697823114,True
16,5,0.3,3,0.0,47,0.0048960900843776885,0.9758167655380173,True
16,5,0.3,3,0.0,48,0.0006273360130608014,0.9968682341761349,True
16,5,0.3,3,0.0,49,4.408022441584257e-48,1.0,True
16,5,0.3,3,0.7853981633974483,0,0.10606601717798216,0.588410711545831,True
16,5,0.3,3,0.7853981633974483,1,0.14888231074586347,0.47501373777729045,False
16,5,0.3,3,0.7853981633974483,2,0.19304977894797376,0.3808883868246511,False
16,5,0.3,3,0.7853981633974483,3,0.23420334191742126,0.3100515485793318,False
16,5,0.3,3,0.7853981633974483,4,0.26800461090885436,0.26183963191735393,False
16,5,0.3,3,0.7853981633974483,5,0.29074848096221767,0.23369407171994425,False
16,5,0.3,3,0.7853981633974483,6,0.29988440606973565,0.22325915988466544,False
16,5,0.3,3,0.7853981633974483,7,0.29437649699910706,0.22949306105443928,False
16,5,0.3,3,0.7853981633974483,8,0.27485001618048044,0.2530292761598403,False
16,5,0.3,3,0.7853981633974483,9,0.2435029377580494,0.29596481830783955,False
16,5,0.3,3,0.7853981633974483,10,0.20379545128333088,0.36096392499059116,False
16,5,0.3,3,0.7853981633974483,11,0.15996261629767075,0.44941295986836977,False
16,5,0.3,3,0.7853981633974483,12,0.11642109894235854,0.5587207436898698,True
