Iteration,Dimension,Perturbation Magnitude,Quantum Coherence
114,64,0.28151704674032824,0.059894507808604454
115,64,0.29157105165535974,0.05416553185042571
116,64,0.3017652014123287,0.04891593756031779
117,64,0.31199359735509496,0.044159995736897474
118,64,0.32214753738794116,0.039896153075616496
119,64,0.3321166443994344,0.03611068608562788
120,64,0.3417900221442666,0.03278119597467274
121,64,0.3510574261029955,0.029879750732744178
122,64,0.35981043663806245,0.02737556733810407
123,64,0.3679436217018344,0.025237199128516526
124,64,0.3753556764295858,0.023434247357493842
125,64,0.38195052716656347,0.0219386518825987
126,64,0.3876383878313701,0.020725636259952097
127,64,0.39233675700408055,0.01977439084619501
128,64,0.39597134474160023,0.019068577659004576
129,64,0.39847691885815184,0.01859673616646918
130,64,0.39979806125748124,0.018352662629647114
131,64,0.3998898258562137,0.018335829107216713
132,64,0.3987182906844003,0.018551903013827847
133,64,0.39626099787829494,0.019013424840187573
134,64,0.3925072764794828,0.019740700391217086
135,64,0.3874584442105693,0.02076296429490885
136,64,0.38112788569703104,0.02211987270767842
137,64,0.3735410059333215,0.023863383658983356
138,64,0.3647350591344163,0.02606008120155614
139,64,0.3547588544569736,0.028793991428264675
140,64,0.3436723414025033,0.03216992033772609
141,64,0.33154607901384126,0.03631731006283434
142,64,0.3184605942316061,0.04139455442973537
143,64,0.30450563597542424,0.047593629546675426
144,64,0.289779332642439,0.05514477240600565
145,64,0.2743872617606116,0.06432077419268081
146,64,0.2584414414851318,0.07544024335516822
147,64,0.242059254472476,0.08886894303156202
148,64,0.22536231539900575,0.1050180379068133
149,64,0.20847529400145481,0.12433783527516014
150,64,0.19152470599854543,0.1473054348115483
151,64,0.17463768460099446,0.17440469517233165
152,64,0.15794074552752424,0.2060971838297806
153,64,0.1415585585148684,0.24278340145995
154,64,0.12561273823938854,0.2847546398286095
155,64,0.11022066735756123,0.3321373557204026
156,64,0.095494364024576,0.38483383308204844
157,64,0.08153940576839397,0.4424649362955169
158,64,0.0684539209861588,0.5043225629058263
159,64,0.05632765859749687,0.5693405111499501
160,64,0.04524114554302673,0.6360923922049647
161,64,0.035264940865584016,0.7028235540432787
162,64,0.02645899406667887,0.767520614447281
163,64,0.018872114302969235,0.8280173729198842
164,64,0.012541555789430845,0.8821302502179427
165,64,0.007492723520517369,0.9278109958491155
166,64,0.003739002121705173,0.9633003544959173
167,64,0.0012817093155998082,0.9872646959766026
168,64,0.00011017414378631531,0.9988988652564076
169,64,0.00020193874251864523,0.9979826501658075
170,64,0.0015230811418481044,0.9848845907572845
171,64,0.004028655258399667,0.9605141618984453
172,64,0.007663242995919352,0.9262302455328725
173,64,0.012361612168629754,0.8837190163433145
174,64,0.018049472833436428,0.8348570817727318
175,64,0.02464432357041403,0.7815757258735776
176,64,0.03205637829816531,0.7257397619864503
177,64,0.04018956336193752,0.6690505684329923
178,64,0.048942573897004404,0.612978302682516
179,64,0.05820997785573301,0.55872393743307
180,64,0.06788335560056545,0.5072082774972217
181,64,0.07785246261205894,0.4590828307185387
182,64,0.08800640264490511,0.41475635545477885
183,64,0.09823479858767134,0.37443090743480745
184,64,0.10842894834464015,0.3381419560194025
185,64,0.11848295325967168,0.305798303698607
186,64,0.12829480694014214,0.27721883423566196
187,64,0.13776743280984177,0.2521643231221121
188,64,0.14680965931791531,0.23036354369303363
189,64,0.1553371224497793,0.21153364301907054
190,64,0.16327308601738794,0.19539524777338624
191,64,0.17054917114096887,0.18168302858999127
192,64,0.17710598736198285,0.17015255302043242
193,64,0.18289365893613746,0.16058424400309904
194,64,0.18787224103348654,0.1527851778835335
195,64,0.1920120218068802,0.14658933838385751
196,64,0.19529370756661246,0.14185681493007476
197,64,0.19770848960388537,0.13847231070647886
198,64,0.1992579925242235,0.13634321599929858
199,64,0.19995410526963925,0.1353974092551309
200,64,0.19981869731057997,0.1355808723073777
201,64,0.19888322376109677,0.1368551464620593
202,64,0.19718822439920589,0.13919461126720187
203,64,0.19478272274549202,0.14258353686021139
204,64,0.19172353245372242,0.14701284360797778
205,64,0.18807447928545729,0.1524765000480493
206,64,0.18390554786514654,0.1589675034208542
207,64,0.17929196323282792,0.16647341827146692
208,64,0.17431321791926005,0.1749714993476265
209,64,0.16905205585539074,0.184423495772736
210,64,0.1635934248880497,0.19477032231731603
211,64,0.15802341000164483,0.20592688507457332
212,64,0.15242815953791677,0.2177774530092051
213,64,0.14689281676039873,0.23017205888965142
214,64,0.1415004690266428,0.24292447406556528
215,64,0.13633112661053157,0.25581231034687335
216,64,0.13146074286162107,0.2685797392661265
217,64,0.12696028690250644,0.2809431708624616
218,64,0.12289487945413491,0.292599998787104
219,64,0.11932300164967852,0.3032402096290502
220,64,0.1162957858582041,0.31256030307497634
221,64,0.1138563965993201,0.3202786227299419
222,64,0.1120395085997674,0.3261509115064937
223,64,0.11087088793404871,0.3299847362627843
224,64,0.1103670810160417,0.3316514170937815
225,64,0.1105352149802311,0.331094266929511
226,64,0.11137291172342328,0.32833228570342676
227,64,0.11286831658471264,0.32345891784806535
228,64,0.11500024133747336,0.3166360052167964
229,64,0.11773841986679096,0.30808357091669214
230,64,0.12104387362352823,0.29806647817386245
231,64,0.12486938269643309,0.2868792662080813
232,64,0.12916005714028742,0.2748305449565599
233,64,0.133854002054492,0.2622282370799747
234,64,0.13888306883543747,0.2493667216314532
235,64,0.14417368403950218,0.23651661013320113
236,64,0.14964774640255324,0.22391753011990886
237,64,0.1552235817763825,0.2117739561425678
238,64,0.16081694507138042,0.20025385331162596
239,64,0.16634205774545863,0.18948970607206173
240,64,0.1717126689579874,0.17958140042589854
241,64,0.17684312821902892,0.17060040291234213
242,64,0.18164945721177042,0.16259471717128818
243,64,0.18605040845152973,0.15559417798055125
244,64,0.189968498568299,0.14961574290099258
245,64,0.19333100426022454,0.1446685460359597
246,64,0.19607090935989704,0.14075857452081414
247,64,0.19812779197956995,0.13789290859033393
248,64,0.19944864134970122,0.13608352688515796
249,64,0.19998859473044278,0.1353507194707272
250,64,0.199711585649461,0.1357261730349853
251,64,0.19859089569217606,0.13725579779176197
252,64,0.19660960313143672,0.14000235552800108
253,64,0.19376092282111557,0.1440479241450433
254,64,0.19004843297957408,0.1494961962235616
255,64,0.1854861857411424,0.15647455698234
256,64,0.18009869964286804,0.1651358192967082
257,64,0.17392083352554277,0.17565940894685542
258,64,0.16699754264794087,0.1882516915887282
259,64,0.15938351912666004,0.20314501583314065
260,64,0.1511427201064277,0.2205949198828148
261,64,0.14234778832288633,0.2408748239249541
262,64,0.13307937092776329,0.2642674265287255
263,64,0.12342534359156443,0.29105197022562174
264,64,0.1134799479687717,0.3214865794609018
265,64,0.10334285159308504,0.35578505238018987
266,64,0.09311814015457762,0.394087859241082
267,64,0.08291325288686062,0.436427710601623
268,64,0.0728378724518141,0.482690931019872
269,64,0.06300278124469559,0.532576988531669
270,64,0.053518696447506856,0.5855598010290045
271,64,0.044495096428723485,0.6408557000778952
272,64,0.03603905121978132,0.6974039281463926
273,64,0.028254069791452625,0.7538659605625635
274,64,0.021238976706362732,0.808649451212065
275,64,0.015086830438865299,0.859960944284358
276,64,0.009883895233298697,0.9058885875200506
277,64,0.005708677820767973,0.9445121027427086
278,64,0.002631039638947481,0.9740327064465449
279,64,0.0007113944062862611,0.9929113001397828
280,64,0.0,1.0
281,64,0.0005363525861464734,0.9946508321620224
282,64,0.0023486898607930056,0.97678677185148
283,64,0.005453609095657041,0.9469243328361342
284,64,0.009855804452334374,0.9061430944437694
285,64,0.0155479267497471,0.856004823867135
286,64,0.02251056755369975,0.798431839587644
287,64,0.030712368119813555,0.7355596203859299
288,64,0.040110252376226986,0.6695814095135393
289,64,0.05064978179501707,0.602602310575162
290,64,0.062265628685934875,0.5365173990050406
291,64,0.0748821631671555,0.472923502607777
292,64,0.0884141478393183,0.41306864945520505
293,64,0.10276753302461186,0.35783784924901607
294,64,0.1178403443448197,0.307769718318625
295,64,0.1335236534129581,0.26309593692711336
296,64,0.14970262151340102,0.22379468883477627
297,64,0.1662576053550071,0.18964980225150915
298,64,0.18306531330944759,0.16030883057264572
299,64,0.19999999999999982,0.13533528323661292
