Dimension,Phase Shift,Perturbation Magnitude,Quantum Coherence
64,0.0,0.015622336225157397,0.855368112084535
64,0.0,0.0411506261687271,0.662651371665833
64,0.0,0.07762445752753465,0.460130757123516
64,0.0,0.12281872728392867,0.2928229048993525
64,0.0,0.17362717051905835,0.17617601381577858
64,0.0,0.22637282948094084,0.10396215972899911
64,0.0,0.27718127271607157,0.06254851851507137
64,0.0,0.32237554247246514,0.039805291442009914
64,0.0,0.35884937383127274,0.027639932054604664
64,0.0,0.38437766377484256,0.021412580887658884
64,0.0,0.3978301985931514,0.01871739476916165
64,0.0,0.3992654823762949,0.018450665775329517
64,0.0,0.3898949284818922,0.02026319110692829
64,0.0,0.37192216978416154,0.024252836536990754
64,0.0,0.3482761816738932,0.03072244399497937
64,0.0,0.3222687268559974,0.03984783242561263
64,0.0,0.2972149954322445,0.0511931290429255
64,0.0,0.27606028932047616,0.0632536216829209
64,0.0,0.2610547434541119,0.07349429943040969
64,0.0,0.25351248891518996,0.07925182095394319
64,0.0,0.2536819798702541,0.07911761005549861
64,0.0,0.2607415231065254,0.07372485942244997
64,0.0,0.2729198001204117,0.06527161644010904
64,0.0,0.2877269671368822,0.05628823860861184
64,0.0,0.3022693626042739,0.04866994301204006
64,0.0,0.31361136254160604,0.04345133836119756
64,0.0,0.31914257308562477,0.04111321275758636
64,0.0,0.3169079408706459,0.042042283854215434
64,0.0,0.30586256422454233,0.046952179989929926
64,0.0,0.2860215271451516,0.057256433263191915
64,0.0,0.25848698952041593,0.07540588963082359
64,0.0,0.2253487060103014,0.10503233119239404
64,0.0,0.18946853810197342,0.15036563548810608
64,0.0,0.15417274306961115,0.21401109260601375
64,0.0,0.12288637561353827,0.2926248820825894
64,0.0,0.09875082879698571,0.3725037075827191
64,0.0,0.08426761153140487,0.4305567607756128
64,0.0,0.08100867198198258,0.44481948988428094
64,0.0,0.08942623928689782,0.4089091017011296
64,0.0,0.10878409229124367,0.3369431952547873
64,0.0,0.13721861637140365,0.2535520469242767
64,0.0,0.17192350107333737,0.1792031840015478
64,0.0,0.20943809423942572,0.12314645481145683
64,0.0,0.2460078195282591,0.0854282706183765
64,0.0,0.2779769902219818,0.06205278394263168
64,0.0,0.30217072173614956,0.04871797515210811
64,0.0,0.31622386694860327,0.04233087010053773
64,0.0,0.3188208348290129,0.04124570271269593
64,0.0,0.3098201356896906,0.04513030274417195
64,0.0,0.2902504021260529,0.05488561310083543
64,0.0,0.26217901104068386,0.07267265424368204
64,0.0,0.2284686616020104,0.10180596146502967
64,0.0,0.19244974626080533,0.14594908330172332
64,0.0,0.1575456841467873,0.2069130046453011
64,0.0,0.12689352086150904,0.2811308081271154
64,0.0,0.1030024618443872,0.35699817172151105
64,0.0,0.08748856206611327,0.41690970280764844
64,0.0,0.0809150486500961,0.44523613972188725
64,0.0,0.08275569573073618,0.43711587567528576
64,0.0,0.09148466595686558,0.4005780461919961
64,0.0,0.10478186317213932,0.35070192538847955
64,0.0,0.11982972916467341,0.3017074946741938
64,0.0,0.13366704468947826,0.2627189506519906
64,0.0,0.14355883244552592,0.2379753161237034
64,0.0,0.14733963696687433,0.22914589787551304
64,0.0,0.14369047922793576,0.237662235402661
64,0.0,0.13231731085759885,0.26628899606857764
64,0.0,0.11400997431431048,0.3197871236526813
64,0.0,0.09057424856850756,0.4042416300256586
64,0.0,0.06464399180651619,0.523907614681355
64,0.0,0.03939405300338204,0.6743941612458717
64,0.0,0.018185968954852305,0.8337183116021089
64,0.0,0.004186209171820426,0.9590020257750338
64,0.0,0.0,1.0
64,0.0,0.007362178027525201,0.9290230022254053
64,0.0,0.026920264629199678,0.7639884205397977
64,0.0,0.058134719062644814,0.5591445845922105
64,0.0,0.09930826606799342,0.370433009863202
64,0.0,0.14774177369240082,0.22822626838837856
64,0.0,0.1999999999999997,0.13533528323661306
64,0.5235987755982988,0.29482566996859333,0.05243102935318216
64,0.5235987755982988,0.337823620698599,0.034107560388789315
64,0.5235987755982988,0.3709268285605108,0.024495440382086245
64,0.5235987755982988,0.3919863386988703,0.019843805481227494
64,0.5235987755982988,0.4,0.01831563888873418
64,0.5235987755982988,0.39519941996367697,0.019216342317021733
64,0.5235987755982988,0.3790035322764509,0.022594803726094816
64,0.5235987755982988,0.353844503783196,0.02905847680213472
64,0.5235987755982988,0.3228859311643067,0.03960264731199812
64,0.5235987755982988,0.2896652435448203,0.05520772248198616
64,0.5235987755982988,0.2577005915021326,0.07600121780901734
64,0.5235987755982988,0.23010632763832561,0.10015229751613142
64,0.5235987755982988,0.20926004288656924,0.12336591405734355
64,0.5235987755982988,0.19655814948058417,0.1400744103870379
64,0.5235987755982988,0.19228687391003144,0.14618698769227498
64,0.5235987755982988,0.19562238697182566,0.1413913261963656
64,0.5235987755982988,0.2047591375697936,0.12904535133101128
64,0.5235987755982988,0.21715092774503783,0.11400542118654423
64,0.5235987755982988,0.2298365085288947,0.100422892447615
64,0.5235987755982988,0.23981192911395174,0.09088872788628076
64,0.5235987755982988,0.24440661225827545,0.08680716431047937
64,0.5235987755982988,0.24161974931054517,0.08926038619989617
64,0.5235987755982988,0.23037815033452724,0.09988043050623001
64,0.5235987755982988,0.21068563446358995,0.12161969651643145
64,0.5235987755982988,0.1836463911591437,0.15938001265813515
64,0.5235987755982988,0.1513590893223557,0.220118136376662
64,0.5235987755982988,0.11669323694530652,0.31132049420155444
64,0.5235987755982988,0.08297273468454232,0.4361681927443712
64,0.5235987755982988,0.053602202432981506,0.585071027652527
64,0.5235987755982988,0.031678284712519524,0.7284889314165827
64,0.5235987755982988,0.01963000645098969,0.8217656149826181
64,0.5235987755982988,0.018929140192330798,0.8275453232569598
64,0.5235987755982988,0.02990380497985595,0.7415311937856649
64,0.5235987755982988,0.05167701435689581,0.5964438683377697
64,0.5235987755982988,0.08223791903730222,0.4393850293076282
64,0.5235987755982988,0.11863862064351685,0.30532264579755425
64,0.5235987755982988,0.15729534016517532,0.20743164782472548
64,0.5235987755982988,0.19436099536631457,0.14318612041015794
64,0.5235987755982988,0.22612819656697258,0.10421679672573098
64,0.5235987755982988,0.24941821681637238,0.08256394721242642
64,0.5235987755982988,0.26191302048136333,0.0728662139543352
64,0.5235987755982988,0.26239377297907335,0.0725167485157542
64,0.5235987755982988,0.2508596915340269,0.08138234549233984
64,0.5235987755982988,0.2285144588751297,0.10175934778551764
64,0.5235987755982988,0.19762220604625844,0.138591841102608
64,0.5235987755982988,0.16124961451919373,0.19938928777448783
64,0.5235987755982988,0.12292335658988994,0.2925166865512624
64,0.5235987755982988,0.08624146329903411,0.42214153381442004
64,0.5235987755982988,0.054482229518940384,0.5799448331700846
64,0.5235987755982988,0.030254375422769347,0.738936155970793
64,0.5235987755982988,0.01522737478525972,0.858753166726311
64,0.5235987755982988,0.009971680107155673,0.9050937033113075
64,0.5235987755982988,0.01392606146842704,0.8700012638057543
64,0.5235987755982988,0.025494844515593963,0.7749564496901368
64,0.5235987755982988,0.0422631129212323,0.6553203170555255
64,0.5235987755982988,0.06130459367308471,0.5416983746789528
64,0.5235987755982988,0.07954647573424593,0.4513714079910256
64,0.5235987755982988,0.09414900464300972,0.39004621517509874
64,0.5235987755982988,0.10285606965193464,0.35752117189441757
64,0.5235987755982988,0.10427633827932979,0.35247929967045216
64,0.5235987755982988,0.09806241746509087,0.3750769122715583
64,0.5235987755982988,0.08496713493986668,0.42755542520846296
64,0.5235987755982988,0.0667700263114304,0.5128867270750446
64,0.5235987755982988,0.04608190151757963,0.6307668262913037
64,0.5235987755982988,0.02604927722101288,0.7706717266092206
64,0.5235987755982988,0.009991926266946928,0.9049104751428343
64,0.5235987755982988,0.0010145141143040573,0.989906147212297
64,0.5235987755982988,0.001636389994052925,0.9837692613347686
64,0.5235987755982988,0.013481723238276505,0.873875613257047
64,0.5235987755982988,0.03706552961332018,0.6902818433741872
64,0.5235987755982988,0.07170046330703658,0.48821244337718883
64,0.5235987755982988,0.11553575623733559,0.3149449043205613
64,0.5235987755982988,0.16572488536054106,0.19066280049399859
64,0.5235987755982988,0.21870410647069205,0.1122483934505295
64,0.5235987755982988,0.2705515357045206,0.06683587063270006
64,0.5235987755982988,0.3173873907561951,0.041841194618655715
64,0.5235987755982988,0.3557713447147343,0.028503925990351085
64,0.5235987755982988,0.38305322221011645,0.021698064366793997
64,0.5235987755982988,0.39763845034481726,0.01875331947725741
64,0.5235987755982988,0.3991391835841107,0.01847398346523447
64,0.5235987755982988,0.38839478356571483,0.020569459831901265
64,0.5235987755982988,0.3673599165554786,0.0253849407268048
64,0.5235987755982988,0.33887329329459953,0.033751415123886075
64,0.5235987755982988,0.30633335864705874,0.046731651271071636
64,0.5235987755982988,0.2733175492348145,0.06501251479260794
64,0.5235987755982988,0.24318791881116364,0.08787155016021816
64,0.5235987755982988,0.21872729166065052,0.11222237146402277
64,0.5235987755982988,0.2018464953864162,0.13285925371164975
64,0.5235987755982988,0.19339505757518524,0.14457591070768466
64,0.5235987755982988,0.19309595097719987,0.14500899416342342
64,0.5235987755982988,0.19961087300974545,0.13586293530351928
64,0.5235987755982988,0.21072774014868792,0.12156849848939556
64,0.5235987755982988,0.2236482376056603,0.1068336447778375
64,0.5235987755982988,0.23534195152554416,0.09504360285528705
64,0.5235987755982988,0.2429261010135234,0.0881019149540217
64,0.5235987755982988,0.2440270272584206,0.08713729745655942
64,0.5235987755982988,0.2370817084717134,0.0934043758019215
64,0.5235987755982988,0.22154441265688196,0.10910504703629126
64,0.5235987755982988,0.19797440150655396,0.1381045854796632
64,0.5235987755982988,0.16799413724453757,0.1863849030101784
64,0.5235987755982988,0.13412219004488188,0.2615259146338955
64,0.5235987755982988,0.0994993302173676,0.3697259208957716
64,0.5235987755982988,0.06753850147634942,0.5089604256015939
64,0.5235987755982988,0.04153812772930679,0.6600885559417696
64,0.5235987755982988,0.0243025138342388,0.7842517987335208
64,0.5235987755982988,0.017812470045291906,0.8368380628965336
64,0.5235987755982988,0.022983786672651,0.7946624332808013
64,0.5235987755982988,0.039541425684487326,0.6734010204780623
64,0.5235987755982988,0.06602437571663933,0.516725363628731
64,0.5235987755982988,0.09992148919945938,0.3681683796748548
64,0.5235987755982988,0.13792393116539844,0.25176999873919353
64,0.5235987755982988,0.17626677251924386,0.1715865070623733
64,0.5235987755982988,0.2111222311708097,0.12108986637819909
64,0.5235987755982988,0.23900123252027342,0.09162855453003434
64,0.5235987755982988,0.2571189840812682,0.07644453446336005
64,0.5235987755982988,0.26368424876151364,0.07158694975532108
64,0.5235987755982988,0.2580805096619281,0.07571302317940665
64,0.5235987755982988,0.2409192897306404,0.08988781399979902
64,0.5235987755982988,0.21396016485483837,0.1177017203354897
64,0.5235987755982988,0.17990688365848873,0.16545288018357115
64,0.5235987755982988,0.14210280895488323,0.24146564094069792
64,0.5235987755982988,0.10416007333835733,0.35288934784509796
64,0.5235987755982988,0.06956413967626456,0.49875444588500517
64,0.5235987755982988,0.041298058545658115,0.6616751288236662
64,0.5235987755982988,0.02152833063402302,0.8063129742381189
64,0.5235987755982988,0.011387186256287663,0.892372294855523
64,0.5235987755982988,0.010875090716847674,0.8969538144391763
64,0.5235987755982988,0.01889361757741729,0.8278393412137167
64,0.5235987755982988,0.033404045934539224,0.7160248117459812
64,0.5235987755982988,0.051692802016520656,0.5963497112427797
64,0.5235987755982988,0.07071278645339664,0.49305829596630324
64,0.5235987755982988,0.0874610691771815,0.41702433908687764
64,0.5235987755982988,0.0993493591906308,0.37028081864437334
64,0.5235987755982988,0.10452452510854969,0.35160557715353585
64,0.5235987755982988,0.10210215503120629,0.3602267623875002
64,0.5235987755982988,0.09228605470268977,0.39738068755950984
64,0.5235987755982988,0.07635957084601315,0.4659878545189817
64,0.5235987755982988,0.05654922428384012,0.5680804443920574
64,0.5235987755982988,0.035775695171693996,0.6992430041667983
64,0.5235987755982988,0.01732007470151256,0.8409687759266546
64,0.5235987755982988,0.0044430280291702165,0.9565422876181437
64,0.5235987755982988,0.0,1.0
64,0.5235987755982988,0.006096214924953644,0.9408588513156463
64,0.5235987755982988,0.023820899441994125,0.7880379783421716
64,0.5235987755982988,0.0530913760052822,0.5880673716253891
64,0.5235987755982988,0.09262541950354079,0.3960344030804529
64,0.5235987755982988,0.14004591874322225,0.24648375570882833
64,0.5235987755982988,0.19210705274732753,0.14645009932756692
64,0.5235987755982988,0.24501754866264003,0.08627844445764749
64,0.5235987755982988,0.2948256699685933,0.05243102935318218
64,1.0471975511965976,0.37323559610986623,0.023936376183319986
64,1.0471975511965976,0.39280859418121555,0.019681307691787466
64,1.0471975511965976,0.4,0.01831563888873418
64,1.0471975511965976,0.394622577787783,0.019327510608709447
64,1.0471975511965976,0.3776428519476813,0.022904347953557613
64,1.0471975511965976,0.3510669403931614,0.029876908021792662
64,1.0471975511965976,0.3177154849263053,0.0417041410537293
64,1.0471975511965976,0.28091299407031556,0.06025739710001663
64,1.0471975511965976,0.2441263947922205,0.08705075427808899
64,1.0471975511965976,0.21059315442217763,0.12173222248614723
64,1.0471975511965976,0.18298035994765205,0.16044507617788914
64,1.0471975511965976,0.16311251727136844,0.19570924349455088
64,1.0471975511965976,0.15179797033061654,0.2191541965021431
64,1.0471975511965976,0.14877262877179717,0.22588567111826904
64,1.0471975511965976,0.15276639960232563,0.21704208676459638
64,1.0471975511965976,0.1616838433602828,0.1985253590522495
64,1.0471975511965976,0.17287768412067991,0.17750138962806605
64,1.0471975511965976,0.18348334869134472,0.15964008171784627
64,1.0471975511965976,0.19077587168679774,0.1484126488759554
64,1.0471975511965976,0.19250804951109435,0.14586401504358087
64,1.0471975511965976,0.18719093226222472,0.1538296707721911
64,1.0471975511965976,0.17428435684550347,0.17502200528903414
64,1.0471975511965976,0.15427549823856962,0.21379129809066874
64,1.0471975511965976,0.12863618692544734,0.27627407814171023
64,1.0471975511965976,0.09966356510039846,0.3691192003218421
64,1.0471975511965976,0.07022196936618563,0.4954842589831782
64,1.0471975511965976,0.04341522761468873,0.6478136014150858
64,1.0471975511965976,0.022226564018538435,0.8007026372844775
64,1.0471975511965976,0.009167111425093822,0.9124051772651379
64,1.0471975511965976,0.005973201575359363,0.9420169454627664
64,1.0471975511965976,0.013387229895654438,0.8747017577986969
64,1.0471975511965976,0.031047575365880816,0.7330980991429203
64,1.0471975511965976,0.05750084441316301,0.5627001172730359
64,1.0471975511965976,0.09033597521826753,0.4052059785370878
64,1.0471975511965976,0.12642603174467296,0.2824481408535991
64,1.0471975511965976,0.1622513795893007,0.1974018469007563
64,1.0471975511965976,0.19426873660846966,0.14331828310270953
64,1.0471975511965976,0.21928536796944773,0.11159782932750473
64,1.0471975511965976,0.23479703816066955,0.09556292178381451
64,1.0471975511965976,0.23925231787915854,0.09139877723434213
64,1.0471975511965976,0.23221402522489615,0.09806348026117703
64,1.0471975511965976,0.21440003943581998,0.11718511742178421
64,1.0471975511965976,0.18759917368690116,0.15320295446086443
64,1.0471975511965976,0.15447171953486122,0.21337220534327617
64,1.0471975511965976,0.1182571140831663,0.3064896964934834
64,1.0471975511965976,0.08242148925252966,0.4385791891312177
64,1.0471975511965976,0.05028448326357629,0.6048076335199126
64,1.0471975511965976,0.024666885717694886,0.781399405498774
64,1.0471975511965976,0.00759820670189551,0.9268328272858757
64,1.0471975511965976,0.00011639065201868617,0.998836770556297
64,1.0471975511965976,0.002181415030449449,0.9784220575963345
64,1.0471975511965976,0.01271160641993098,0.880631456880549
64,1.0471975511965976,0.02973762950504802,0.7427644611779611
64,1.0471975511965976,0.05065582328027207,0.6025659055451357
64,1.0471975511965976,0.07255137139543096,0.48407582856205095
64,1.0471975511965976,0.09255396071463359,0.3963175056073217
64,1.0471975511965976,0.10818498585882992,0.33896790263116383
64,1.0471975511965976,0.11765640131664934,0.30833636024768374
64,1.0471975511965976,0.12008688644375497,0.300932628629338
64,1.0471975511965976,0.11561044195971289,0.31470977325927446
64,1.0471975511965976,0.10536481000813112,0.34866346694784683
64,1.0471975511965976,0.09136081572616502,0.40107447037413324
64,1.0471975511965976,0.0762473170293861,0.4665112373743539
64,1.0471975511965976,0.06299838442229565,0.5326004055107953
64,1.0471975511965976,0.05455826391475779,0.579504043217334
64,1.0471975511965976,0.053484592079352605,0.5857595365566446
64,1.0471975511965976,0.06163067429816095,0.539934878005843
64,1.0471975511965976,0.0799033626496702,0.4497633935991704
64,1.0471975511965976,0.10812465688999302,0.3391724601690318
64,1.0471975511965976,0.14501354587757423,0.2345385156417243
64,1.0471975511965976,0.18829111346938113,0.15214654135719546
64,1.0471975511965976,0.23489807172946395,0.09546641991134389
64,1.0471975511965976,0.28130121681774856,0.06002391768081534
64,1.0471975511965976,0.3238552569679161,0.03922062315328439
64,1.0471975511965976,0.3591801705866284,0.027548651116614045
64,1.0471975511965976,0.3845124263009545,0.021383744187645787
64,1.0471975511965976,0.3979912437119093,0.01868727557778067
64,1.0471975511965976,0.3988482755181492,0.018527804019450086
64,1.0471975511965976,0.38747984005517183,0.020758522358545282
64,1.0471975511965976,0.3653939203612129,0.025888945822256235
64,1.0471975511965976,0.335038100595878,0.0350709892990689
64,1.0471975511965976,0.2995278644314036,0.0500226866072629
64,1.0471975511965976,0.2623057435027868,0.07258061273523743
64,1.0471975511965976,0.22676943466824168,0.10355065697072309
64,1.0471975511965976,0.19591034708684532,0.14098476122424328
64,1.0471975511965976,0.17200272154565194,0.17906127461084545
64,1.0471975511965976,0.15637763769264845,0.20934401468333297
64,1.0471975511965976,0.14930655021346023,0.22468283304916561
64,1.0471975511965976,0.15000656607577534,0.2231155097340208
64,1.0471975511965976,0.15676589513209405,0.2085327967982359
64,1.0471975511965976,0.1671743305560168,0.1879191793685527
64,1.0471975511965976,0.17843177495577905,0.16791157968002263
64,1.0471975511965976,0.18769905732452064,0.1530500061748803
64,1.0471975511965976,0.19245057314288572,0.14594787647989652
64,1.0471975511965976,0.1907881546263953,0.14839442055944832
64,1.0471975511965976,0.18168005210968008,0.1625449790926083
64,1.0471975511965976,0.16509747354191517,0.1918628019771273
64,1.0471975511965976,0.14203281782796687,0.24163470462179432
64,1.0471975511965976,0.11439722757970745,0.31855113232703075
64,1.0471975511965976,0.08480885264204882,0.4282327056260307
64,1.0471975511965976,0.056295701088276154,0.5695224872722674
64,1.0471975511965976,0.0319467470488569,0.72653583584737
64,1.0471975511965976,0.014550956138000165,0.8645816234409891
64,1.0471975511965976,0.006265399452880894,0.9392684094797077
64,1.0471975511965976,0.008350481686653737,0.9198866556893147
64,1.0471975511965976,0.02100285861422303,0.8105610748248305
64,1.0471975511965976,0.043305700688272906,0.6485235204468981
64,1.0471975511965976,0.07330280092500124,0.480451972255549
64,1.0471975511965976,0.10818910807924108,0.3389539299150895
64,1.0471975511965976,0.14459715798801284,0.23551714164334908
64,1.0471975511965976,0.17894805415470177,0.1670469210684093
64,1.0471975511965976,0.20782833346073543,0.1251448597566641
64,1.0471975511965976,0.22835107011194322,0.10192574702710426
64,1.0471975511965976,0.23846125868846385,0.09212466296941083
64,1.0471975511965976,0.2371516877858201,0.09333903492560475
64,1.0471975511965976,0.22456547679010536,0.10585820512199692
64,1.0471975511965976,0.2019740806319284,0.1326898529947555
64,1.0471975511965976,0.17163345101320512,0.1797237174834086
64,1.0471975511965976,0.13653461693962168,0.2552922863134483
64,1.0471975511965976,0.1000766868092605,0.3675974343109346
64,1.0471975511965976,0.06569886009390423,0.5184101260087028
64,1.0471975511965976,0.036512505519721135,0.6941098434068756
64,1.0471975511965976,0.014974215211310468,0.8609299367727865
64,1.0471975511965976,0.0026360011707631157,0.9739843807027784
64,1.0471975511965976,0.0,1.0
64,1.0471975511965976,0.006493189051298923,0.93713128873516
64,1.0471975511965976,0.020564031884689627,0.8141258493515532
64,1.0471975511965976,0.03988919617326029,0.6710631979423921
64,1.0471975511965976,0.061666076772688316,0.5397437615301696
64,1.0471975511965976,0.08295720971482966,0.4362359129808281
64,1.0471975511965976,0.10104686623122727,0.3640483238554586
64,1.0471975511965976,0.11376882157278104,0.32055922967166434
64,1.0471975511965976,0.11976764509467784,0.3018948651239514
64,1.0471975511965976,0.11866347512432225,0.30524676886895885
64,1.0471975511965976,0.11110126240026803,0.32922541066998123
64,1.0471975511965976,0.09867864309595882,0.37277269907040395
64,1.0471975511965976,0.08376044682038425,0.43274593940548595
64,1.0471975511965976,0.06920079124804804,0.5005699586459311
64,1.0471975511965976,0.0580042990197747,0.5598742969412879
64,1.0471975511965976,0.05296499642718962,0.588811038511105
64,1.0471975511965976,0.05632412077525731,0.5693606537614753
64,1.0471975511965976,0.06948606921712312,0.4991439778057905
64,1.0471975511965976,0.0928252871659153,0.3952436488710299
64,1.0471975511965976,0.12560674109483436,0.2847717174880657
64,1.0471975511965976,0.16602989042534755,0.19008215524463548
64,1.0471975511965976,0.2113921992238418,0.12076340329481303
64,1.0471975511965976,0.2583547732169128,0.07550565444886109
64,1.0471975511965976,0.3032811874005476,0.04817997146732755
64,1.0471975511965976,0.34261228312714764,0.03251275414912148
64,1.0471975511965976,0.3732355961098661,0.023936376183320007
64,1.5707963267948966,0.4,0.018315638888734186
64,1.5707963267948966,0.393768066616631,0.019493373997295872
64,1.5707963267948966,0.37564257353574343,0.023367111531396045
64,1.5707963267948966,0.34727323204084093,0.03103212501067968
64,1.5707963267948966,0.3112123454384363,0.044506347729133054
64,1.5707963267948966,0.2706420811017283,0.06677538121748175
64,1.5707963267948966,0.22903616976172045,0.10122984063923043
64,1.5707963267948966,0.18979362220269727,0.14987761438347408
64,1.5707963267948966,0.1558850783662608,0.2103777018232
64,1.5707963267948966,0.12955086903976806,0.2737585705496232
64,1.5707963267948966,0.11208395190612741,0.3260059914637116
64,1.5707963267948966,0.10372125141157854,0.35444130635739635
64,1.5707963267948966,0.10365467329958261,0.3546773652603634
64,1.5707963267948966,0.11015956271962453,0.33234036906803693
64,1.5707963267948966,0.12082515189957131,0.2987191277965297
64,1.5707963267948966,0.13286008958846135,0.2648475515014038
64,1.5707963267948966,0.14343774975358017,0.23826363756108548
64,1.5707963267948966,0.15004162569514579,0.2230372999963708
64,1.5707963267948966,0.15077122019104647,0.22141595394967423
64,1.5707963267948966,0.14457342746433127,0.2355730377263751
64,1.5707963267948966,0.13137294802146424,0.26881564195895213
64,1.5707963267948966,0.11208681526726982,0.32599665686847246
64,1.5707963267948966,0.08852133815666176,0.4126261170773094
64,1.5707963267948966,0.06316318150543583,0.5317234184007867
64,1.5707963267948966,0.03888839780087239,0.6778129066552359
64,1.5707963267948966,0.018622623773146618,0.8300857770138642
64,1.5707963267948966,0.004991297758097636,0.9513122063881684
64,1.5707963267948966,9.335634935133863e-17,0.9999999999999991
64,1.5707963267948966,0.004781723618908249,0.9533080013602935
64,1.5707963267948966,0.01944041753784895,0.8233250692897557
64,1.5707963267948966,0.04300934373031764,0.6504483157473698
64,1.5707963267948966,0.0735298755948605,0.4793622252636638
64,1.5707963267948966,0.10824278733829362,0.33877203078240264
64,1.5707963267948966,0.1438713765289888,0.237232699459793
64,1.5707963267948966,0.17696535682754055,0.17039200779891567
64,1.5707963267948966,0.20426752985137597,0.12968131016896964
64,1.5707963267948966,0.22306257744476157,0.10746116264115857
64,1.5707963267948966,0.23146921193082193,0.09879659688471608
64,1.5707963267948966,0.22864317189406808,0.10162845451334296
64,1.5707963267948966,0.21486845402048182,0.11663748882813171
64,1.5707963267948966,0.19152661538577698,0.14730262220723653
64,1.5707963267948966,0.16094756699757262,0.19999244863423624
64,1.5707963267948966,0.12615848132678018,0.2832048438644234
64,1.5707963267948966,0.0905587702813574,0.4043042045485415
64,1.5707963267948966,0.057557282299323435,0.5623826308211731
64,1.5707963267948966,0.030211998542846032,0.7392493604167676
64,1.5707963267948966,0.010912116525511873,0.896621771510619
64,1.5707963267948966,0.0011375422343329266,0.9886890331391307
64,1.5707963267948966,0.001322020193129174,0.9868668011169596
64,1.5707963267948966,0.010834407954203353,0.8973187942674384
64,1.5707963267948966,0.028079269926270158,0.7551848696350966
64,1.5707963267948966,0.05070452855394763,0.6022724956306155
64,1.5707963267948966,0.07589188306101557,0.4681723270679987
64,1.5707963267948966,0.1006964420465038,0.36532627504360565
64,1.5707963267948966,0.1223965586611085,0.2940617244380425
64,1.5707963267948966,0.13881381859626007,0.24953946848951442
64,1.5707963267948966,0.14856662561821796,0.2263514823524409
64,1.5707963267948966,0.15122845927320316,0.22040586469531107
64,1.5707963267948966,0.14737278047063443,0.22906996348058908
