Dimension,Gamma,Perturbation Max,Nonlinear Factor,Frequency Shift,Perturbation Magnitude,Quantum Coherence,Stable
64,10,0.4,1,0.5235987755982988,0.09195969315291763,0.3986797039218852,False
64,10,0.4,1,0.5235987755982988,0.0607401739130059,0.5447644720356296,True
64,10,0.4,1,0.5235987755982988,0.029136635737065594,0.7472418702985688,True
64,10,0.4,1,0.5235987755982988,0.0026511136311449645,0.9738371988208012,True
64,10,0.4,1,0.5235987755982988,0.03442210180539875,0.7087722592713698,True
64,10,0.4,1,0.5235987755982988,0.06597546236913342,0.5169781731252473,True
64,10,0.4,1,0.5235987755982988,0.097111704817611,0.37865982050832014,False
64,10,0.4,1,0.5235987755982988,0.1276339758011168,0.27905684901372757,False
64,10,0.4,1,0.5235987755982988,0.15734930369521927,0.2073197405823958,False
64,10,0.4,1,0.5235987755982988,0.18606981862950936,0.155563979804534,False
64,10,0.4,1,0.5235987755982988,0.21361394026141114,0.11810993890694145,False
64,10,0.4,1,0.5235987755982988,0.2398075257855699,0.09089273010354638,False
64,10,0.4,1,0.5235987755982988,0.2644849709207373,0.07101602599248186,False
64,10,0.4,1,0.5235987755982988,0.28749025691335706,0.05642163644491133,False
64,10,0.4,1,0.5235987755982988,0.3086779369383575,0.04564873562926376,False
64,10,0.4,1,0.5235987755982988,0.32791405566081056,0.03766061006474292,False
64,10,0.4,1,0.5235987755982988,0.34507699614468795,0.031721202869587024,False
64,10,0.4,1,0.5235987755982988,0.36005824875428816,0.027307811353798606,False
64,10,0.4,1,0.5235987755982988,0.3727630971870906,0.024049742920329038,False
64,10,0.4,1,0.5235987755982988,0.3831112173007151,0.021685484202997613,False
64,10,0.4,1,0.5235987755982988,0.3910371849480127,0.020033050397131453,False
64,10,0.4,1,0.5235987755982988,0.3964908896095885,0.018969764753337733,False
64,10,0.4,1,0.5235987755982988,0.39943785120863984,0.018418889971830877,False
64,10,0.4,1,0.5235987755982988,0.39985943810510216,0.018341401799995175,False
64,10,0.4,1,0.5235987755982988,0.39775298489087735,0.01873185274368255,False
64,10,0.4,1,0.5235987755982988,0.39313180924140206,0.01961779743393494,False
64,10,0.4,1,0.5235987755982988,0.38602512771701486,0.02106270628080391,False
64,10,0.4,1,0.5235987755982988,0.37647787104645547,0.02317273955274389,False
64,10,0.4,1,0.5235987755982988,0.364550400060331,0.026108247964671233,False
64,10,0.4,1,0.5235987755982988,0.3503181240705114,0.030101470918257055,False
64,10,0.4,1,0.5235987755982988,0.3338710241081786,0.03548269234083106,False
64,10,0.4,1,0.5235987755982988,0.31531308403477676,0.04271817350197659,False
64,10,0.4,1,0.5235987755982988,0.29476163312256193,0.05246461528325923,False
64,10,0.4,1,0.5235987755982988,0.2723466042611637,0.06564682495534441,False
64,10,0.4,1,0.5235987755982988,0.2482097124800248,0.08356778961681748,False
64,10,0.4,1,0.5235987755982988,0.22250355898035484,0.10806357260507017,False
64,10,0.4,1,0.5235987755982988,0.19539066634120486,0.14171933895892136,False
64,10,0.4,1,0.5235987755982988,0.1670424509993944,0.1881671698375354,False
64,10,0.4,1,0.5235987755982988,0.13763813949960554,0.2524905655821018,False
64,10,0.4,1,0.5235987755982988,0.10736363536646534,0.3417634822054957,False
64,10,0.4,1,0.5235987755982988,0.07641034376260336,0.465751318947372,False
64,10,0.4,1,0.5235987755982988,0.04497396136358863,0.6377942029156388,True
64,10,0.4,1,0.5235987755982988,0.013253239100540302,0.8758745631890158,True
64,10,0.4,1,0.5235987755982988,0.018551274407255448,0.830678249289588,True
64,10,0.4,1,0.5235987755982988,0.05023850078528307,0.6050858030084226,True
64,10,0.4,1,0.5235987755982988,0.08160810318602583,0.4421610786934683,False
64,10,0.4,1,0.5235987755982988,0.11246175288301592,0.32477666131612215,False
64,10,0.4,1,0.5235987755982988,0.14260438316890023,0.24025754383455206,False
64,10,0.4,1,0.5235987755982988,0.1718454226299711,0.17934315769560877,False
64,10,0.4,1,0.5235987755982988,0.2,0.13533528323661267,False
64,10,0.4,1,1.0471975511965976,0.3464101615137754,0.031301113244932906,False
64,10,0.4,1,1.0471975511965976,0.36120513662062803,0.026996410501454238,False
64,10,0.4,1,1.0471975511965976,0.3737164565563275,0.02382155191144504,False
64,10,0.4,1,1.0471975511965976,0.3838650207279631,0.021522632840562852,False
64,10,0.4,1,1.0471975511965976,0.3915866666453022,0.019923274327700934,False
64,10,0.4,1,1.0471975511965976,0.3968325755767123,0.018905058338502395,False
64,10,0.4,1,1.0471975511965976,0.3995695811969009,0.018394642744174544,False
64,10,0.4,1,1.0471975511965976,0.39978037927510146,0.018355908031136715,False
64,10,0.4,1,1.0471975511965976,0.3974636370779928,0.018786131439148826,False
64,10,0.4,1,1.0471975511965976,0.3926340017956683,0.0197156997706326,False
64,10,0.4,1,1.0471975511965976,0.38532200793738314,0.021211324203517932,False
64,10,0.4,1,1.0471975511965976,0.37557388428255645,0.023383167739611768,False
64,10,0.4,1,1.0471975511965976,0.3634512616075435,0.02639679662708115,False
64,10,0.4,1,1.0471975511965976,0.3490307830360239,0.030491484521725305,False
64,10,0.4,1,1.0471975511965976,0.332403619476497,0.03600720596849602,False
64,10,0.4,1,1.0471975511965976,0.31367489321044423,0.04342374220225789,False
64,10,0.4,1,1.0471975511965976,0.29296301327541874,0.053416791613485705,False
64,10,0.4,1,1.0471975511965976,0.2703989268449864,0.06693794596081876,False
64,10,0.4,1,1.0471975511965976,0.24612529133853306,0.08532797540323141,False
64,10,0.4,1,1.0471975511965976,0.22029557249512788,0.11047613823134123,False
64,10,0.4,1,1.0471975511965976,0.19307307411370908,0.14504217146788617,False
64,10,0.4,1,1.0471975511965976,0.16462990559388813,0.19276199146610903,False
64,10,0.4,1,1.0471975511965976,0.1351458938049119,0.258862320928126,False
64,10,0.4,1,1.0471975511965976,0.10480744616229538,0.35061221682498594,False
64,10,0.4,1,1.0471975511965976,0.07380637210012347,0.478038636145327,False
64,10,0.4,1,1.0471975511965976,0.04233867039005207,0.65482536062312,True
64,10,0.4,1,1.0471975511965976,0.01060328997396763,0.8993950577259039,True
64,10,0.4,1,1.0471975511965976,0.021199127855280296,0.8089717529401604,True
64,10,0.4,1,1.0471975511965976,0.052867517972731065,0.5893852822476158,True
64,10,0.4,1,1.0471975511965976,0.0842016626197713,0.4308408019240373,False
64,10,0.4,1,1.0471975511965976,0.11500345724526846,0.3166258226585542,False
64,10,0.4,1,1.0471975511965976,0.14507816298632828,0.23438701258772002,False
64,10,0.4,1,1.0471975511965976,0.17423563787008378,0.1751072949912174,False
64,10,0.4,1,1.0471975511965976,0.20229153895247065,0.13226928593168139,False
64,10,0.4,1,1.0471975511965976,0.22906848779367014,0.10119713043292214,False
64,10,0.4,1,1.0471975511965976,0.25439719190171745,0.07855377011840799,False
64,10,0.4,1,1.0471975511965976,0.2781175150541438,0.06196564561198038,False
64,10,0.4,1,1.0471975511965976,0.30007948973073223,0.049747508486383506,False
64,10,0.4,1,1.0471975511965976,0.32014426525646716,0.04070344067795991,False
64,10,0.4,1,1.0471975511965976,0.3381849856602066,0.033984530044445606,False
64,10,0.4,1,1.0471975511965976,0.3540875916989769,0.028987924942782878,False
64,10,0.4,1,1.0471975511965976,0.367751541977229,0.02528572125676748,False
64,10,0.4,1,1.0471975511965976,0.37909044860191327,0.022575173685041625,False
64,10,0.4,1,1.0471975511965976,0.3880326233545541,0.020644089288592085,False
64,10,0.4,1,1.0471975511965976,0.3945215309272474,0.01934705032187001,False
64,10,0.4,1,1.0471975511965976,0.39851614635708144,0.018589442562631252,False
64,10,0.4,1,1.0471975511965976,0.39999121439915997,0.018317248098346568,False
64,10,0.4,1,1.0471975511965976,0.3989374091983924,0.01851129686366993,False
64,10,0.4,1,1.0471975511965976,0.3953613932505522,0.019185242169518585,False
64,10,0.4,1,1.0471975511965976,0.389285775279834,0.020387001699639692,False
64,10,0.4,1,1.0471975511965976,0.38074896729921853,0.022203847973330307,False
64,10,0.4,1,1.0471975511965976,0.3698049417573609,0.024771798810874993,False
64,10,0.4,1,1.0471975511965976,0.35652289030739115,0.02829050895850369,False
64,10,0.4,1,1.0471975511965976,0.3409867863550062,0.03304556661126937,False
64,10,0.4,1,1.0471975511965976,0.32329485415156206,0.03944103364649801,False
64,10,0.4,1,1.0471975511965976,0.30355894778873066,0.04804633227584172,False
64,10,0.4,1,1.0471975511965976,0.2819038440209198,0.05966328495132026,False
64,10,0.4,1,1.0471975511965976,0.2584664533864568,0.07542137667549695,False
64,10,0.4,1,1.0471975511965976,0.23339495461508286,0.09691223090210051,False
64,10,0.4,1,1.0471975511965976,0.20684785779431747,0.1263779096533714,False
64,10,0.4,1,1.0471975511965976,0.1789930022176458,0.166971853585135,False
64,10,0.4,1,1.0471975511965976,0.15000649525046772,0.22311566775632286,False
64,10,0.4,1,1.0471975511965976,0.1200715989226343,0.3009786372852006,False
64,10,0.4,1,1.0471975511965976,0.08937757128688593,0.40910815801722905,False
64,10,0.4,1,1.0471975511965976,0.05811846986851119,0.559235448463372,True
64,10,0.4,1,1.0471975511965976,0.026491924771188287,0.7672679061132897,True
64,10,0.4,1,1.0471975511965976,0.005302110804159205,0.9483599942488232,True
64,10,0.4,1,1.0471975511965976,0.0370626247278786,0.6903018955622064,True
64,10,0.4,1,1.0471975511965976,0.06858881680499324,0.5036427115036788,True
64,10,0.4,1,1.0471975511965976,0.09968136829868295,0.3690534911480435,False
64,10,0.4,1,1.0471975511965976,0.13014370208751758,0.27214044041656027,False
64,10,0.4,1,1.0471975511965976,0.15978322548930868,0.2023346528944631,False
64,10,0.4,1,1.0471975511965976,0.18841254789405337,0.1519618952147205,False
64,10,0.4,1,1.0471975511965976,0.21585066550770948,0.11549746987815145,False
64,10,0.4,1,1.0471975511965976,0.2419241057164556,0.08898912949952234,False
64,10,0.4,1,1.0471975511965976,0.266468023836411,0.06962161229497107,False
64,10,0.4,1,1.0471975511965976,0.289327245314801,0.05539463931665652,False
64,10,0.4,1,1.0471975511965976,0.31035724679344134,0.04488855269134884,False
64,10,0.4,1,1.0471975511965976,0.3294250698319422,0.037095830604231404,False
64,10,0.4,1,1.0471975511965976,0.34641016151377535,0.03130111324493292,False
64,10,0.4,2,0.0,0.0,1.0,True
64,10,0.4,2,0.0,0.002524931612733317,0.975066781847513,True
64,10,0.4,2,0.0,0.01003597365444347,0.9045119734905778,True
64,10,0.4,2,0.0,0.022343477450173635,0.7997670553710639,True
64,10,0.4,2,0.0,0.03913668694584704,0.6761320583302417,True
64,10,0.4,2,0.0,0.059991585086114935,0.5488578200637383,True
64,10,0.4,2,0.0,0.0843815999550303,0.430066255523905,False
64,10,0.4,2,0.0,0.11169090035681761,0.3272898845920188,False
64,10,0.4,2,0.0,0.14122994513241574,0.2435825325141854,False
64,10,0.4,2,0.0,0.17225289360218635,0.17861387320768282,False
64,10,0.4,2,0.0,0.20397643753301412,0.13005935246031336,False
64,10,0.4,2,0.0,0.23559957913551008,0.09479905943376851,False
64,10,0.4,2,0.0,0.2663238557104136,0.06972205685582901,False
64,10,0.4,2,0.0,0.29537350028570114,0.05214458161897983,False
64,10,0.4,2,0.0,0.3220150292021048,0.03994905378542052,False
64,10,0.4,2,0.0,0.34557576207389873,0.03156338222231852,False
64,10,0.4,2,0.0,0.3654608065086115,0.02587163549354497,False
64,10,0.4,2,0.0,0.3811680787331049,0.02211098384573295,False
64,10,0.4,2,0.0,0.39230098086548404,0.01978146662531557,False
64,10,0.4,2,0.0,0.3985784147403947,0.018577870820422854,False
64,10,0.4,2,0.0,0.39984187944546046,0.018344622587066,False
64,10,0.4,2,0.0,0.39605947336092723,0.019051780187565415,False
64,10,0.4,2,0.0,0.3873266996537456,0.020790336396870775,False
64,10,0.4,2,0.0,0.37386405488791674,0.023786417633447597,False
64,10,0.4,2,0.0,0.3560114616370425,0.028435565346108655,False
64,10,0.4,2,0.0,0.3342196856718074,0.035359193252933005,False
64,10,0.4,2,0.0,0.3090389544325336,0.0454842328283854,False
64,10,0.4,2,0.0,0.2811050641625989,0.06014177173821471,False
64,10,0.4,2,0.0,0.2511233264880951,0.08116807575225092,False
64,10,0.4,2,0.0,0.2198507597816123,0.11096864469321996,False
64,10,0.4,2,0.0,0.1880769749660362,0.15247269476913414,False
64,10,0.4,2,0.0,0.15660423837873644,0.2088701767725096,False
64,10,0.4,2,0.0,0.12622721509519852,0.28301025338523766,False
64,10,0.4,2,0.0,0.09771290417931558,0.376390149544324,False
64,10,0.4,2,0.0,0.07178127248155591,0.4878180822932236,False
64,10,0.4,2,0.0,0.049087075968354106,0.6120931760054249,True
64,10,0.4,2,0.0,0.03020332758172726,0.7393134632205045,True
64,10,0.4,2,0.0,0.015606829054358723,0.8555007657637839,True
64,10,0.4,2,0.0,0.005666131991918007,0.944914038742847,True
64,10,0.4,2,0.0,0.0006322321970608385,0.9936976218543793,True
64,10,0.4,2,0.0,0.0006322321970608306,0.9936976218543794,True
64,10,0.4,2,0.0,0.005666131991917983,0.9449140387428473,True
64,10,0.4,2,0.0,0.015606829054358617,0.8555007657637848,True
64,10,0.4,2,0.0,0.030203327581727214,0.7393134632205048,True
64,10,0.4,2,0.0,0.04908707596835392,0.6120931760054262,True
64,10,0.4,2,0.0,0.071781272481556,0.48781808229322327,False
64,10,0.4,2,0.0,0.0977129041793155,0.3763901495443243,False
64,10,0.4,2,0.0,0.12622721509519827,0.2830102533852384,False
64,10,0.4,2,0.0,0.15660423837873638,0.2088701767725096,False
64,10,0.4,2,0.0,0.18807697496603595,0.1524726947691345,False
64,10,0.4,2,0.0,0.21985075978161236,0.1109686446932199,False
64,10,0.4,2,0.0,0.2511233264880948,0.08116807575225102,False
64,10,0.4,2,0.0,0.2811050641625987,0.06014177173821484,False
64,10,0.4,2,0.0,0.30903895443253343,0.04548423282838546,False
64,10,0.4,2,0.0,0.3342196856718071,0.035359193252933074,False
64,10,0.4,2,0.0,0.35601146163704234,0.028435565346108693,False
64,10,0.4,2,0.0,0.37386405488791663,0.02378641763344761,False
64,10,0.4,2,0.0,0.3873266996537455,0.020790336396870814,False
64,10,0.4,2,0.0,0.39605947336092723,0.019051780187565398,False
64,10,0.4,2,0.0,0.39984187944546046,0.018344622587065977,False
64,10,0.4,2,0.0,0.39857841474039485,0.01857787082042283,False
64,10,0.4,2,0.0,0.39230098086548404,0.019781466625315578,False
64,10,0.4,2,0.0,0.3811680787331049,0.022110983845732957,False
64,10,0.4,2,0.0,0.36546080650861157,0.02587163549354495,False
64,10,0.4,2,0.0,0.345575762073899,0.03156338222231841,False
64,10,0.4,2,0.0,0.32201502920210495,0.039949053785420394,False
64,10,0.4,2,0.0,0.29537350028570125,0.052144581618979786,False
64,10,0.4,2,0.0,0.2663238557104139,0.06972205685582888,False
64,10,0.4,2,0.0,0.23559957913550994,0.09479905943376864,False
64,10,0.4,2,0.0,0.20397643753301417,0.1300593524603133,False
64,10,0.4,2,0.0,0.17225289360218668,0.17861387320768227,False
64,10,0.4,2,0.0,0.14122994513241566,0.24358253251418557,False
64,10,0.4,2,0.0,0.11169090035681771,0.3272898845920186,False
64,10,0.4,2,0.0,0.08438159995503033,0.4300662555239048,False
64,10,0.4,2,0.0,0.05999158508611513,0.5488578200637373,True
64,10,0.4,2,0.0,0.03913668694584715,0.6761320583302409,True
64,10,0.4,2,0.0,0.022343477450173663,0.7997670553710634,True
64,10,0.4,2,0.0,0.010035973654443569,0.9045119734905769,True
64,10,0.4,2,0.0,0.0025249316127333504,0.9750667818475127,True
64,10,0.4,2,0.0,2.3996156522589722e-32,1.0,True
64,10,0.4,2,0.5235987755982988,0.09999999999999996,0.36787944117144245,False
64,10,0.4,2,0.5235987755982988,0.12869780841554973,0.2761038863807277,False
64,10,0.4,2,0.5235987755982988,0.159195948406987,0.203526413985126,False
64,10,0.4,2,0.5235987755982988,0.19072436279637234,0.14848911427619133,False
64,10,0.4,2,0.5235987755982988,0.2224869806817945,0.10808148919186324,False
64,10,0.4,2,0.5235987755982988,0.2536818176832327,0.07911773837409777,False
64,10,0.4,2,0.5235987755982988,0.28352122549969705,0.05870606385595463,False
64,10,0.4,2,0.5235987755982988,0.31125177949017735,0.044488800532954106,False
64,10,0.4,2,0.5235987755982988,0.3361733021305817,0.03467511413209818,False
64,10,0.4,2,0.5235987755982988,0.3576565420173885,0.02797160417009534,False
64,10,0.4,2,0.5235987755982988,0.37515906203525584,0.023480367785844596,False
64,10,0.4,2,0.5235987755982988,0.3882389355232277,0.02060154192556335,False
64,10,0.4,2,0.5235987755982988,0.39656590462070096,0.018955539918247864,False
64,10,0.4,2,0.5235987755982988,0.39992971905255115,0.01832851581776032,False
64,10,0.4,2,0.5235987755982988,0.3982454448047943,0.018639832644805888,False
64,10,0.4,2,0.5235987755982988,0.3915556086503575,0.01992946305823251,False
64,10,0.4,2,0.5235987755982988,0.3800291243771443,0.022364257456885268,False
64,10,0.4,2,0.5235987755982988,0.3639570278304055,0.026263627591695225,False
64,10,0.4,2,0.5235987755982988,0.3437451284566786,0.03214651332005445,False
64,10,0.4,2,0.5235987755982988,0.31990376289278494,0.04080145122649113,False
64,10,0.4,2,0.5235987755982988,0.29303490931475484,0.053378400858345075,False
64,10,0.4,2,0.5235987755982988,0.2638169879005587,0.07149198889360556,False
64,10,0.4,2,0.5235987755982988,0.23298773118456692,0.09730768485746381,False
64,10,0.4,2,0.5235987755982988,0.20132555681557265,0.13355317469090042,False
64,10,0.4,2,0.5235987755982988,0.16962991304349712,0.18336086454825049,False
64,10,0.4,2,0.5235987755982988,0.13870109319780105,0.2498209214543662,False
64,10,0.4,2,0.5235987755982988,0.10932002882821373,0.3351422239050667,False
64,10,0.4,2,0.5235987755982988,0.08222857171716025,0.43942610195253945,False
64,10,0.4,2,0.5235987755982988,0.058110762629587615,0.5592785517365453,True
64,10,0.4,2,0.5235987755982988,0.03757555975144675,0.6867701608670024,True
64,10,0.4,2,0.5235987755982988,0.021141462911946917,0.8094383805704253,True
64,10,0.4,2,0.5235987755982988,0.009223421817455507,0.9118915429582106,True
64,10,0.4,2,0.5235987755982988,0.0021223588551861194,0.9790000468938717,True
64,10,0.4,2,0.5235987755982988,1.7571008713106593e-05,0.9998243053489821,True
64,10,0.4,2,0.5235987755982988,0.0029622027317530893,0.9708124047792975,True
64,10,0.4,2,0.5235987755982988,0.010881904087052348,0.8968927037371066,True
64,10,0.4,2,0.5235987755982988,0.023576708031457023,0.7899646508240218,True
64,10,0.4,2,0.5235987755982988,0.04072607944700017,0.6654706166122148,True
64,10,0.4,2,0.5235987755982988,0.06189700843342586,0.5384987604021245,True
64,10,0.4,2,0.5235987755982988,0.08655494351204628,0.4208202756584451,False
64,10,0.4,2,0.5235987755982988,0.11407728868501432,0.319571933397911,False
64,10,0.4,2,0.5235987755982988,0.14376912355849192,0.23747540100560377,False
64,10,0.4,2,0.5235987755982988,0.17488074960735817,0.17398129316842334,False
64,10,0.4,2,0.5235987755982988,0.20662661955027015,0.12665781543670254,False
64,10,0.4,2,0.5235987755982988,0.23820517188130153,0.09236088441430038,False
64,10,0.4,2,0.5235987755982988,0.2688190697498029,0.06800386769893325,False
64,10,0.4,2,0.5235987755982988,0.2976953331706024,0.050947818755288435,False
64,10,0.4,2,0.5235987755982988,0.3241048562400121,0.039122850833641296,False
64,10,0.4,2,0.5235987755982988,0.3473808165612809,0.030998757200322424,False
64,10,0.4,2,0.5235987755982988,0.36693551205408936,0.025492904497422725,False
64,10,0.4,2,0.5235987755982988,0.3822752000301657,0.021867538538629487,False
64,10,0.4,2,0.5235987755982988,0.39301256385850725,0.019641204704871826,False
64,10,0.4,2,0.5235987755982988,0.39887649244543877,0.018522576779979445,False
64,10,0.4,2,0.5235987755982988,0.3997189256043201,0.01836719187724079,False
64,10,0.4,2,0.5235987755982988,0.3955185924740062,0.01915510681029144,False
64,10,0.4,2,0.5235987755982988,0.38638154859354534,0.0209877680255819,False
64,10,0.4,2,0.5235987755982988,0.37253849807234407,0.02410381913464408,False
