Dimension,Perturbation Magnitude,Quantum Coherence
64,0.15,0.2231301601484298
64,0.16892548787419598,0.18465706464870957
64,0.187548495159208,0.15328061513954983
64,0.20557137572546766,0.1280014410075152
64,0.22270607509487048,0.10784494790646616
64,0.2386787343320379,0.09192453196270282
64,0.25323406705233303,0.07947278281051084
64,0.26613943959017916,0.06985075420088135
64,0.27718858911553257,0.062543942383006
64,0.28620492027293265,0.05715152512593496
64,0.29304432765390087,0.053373373736260894
64,0.29759749899193083,0.0509976875256921
64,0.29979166226877213,0.04989090174103632
64,0.2995917488085121,0.04999074013100113
64,0.2970009537700629,0.05130282101863736
64,0.2920606850798619,0.053900967528159434
64,0.28484990162098084,0.05793120945568895
64,0.2754838512561763,0.06361929255585566
64,0.26411222885469027,0.07128122654494938
64,0.2509167837625287,0.08133589575854702
64,0.2361084149553247,0.09431791302329187
64,0.21992380030111683,0.1108876222118716
64,0.2026216138065601,0.13183341802005336
64,0.1844783913052265,0.1580594717885526
64,0.16578411066550067,0.19054991330115334
64,0.14683755715832833,0.2302992862028872
64,0.12794154805880187,0.27819986615934084
64,0.10939809280539094,0.33488070064689557
64,0.09150356607059225,0.40050234363986137
64,0.07454397089041173,0.4745256009279084
64,0.05879036756070662,0.5554905534114102
64,0.04449454135901437,0.6408592572836379
64,0.03188497833341511,0.7269847463292433
64,0.021163213476226548,0.8092623423005079
64,0.01250060964861513,0.8824915224708502
64,0.006035618737637094,0.9414291486793527
64,0.0018715688198431444,0.9814583627746397
64,7.501269856893811e-05,0.9992501542892229
64,0.0006746642097631761,0.9932760653970211
64,0.0036609392970664897,0.964052627546986
64,0.008986109191008002,0.914058146524261
64,0.016565063244098416,0.8473422163648865
64,0.026276669229648674,0.7689212716417093
64,0.03796570936305223,0.6840959498558569
64,0.05144536110266325,0.5978271515601493
64,0.06650018308034897,0.5142725861737246
64,0.08288955843845484,0.43653113199242033
64,0.10035154053932308,0.3665884662794352
64,0.1186070395825059,0.30541908515608845
64,0.1373642832161814,0.2531829745309685
64,0.1563234798501146,0.2094574215917547
64,0.17518161013778114,0.17345863875162817
64,0.1936372700467864,0.14422615356971688
64,0.21139548811218506,0.12075943158663201
64,0.22817243987994026,0.10210797993856895
64,0.24369998419093594,0.08742274045343294
64,0.2577299488034318,0.07597890917728044
64,0.27003809685809654,0.06717991442731422
64,0.2804277107907604,0.060550526852409484
64,0.2887327364122455,0.05572494625815329
64,0.2948204369043586,0.05243377317441949
64,0.29859351431399694,0.05049226397041978
64,0.2999916646381415,0.04979121847313189
64,0.29899254164526423,0.05029118747888081
64,0.29561211402867255,0.0520203058095675
64,0.2899044101835104,0.05507584179799204
64,0.28196065468657305,0.05962939946818435
64,0.2719078102803285,0.06593551217974104
64,0.2599065486641903,0.07434302030755695
64,0.24614868252529878,0.08530801851130933
64,0.2308540998519203,0.09940617957204043
64,0.2142672495274398,0.11734083079478545
64,0.19665323437468546,0.13994128408379064
64,0.17829357409432336,0.16814379535469579
64,0.15948170581704962,0.20294565235561957
64,0.14051829418295073,0.24532217266040482
64,0.12170642590567646,0.2960981596902775
64,0.10334676562531465,0.35577112711109304
64,0.08573275047256029,0.4242944934908062
64,0.06914590014807975,0.5008448024278292
64,0.05385131747470127,0.5836153416371241
64,0.04009345133580978,0.6696939156076102
64,0.028092189719671506,0.7550873076126831
64,0.018039345313426974,0.8349416363723083
64,0.010095589816489803,0.9039728988704987
64,0.004387885971327532,0.9570698901717558
64,0.0010074583547357852,0.9899759950741154
64,8.335361858502476e-06,0.9999166498552313
64,0.0014064856860030671,0.9860335911463788
64,0.005179563095641354,0.9495229001019757
64,0.011267263587754527,0.8934430934615654
64,0.019572289209239545,0.8222400523321425
64,0.029961903141903466,0.741100502914921
64,0.042270051196568126,0.6552748507049052
64,0.05630001580906378,0.5694979144972461
64,0.07182756012005954,0.4875923350732956
64,0.0886045118878146,0.41228306322514613
64,0.10636272995321348,0.34520138778988935
64,0.12481838986221862,0.28702559138120026
64,0.14367652014988555,0.23769541317519846
64,0.16263571678381847,0.19664461427588692
64,0.18139296041749384,0.16301230272633327
64,0.1996484594606768,0.13581187884376422
64,0.21711044156154505,0.11405158697530987
64,0.23349981691965105,0.09681065976759165
64,0.24855463889733664,0.08328003878367633
64,0.2620342906369475,0.0727779025418211
64,0.27372333077035116,0.06474924053221288
64,0.2834349367559014,0.05875674244280127
64,0.2910138908089919,0.054468163275149514
64,0.2963390607029335,0.05164351711228277
64,0.29932533579023685,0.05012409953517165
64,0.299924987301431,0.049824429002243195
64,0.2981284311801568,0.05072764190129578
64,0.2939643812623629,0.052884562197490693
64,0.287499390351385,0.05641648344503887
64,0.2788367865237735,0.061521543466773874
64,0.268115021666585,0.0684843370087932
64,0.2555054586409857,0.07768799124302672
64,0.2412096324392936,0.08962720979161326
64,0.2254560291095886,0.10491966770709094
64,0.20849643392940795,0.12431155312447621
64,0.19060190719460948,0.14867105889258198
64,0.17205845194119812,0.17896151085618445
64,0.15316244284167177,0.21618420616381284
64,0.13421588933449935,0.2612809814779516
64,0.11552160869477358,0.3149894644369533
64,0.0973783861934401,0.37765135058768373
64,0.08007619969888331,0.4489867072154937
64,0.06389158504467533,0.5278643978855742
64,0.04908321623747159,0.6121168016107085
64,0.03588777114530993,0.6984597597583216
64,0.024516148743823796,0.7825781514963007
64,0.015150098379019128,0.85941703678646
64,0.007939314920138102,0.9236767102901029
64,0.002999046229937008,0.9704547894116246
64,0.00040825119148790164,0.9959258102079815
64,0.00020833773122791444,0.997918791411882
64,0.00240250100806918,0.9762612930788629
64,0.006955672346099046,0.9328072198299046
64,0.013795079727067278,0.8711415532333879
64,0.02281141088446741,0.7960334201988485
64,0.03386056040982053,0.7127635046671542
64,0.04676593294766665,0.6264669061176933
64,0.061321265667961894,0.5416080702816579
64,0.07729392490512942,0.46165415565914375
64,0.09442862427453237,0.388957092795079
64,0.11245150484079217,0.32480994627100573
64,0.1310745121258038,0.2696190826090444
64,0.14999999999999988,0.22313016014843007
