Cantor Boundary Point,Hilbert Boundary Point,Quantum Coherence,Gamma
0.0,0.0,1.0,1
0.0013717421124828531,0.007874015748031496,0.9935188204011715,1
0.0027434842249657062,0.015748031496062992,0.9870796464913352,1
0.004115226337448559,0.023622047244094488,0.9806822060240766,1
0.008230452674897118,0.031496062992125984,0.977002947244262,1
0.009602194787379972,0.03937007874015748,0.970670815674587,1
0.010973936899862825,0.047244094488188976,0.9643797237868587,1
0.012345679012345678,0.05511811023622047,0.9581294055955273,1
0.024691358024691357,0.06299212598425197,0.9624234312241235,1
0.02606310013717421,0.07086614173228346,0.9561857921162391,1
0.027434842249657063,0.07874015748031496,0.9499885802676855,1
0.028806584362139915,0.08661417322834646,0.9438315336621345,1
0.03292181069958847,0.09448818897637795,0.9402905288029039,1
0.034293552812071325,0.10236220472440945,0.9341963370106547,1
0.03566529492455418,0.11023622047244094,0.9281416427699208,1
0.037037037037037035,0.11811023622047244,0.9221261900899772,1
0.07407407407407407,0.12598425196850394,0.9494141413903002,1
0.07544581618655692,0.13385826771653542,0.9432608178262821,1
0.07681755829903977,0.14173228346456693,0.9371473750574121,1
0.07818930041152264,0.14960629921259844,0.9310735546090941,1
0.0823045267489712,0.15748031496062992,0.9275804142937037,1
0.08367626886145403,0.1653543307086614,0.9215685990363105,1
0.0850480109739369,0.1732283464566929,0.9155957474333153,1
0.08641975308641975,0.18110236220472442,0.9096616069542762,1
0.09876543209876543,0.1889763779527559,0.9137384156095579,1
0.10013717421124829,0.19685039370078738,0.9078163128316433,1
0.10150891632373114,0.2047244094488189,0.9019325922654351,1
0.10288065843621398,0.2125984251968504,0.8960870051489257,1
0.10699588477366255,0.2204724409448819,0.8927251250608403,1
0.10836762688614542,0.22834645669291337,0.8869392131929343,1
0.10973936899862825,0.23622047244094488,0.8811908008589873,1
0.1111111111111111,0.2440944881889764,0.8754796450177845,1
0.2222222222222222,0.25196850393700787,0.9706917845630456,1
0.2235939643347051,0.25984251968503935,0.9644005567721852,1
0.22496570644718794,0.26771653543307083,0.9581501035585344,1
0.22633744855967078,0.2755905511811024,0.9519401606547352,1
0.23045267489711932,0.28346456692913385,0.9483687343838877,1
0.23182441700960219,0.29133858267716534,0.942222186290432,1
0.23319615912208505,0.2992125984251969,0.9361154750790828,1
0.23456790123456792,0.30708661417322836,0.9300483425598525,1
0.2469135802469136,0.31496062992125984,0.934216517960234,1
0.24828532235939646,0.3228346456692913,0.9281616929231414,1
0.2496570644718793,0.3307086614173228,0.9221461102945538,1
0.2510288065843621,0.33858267716535434,0.9161695157373736,1
0.2551440329218107,0.3464566929133858,0.9127322914114205,1
0.25651577503429357,0.3543307086614173,0.9068167095051328,1
0.25788751714677643,0.36220472440944884,0.9009394675476112,1
0.25925925925925924,0.3700787401574803,0.8951003170507622,1
0.2962962962962963,0.3779527559055118,0.9215885071955423,1
0.29766803840877915,0.3858267716535433,0.9156155265641917,1
0.299039780521262,0.39370078740157477,0.9096812578930532,1
0.3004115226337449,0.4015748031496063,0.90378545028296,1
0.3045267489711934,0.4094488188976378,0.9003946876764846,1
0.3058984910836762,0.41732283464566927,0.894559067995822,1
0.3072702331961591,0.4251968503937008,0.8887612700143803,1
