Cantor Boundary Point,Hilbert Boundary Point,Quantum Coherence,Gamma
0.0,0.0,1.0,20
0.0013717421124828531,0.007874015748031496,0.8780555024486593,20
0.0027434842249657062,0.015748031496062992,0.7709814653803676,20
0.004115226337448559,0.023622047244094488,0.6769645179631623,20
0.008230452674897118,0.031496062992125984,0.6279390280344075,20
0.009602194787379972,0.03937007874015748,0.5513653187678744,20
0.010973936899862825,0.047244094488188976,0.4841293520034913,20
0.012345679012345678,0.05511811023622047,0.4250924414235693,20
0.024691358024691357,0.06299212598425197,0.46486168967835745,20
0.02606310013717421,0.07086614173228346,0.4081743644996629,20
0.027434842249657063,0.07874015748031496,0.3583997467074137,20
0.028806584362139915,0.08661417322834646,0.31469486967265037,20
0.03292181069958847,0.09448818897637795,0.2919047975870601,20
0.034293552812071325,0.10236220472440945,0.25630861371248026,20
0.03566529492455418,0.11023622047244094,0.22505318859523124,20
0.037037037037037035,0.11811023622047244,0.19760919058965862,20
0.07407407407407407,0.12598425196850394,0.35409021351082914,20
0.07544581618655692,0.13385826771653542,0.3109108603364042,20
0.07681755829903977,0.14173228346456693,0.27299699168942626,20
0.07818930041152264,0.14960629921259844,0.23970651070483165,20
0.0823045267489712,0.15748031496062992,0.2223470645084859,20
0.08367626886145403,0.1653543307086614,0.195233063444983,20
0.0850480109739369,0.1732283464566929,0.17142546561777555,20
0.08641975308641975,0.18110236220472442,0.15052107334551124,20
0.09876543209876543,0.1889763779527559,0.1646029749512144,20
0.10013717421124829,0.19685039370078738,0.1445305478753327,20
0.10150891632373114,0.2047244094488189,0.12690584283385523,20
0.10288065843621398,0.2125984251968504,0.11143037359315126,20
0.10699588477366255,0.2204724409448819,0.10336063210243748,20
0.10836762688614542,0.22834645669291337,0.09075637175411684,20
0.10973936899862825,0.23622047244094488,0.07968913160097836,20
0.1111111111111111,0.2440944881889764,0.06997148048759434,20
0.2222222222222222,0.25196850393700787,0.5516035847316783,20
0.2235939643347051,0.25984251968503935,0.48433856274405584,20
0.22496570644718794,0.26771653543307083,0.4252761400654934,20
0.22633744855967078,0.2755905511811024,0.3734160548446328,20
0.23045267489711932,0.28346456692913385,0.3463734188567049,20
0.23182441700960219,0.29133858267716534,0.30413508632908404,20
0.23319615912208505,0.2992125984251969,0.2670474860389501,20
0.23456790123456792,0.30708661417322836,0.23448251453158186,20
0.2469135802469136,0.31496062992125984,0.2564193744310071,20
0.24828532235939646,0.3228346456692913,0.22515044265358897,20
0.2496570644718793,0.3307086614173228,0.1976945850507351,20
0.2510288065843621,0.33858267716535434,0.17358681820810212,20
0.2551440329218107,0.3464566929133858,0.16101573274939737,20
0.25651577503429357,0.3543307086614173,0.14138075012141124,20
0.25788751714677643,0.36220472440944884,0.12414014558442404,20
0.25925925925925924,0.3700787401574803,0.10900193790518109,20
0.2962962962962963,0.3779527559055118,0.19531743109097865,20
0.29766803840877915,0.3858267716535433,0.17149954509357074,20
0.299039780521262,0.39370078740157477,0.15058611923685183,20
0.3004115226337449,0.4015748031496063,0.13222297058830756,20
0.3045267489711934,0.4094488188976378,0.12264743783744655,20
0.3058984910836762,0.41732283464566927,0.10769125765439977,20
0.3072702331961591,0.4251968503937008,0.09455890134906197,20
0.30864197530864196,0.4330708661417323,0.08302796363504383,20
0.32098765432098764,0.4409448818897638,0.0907955910405885,20
0.3223593964334705,0.44881889763779526,0.07972356831126694,20
0.32373113854595337,0.45669291338582674,0.07000171783054956,20
0.32510288065843623,0.4645669291338583,0.06146539352197243,20
0.3292181069958848,0.47244094488188976,0.05701409518783672,20
0.3305898491083676,0.48031496062992124,0.05006153999681163,20
