Dimension,Gamma,Nonlinear Factor,Perturbation Magnitude,Quantum Coherence
64,10,4,0.0341739607023589,0.7105331984769834
64,10,4,0.14515591074143608,0.2342048527689296
64,10,4,0.30459479993020144,0.04755121209769733
64,10,4,0.39819081937775247,0.01865001751449902
64,10,4,0.3452102363856293,0.031678965607217835
64,10,4,0.1921952807533089,0.1463209463081172
64,10,4,0.05840644046536769,0.5576273313681012
64,10,4,0.005473520259550955,0.9467358079496443
64,10,4,4.0534716288621107e-07,0.9999959465365866
64,10,4,0.0025200440838581066,0.9751144396826642
64,10,4,0.041359533197838125,0.6612684913419551
64,10,4,0.16039559207625903,0.20109940905664145
64,10,4,0.31899856572402985,0.04117246146155392
64,10,4,0.39979864230023154,0.018352555993141208
64,10,4,0.33257962736556046,0.03594388618561313
64,10,4,0.1761109379263448,0.171854106649333
64,10,4,0.049432095862853076,0.6099849717287372
64,10,4,0.0037919672602019466,0.9627902762227749
64,10,4,8.997117622759771e-61,1.0
64,15,2,0.0,1.0
64,15,2,0.03894594849378829,0.5575577311333063
64,15,2,0.14061592493434502,0.12133027892624346
64,15,2,0.2654135926634844,0.01866315741987526
64,15,2,0.36473531628596667,0.004206897897703469
64,15,2,0.3998993084766371,0.002482498845378074
64,15,2,0.35721061894855755,0.004709567108371406
64,15,2,0.253294762738007,0.02238371841080291
64,15,2,0.12862275568162565,0.14524383398161822
64,15,2,0.03174929343376376,0.621114768635747
64,15,2,0.0004026647056231264,0.9939782333690955
64,15,2,0.04679111137620439,0.4956592072106063
64,15,2,0.15284821289811454,0.10099106883048851
64,15,2,0.277269025138626,0.015622620591818463
64,15,2,0.3715966826469956,0.003795457812502412
64,15,2,0.3990943845146171,0.0025126538648788214
64,15,2,0.349052889935151,0.005322600128713308
64,15,2,0.24096133361303806,0.02693254144915897
64,15,2,0.11691699739962265,0.17312265262203644
64,15,2,0.025230124586043047,0.6849209363347182
64,15,2,0.0016090374338409603,0.9761533719653903
64,15,2,0.055253192378986016,0.4365737825998404
64,15,2,0.16527036446661383,0.08382236119957359
64,15,2,0.288813322521155,0.013138612858566549
64,15,2,0.37776708973098483,0.0034599319907275476
64,15,2,0.3974877777352788,0.0025739420953785146
64,15,2,0.3402949775412638,0.006069830107883642
64,15,2,0.228462967654657,0.03248604992663729
64,15,2,0.10554578504546318,0.20531974655480886
64,15,2,0.019414692342675833,0.747350954822575
64,15,2,0.0036142605474586732,0.9472294646681676
64,15,2,0.06429811768857378,0.3811845014372452
64,15,2,0.17783236001979763,0.06942658606642077
64,15,2,0.30000000000000004,0.011108996538242297
64,15,2,0.38322169148641416,0.0031881152347589736
64,15,2,0.3950859573770813,0.002668364981409522
64,15,2,0.33097214678905695,0.00698086669319993
64,15,2,0.2158499913713574,0.03925211815134848
64,15,2,0.09455490647789962,0.24211956679690028
64,15,2,0.014326413396785451,0.8066251627562527
64,15,2,0.006410259720728827,0.9083242180196932
64,15,2,0.07388946658309593,0.3301058234697663
64,15,2,0.1904836168352517,0.05742622189515524
64,15,2,0.31078401277322226,0.009449814270373709
64,15,2,0.38793852415718166,0.0029703429473137387
64,15,2,0.3918985947228994,0.0027990395994274366
64,15,2,0.32112193742753303,0.008092407023785601
64,15,2,0.20317319276696108,0.04747282240869322
64,15,2,0.08398861808576027,0.2837024585210716
64,15,2,0.009985776451810818,0.8608916308366839
64,15,2,0.009985776451810889,0.860891630836683
64,15,2,0.08398861808576102,0.28370245852106857
64,15,2,0.20317319276696263,0.04747282240869213
64,15,2,0.32112193742753314,0.008092407023785587
64,15,2,0.39189859472289945,0.0027990395994274314
64,15,2,0.38793852415718155,0.002970342947313744
64,15,2,0.3107840127732215,0.009449814270373835
64,15,2,0.19048361683525072,0.05742622189515608
64,15,2,0.07388946658309577,0.330105823469767
64,15,2,0.00641025972072877,0.908324218019694
64,15,2,0.014326413396785535,0.8066251627562516
64,15,2,0.09455490647789981,0.24211956679689953
64,15,2,0.2158499913713583,0.03925211815134795
64,15,2,0.33097214678905756,0.006980866693199862
64,15,2,0.39508595737708124,0.002668364981409522
64,15,2,0.38322169148641416,0.0031881152347589736
64,15,2,0.2999999999999998,0.011108996538242337
64,15,2,0.17783236001979746,0.06942658606642095
64,15,2,0.06429811768857312,0.3811845014372491
64,15,2,0.003614260547458497,0.9472294646681699
64,15,2,0.019414692342676235,0.7473509548225703
64,15,2,0.10554578504546336,0.20531974655480828
64,15,2,0.2284629676546573,0.032486049926637145
64,15,2,0.3402949775412645,0.006069830107883582
64,15,2,0.39748777773527894,0.00257394209537851
64,15,2,0.37776708973098444,0.0034599319907275723
64,15,2,0.28881332252115505,0.013138612858566536
64,15,2,0.16527036446661403,0.08382236119957333
64,15,2,0.05525319237898588,0.43657378259984125
64,15,2,0.001609037433840888,0.9761533719653912
64,15,2,0.02523012458604333,0.6849209363347152
64,15,2,0.11691699739962347,0.17312265262203433
64,15,2,0.2409613336130393,0.026932541449158492
64,15,2,0.34905288993515093,0.0053226001287133215
64,15,2,0.39909438451461704,0.0025126538648788214
64,15,2,0.3715966826469953,0.003795457812502429
64,15,2,0.27726902513862517,0.015622620591818643
64,15,2,0.15284821289811368,0.10099106883048986
64,15,2,0.04679111137620459,0.4956592072106048
64,15,2,0.0004026647056230338,0.9939782333690967
64,15,2,0.03174929343376389,0.6211147686357457
64,15,2,0.12862275568162598,0.14524383398161755
64,15,2,0.2532947627380077,0.02238371841080265
64,15,2,0.3572106189485581,0.004709567108371368
64,15,2,0.3998993084766371,0.002482498845378074
64,15,2,0.3647353162859667,0.004206897897703461
64,15,2,0.2654135926634842,0.018663157419875325
64,15,2,0.14061592493434458,0.12133027892624428
64,15,2,0.03894594849378789,0.5575577311333096
64,15,2,5.999039130647432e-31,1.0
64,15,3,0.0,1.0
64,15,3,0.012152438504512565,0.8333624831983719
64,15,3,0.08337229684492527,0.2863373972889146
64,15,3,0.2161995299309578,0.03904685479490649
64,15,3,0.34828657105528277,0.005384135252142375
64,15,3,0.3998489722204635,0.002484373948649054
64,15,3,0.3375643273599604,0.006323610764944321
64,15,3,0.2015623065932169,0.048633893262980836
64,15,3,0.07293680232647706,0.33485688918399736
64,15,3,0.008944809617003079,0.8744395219060941
64,15,3,1.2775719002029624e-05,0.9998083825759339
64,15,3,0.016003502619256753,0.7865865332838179
64,15,3,0.09448449633072971,0.24237541699645748
64,15,3,0.23084583195439068,0.03134540858286805
64,15,3,0.35816054871619407,0.004642936573345526
64,15,3,0.39864234594299597,0.00252974900380859
64,15,3,0.32606701025227314,0.00751386608703291
64,15,3,0.18702128711478594,0.06048745403804082
64,15,3,0.06321010104858596,0.387456569287252
64,15,3,0.006336495006112575,0.9093298083960721
64,15,3,0.00010205146092833443,0.9984703991197966
64,15,3,0.020535537162646444,0.7348910239918127
64,15,3,0.10623374252751783,0.2032118723809974
64,15,3,0.24541202465443623,0.02519321996138049
64,15,3,0.36711842793248856,0.0040591713832763944
64,15,3,0.39623758961793687,0.002622666202072798
64,15,3,0.3138725337974066,0.009022011124447126
64,15,3,0.1726607905607177,0.07502665276230613
64,15,3,0.05421648355372088,0.4434158422972986
64,15,3,0.004277261213901692,0.9378559453006456
64,15,3,0.0003435573071118312,0.9948598961705695
64,15,3,0.025779078750517395,0.6793042398826042
64,15,3,0.11857310494985374,0.16887498454016453
64,15,3,0.2598076211353317,0.02030040754495063
64,15,3,0.3750983290694675,0.003601247607054879
64,15,3,0.392651621209843,0.0027676012238107774
64,15,3,0.30106285429049834,0.010933292201146607
64,15,3,0.15856161397519913,0.09269653278656591
64,15,3,0.04597228691183988,0.5017846157364098
64,15,3,0.002711291562563295,0.9601465274198357
64,15,3,0.0008114905060920441,0.9879014258769391
64,15,3,0.03175731679439759,0.6210400217169918
64,15,3,0.13144874600920795,0.1392156387377817
64,15,3,0.27394161336469314,0.016422150741927127
64,15,3,0.38204486628210627,0.0032448927045330123
64,15,3,0.3879096320997315,0.0029716305160836184
64,15,3,0.28772325672344135,0.013355208093469774
64,15,3,0.1448003502654471,0.11394889119312533
64,15,3,0.038485812330129786,0.5614193293922466
64,15,3,0.0015777666192639058,0.9766113560349073
64,15,3,0.001577766619263922,0.9766113560349071
64,15,3,0.0384858123301303,0.5614193293922423
64,15,3,0.1448003502654488,0.11394889119312239
64,15,3,0.2877232567234415,0.013355208093469727
64,15,3,0.38790963209973167,0.002971630516083616
64,15,3,0.3820448662821061,0.003244892704533024
64,15,3,0.2739416133646921,0.016422150741927405
64,15,3,0.13144874600920692,0.13921563873778375
64,15,3,0.03175731679439748,0.621040021716993
64,15,3,0.0008114905060920334,0.9879014258769394
64,15,3,0.0027112915625633186,0.9601465274198354
64,15,3,0.04597228691184002,0.5017846157364088
64,15,3,0.15856161397520013,0.09269653278656446
64,15,3,0.3010628542904992,0.010933292201146472
64,15,3,0.3926516212098428,0.0027676012238107826
64,15,3,0.3750983290694675,0.0036012476070548826
64,15,3,0.25980762113533135,0.020300407544950737
64,15,3,0.11857310494985357,0.16887498454016495
64,15,3,0.02577907875051699,0.6793042398826082
64,15,3,0.00034355730711180607,0.9948598961705698
64,15,3,0.004277261213901824,0.9378559453006439
64,15,3,0.05421648355372102,0.4434158422972977
64,15,3,0.17266079056071804,0.07502665276230577
64,15,3,0.3138725337974075,0.009022011124447006
64,15,3,0.3962375896179369,0.0026226662020727956
64,15,3,0.36711842793248795,0.00405917138327643
64,15,3,0.24541202465443634,0.025193219961380457
64,15,3,0.10623374252751801,0.2032118723809969
64,15,3,0.020535537162646365,0.7348910239918136
64,15,3,0.00010205146092832753,0.9984703991197966
64,15,3,0.006336495006112681,0.9093298083960707
64,15,3,0.06321010104858661,0.3874565692872481
64,15,3,0.18702128711478738,0.060487454038039526
64,15,3,0.32606701025227297,0.00751386608703293
64,15,3,0.3986423459429958,0.002529749003808595
64,15,3,0.3581605487161937,0.004642936573345551
64,15,3,0.23084583195438968,0.03134540858286851
64,15,3,0.09448449633072889,0.2423754169964605
64,15,3,0.016003502619256853,0.7865865332838168
64,15,3,1.2775719002025214e-05,0.9998083825759337
64,15,3,0.008944809617003132,0.8744395219060932
64,15,3,0.07293680232647735,0.3348568891839959
64,15,3,0.20156230659321772,0.04863389326298023
64,15,3,0.3375643273599611,0.006323610764944253
64,15,3,0.3998489722204635,0.0024843739486490562
64,15,3,0.34828657105528293,0.00538413525214237
64,15,3,0.21619952993095756,0.03904685479490661
64,15,3,0.08337229684492489,0.2863373972889161
64,15,3,0.012152438504512376,0.8333624831983744
64,15,3,7.346704069307097e-46,1.0
64,15,4,0.0,1.0
64,15,4,0.003791967260202025,0.9447078913992655
64,15,4,0.049432095862853374,0.4764076241561291
64,15,4,0.17611093792634508,0.07124261823676223
64,15,4,0.3325796273655603,0.006814555699315479
64,15,4,0.39979864230023154,0.002486250231948784
64,15,4,0.31899856572402896,0.008354303481660554
64,15,4,0.16039559207625811,0.09018123771504535
64,15,4,0.0413595331978379,0.537733068060654
64,15,4,0.0025200440838580866,0.962904866006288
64,15,4,4.053471628863977e-07,0.9999939198110412
64,15,4,0.005473520259550909,0.9211772532203693
64,15,4,0.05840644046536836,0.4164051364342757
64,15,4,0.19219528075331002,0.05597057284352431
64,15,4,0.3452102363856298,0.005638407870524125
64,15,4,0.39819081937775264,0.0025469408907211875
64,15,4,0.3045947999302016,0.010369131629618349
64,15,4,0.1451559107414346,0.11334277313720911
64,15,4,0.034173960702358425,0.598930681939611
64,15,4,0.0015913979665681346,0.9764116885200018
64,15,4,6.472503658753756e-06,0.9999029171579631
64,15,4,0.007632288170173096,0.8918259198624799
64,15,4,0.06828573342731843,0.3590527370543394
64,15,4,0.2085328381642717,0.04380564570796936
64,15,4,0.35676993520954486,0.004740801673511228
64,15,4,0.3949913336223261,0.0026721550311927782
64,15,4,0.28950167934952314,0.013003650018924054
64,15,4,0.13048831897393215,0.14123575203260647
64,15,4,0.027849781852157793,0.6585289944041294
64,15,4,0.0009423256969018891,0.985964543018549
64,15,4,3.2657198262290675e-05,0.9995102619868944
64,15,4,0.010335619845734214,0.8563858049284675
64,15,4,0.07906087067552729,0.30546714225969707
64,15,4,0.2250000000000001,0.03421811831166599
64,15,4,0.3671471620642709,0.004057422208779244
64,15,4,0.3902322842914123,0.0028698822889031304
64,15,4,0.2738564048753926,0.016443153761171246
64,15,4,0.11647804693753766,0.17426629754187217
64,15,4,0.022351575847610855,0.7151423696527133
64,15,4,0.0005131153020389841,0.9923328144462248
64,15,4,0.00010272857421799602,0.9984602580076483
64,15,4,0.013649133179836126,0.8148615987084558
64,15,4,0.09071002070659745,0.25649392198962123
64,15,4,0.24146675648856594,0.02672912865637272
64,15,4,0.37624074631313054,0.0035400614448070637
64,15,4,0.38396127136445835,0.0031529427040543154
64,15,4,0.25779824674303103,0.02092158869666871
64,15,4,0.10319836564780178,0.21267810835358233
64,15,4,0.017635219919889242,0.7675679273102411
64,15,4,0.0002492893283638486,0.9962676426999001
64,15,4,0.0002492893283638521,0.9962676426998999
64,15,4,0.017635219919889557,0.7675679273102375
64,15,4,0.10319836564780338,0.2126781083535773
64,15,4,0.2577982467430312,0.020921588696668655
64,15,4,0.38396127136445846,0.003152942704054307
64,15,4,0.37624074631313037,0.0035400614448070763
64,15,4,0.2414667564885647,0.026729128656373197
64,15,4,0.09071002070659652,0.2564939219896248
64,15,4,0.013649133179836064,0.8148615987084563
64,15,4,0.00010272857421799424,0.998460258007648
64,15,4,0.0005131153020389901,0.9923328144462248
64,15,4,0.02235157584761095,0.7151423696527122
64,15,4,0.11647804693753863,0.17426629754186962
64,15,4,0.27385640487539364,0.016443153761170996
64,15,4,0.3902322842914121,0.002869882288903143
64,15,4,0.3671471620642709,0.00405742220877924
64,15,4,0.22499999999999976,0.03421811831166614
64,15,4,0.07906087067552714,0.30546714225969773
64,15,4,0.010335619845733997,0.8563858049284702
64,15,4,3.265719826228748e-05,0.9995102619868944
64,15,4,0.000942325696901928,0.9859645430185485
64,15,4,0.027849781852157886,0.6585289944041285
64,15,4,0.13048831897393245,0.14123575203260585
64,15,4,0.28950167934952425,0.013003650018923845
64,15,4,0.39499133362232625,0.0026721550311927665
64,15,4,0.3567699352095441,0.004740801673511287
64,15,4,0.20853283816427184,0.04380564570796923
64,15,4,0.06828573342731857,0.3590527370543386
64,15,4,0.0076322881701730546,0.8918259198624806
64,15,4,6.472503658753173e-06,0.9999029171579629
64,15,4,0.00159139796656817,0.9764116885200012
64,15,4,0.0341739607023589,0.5989306819396065
64,15,4,0.14515591074143608,0.11334277313720656
64,15,4,0.30459479993020144,0.010369131629618377
64,15,4,0.39819081937775247,0.002546940890721194
64,15,4,0.3452102363856293,0.00563840787052417
64,15,4,0.1921952807533089,0.05597057284352525
64,15,4,0.05840644046536769,0.4164051364342799
64,15,4,0.005473520259550955,0.9211772532203687
64,15,4,4.0534716288621107e-07,0.9999939198110411
64,15,4,0.0025200440838581066,0.9629048660062876
64,15,4,0.041359533197838125,0.5377330680606522
64,15,4,0.16039559207625903,0.09018123771504404
64,15,4,0.31899856572402985,0.008354303481660443
64,15,4,0.39979864230023154,0.0024862502319487863
64,15,4,0.33257962736556046,0.0068145556993154605
64,15,4,0.1761109379263448,0.0712426182367625
64,15,4,0.049432095862853076,0.4764076241561312
64,15,4,0.0037919672602019466,0.9447078913992666
64,15,4,8.997117622759771e-61,1.0
128,5,2,0.0,1.0
128,5,2,0.03894594849378829,0.8230570653714463
128,5,2,0.14061592493434502,0.49505835985215696
128,5,2,0.2654135926634844,0.26525385627778914
128,5,2,0.36473531628596667,0.16143114379740822
128,5,2,0.3998993084766371,0.13540343597034882
128,5,2,0.35721061894855755,0.16762044780892504
128,5,2,0.253294762738007,0.2818236343812404
128,5,2,0.12862275568162565,0.5256531058396231
128,5,2,0.03174929343376376,0.8532126489681575
128,5,2,0.0004026647056231264,0.997988701848225
128,5,2,0.04679111137620439,0.7913969872644793
128,5,2,0.15284821289811454,0.4656872234644216
128,5,2,0.277269025138626,0.24998730917881506
128,5,2,0.3715966826469956,0.15598687447783724
128,5,2,0.3990943845146171,0.1359494813966804
128,5,2,0.349052889935151,0.17459881026234716
128,5,2,0.24096133361303806,0.2997499451485497
128,5,2,0.11691699739962265,0.5573371159716757
128,5,2,0.025230124586043047,0.881482065372086
128,5,2,0.0016090374338409603,0.9919870887358583
128,5,2,0.055253192378986016,0.7586111422714927
128,5,2,0.16527036446661383,0.43764297685511944
128,5,2,0.288813322521155,0.2359662216963256
128,5,2,0.37776708973098483,0.15124784219460188
128,5,2,0.3974877777352788,0.13704596634304014
128,5,2,0.3402949775412638,0.18241428496647757
128,5,2,0.228462967654657,0.319079548714602
128,5,2,0.10554578504546318,0.5899432546734987
128,5,2,0.019414692342675833,0.9074893379628836
128,5,2,0.0036142605474586732,0.9820910040848643
128,5,2,0.06429811768857378,0.7250674540090966
128,5,2,0.17783236001979763,0.41100010866303616
128,5,2,0.30000000000000004,0.2231301601484298
128,5,2,0.38322169148641416,0.14717860092116627
128,5,2,0.3950859573770813,0.13870168726468612
128,5,2,0.33097214678905695,0.19111867019535467
128,5,2,0.2158499913713574,0.33985033248653157
128,5,2,0.09455490647789962,0.6232705826656376
128,5,2,0.014326413396785451,0.9308733318431484
128,5,2,0.006410259720728827,0.9684569003182302
128,5,2,0.07388946658309593,0.6911161822747423
128,5,2,0.1904836168352517,0.3858069808573104
128,5,2,0.31078401277322226,0.21141757688180404
128,5,2,0.38793852415718166,0.14374812817426005
128,5,2,0.3918985947228994,0.1409298579657752
128,5,2,0.32112193742753303,0.20076711246209766
128,5,2,0.20317319276696108,0.36208873827698396
128,5,2,0.08398861808576027,0.6570842131318385
128,5,2,0.009985776451810818,0.951297076194095
128,5,2,0.009985776451810889,0.9512970761940948
128,5,2,0.08398861808576102,0.6570842131318361
128,5,2,0.20317319276696263,0.36208873827698107
128,5,2,0.32112193742753314,0.20076711246209758
128,5,2,0.39189859472289945,0.14092985796577515
128,5,2,0.38793852415718155,0.1437481281742602
128,5,2,0.3107840127732215,0.21141757688180485
128,5,2,0.19048361683525072,0.3858069808573122
128,5,2,0.07388946658309577,0.6911161822747428
128,5,2,0.00641025972072877,0.9684569003182305
128,5,2,0.014326413396785535,0.9308733318431479
128,5,2,0.09455490647789981,0.6232705826656371
128,5,2,0.2158499913713583,0.3398503324865302
128,5,2,0.33097214678905756,0.19111867019535406
128,5,2,0.39508595737708124,0.1387016872646861
128,5,2,0.38322169148641416,0.14717860092116622
128,5,2,0.2999999999999998,0.22313016014843007
128,5,2,0.17783236001979746,0.4110001086630365
128,5,2,0.06429811768857312,0.725067454009099
128,5,2,0.003614260547458497,0.982091004084865
128,5,2,0.019414692342676235,0.9074893379628817
128,5,2,0.10554578504546336,0.5899432546734982
128,5,2,0.2284629676546573,0.3190795487146015
128,5,2,0.3402949775412645,0.18241428496647696
128,5,2,0.39748777773527894,0.13704596634304014
128,5,2,0.37776708973098444,0.15124784219460222
128,5,2,0.28881332252115505,0.2359662216963254
128,5,2,0.16527036446661403,0.437642976855119
128,5,2,0.05525319237898588,0.7586111422714933
128,5,2,0.001609037433840888,0.9919870887358587
128,5,2,0.02523012458604333,0.8814820653720846
128,5,2,0.11691699739962347,0.5573371159716732
128,5,2,0.2409613336130393,0.2997499451485478
128,5,2,0.34905288993515093,0.1745988102623473
128,5,2,0.39909438451461704,0.1359494813966804
128,5,2,0.3715966826469953,0.15598687447783763
128,5,2,0.27726902513862517,0.24998730917881604
128,5,2,0.15284821289811368,0.46568722346442365
128,5,2,0.04679111137620459,0.7913969872644784
128,5,2,0.0004026647056230338,0.9979887018482254
128,5,2,0.03174929343376389,0.853212648968157
128,5,2,0.12862275568162598,0.5256531058396222
128,5,2,0.2532947627380077,0.28182363438123936
128,5,2,0.3572106189485581,0.16762044780892466
128,5,2,0.3998993084766371,0.13540343597034876
128,5,2,0.3647353162859667,0.16143114379740808
128,5,2,0.2654135926634842,0.2652538562777894
128,5,2,0.14061592493434458,0.4950583598521581
128,5,2,0.03894594849378789,0.823057065371448
128,5,2,5.999039130647432e-31,1.0
128,5,3,0.0,1.0
128,5,3,0.012152438504512565,0.9410470011823884
128,5,3,0.08337229684492527,0.6591122110603181
128,5,3,0.2161995299309578,0.33925689723035846
128,5,3,0.34828657105528277,0.17526908537703575
128,5,3,0.3998489722204635,0.13543751876936913
128,5,3,0.3375643273599604,0.18492191264897379
128,5,3,0.2015623065932169,0.3650169336310431
128,5,3,0.07293680232647706,0.6944160436054426
128,5,3,0.008944809617003079,0.9562613275716264
128,5,3,1.2775719002029624e-05,0.9999361234451839
128,5,3,0.016003502619256753,0.9231001799027434
128,5,3,0.09448449633072971,0.6234900441614223
128,5,3,0.23084583195439068,0.3153004895538158
128,5,3,0.35816054871619407,0.1668261972425089
128,5,3,0.39864234594299597,0.1362571009524023
128,5,3,0.32606701025227314,0.1958639386721942
128,5,3,0.18702128711478594,0.3925440826532356
128,5,3,0.06321010104858596,0.7290226297728023
128,5,3,0.006336495006112575,0.9688141559306767
128,5,3,0.00010205146092833443,0.9994898728544777
128,5,3,0.020535537162646444,0.9024177886677479
128,5,3,0.10623374252751783,0.5879174614397829
128,5,3,0.24541202465443623,0.29315314619054916
128,5,3,0.36711842793248856,0.15951901626012896
128,5,3,0.39623758961793687,0.13790531560869912
128,5,3,0.3138725337974066,0.20817781826583445
128,5,3,0.1726607905607177,0.4217662818686314
128,5,3,0.05421648355372088,0.7625536458451679
128,5,3,0.004277261213901692,0.978840759396249
128,5,3,0.0003435573071118312,0.9982836880152898
128,5,3,0.025779078750517395,0.8790659165229321
128,5,3,0.11857310494985374,0.5527411198636162
128,5,3,0.2598076211353317,0.27279406593784866
128,5,3,0.3750983290694675,0.15327958912006015
128,5,3,0.392651621209843,0.14040023606050456
128,5,3,0.30106285429049834,0.22194753109733084
128,5,3,0.15856161397519913,0.4525721550519508
128,5,3,0.04597228691183988,0.7946437050302221
128,5,3,0.002711291562563295,0.9865350171360862
128,5,3,0.0008114905060920441,0.995950767808422
128,5,3,0.03175731679439759,0.8531784214908105
128,5,3,0.13144874600920795,0.5182778813666418
128,5,3,0.27394161336469314,0.25418115263386604
128,5,3,0.38204486628210627,0.14804717123922861
128,5,3,0.3879096320997315,0.14376889557014372
128,5,3,0.28772325672344135,0.23725582642736037
128,5,3,0.1448003502654471,0.4848082867086433
128,5,3,0.038485812330129786,0.8249528369205118
128,5,3,0.0015777666192639058,0.9921422020834176
128,5,3,0.001577766619263922,0.9921422020834175
128,5,3,0.0384858123301303,0.8249528369205098
128,5,3,0.1448003502654488,0.48480828670863935
128,5,3,0.2877232567234415,0.2372558264273602
128,5,3,0.38790963209973167,0.1437688955701436
128,5,3,0.3820448662821061,0.14804717123922878
128,5,3,0.2739416133646921,0.25418115263386737
128,5,3,0.13144874600920692,0.5182778813666445
128,5,3,0.03175731679439748,0.853178421490811
128,5,3,0.0008114905060920334,0.995950767808422
128,5,3,0.0027112915625633186,0.986535017136086
128,5,3,0.04597228691184002,0.7946437050302216
128,5,3,0.15856161397520013,0.4525721550519485
128,5,3,0.3010628542904992,0.22194753109732973
128,5,3,0.3926516212098428,0.14040023606050467
128,5,3,0.3750983290694675,0.15327958912006034
128,5,3,0.25980762113533135,0.27279406593784916
128,5,3,0.11857310494985357,0.5527411198636167
128,5,3,0.02577907875051699,0.879065916522934
128,5,3,0.00034355730711180607,0.9982836880152899
128,5,3,0.004277261213901824,0.9788407593962484
128,5,3,0.05421648355372102,0.7625536458451674
128,5,3,0.17266079056071804,0.42176628186863063
128,5,3,0.3138725337974075,0.20817781826583343
128,5,3,0.3962375896179369,0.13790531560869906
128,5,3,0.36711842793248795,0.1595190162601294
128,5,3,0.24541202465443634,0.29315314619054905
128,5,3,0.10623374252751801,0.5879174614397822
128,5,3,0.020535537162646365,0.9024177886677484
128,5,3,0.00010205146092832753,0.9994898728544778
128,5,3,0.006336495006112681,0.9688141559306762
128,5,3,0.06321010104858661,0.7290226297727999
128,5,3,0.18702128711478738,0.3925440826532327
128,5,3,0.32606701025227297,0.19586393867219443
128,5,3,0.3986423459429958,0.1362571009524024
128,5,3,0.3581605487161937,0.16682619724250933
128,5,3,0.23084583195438968,0.31530048955381756
128,5,3,0.09448449633072889,0.623490044161425
128,5,3,0.016003502619256853,0.923100179902743
128,5,3,1.2775719002025214e-05,0.9999361234451839
128,5,3,0.008944809617003132,0.9562613275716261
128,5,3,0.07293680232647735,0.6944160436054416
128,5,3,0.20156230659321772,0.3650169336310414
128,5,3,0.3375643273599611,0.18492191264897295
128,5,3,0.3998489722204635,0.13543751876936905
128,5,3,0.34828657105528293,0.1752690853770356
128,5,3,0.21619952993095756,0.339256897230359
128,5,3,0.08337229684492489,0.6591122110603193
128,5,3,0.012152438504512376,0.9410470011823894
128,5,3,7.346704069307097e-46,1.0
128,5,4,0.0,1.0
128,5,4,0.003791967260202025,0.9812187708267582
128,5,4,0.049432095862853374,0.781015346666591
128,5,4,0.17611093792634508,0.4145528996995831
128,5,4,0.3325796273655603,0.1895887290574342
128,5,4,0.39979864230023154,0.13547160585577048
128,5,4,0.31899856572402896,0.20290998364189555
128,5,4,0.16039559207625811,0.4484410876097809
128,5,4,0.0413595331978379,0.81318416815747
128,5,4,0.0025200440838580866,0.9874788299921494
128,5,4,4.053471628863977e-07,0.9999979732662394
128,5,4,0.005473520259550909,0.9730034984262106
128,5,4,0.05840644046536836,0.746744488676078
128,5,4,0.19219528075331002,0.3825192103778784
128,5,4,0.3452102363856298,0.17798585788544458
128,5,4,0.39819081937775264,0.1365650669625984
128,5,4,0.3045947999302016,0.21806240413628683
128,5,4,0.1451559107414346,0.48394715906691
128,5,4,0.034173960702358425,0.842931313024369
128,5,4,0.0015913979665681346,0.9920745832131257
128,5,4,6.472503658753756e-06,0.9999676380053669
128,5,4,0.007632288170173096,0.9625575322398728
128,5,4,0.06828573342731843,0.7107541659414441
128,5,4,0.2085328381642717,0.352514264521342
128,5,4,0.35676993520954486,0.16799019303948445
128,5,4,0.3949913336223261,0.13876732516292203
128,5,4,0.28950167934952314,0.2351554729079781
128,5,4,0.13048831897393215,0.5207727072631638
128,5,4,0.027849781852157793,0.8700114475985792
128,5,4,0.0009423256969018891,0.9952994538249053
128,5,4,3.2657198262290675e-05,0.9998367273391205
128,5,4,0.010335619845734214,0.9496345057274282
128,5,4,0.07906087067552729,0.6734750336521313
128,5,4,0.2250000000000001,0.3246524673583496
128,5,4,0.3671471620642709,0.1594960997042116
128,5,4,0.3902322842914123,0.14210892734658498
128,5,4,0.2738564048753926,0.2542894676657512
128,5,4,0.11647804693753766,0.5585616762062896
128,5,4,0.022351575847610855,0.8942607503848499
128,5,4,0.0005131153020389841,0.9974377117685087
128,5,4,0.00010272857421799602,0.9994864890208269
128,5,4,0.013649133179836126,0.9340309858277146
128,5,4,0.09071002070659745,0.6353685190060577
128,5,4,0.24146675648856594,0.2989933990943015
128,5,4,0.37624074631313054,0.15240653873485266
128,5,4,0.38396127136445835,0.14663535431725916
128,5,4,0.25779824674303103,0.27554860708111417
128,5,4,0.10319836564780178,0.5969082704461477
128,5,4,0.017635219919889242,0.9155996257982746
128,5,4,0.0002492893283638486,0.9987543298501442
128,5,4,0.0002492893283638521,0.9987543298501442
128,5,4,0.017635219919889557,0.9155996257982731
128,5,4,0.10319836564780338,0.5969082704461428
128,5,4,0.2577982467430312,0.27554860708111406
128,5,4,0.38396127136445846,0.14663535431725902
128,5,4,0.37624074631313037,0.15240653873485277
128,5,4,0.2414667564885647,0.2989933990943034
128,5,4,0.09071002070659652,0.6353685190060607
128,5,4,0.013649133179836064,0.9340309858277149
128,5,4,0.00010272857421799424,0.9994864890208269
128,5,4,0.0005131153020389901,0.9974377117685087
128,5,4,0.02235157584761095,0.8942607503848494
128,5,4,0.11647804693753863,0.5585616762062869
