Dimension,Gamma,Perturbation Max,Scale,Nonlinear Factor,Frequency Shift,Iteration,Perturbation Magnitude,Quantum Coherence
32,5,0.3,2,1,0.0,40,0.2743237869047438,0.25369590984432333
32,5,0.3,2,1,0.0,41,0.2565428289016039,0.27728369020732696
32,5,0.3,2,1,0.0,42,0.234549444740409,0.30951546398292057
32,5,0.3,2,1,0.0,43,0.20870476518104608,0.35221136110384954
32,5,0.3,2,1,0.0,44,0.17943315914736505,0.40772359567615113
32,5,0.3,2,1,0.0,45,0.14721526560118156,0.47898963147000667
32,5,0.3,2,1,0.0,46,0.11258010146381237,0.5695546682315663
32,5,0.3,2,1,0.0,47,0.07609637517285225,0.6835319522898015
32,5,0.3,2,1,0.0,48,0.03836314850535199,0.8254589514606998
32,5,0.3,2,1,0.0,49,7.347880794884119e-17,0.9999999999999997
32,5,0.3,2,1,0.7853981633974483,0,0.21213203435596426,0.3462271654618714
32,5,0.3,2,1,0.7853981633974483,1,0.23751727574205594,0.3049564258305889
32,5,0.3,2,1,0.7853981633974483,2,0.2590024900269825,0.2738944542873102
32,5,0.3,2,1,0.7853981633974483,3,0.27623489058617645,0.2512832593290047
32,5,0.3,2,1,0.7853981633974483,4,0.2889315218788711,0.23582680761778377
32,5,0.3,2,1,0.7853981633974483,5,0.29688390557025773,0.2266338571439798
32,5,0.3,2,1,0.7853981633974483,6,0.2999614637399794,0.2231731573000199
32,5,0.3,2,1,0.7853981633974483,7,0.29811366296797276,0.2252446093035306
32,5,0.3,2,1,0.7853981633974483,8,0.29137084409182923,0.23296798915416478
32,5,0.3,2,1,0.7853981633974483,9,0.27984372401107943,0.2467897251636994
32,5,0.3,2,1,0.7853981633974483,10,0.26372157771876514,0.26750744303752416
32,5,0.3,2,1,0.7853981633974483,11,0.24326913041128537,0.2963110143708901
32,5,0.3,2,1,0.7853981633974483,12,0.21882221070799024,0.33483712696804246
32,5,0.3,2,1,0.7853981633974483,13,0.19078223635453662,0.3852313632151048
32,5,0.3,2,1,0.7853981633974483,14,0.15960962295460096,0.4502068591808247
32,5,0.3,2,1,0.7853981633974483,15,0.1258162239583972,0.5330814139851806
32,5,0.3,2,1,0.7853981633974483,16,0.08995692604317357,0.6377654922481243
32,5,0.3,2,1,0.7853981633974483,17,0.05262053788931458,0.768662959684268
32,5,0.3,2,1,0.7853981633974483,18,0.014420121958086347,0.9304372800022004
32,5,0.3,2,1,0.7853981633974483,19,0.024017071977028008,0.8868447325216477
32,5,0.3,2,1,0.7853981633974483,20,0.0620599062542671,0.7332272988238069
32,5,0.3,2,1,0.7853981633974483,21,0.09908371858655009,0.6093157986195743
32,5,0.3,2,1,0.7853981633974483,22,0.13448057899895893,0.5104804719018411
32,5,0.3,2,1,0.7853981633974483,23,0.16766927202212137,0.43242500775837184
32,5,0.3,2,1,0.7853981633974483,24,0.1981048402341477,0.3713819611288709
32,5,0.3,2,1,0.7853981633974483,25,0.2252875324464334,0.3241860621143842
32,5,0.3,2,1,0.7853981633974483,26,0.24877100960435852,0.2882707754482246
32,5,0.3,2,1,0.7853981633974483,27,0.2681696736622257,0.26162362121498817
32,5,0.3,2,1,0.7853981633974483,28,0.28316499909251025,0.24272528356689388
32,5,0.3,2,1,0.7853981633974483,29,0.29351076306621465,0.23048861386114317
32,5,0.3,2,1,0.7853981633974483,30,0.2990370884249147,0.22420702344842125
32,5,0.3,2,1,0.7853981633974483,31,0.29965323305900426,0.22351736654276377
32,5,0.3,2,1,0.7853981633974483,32,0.29534907989062575,0.22837976505545338
32,5,0.3,2,1,0.7853981633974483,33,0.2861953029958092,0.23907534755971407
32,5,0.3,2,1,0.7853981633974483,34,0.27234220713809765,0.2562219966952304
32,5,0.3,2,1,0.7853981633974483,35,0.2540172597684854,0.28080738738021876
32,5,0.3,2,1,0.7853981633974483,36,0.2315213560161607,0.31423732071798155
32,5,0.3,2,1,0.7853981633974483,37,0.2052238779988039,0.3583950569409111
32,5,0.3,2,1,0.7853981633974483,38,0.17555662957842708,0.41570344401868364
32,5,0.3,2,1,0.7853981633974483,39,0.14300674615389797,0.489175611248262
32,5,0.3,2,1,0.7853981633974483,40,0.10810869591115628,0.5824316266602516
32,5,0.3,2,1,0.7853981633974483,41,0.07143550387037964,0.6996482855996919
32,5,0.3,2,1,0.7853981633974483,42,0.03358934283099243,0.845398881278258
32,5,0.3,2,1,0.7853981633974483,43,0.004808354289051897,0.9762449297445526
32,5,0.3,2,1,0.7853981633974483,44,0.04312709836460412,0.8060290525134962
32,5,0.3,2,1,0.7853981633974483,45,0.0807376966773228,0.6678521359028586
32,5,0.3,2,1,0.7853981633974483,46,0.11702258424271393,0.5570429562939219
32,5,0.3,2,1,0.7853981633974483,47,0.15138596421010364,0.46910445299848486
32,5,0.3,2,1,0.7853981633974483,48,0.1832635908304541,0.39998911123696285
32,5,0.3,2,1,0.7853981633974483,49,0.2121320343559642,0.3462271654618714
32,5,0.3,2,2,0.0,0,0.0,1.0
32,5,0.3,2,2,0.0,1,0.0049057705441455865,0.9757695349063639
32,5,0.3,2,2,0.0,2,0.0193021943814916,0.9079999350538366
32,5,0.3,2,2,0.0,3,0.04224759748534087,0.8095813737650662
32,5,0.3,2,2,0.0,4,0.07224111475342121,0.6968357325949212
32,5,0.3,2,2,0.0,5,0.10732086200534506,0.584730448328306
32,5,0.3,2,2,0.0,6,0.1451922633642517,0.4838592033180228
32,5,0.3,2,2,0.0,7,0.18337814009344722,0.3997600845408345
32,5,0.3,2,2,0.0,8,0.21938074353612524,0.3339033438088432
32,5,0.3,2,2,0.0,9,0.2508451335391974,0.2852966771492788
32,5,0.3,2,2,0.0,10,0.2757132157337761,0.25193955567626164
32,5,0.3,2,2,0.0,11,0.29235836205160026,0.23182052397488523
32,5,0.3,2,2,0.0,12,0.2996918089125506,0.22347425883420496
32,5,0.3,2,2,0.0,13,0.29723387354865977,0.2262376309471736
32,5,0.3,2,2,0.0,14,0.28514533018536303,0.2403337609920958
32,5,0.3,2,2,0.0,15,0.2642168937553703,0.26684575910014924
32,5,0.3,2,2,0.0,16,0.23581749901832547,0.30755925992742184
32,5,0.3,2,2,0.0,17,0.20180475816319624,0.36457470708835926
32,5,0.3,2,2,0.0,18,0.16440345388615238,0.43954408073173484
32,5,0.3,2,2,0.0,19,0.12606001574499306,0.5324320055151368
32,5,0.3,2,2,0.0,20,0.08928249853164101,0.639919755411978
32,5,0.3,2,2,0.0,21,0.05647652972118998,0.7539851179725148
32,5,0.3,2,2,0.0,22,0.029787956719806618,0.8616209970523042
32,5,0.3,2,2,0.0,23,0.010962486398096763,0.9466626949392689
32,5,0.3,2,2,0.0,24,0.0012314979265130954,0.993861428856672
32,5,0.3,2,2,0.0,25,0.0012314979265130859,0.993861428856672
32,5,0.3,2,2,0.0,26,0.01096248639809669,0.9466626949392692
32,5,0.3,2,2,0.0,27,0.02978795671980642,0.8616209970523052
32,5,0.3,2,2,0.0,28,0.05647652972118994,0.753985117972515
32,5,0.3,2,2,0.0,29,0.08928249853164082,0.6399197554119787
32,5,0.3,2,2,0.0,30,0.1260600157449929,0.5324320055151373
32,5,0.3,2,2,0.0,31,0.1644034538861521,0.4395440807317355
32,5,0.3,2,2,0.0,32,0.20180475816319607,0.3645747070883596
32,5,0.3,2,2,0.0,33,0.23581749901832533,0.3075592599274221
32,5,0.3,2,2,0.0,34,0.26421689375537005,0.2668457591001496
32,5,0.3,2,2,0.0,35,0.2851453301853628,0.24033376099209608
32,5,0.3,2,2,0.0,36,0.2972338735486596,0.22623763094717375
32,5,0.3,2,2,0.0,37,0.2996918089125506,0.22347425883420496
32,5,0.3,2,2,0.0,38,0.29235836205160026,0.23182052397488517
32,5,0.3,2,2,0.0,39,0.2757132157337764,0.25193955567626125
32,5,0.3,2,2,0.0,40,0.25084513353919763,0.2852966771492786
32,5,0.3,2,2,0.0,41,0.2193807435361254,0.3339033438088428
32,5,0.3,2,2,0.0,42,0.18337814009344724,0.3997600845408344
32,5,0.3,2,2,0.0,43,0.14519226336425195,0.4838592033180222
32,5,0.3,2,2,0.0,44,0.10732086200534545,0.5847304483283049
32,5,0.3,2,2,0.0,45,0.07224111475342145,0.6968357325949203
32,5,0.3,2,2,0.0,46,0.04224759748534097,0.8095813737650658
32,5,0.3,2,2,0.0,47,0.019302194381491618,0.9079999350538365
32,5,0.3,2,2,0.0,48,0.004905770544145635,0.9757695349063638
32,5,0.3,2,2,0.0,49,1.799711739194229e-32,1.0
32,5,0.3,2,2,0.7853981633974483,0,0.15000000000000002,0.47236655274101463
32,5,0.3,2,2,0.7853981633974483,1,0.18804818758642614,0.39053372963291183
32,5,0.3,2,2,0.7853981633974483,2,0.2236076328005906,0.3269205303729642
32,5,0.3,2,2,0.7853981633974483,3,0.2543523825905229,0.28033725654860525
32,5,0.3,2,2,0.7853981633974483,4,0.27827141445080195,0.24873752069703625
32,5,0.3,2,2,0.7853981633974483,5,0.29380017795549906,0.2301553208858676
32,5,0.3,2,2,0.7853981633974483,6,0.29992293243010326,0.22321615721239418
32,5,0.3,2,2,0.7853981633974483,7,0.29623918682727346,0.2273656114270393
32,5,0.3,2,2,0.7853981633974483,8,0.28298989595595014,0.24293788641425199
32,5,0.3,2,2,0.7853981633974483,9,0.26104169956129736,0.27111600206056985
32,5,0.3,2,2,0.7853981633974483,10,0.2318302351815823,0.313752388471199
32,5,0.3,2,2,0.7853981633974483,11,0.19726623270354327,0.37294244898138124
32,5,0.3,2,2,0.7853981633974483,12,0.15961053299710695,0.45020481064859363
32,5,0.3,2,2,0.7853981633974483,13,0.12132620569479426,0.5451844896545222
32,5,0.3,2,2,0.7853981633974483,14,0.08491743913236628,0.6540397198445899
32,5,0.3,2,2,0.7853981633974483,15,0.05276574070383189,0.7681051020891972
32,5,0.3,2,2,0.7853981633974483,16,0.02697416181045666,0.8738287951663053
32,5,0.3,2,2,0.7853981633974483,17,0.00922973669253597,0.9548999738006959
32,5,0.3,2,2,0.7853981633974483,18,0.0006931330576202803,0.9965403331982605
32,5,0.3,2,2,0.7853981633974483,19,0.00192273248783248,0.9904324010823533
32,5,0.3,2,2,0.7853981633974483,20,0.012838106547628068,0.9378262958947668
32,5,0.3,2,2,0.7853981633974483,21,0.032725277629795504,0.8490591812015933
32,5,0.3,2,2,0.7853981633974483,22,0.06028342042631745,0.7397691490984198
32,5,0.3,2,2,0.7853981633974483,23,0.09370994926809377,0.6259093376908756
32,5,0.3,2,2,0.7853981633974483,24,0.13081842574732397,0.5199138632433848
32,5,0.3,2,2,0.7853981633974483,25,0.16918157425267596,0.42916755240276605
32,5,0.3,2,2,0.7853981633974483,26,0.20629005073190612,0.3564895851715661
32,5,0.3,2,2,0.7853981633974483,27,0.23971657957368214,0.30162133744069497
32,5,0.3,2,2,0.7853981633974483,28,0.2672747223702044,0.2627969464185699
32,5,0.3,2,2,0.7853981633974483,29,0.287161893452372,0.23792269541295438
32,5,0.3,2,2,0.7853981633974483,30,0.2980772675121675,0.22528560243444304
32,5,0.3,2,2,0.7853981633974483,31,0.2993068669423798,0.22390479613837996
32,5,0.3,2,2,0.7853981633974483,32,0.2907702633074641,0.23366862108114467
32,5,0.3,2,2,0.7853981633974483,33,0.27302583818954346,0.25534768524761653
32,5,0.3,2,2,0.7853981633974483,34,0.2472342592961683,0.2904943080595738
32,5,0.3,2,2,0.7853981633974483,35,0.21508256086763397,0.341156895182832
32,5,0.3,2,2,0.7853981633974483,36,0.1786737943052061,0.4092745930644959
32,5,0.3,2,2,0.7853981633974483,37,0.14038946700289315,0.4956192267847478
32,5,0.3,2,2,0.7853981633974483,38,0.10273376729645686,0.5982964952310087
32,5,0.3,2,2,0.7853981633974483,39,0.06816976481841804,0.71116641130817
32,5,0.3,2,2,0.7853981633974483,40,0.03895830043870287,0.8230062351634271
32,5,0.3,2,2,0.7853981633974483,41,0.01701010404405008,0.918465882130683
32,5,0.3,2,2,0.7853981633974483,42,0.003760813172726475,0.9813716276088281
32,5,0.3,2,2,0.7853981633974483,43,7.706756989681259e-05,0.9996147363836099
32,5,0.3,2,2,0.7853981633974483,44,0.006199822044500799,0.9694764356939577
32,5,0.3,2,2,0.7853981633974483,45,0.021728585549197942,0.8970506722232867
32,5,0.3,2,2,0.7853981633974483,46,0.04564761740947693,0.7959347355236153
32,5,0.3,2,2,0.7853981633974483,47,0.07639236719940927,0.6825211004456468
32,5,0.3,2,2,0.7853981633974483,48,0.11195181241357367,0.5713467063604587
32,5,0.3,2,2,0.7853981633974483,49,0.14999999999999994,0.47236655274101486
32,5,0.3,4,1,0.0,0,0.0,1.0
32,5,0.3,4,1,0.0,1,0.07609637517285221,0.6835319522898016
32,5,0.3,4,1,0.0,2,0.14721526560118134,0.4789896314700073
32,5,0.3,4,1,0.0,3,0.20870476518104591,0.3522113611038498
32,5,0.3,4,1,0.0,4,0.2565428289016038,0.2772836902073272
32,5,0.3,4,1,0.0,5,0.2876003559109982,0.2374016659013697
32,5,0.3,4,1,0.0,6,0.2998458648602064,0.22330218742066765
32,5,0.3,4,1,0.0,7,0.29247837365454715,0.2316814599389116
32,5,0.3,4,1,0.0,8,0.2659797919119,0.26450398554890014
32,5,0.3,4,1,0.0,9,0.22208339912259475,0.32942156508295845
32,5,0.3,4,1,0.0,10,0.16366047036316467,0.4411799875278979
32,5,0.3,4,1,0.0,11,0.09453246540708639,0.6233405208856926
32,5,0.3,4,1,0.0,12,0.019221065994213967,0.9083683326194315
32,5,0.3,4,1,0.0,13,0.057347588610411566,0.7507084314226358
32,5,0.3,4,1,0.0,14,0.1301651217352674,0.5216149491102724
32,5,0.3,4,1,0.0,15,0.19446851859233635,0.37819604018961445
32,5,0.3,4,1,0.0,16,0.2460516763790867,0.29221706432667893
32,5,0.3,4,1,0.0,17,0.28154052661492807,0.2447048146321506
32,5,0.3,4,1,0.0,18,0.29861373388475937,0.2246821214147833
32,5,0.3,4,1,0.0,19,0.29615453502433503,0.2274618663406497
32,5,0.3,4,1,0.0,20,0.2743237869047438,0.25369590984432333
32,5,0.3,4,1,0.0,21,0.234549444740409,0.30951546398292057
32,5,0.3,4,1,0.0,22,0.17943315914736505,0.40772359567615113
32,5,0.3,4,1,0.0,23,0.11258010146381237,0.5695546682315663
32,5,0.3,4,1,0.0,24,0.03836314850535199,0.8254589514606998
32,5,0.3,4,1,0.0,25,0.038363148505351836,0.8254589514607005
32,5,0.3,4,1,0.0,26,0.112580101463812,0.5695546682315673
32,5,0.3,4,1,0.0,27,0.17943315914736452,0.40772359567615213
32,5,0.3,4,1,0.0,28,0.23454944474040892,0.3095154639829207
32,5,0.3,4,1,0.0,29,0.2743237869047436,0.25369590984432355
32,5,0.3,4,1,0.0,30,0.2961545350243349,0.2274618663406499
32,5,0.3,4,1,0.0,31,0.2986137338847595,0.22468212141478325
32,5,0.3,4,1,0.0,32,0.28154052661492823,0.24470481463215032
32,5,0.3,4,1,0.0,33,0.2460516763790868,0.2922170643266788
32,5,0.3,4,1,0.0,34,0.19446851859233674,0.3781960401896137
32,5,0.3,4,1,0.0,35,0.130165121735268,0.5216149491102708
32,5,0.3,4,1,0.0,36,0.0573475886104121,0.7507084314226338
32,5,0.3,4,1,0.0,37,0.019221065994213693,0.9083683326194328
32,5,0.3,4,1,0.0,38,0.09453246540708625,0.6233405208856931
32,5,0.3,4,1,0.0,39,0.16366047036316392,0.44117998752789955
32,5,0.3,4,1,0.0,40,0.2220833991225943,0.3294215650829592
32,5,0.3,4,1,0.0,41,0.2659797919118998,0.26450398554890037
32,5,0.3,4,1,0.0,42,0.2924783736545471,0.23168145993891165
32,5,0.3,4,1,0.0,43,0.2998458648602064,0.22330218742066765
32,5,0.3,4,1,0.0,44,0.2876003559109984,0.2374016659013695
32,5,0.3,4,1,0.0,45,0.25654282890160407,0.2772836902073268
32,5,0.3,4,1,0.0,46,0.2087047651810461,0.35221136110384943
32,5,0.3,4,1,0.0,47,0.1472152656011814,0.47898963147000717
32,5,0.3,4,1,0.0,48,0.07609637517285259,0.6835319522898002
32,5,0.3,4,1,0.0,49,1.4695761589768238e-16,0.9999999999999993
32,5,0.3,4,1,0.7853981633974483,0,0.21213203435596426,0.3462271654618714
32,5,0.3,4,1,0.7853981633974483,1,0.2590024900269825,0.2738944542873102
32,5,0.3,4,1,0.7853981633974483,2,0.2889315218788711,0.2358268076177837
32,5,0.3,4,1,0.7853981633974483,3,0.2999614637399794,0.2231731573000199
32,5,0.3,4,1,0.7853981633974483,4,0.29137084409182923,0.23296798915416478
32,5,0.3,4,1,0.7853981633974483,5,0.26372157771876514,0.26750744303752416
32,5,0.3,4,1,0.7853981633974483,6,0.21882221070799024,0.3348371269680424
32,5,0.3,4,1,0.7853981633974483,7,0.15960962295460096,0.4502068591808247
32,5,0.3,4,1,0.7853981633974483,8,0.08995692604317357,0.6377654922481244
32,5,0.3,4,1,0.7853981633974483,9,0.014420121958086347,0.9304372800022004
32,5,0.3,4,1,0.7853981633974483,10,0.0620599062542671,0.7332272988238068
32,5,0.3,4,1,0.7853981633974483,11,0.13448057899895893,0.5104804719018412
32,5,0.3,4,1,0.7853981633974483,12,0.1981048402341477,0.3713819611288709
32,5,0.3,4,1,0.7853981633974483,13,0.24877100960435852,0.28827077544822455
32,5,0.3,4,1,0.7853981633974483,14,0.28316499909251025,0.24272528356689388
32,5,0.3,4,1,0.7853981633974483,15,0.2990370884249147,0.22420702344842125
32,5,0.3,4,1,0.7853981633974483,16,0.29534907989062575,0.22837976505545332
32,5,0.3,4,1,0.7853981633974483,17,0.27234220713809765,0.2562219966952304
32,5,0.3,4,1,0.7853981633974483,18,0.2315213560161607,0.3142373207179816
32,5,0.3,4,1,0.7853981633974483,19,0.17555662957842708,0.4157034440186837
32,5,0.3,4,1,0.7853981633974483,20,0.10810869591115628,0.5824316266602516
32,5,0.3,4,1,0.7853981633974483,21,0.03358934283099243,0.845398881278258
32,5,0.3,4,1,0.7853981633974483,22,0.04312709836460412,0.8060290525134961
32,5,0.3,4,1,0.7853981633974483,23,0.11702258424271393,0.557042956293922
32,5,0.3,4,1,0.7853981633974483,24,0.1832635908304541,0.39998911123696296
32,5,0.3,4,1,0.7853981633974483,25,0.23751727574205597,0.30495642583058885
32,5,0.3,4,1,0.7853981633974483,26,0.27623489058617634,0.2512832593290048
32,5,0.3,4,1,0.7853981633974483,27,0.2968839055702577,0.22663385714397985
32,5,0.3,4,1,0.7853981633974483,28,0.29811366296797276,0.22524460930353055
32,5,0.3,4,1,0.7853981633974483,29,0.2798437240110795,0.24678972516369924
32,5,0.3,4,1,0.7853981633974483,30,0.24326913041128556,0.29631101437088975
32,5,0.3,4,1,0.7853981633974483,31,0.1907822363545371,0.38523136321510393
32,5,0.3,4,1,0.7853981633974483,32,0.12581622395839703,0.5330814139851809
32,5,0.3,4,1,0.7853981633974483,33,0.05262053788931479,0.7686629596842672
32,5,0.3,4,1,0.7853981633974483,34,0.024017071977027404,0.8868447325216503
32,5,0.3,4,1,0.7853981633974483,35,0.09908371858654925,0.609315798619577
32,5,0.3,4,1,0.7853981633974483,36,0.1676692720221213,0.43242500775837195
32,5,0.3,4,1,0.7853981633974483,37,0.22528753244643313,0.3241860621143847
32,5,0.3,4,1,0.7853981633974483,38,0.26816967366222594,0.26162362121498783
32,5,0.3,4,1,0.7853981633974483,39,0.2935107630662144,0.23048861386114353
32,5,0.3,4,1,0.7853981633974483,40,0.2996532330590043,0.22351736654276372
32,5,0.3,4,1,0.7853981633974483,41,0.28619530299580936,0.23907534755971385
32,5,0.3,4,1,0.7853981633974483,42,0.25401725976848516,0.28080738738021904
32,5,0.3,4,1,0.7853981633974483,43,0.20522387799880396,0.35839505694091095
32,5,0.3,4,1,0.7853981633974483,44,0.14300674615389802,0.48917561124826187
32,5,0.3,4,1,0.7853981633974483,45,0.07143550387038022,0.69964828559969
32,5,0.3,4,1,0.7853981633974483,46,0.004808354289052091,0.9762449297445517
32,5,0.3,4,1,0.7853981633974483,47,0.08073769667732274,0.6678521359028587
32,5,0.3,4,1,0.7853981633974483,48,0.1513859642101031,0.4691044529984861
32,5,0.3,4,1,0.7853981633974483,49,0.21213203435596437,0.34622716546187116
32,5,0.3,4,2,0.0,0,0.0,1.0
32,5,0.3,4,2,0.0,1,0.0193021943814916,0.9079999350538366
32,5,0.3,4,2,0.0,2,0.07224111475342121,0.6968357325949212
32,5,0.3,4,2,0.0,3,0.1451922633642517,0.48385920331802273
32,5,0.3,4,2,0.0,4,0.21938074353612524,0.33390334380884307
32,5,0.3,4,2,0.0,5,0.2757132157337761,0.2519395556762616
32,5,0.3,4,2,0.0,6,0.2996918089125506,0.2234742588342049
32,5,0.3,4,2,0.0,7,0.28514533018536303,0.2403337609920958
32,5,0.3,4,2,0.0,8,0.23581749901832547,0.3075592599274219
32,5,0.3,4,2,0.0,9,0.16440345388615238,0.43954408073173484
32,5,0.3,4,2,0.0,10,0.08928249853164101,0.6399197554119782
32,5,0.3,4,2,0.0,11,0.029787956719806618,0.8616209970523043
32,5,0.3,4,2,0.0,12,0.0012314979265130954,0.993861428856672
32,5,0.3,4,2,0.0,13,0.01096248639809669,0.9466626949392694
32,5,0.3,4,2,0.0,14,0.05647652972118994,0.7539851179725149
32,5,0.3,4,2,0.0,15,0.1260600157449929,0.5324320055151373
32,5,0.3,4,2,0.0,16,0.20180475816319607,0.3645747070883596
32,5,0.3,4,2,0.0,17,0.26421689375537005,0.2668457591001495
32,5,0.3,4,2,0.0,18,0.2972338735486596,0.22623763094717375
32,5,0.3,4,2,0.0,19,0.29235836205160026,0.23182052397488517
32,5,0.3,4,2,0.0,20,0.25084513353919763,0.2852966771492785
32,5,0.3,4,2,0.0,21,0.18337814009344724,0.3997600845408345
32,5,0.3,4,2,0.0,22,0.10732086200534545,0.5847304483283048
32,5,0.3,4,2,0.0,23,0.04224759748534097,0.8095813737650659
32,5,0.3,4,2,0.0,24,0.004905770544145635,0.9757695349063638
32,5,0.3,4,2,0.0,25,0.004905770544145597,0.9757695349063639
32,5,0.3,4,2,0.0,26,0.04224759748534069,0.8095813737650669
32,5,0.3,4,2,0.0,27,0.10732086200534482,0.5847304483283067
32,5,0.3,4,2,0.0,28,0.18337814009344713,0.3997600845408347
32,5,0.3,4,2,0.0,29,0.25084513353919735,0.285296677149279
32,5,0.3,4,2,0.0,30,0.2923583620516001,0.23182052397488542
32,5,0.3,4,2,0.0,31,0.2972338735486598,0.22623763094717345
32,5,0.3,4,2,0.0,32,0.26421689375537033,0.2668457591001492
32,5,0.3,4,2,0.0,33,0.2018047581631962,0.36457470708835926
32,5,0.3,4,2,0.0,34,0.12606001574499343,0.5324320055151359
32,5,0.3,4,2,0.0,35,0.05647652972119047,0.7539851179725129
32,5,0.3,4,2,0.0,36,0.010962486398096894,0.9466626949392684
32,5,0.3,4,2,0.0,37,0.0012314979265130603,0.9938614288566722
32,5,0.3,4,2,0.0,38,0.029787956719806528,0.8616209970523047
32,5,0.3,4,2,0.0,39,0.08928249853164018,0.6399197554119807
32,5,0.3,4,2,0.0,40,0.16440345388615177,0.43954408073173623
32,5,0.3,4,2,0.0,41,0.23581749901832505,0.30755925992742256
32,5,0.3,4,2,0.0,42,0.28514533018536287,0.24033376099209602
32,5,0.3,4,2,0.0,43,0.2996918089125506,0.22347425883420496
32,5,0.3,4,2,0.0,44,0.27571321573377655,0.25193955567626103
32,5,0.3,4,2,0.0,45,0.21938074353612572,0.3339033438088423
32,5,0.3,4,2,0.0,46,0.145192263364252,0.483859203318022
32,5,0.3,4,2,0.0,47,0.07224111475342126,0.6968357325949209
32,5,0.3,4,2,0.0,48,0.019302194381491784,0.9079999350538358
32,5,0.3,4,2,0.0,49,7.198846956776917e-32,1.0
32,5,0.3,4,2,0.7853981633974483,0,0.15000000000000002,0.4723665527410147
32,5,0.3,4,2,0.7853981633974483,1,0.2236076328005906,0.3269205303729641
32,5,0.3,4,2,0.7853981633974483,2,0.27827141445080195,0.2487375206970362
32,5,0.3,4,2,0.7853981633974483,3,0.29992293243010326,0.22321615721239418
32,5,0.3,4,2,0.7853981633974483,4,0.28298989595595014,0.24293788641425199
32,5,0.3,4,2,0.7853981633974483,5,0.2318302351815823,0.313752388471199
32,5,0.3,4,2,0.7853981633974483,6,0.15961053299710695,0.45020481064859363
32,5,0.3,4,2,0.7853981633974483,7,0.08491743913236628,0.6540397198445899
32,5,0.3,4,2,0.7853981633974483,8,0.02697416181045666,0.8738287951663053
32,5,0.3,4,2,0.7853981633974483,9,0.0006931330576202803,0.9965403331982605
32,5,0.3,4,2,0.7853981633974483,10,0.012838106547628068,0.9378262958947667
32,5,0.3,4,2,0.7853981633974483,11,0.06028342042631745,0.7397691490984198
32,5,0.3,4,2,0.7853981633974483,12,0.13081842574732397,0.5199138632433848
32,5,0.3,4,2,0.7853981633974483,13,0.20629005073190612,0.3564895851715661
