Dimension,Gamma,Scale,Nonlinear Factor,Perturbation Magnitude,Quantum Coherence,Stable
16,10,1,1,4.898587196589413e-17,0.9999999999999996,True
16,10,1,3,0.0,1.0,True
16,10,1,3,0.00010520312407664675,0.9989485219500912,True
16,10,1,3,0.0008364480174143894,0.9916704047576151,True
16,10,1,3,0.002794098489356825,0.972445754097549,True
16,10,1,3,0.006528120112503578,0.9368039959978652,True
16,10,1,3,0.012515239947390615,0.8823624207686569,True
16,10,1,3,0.021138839162230996,0.8094596184862497,True
16,10,1,3,0.032672330517085076,0.7212832907753278,True
16,10,1,3,0.04726664398111255,0.6233379572312213,False
16,10,1,3,0.06494229202171951,0.5223471257673301,False
16,10,1,3,0.08558631694238866,0.42491625802072086,False
16,10,1,3,0.1089542422918018,0.33637037387217156,False
16,10,1,3,0.13467696547351435,0.2600790502549436,False
16,10,1,3,0.16227234607347313,0.19736046301229454,False
16,10,1,3,0.19116107082865322,0.1478420642750933,False
16,10,1,3,0.22068621798813604,0.11004541003439186,False
16,10,1,3,0.2501358069035325,0.08197359719154283,False
16,10,1,3,0.27876750808035045,0.061564179401508184,False
16,10,1,3,0.3058346087071056,0.04696530754964706,False
16,10,1,3,0.330612281815322,0.036658028420198156,False
16,10,1,3,0.35242319544177714,0.02947443638859261,False
16,10,1,3,0.3706615219013502,0.024560514701692064,False
16,10,1,3,0.384814465661635,0.02131925430485395,False
16,10,1,3,0.39448051918842547,0.01935498651089108,False
16,10,1,3,0.3993837761551265,0.018428852689869477,False
16,10,1,3,0.3993837761551264,0.018428852689869525,False
16,10,1,3,0.39448051918842547,0.01935498651089111,False
16,10,1,3,0.384814465661635,0.02131925430485395,False
16,10,1,3,0.3706615219013503,0.024560514701692043,False
16,10,1,3,0.35242319544177725,0.02947443638859257,False
16,10,1,3,0.3306122818153221,0.03665802842019814,False
16,10,1,3,0.305834608707106,0.046965307549646854,False
16,10,1,3,0.27876750808035067,0.061564179401508046,False
16,10,1,3,0.2501358069035326,0.08197359719154272,False
16,10,1,3,0.2206862179881362,0.11004541003439171,False
16,10,1,3,0.19116107082865347,0.14784206427509292,False
16,10,1,3,0.16227234607347327,0.1973604630122943,False
16,10,1,3,0.13467696547351443,0.26007905025494327,False
16,10,1,3,0.10895424229180184,0.33637037387217134,False
16,10,1,3,0.08558631694238894,0.4249162580207197,False
16,10,1,3,0.06494229202171968,0.5223471257673291,False
16,10,1,3,0.04726664398111263,0.6233379572312209,False
16,10,1,3,0.03267233051708509,0.721283290775328,True
16,10,1,3,0.02113883916223105,0.809459618486249,True
16,10,1,3,0.012515239947390695,0.8823624207686562,True
16,10,1,3,0.006528120112503612,0.936803995997865,True
16,10,1,3,0.0027940984893568346,0.9724457540975486,True
16,10,1,3,0.0008364480174143905,0.9916704047576153,True
16,10,1,3,0.00010520312407664832,0.9989485219500912,True
16,10,1,3,7.346704069307097e-49,1.0,True
16,10,1,6,0.0,1.0,True
16,10,1,6,2.7669243288715828e-08,0.9999997233076054,True
16,10,1,6,1.749113214591157e-06,0.9999825090208231,True
16,10,1,6,1.9517465920565228e-05,0.9998048443861292,True
16,10,1,6,0.00010654088050818432,0.998935158541376,True
16,10,1,6,0.00039157807735190457,0.9960918758988039,True
16,10,1,6,0.001117126302816677,0.9888909038212339,True
16,10,1,6,0.002668702953544122,0.9736659225198695,True
16,10,1,6,0.005585339083093109,0.9456777707597542,True
16,10,1,6,0.010543753232585738,0.8999306876679085,True
16,10,1,6,0.01831254411940751,0.8326636988569825,True
16,10,1,6,0.02967756728345163,0.7432107160164426,True
16,10,1,6,0.04534471257288544,0.6354339512299357,False
16,10,1,6,0.06583078575047256,0.5177266609782409,False
16,10,1,6,0.09135638750089342,0.40109223124843113,False
16,10,1,6,0.12175601702476771,0.2959513577026612,False
16,10,1,6,0.15641980473820322,0.20925575910598768,False
16,10,1,6,0.19427830890332065,0.1433045649106589,False
16,10,1,6,0.23383701970757098,0.0964847613020118,False
16,10,1,6,0.2732612022178346,0.06504915772798818,False
16,10,1,6,0.3105052717134826,0.04482215560136321,False
16,10,1,6,0.3434749095455628,0.03223349674821768,False
16,10,1,6,0.37020543245612414,0.024672788456688608,False
16,10,1,6,0.38903720004792425,0.02043774177389589,False
16,10,1,6,0.39876850163982047,0.018542590264281896,False
16,10,1,6,0.3987685016398202,0.018542590264281966,False
16,10,1,6,0.38903720004792425,0.02043774177389589,False
16,10,1,6,0.37020543245612414,0.024672788456688608,False
16,10,1,6,0.34347490954556303,0.0322334967482176,False
16,10,1,6,0.3105052717134828,0.044822155601363114,False
16,10,1,6,0.27326120221783484,0.06504915772798804,False
16,10,1,6,0.23383701970757148,0.09648476130201133,False
16,10,1,6,0.19427830890332096,0.1433045649106585,False
16,10,1,6,0.15641980473820336,0.2092557591059874,False
16,10,1,6,0.1217560170247679,0.29595135770266073,False
16,10,1,6,0.09135638750089366,0.4010922312484302,False
16,10,1,6,0.06583078575047267,0.5177266609782404,False
16,10,1,6,0.04534471257288549,0.6354339512299353,False
16,10,1,6,0.029677567283451656,0.7432107160164424,True
16,10,1,6,0.018312544119407633,0.8326636988569815,True
16,10,1,6,0.010543753232585789,0.8999306876679082,True
16,10,1,6,0.005585339083093128,0.9456777707597543,True
16,10,1,6,0.002668702953544124,0.9736659225198699,True
16,10,1,6,0.001117126302816683,0.9888909038212341,True
16,10,1,6,0.0003915780773519096,0.9960918758988038,True
16,10,1,6,0.00010654088050818544,0.998935158541376,True
16,10,1,6,1.9517465920565363e-05,0.9998048443861292,True
16,10,1,6,1.7491132145911619e-06,0.999982509020823,True
16,10,1,6,2.7669243288716655e-08,0.9999997233076053,True
16,10,1,6,1.3493515170493363e-96,1.0,True
16,10,2,1,0.0,1.0,True
16,10,2,1,0.0511508646738024,0.5995903261410351,False
16,10,2,1,0.10146183356380296,0.3625407723231687,False
16,10,2,1,0.15010680195174966,0.22289197999561544,False
16,10,2,1,0.19628702080157512,0.14045470759998877,False
16,10,2,1,0.2392442121964863,0.09140618602945373,False
16,10,2,1,0.27827302024139455,0.06186936070215788,False
16,10,2,1,0.312732592987212,0.04383485815321463,False
16,10,2,1,0.34205710520213845,0.03269375976967758,False
16,10,2,1,0.3657650492063249,0.02579304254904783,False
16,10,2,1,0.3834671412146643,0.021608437573889132,False
16,10,2,1,0.39487271336578006,0.019279226041951477,False
16,10,2,1,0.39979448648027527,0.018353318708174093,False
16,10,2,1,0.39815164517967927,0.01865732494052015,False
16,10,2,1,0.38997116487272954,0.020247749068334254,False
16,10,2,1,0.37538736881990425,0.02342682166110559,False
16,10,2,1,0.35463972254920006,0.0288283147005024,False
16,10,2,1,0.32806890183878246,0.03760233917622179,False
16,10,2,1,0.2961111988301263,0.05176132716868529,False
16,10,2,1,0.2592913581231153,0.07480178121644507,False
16,10,2,1,0.2182139604842196,0.1127999249965958,False
16,10,2,1,0.17355349564702327,0.1763058590943119,False
16,10,2,1,0.12604328720944855,0.2835312671586736,False
16,10,2,1,0.07646345148054902,0.4655040347198944,False
16,10,2,1,0.025628087992285293,0.7739245583903145,True
16,10,2,1,0.025628087992285192,0.7739245583903153,True
16,10,2,1,0.07646345148054877,0.46550403471989543,False
16,10,2,1,0.1260432872094481,0.28353126715867494,False
16,10,2,1,0.17355349564702321,0.17630585909431193,False
16,10,2,1,0.21821396048421937,0.112799924996596,False
16,10,2,1,0.25929135812311516,0.07480178121644523,False
16,10,2,1,0.2961111988301261,0.05176132716868543,False
16,10,2,1,0.32806890183878235,0.03760233917622181,False
16,10,2,1,0.35463972254919995,0.02882831470050245,False
16,10,2,1,0.3753873688199041,0.023426821661105643,False
16,10,2,1,0.3899711648727294,0.020247749068334264,False
16,10,2,1,0.39815164517967916,0.018657324940520175,False
16,10,2,1,0.39979448648027527,0.018353318708174093,False
16,10,2,1,0.39487271336578006,0.019279226041951477,False
16,10,2,1,0.38346714121466446,0.021608437573889114,False
16,10,2,1,0.36576504920632513,0.02579304254904777,False
16,10,2,1,0.3420571052021386,0.03269375976967752,False
16,10,2,1,0.312732592987212,0.04383485815321463,False
16,10,2,1,0.2782730202413948,0.06186936070215774,False
16,10,2,1,0.23924421219648676,0.09140618602945332,False
16,10,2,1,0.19628702080157545,0.14045470759998827,False
16,10,2,1,0.15010680195174986,0.222891979995615,False
16,10,2,1,0.101461833563803,0.36254077232316856,False
16,10,2,1,0.05115086467380266,0.5995903261410335,False
16,10,2,1,9.797174393178826e-17,0.9999999999999991,True
16,10,2,3,0.0,1.0,True
16,10,2,3,0.0008364480174143894,0.991670404757615,True
16,10,2,3,0.006528120112503578,0.9368039959978651,True
16,10,2,3,0.021138839162230996,0.8094596184862498,True
16,10,2,3,0.04726664398111255,0.6233379572312214,False
16,10,2,3,0.08558631694238866,0.4249162580207209,False
16,10,2,3,0.13467696547351435,0.2600790502549436,False
16,10,2,3,0.19116107082865322,0.14784206427509333,False
16,10,2,3,0.2501358069035325,0.08197359719154283,False
16,10,2,3,0.3058346087071056,0.04696530754964704,False
16,10,2,3,0.35242319544177714,0.02947443638859261,False
16,10,2,3,0.384814465661635,0.02131925430485393,False
16,10,2,3,0.3993837761551265,0.018428852689869477,False
16,10,2,3,0.39448051918842547,0.01935498651089108,False
16,10,2,3,0.3706615219013503,0.024560514701692033,False
16,10,2,3,0.3306122818153221,0.03665802842019813,False
16,10,2,3,0.27876750808035067,0.061564179401508046,False
16,10,2,3,0.2206862179881362,0.11004541003439171,False
16,10,2,3,0.16227234607347327,0.1973604630122943,False
16,10,2,3,0.10895424229180184,0.33637037387217145,False
16,10,2,3,0.06494229202171968,0.5223471257673292,False
16,10,2,3,0.03267233051708509,0.7212832907753282,True
16,10,2,3,0.012515239947390695,0.8823624207686562,True
16,10,2,3,0.0027940984893568346,0.9724457540975486,True
16,10,2,3,0.00010520312407664832,0.9989485219500913,True
16,10,2,3,0.0001052031240766471,0.9989485219500912,True
16,10,2,3,0.002794098489356807,0.9724457540975489,True
16,10,2,3,0.01251523994739057,0.8823624207686573,True
16,10,2,3,0.032672330517085055,0.7212832907753284,True
16,10,2,3,0.06494229202171949,0.5223471257673301,False
16,10,2,3,0.10895424229180162,0.33637037387217206,False
16,10,2,3,0.16227234607347282,0.19736046301229526,False
16,10,2,3,0.22068621798813592,0.11004541003439205,False
16,10,2,3,0.27876750808035045,0.061564179401508184,False
16,10,2,3,0.3306122818153217,0.03665802842019829,False
16,10,2,3,0.37066152190135,0.02456051470169214,False
16,10,2,3,0.3944805191884252,0.019354986510891133,False
16,10,2,3,0.3993837761551265,0.01842885268986949,False
16,10,2,3,0.384814465661635,0.02131925430485395,False
16,10,2,3,0.3524231954417776,0.029474436388592477,False
16,10,2,3,0.30583460870710605,0.04696530754964683,False
16,10,2,3,0.2501358069035328,0.08197359719154254,False
16,10,2,3,0.1911610708286533,0.14784206427509317,False
16,10,2,3,0.13467696547351468,0.2600790502549427,False
16,10,2,3,0.08558631694238913,0.424916258020719,False
16,10,2,3,0.04726664398111278,0.6233379572312201,False
16,10,2,3,0.02113883916223107,0.809459618486249,True
16,10,2,3,0.0065281201125035855,0.936803995997865,True
16,10,2,3,0.000836448017414402,0.9916704047576149,True
16,10,2,3,5.877363255445678e-48,1.0,True
16,10,2,6,0.0,1.0,True
16,10,2,6,1.749113214591157e-06,0.999982509020823,True
16,10,2,6,0.00010654088050818432,0.9989351585413759,True
16,10,2,6,0.001117126302816677,0.9888909038212341,True
16,10,2,6,0.005585339083093109,0.9456777707597543,True
16,10,2,6,0.01831254411940751,0.8326636988569822,True
16,10,2,6,0.04534471257288544,0.6354339512299356,False
16,10,2,6,0.09135638750089342,0.40109223124843113,False
16,10,2,6,0.15641980473820322,0.20925575910598768,False
16,10,2,6,0.23383701970757098,0.09648476130201177,False
16,10,2,6,0.3105052717134826,0.04482215560136321,False
16,10,2,6,0.37020543245612414,0.024672788456688598,False
16,10,2,6,0.39876850163982047,0.018542590264281896,False
16,10,2,6,0.38903720004792425,0.02043774177389589,False
16,10,2,6,0.34347490954556303,0.0322334967482176,False
16,10,2,6,0.27326120221783484,0.06504915772798804,False
16,10,2,6,0.19427830890332096,0.14330456491065857,False
16,10,2,6,0.1217560170247679,0.2959513577026607,False
16,10,2,6,0.06583078575047267,0.5177266609782403,False
16,10,2,6,0.029677567283451656,0.7432107160164424,True
16,10,2,6,0.010543753232585789,0.8999306876679083,True
16,10,2,6,0.002668702953544124,0.9736659225198695,True
16,10,2,6,0.0003915780773519096,0.9960918758988037,True
16,10,2,6,1.9517465920565363e-05,0.999804844386129,True
16,10,2,6,2.7669243288716655e-08,0.9999997233076056,True
16,10,2,6,2.766924328871601e-08,0.9999997233076056,True
16,10,2,6,1.951746592056497e-05,0.9998048443861294,True
16,10,2,6,0.0003915780773519017,0.9960918758988039,True
16,10,2,6,0.0026687029535441176,0.9736659225198697,True
16,10,2,6,0.010543753232585724,0.8999306876679087,True
16,10,2,6,0.029677567283451535,0.7432107160164435,True
16,10,2,6,0.06583078575047233,0.5177266609782422,False
16,10,2,6,0.12175601702476763,0.29595135770266157,False
16,10,2,6,0.19427830890332065,0.143304564910659,False
16,10,2,6,0.27326120221783423,0.06504915772798844,False
16,10,2,6,0.3434749095455623,0.03223349674821784,False
16,10,2,6,0.3890372000479237,0.02043774177389601,False
16,10,2,6,0.39876850163982047,0.018542590264281896,False
16,10,2,6,0.37020543245612414,0.02467278845668862,False
16,10,2,6,0.3105052717134834,0.04482215560136285,False
16,10,2,6,0.23383701970757165,0.09648476130201117,False
16,10,2,6,0.1564198047382036,0.20925575910598695,False
16,10,2,6,0.0913563875008935,0.40109223124843085,False
16,10,2,6,0.045344712572885665,0.6354339512299343,False
16,10,2,6,0.018312544119407716,0.8326636988569808,True
16,10,2,6,0.0055853390830931625,0.9456777707597539,True
16,10,2,6,0.0011171263028166849,0.9888909038212339,True
16,10,2,6,0.0001065408805081846,0.9989351585413763,True
16,10,2,6,1.7491132145912095e-06,0.9999825090208231,True
16,10,2,6,8.635849709115752e-95,1.0,True
16,10,4,1,0.0,1.0,True
16,10,4,1,0.10146183356380296,0.3625407723231687,False
16,10,4,1,0.19628702080157512,0.14045470759998877,False
16,10,4,1,0.27827302024139455,0.06186936070215788,False
16,10,4,1,0.34205710520213845,0.03269375976967758,False
16,10,4,1,0.3834671412146643,0.021608437573889153,False
16,10,4,1,0.39979448648027527,0.018353318708174093,False
16,10,4,1,0.38997116487272954,0.020247749068334247,False
16,10,4,1,0.35463972254920006,0.028828314700502424,False
16,10,4,1,0.2961111988301263,0.05176132716868527,False
16,10,4,1,0.2182139604842196,0.11279992499659575,False
16,10,4,1,0.12604328720944855,0.2835312671586736,False
16,10,4,1,0.025628087992285293,0.7739245583903145,True
16,10,4,1,0.07646345148054877,0.4655040347198955,False
16,10,4,1,0.17355349564702321,0.17630585909431196,False
16,10,4,1,0.25929135812311516,0.07480178121644523,False
16,10,4,1,0.32806890183878235,0.03760233917622183,False
16,10,4,1,0.3753873688199041,0.023426821661105622,False
16,10,4,1,0.39815164517967916,0.018657324940520165,False
16,10,4,1,0.39487271336578006,0.019279226041951477,False
16,10,4,1,0.36576504920632513,0.02579304254904776,False
16,10,4,1,0.312732592987212,0.04383485815321463,False
16,10,4,1,0.23924421219648676,0.09140618602945332,False
16,10,4,1,0.15010680195174986,0.222891979995615,False
16,10,4,1,0.05115086467380266,0.5995903261410335,False
16,10,4,1,0.051150864673802456,0.5995903261410346,False
16,10,4,1,0.15010680195174936,0.22289197999561602,False
16,10,4,1,0.23924421219648606,0.09140618602945397,False
16,10,4,1,0.31273259298721195,0.043834858153214654,False
16,10,4,1,0.3657650492063249,0.025793042549047816,False
16,10,4,1,0.39487271336577995,0.0192792260419515,False
16,10,4,1,0.3981516451796793,0.01865732494052015,False
16,10,4,1,0.3753873688199043,0.02342682166110558,False
16,10,4,1,0.3280689018387824,0.03760233917622181,False
16,10,4,1,0.2592913581231157,0.07480178121644478,False
16,10,4,1,0.17355349564702405,0.17630585909431057,False
16,10,4,1,0.07646345148054948,0.46550403471989216,False
16,10,4,1,0.02562808799228493,0.7739245583903173,True
16,10,4,1,0.12604328720944832,0.2835312671586742,False
16,10,4,1,0.21821396048421857,0.11279992499659695,False
16,10,4,1,0.29611119883012577,0.05176132716868552,False
16,10,4,1,0.35463972254919973,0.0288283147005025,False
16,10,4,1,0.3899711648727295,0.020247749068334264,False
16,10,4,1,0.39979448648027527,0.018353318708174093,False
16,10,4,1,0.38346714121466463,0.021608437573889073,False
16,10,4,1,0.34205710520213883,0.03269375976967745,False
16,10,4,1,0.27827302024139483,0.06186936070215771,False
16,10,4,1,0.1962870208015752,0.14045470759998865,False
16,10,4,1,0.10146183356380345,0.3625407723231671,False
16,10,4,1,1.9594348786357652e-16,0.9999999999999981,True
16,10,4,3,0.0,1.0,True
16,10,4,3,0.006528120112503578,0.936803995997865,True
16,10,4,3,0.04726664398111255,0.6233379572312215,False
16,10,4,3,0.13467696547351435,0.2600790502549436,False
16,10,4,3,0.2501358069035325,0.08197359719154283,False
16,10,4,3,0.35242319544177714,0.029474436388592595,False
16,10,4,3,0.3993837761551265,0.01842885268986949,False
16,10,4,3,0.3706615219013503,0.024560514701692043,False
16,10,4,3,0.27876750808035067,0.06156417940150802,False
16,10,4,3,0.16227234607347327,0.1973604630122943,False
16,10,4,3,0.06494229202171968,0.5223471257673292,False
16,10,4,3,0.012515239947390695,0.8823624207686562,True
16,10,4,3,0.00010520312407664832,0.9989485219500911,True
16,10,4,3,0.002794098489356807,0.9724457540975489,True
16,10,4,3,0.032672330517085055,0.7212832907753283,True
16,10,4,3,0.10895424229180162,0.33637037387217206,False
16,10,4,3,0.22068621798813592,0.11004541003439201,False
16,10,4,3,0.3306122818153217,0.036658028420198274,False
16,10,4,3,0.3944805191884252,0.01935498651089115,False
16,10,4,3,0.384814465661635,0.02131925430485395,False
16,10,4,3,0.30583460870710605,0.04696530754964683,False
16,10,4,3,0.1911610708286533,0.14784206427509317,False
16,10,4,3,0.08558631694238913,0.4249162580207188,False
16,10,4,3,0.02113883916223107,0.8094596184862491,True
16,10,4,3,0.000836448017414402,0.9916704047576147,True
16,10,4,3,0.0008364480174143922,0.9916704047576148,True
16,10,4,3,0.02113883916223086,0.8094596184862507,True
16,10,4,3,0.08558631694238839,0.42491625802072214,False
16,10,4,3,0.19116107082865313,0.14784206427509344,False
16,10,4,3,0.30583460870710555,0.04696530754964704,False
16,10,4,3,0.38481446566163474,0.021319254304854027,False
16,10,4,3,0.3944805191884256,0.019354986510891063,False
16,10,4,3,0.3306122818153223,0.036658028420198045,False
16,10,4,3,0.22068621798813612,0.1100454100343918,False
16,10,4,3,0.10895424229180228,0.3363703738721699,False
16,10,4,3,0.03267233051708551,0.7212832907753252,True
16,10,4,3,0.0027940984893568845,0.9724457540975483,True
16,10,4,3,0.0001052031240766438,0.9989485219500911,True
16,10,4,3,0.012515239947390636,0.8823624207686568,True
16,10,4,3,0.06494229202171876,0.522347125767334,False
16,10,4,3,0.1622723460734723,0.19736046301229618,False
16,10,4,3,0.27876750808034995,0.06156417940150851,False
16,10,4,3,0.3706615219013501,0.0245605147016921,False
16,10,4,3,0.3993837761551265,0.01842885268986949,False
16,10,4,3,0.35242319544177797,0.02947443638859236,False
16,10,4,3,0.25013580690353326,0.08197359719154218,False
16,10,4,3,0.13467696547351474,0.26007905025494266,False
16,10,4,3,0.047266643981112605,0.623337957231221,False
16,10,4,3,0.006528120112503671,0.9368039959978645,True
16,10,4,3,4.701890604356542e-47,1.0,True
16,10,4,6,0.0,1.0,True
16,10,4,6,0.00010654088050818432,0.9989351585413759,True
16,10,4,6,0.005585339083093109,0.9456777707597545,True
16,10,4,6,0.04534471257288544,0.6354339512299357,False
16,10,4,6,0.15641980473820322,0.20925575910598768,False
16,10,4,6,0.3105052717134826,0.04482215560136321,False
16,10,4,6,0.39876850163982047,0.018542590264281896,False
16,10,4,6,0.34347490954556303,0.0322334967482176,False
16,10,4,6,0.19427830890332096,0.1433045649106585,False
16,10,4,6,0.06583078575047267,0.5177266609782405,False
16,10,4,6,0.010543753232585789,0.8999306876679081,True
16,10,4,6,0.0003915780773519096,0.9960918758988035,True
16,10,4,6,2.7669243288716655e-08,0.9999997233076054,True
16,10,4,6,1.951746592056497e-05,0.999804844386129,True
16,10,4,6,0.0026687029535441176,0.9736659225198695,True
16,10,4,6,0.029677567283451535,0.7432107160164434,True
16,10,4,6,0.12175601702476763,0.29595135770266157,False
16,10,4,6,0.27326120221783423,0.06504915772798847,False
16,10,4,6,0.3890372000479237,0.020437741773896016,False
16,10,4,6,0.37020543245612414,0.024672788456688598,False
16,10,4,6,0.23383701970757165,0.09648476130201117,False
16,10,4,6,0.0913563875008935,0.40109223124843085,False
16,10,4,6,0.018312544119407716,0.8326636988569808,True
16,10,4,6,0.0011171263028166849,0.9888909038212339,True
16,10,4,6,1.7491132145912095e-06,0.9999825090208231,True
16,10,4,6,1.7491132145911686e-06,0.9999825090208231,True
16,10,4,6,0.0011171263028166632,0.9888909038212341,True
16,10,4,6,0.01831254411940739,0.8326636988569832,True
16,10,4,6,0.09135638750089335,0.40109223124843146,False
16,10,4,6,0.23383701970757081,0.09648476130201199,False
16,10,4,6,0.3702054324561236,0.02467278845668874,False
16,10,4,6,0.3890372000479245,0.020437741773895835,False
16,10,4,6,0.27326120221783523,0.0650491577279878,False
16,10,4,6,0.12175601702476782,0.2959513577026609,False
16,10,4,6,0.029677567283451903,0.7432107160164408,True
16,10,4,6,0.0026687029535441935,0.973665922519869,True
16,10,4,6,1.951746592056606e-05,0.999804844386129,True
16,10,4,6,2.7669243288714283e-08,0.9999997233076054,True
16,10,4,6,0.00039157807735190587,0.9960918758988038,True
16,10,4,6,0.010543753232585494,0.8999306876679108,True
16,10,4,6,0.06583078575047191,0.5177266609782444,False
16,10,4,6,0.19427830890331993,0.14330456491065993,False
16,10,4,6,0.34347490954556253,0.03223349674821774,False
16,10,4,6,0.39876850163982047,0.018542590264281907,False
16,10,4,6,0.3105052717134841,0.04482215560136254,False
16,10,4,6,0.1564198047382042,0.20925575910598565,False
16,10,4,6,0.045344712572885706,0.6354339512299338,False
16,10,4,6,0.005585339083093121,0.9456777707597542,True
16,10,4,6,0.00010654088050818739,0.9989351585413762,True
16,10,4,6,5.5269438138340816e-93,1.0,True
32,5,1,1,0.0,1.0,True
32,5,1,1,0.025628087992285165,0.8797298212464526,True
32,5,1,1,0.0511508646738024,0.7743321807474071,True
32,5,1,1,0.07646345148054894,0.6822785609411266,False
32,5,1,1,0.10146183356380296,0.6021135875589992,False
32,5,1,1,0.12604328720944827,0.5324765414163092,False
32,5,1,1,0.15010680195174966,0.47211437173169746,False
32,5,1,1,0.17355349564702327,0.4198879125365624,False
32,5,1,1,0.19628702080157512,0.37477287468544024,False
32,5,1,1,0.2182139604842194,0.33585700081522196,False
32,5,1,1,0.2392442121964863,0.30233455976691403,False
32,5,1,1,0.25929135812311527,0.27349914299033024,False
32,5,1,1,0.27827302024139455,0.24873552360319964,False
32,5,1,1,0.29611119883012627,0.22751115833885013,False
32,5,1,1,0.312732592987212,0.20936775815109315,False
32,5,1,1,0.32806890183878235,0.1939132258929798,False
32,5,1,1,0.34205710520213845,0.18081415810073498,False
32,5,1,1,0.35463972254919995,0.16978902997691706,False
32,5,1,1,0.3657650492063249,0.16060212498297716,False
32,5,1,1,0.3753873688199042,0.1530582296418772,False
32,5,1,1,0.3834671412146643,0.14699808697356959,False
32,5,1,1,0.38997116487272954,0.14229458552009017,False
32,5,1,1,0.39487271336578006,0.1388496526533339,False
32,5,1,1,0.39815164517967927,0.1365918187173747,False
32,5,1,1,0.39979448648027527,0.13547442086303263,False
32,5,1,1,0.3997944864802752,0.13547442086303263,False
32,5,1,1,0.39815164517967927,0.1365918187173747,False
32,5,1,1,0.39487271336578006,0.1388496526533339,False
32,5,1,1,0.38997116487272954,0.14229458552009017,False
32,5,1,1,0.38346714121466435,0.14699808697356956,False
32,5,1,1,0.37538736881990425,0.15305822964187712,False
32,5,1,1,0.3657650492063251,0.160602124982977,False
32,5,1,1,0.35463972254920006,0.16978902997691694,False
32,5,1,1,0.3420571052021385,0.1808141581007349,False
32,5,1,1,0.32806890183878246,0.19391322589297974,False
32,5,1,1,0.3127325929872121,0.20936775815109301,False
32,5,1,1,0.2961111988301263,0.22751115833884997,False
32,5,1,1,0.2782730202413946,0.2487355236031996,False
32,5,1,1,0.2592913581231153,0.2734991429903302,False
32,5,1,1,0.2392442121964866,0.30233455976691365,False
32,5,1,1,0.2182139604842196,0.33585700081522163,False
32,5,1,1,0.19628702080157523,0.3747728746854401,False
32,5,1,1,0.17355349564702327,0.41988791253656244,False
32,5,1,1,0.1501068019517498,0.4721143717316972,False
32,5,1,1,0.12604328720944855,0.5324765414163083,False
32,5,1,1,0.10146183356380314,0.6021135875589988,False
32,5,1,1,0.07646345148054902,0.6822785609411264,False
32,5,1,1,0.05115086467380242,0.774332180747407,True
32,5,1,1,0.025628087992285293,0.879729821246452,True
32,5,1,1,4.898587196589413e-17,0.9999999999999998,True
32,5,1,3,0.0,1.0,True
32,5,1,3,0.00010520312407664675,0.999474122701579,True
32,5,1,3,0.0008364480174143894,0.995826493299719,True
32,5,1,3,0.002794098489356825,0.986126642017925,True
32,5,1,3,0.006528120112503578,0.9678863548980662,True
32,5,1,3,0.012515239947390615,0.9393414825124339,True
32,5,1,3,0.021138839162230996,0.8996997379605318,True
32,5,1,3,0.032672330517085076,0.8492839871181653,True
32,5,1,3,0.04726664398111255,0.7895175471331979,True
32,5,1,3,0.06494229202171951,0.7227358616862251,True
32,5,1,3,0.08558631694238866,0.6518560101899199,False
32,5,1,3,0.1089542422918018,0.5799744596722959,False
32,5,1,3,0.13467696547351435,0.5099794606206643,False
32,5,1,3,0.16227234607347313,0.44425270175013515,False
32,5,1,3,0.19116107082865322,0.3845023592581629,False
32,5,1,3,0.22068621798813604,0.33173093017442895,False
32,5,1,3,0.2501358069035325,0.2863103162506424,False
32,5,1,3,0.27876750808035045,0.24812129977393757,False
32,5,1,3,0.3058346087071056,0.2167148069460115,False
32,5,1,3,0.330612281815322,0.19146286433718196,False
32,5,1,3,0.35242319544177714,0.1716812056941371,False
32,5,1,3,0.3706615219013502,0.1567179463293597,False
32,5,1,3,0.384814465661635,0.14601114445429825,False
32,5,1,3,0.39448051918842547,0.1391221999211164,False
32,5,1,3,0.3993837761551265,0.13575291042872523,False
32,5,1,3,0.3993837761551264,0.13575291042872528,False
32,5,1,3,0.39448051918842547,0.13912219992111646,False
32,5,1,3,0.384814465661635,0.14601114445429825,False
32,5,1,3,0.3706615219013503,0.15671794632935962,False
32,5,1,3,0.35242319544177725,0.17168120569413697,False
32,5,1,3,0.3306122818153221,0.19146286433718193,False
32,5,1,3,0.305834608707106,0.21671480694601106,False
32,5,1,3,0.27876750808035067,0.2481212997739373,False
32,5,1,3,0.2501358069035326,0.2863103162506421,False
32,5,1,3,0.2206862179881362,0.3317309301744287,False
32,5,1,3,0.19116107082865347,0.38450235925816234,False
32,5,1,3,0.16227234607347327,0.444252701750135,False
32,5,1,3,0.13467696547351443,0.509979460620664,False
32,5,1,3,0.10895424229180184,0.5799744596722957,False
32,5,1,3,0.08558631694238894,0.6518560101899189,False
32,5,1,3,0.06494229202171968,0.7227358616862244,True
32,5,1,3,0.04726664398111263,0.7895175471331976,True
32,5,1,3,0.03267233051708509,0.8492839871181652,True
32,5,1,3,0.02113883916223105,0.8996997379605317,True
32,5,1,3,0.012515239947390695,0.9393414825124334,True
32,5,1,3,0.006528120112503612,0.9678863548980661,True
32,5,1,3,0.0027940984893568346,0.9861266420179249,True
32,5,1,3,0.0008364480174143905,0.995826493299719,True
32,5,1,3,0.00010520312407664832,0.999474122701579,True
