validated file 0: 21842 score rows, 21586 retained
validated file 665: 9269 score rows, 9013 retained
validated file 666: 29917 score rows, 29661 retained
validated file 667: 29918 score rows, 29662 retained
validated file 668: 29917 score rows, 29661 retained
validated file 669: 29917 score rows, 29661 retained
validated file 670: 29917 score rows, 29661 retained
validated file 671: 29917 score rows, 29661 retained
validated file 672: 29917 score rows, 29661 retained
validated file 673: 29919 score rows, 29663 retained
validated file 674: 29917 score rows, 29661 retained
validated file 675: 29917 score rows, 29661 retained
validated file 676: 29916 score rows, 29660 retained
validated file 677: 29917 score rows, 29661 retained
validated file 678: 29915 score rows, 29659 retained
validated file 679: 29916 score rows, 29660 retained
validated file 680: 29915 score rows, 29659 retained
validated file 681: 29917 score rows, 29661 retained
validated file 682: 29915 score rows, 29659 retained
validated file 683: 29918 score rows, 29662 retained
validated file 684: 29918 score rows, 29662 retained
validated file 685: 29917 score rows, 29661 retained
validated file 686: 29919 score rows, 29663 retained
validated file 687: 29919 score rows, 29663 retained
validated file 688: 29921 score rows, 29665 retained
validated file 689: 29918 score rows, 29662 retained
validated file 690: 29918 score rows, 29662 retained
validated file 691: 29918 score rows, 29662 retained
validated file 692: 29918 score rows, 29662 retained
validated file 693: 29918 score rows, 29662 retained
validated file 694: 29917 score rows, 29661 retained
validated file 695: 29917 score rows, 29661 retained
validated file 696: 29917 score rows, 29661 retained
validated file 697: 29917 score rows, 29661 retained
validated file 698: 29918 score rows, 29662 retained
validated file 699: 29916 score rows, 29660 retained
validated file 700: 29915 score rows, 29659 retained
validated file 701: 29915 score rows, 29659 retained
validated file 702: 31047 score rows, 30791 retained
validated file 703: 31129 score rows, 30873 retained
validated file 704: 31377 score rows, 31121 retained
validated file 705: 31380 score rows, 31124 retained
validated file 706: 31379 score rows, 31123 retained
validated file 707: 31379 score rows, 31123 retained
validated file 708: 31380 score rows, 31124 retained
validated file 709: 31357 score rows, 31101 retained
validated file 710: 31258 score rows, 31002 retained
validated file 711: 31254 score rows, 30998 retained
validated file 712: 31253 score rows, 30997 retained
validated file 713: 31260 score rows, 31004 retained
validated file 714: 31251 score rows, 30995 retained
validated file 715: 31252 score rows, 30996 retained
validated file 716: 31253 score rows, 30997 retained
validated file 717: 31262 score rows, 31006 retained
validated file 718: 31252 score rows, 30996 retained
validated file 719: 31252 score rows, 30996 retained
validated file 720: 31263 score rows, 31007 retained
validated file 721: 31251 score rows, 30995 retained
validated file 722: 31251 score rows, 30995 retained
validated file 723: 31253 score rows, 30997 retained
validated file 724: 31253 score rows, 30997 retained
validated file 725: 31251 score rows, 30995 retained
validated file 726: 31255 score rows, 30999 retained
validated file 727: 31251 score rows, 30995 retained
validated file 728: 31250 score rows, 30994 retained
validated file 729: 31255 score rows, 30999 retained
validated file 730: 31249 score rows, 30993 retained
validated file 731: 31249 score rows, 30993 retained
validated file 732: 31249 score rows, 30993 retained
validated file 733: 31251 score rows, 30995 retained
validated file 734: 31248 score rows, 30992 retained
validated file 735: 11693 score rows, 11437 retained
validated file 736: 31248 score rows, 30992 retained
validated file 737: 31248 score rows, 30992 retained
validated file 738: 31249 score rows, 30993 retained
validated file 739: 31248 score rows, 30992 retained
validated file 740: 31248 score rows, 30992 retained
validated file 741: 27719 score rows, 27463 retained
validated file 742: 31248 score rows, 30992 retained
validated file 743: 31248 score rows, 30992 retained
validated file 744: 31248 score rows, 30992 retained
validated file 745: 31248 score rows, 30992 retained
validated file 746: 31248 score rows, 30992 retained
validated file 747: 31258 score rows, 31002 retained
validated file 748: 31249 score rows, 30993 retained
validated file 749: 31248 score rows, 30992 retained
validated file 750: 31248 score rows, 30992 retained
validated file 751: 31259 score rows, 31003 retained
validated file 752: 31250 score rows, 30994 retained
validated file 753: 31248 score rows, 30992 retained
validated file 754: 31248 score rows, 30992 retained
validated file 755: 31248 score rows, 30992 retained
validated file 756: 31249 score rows, 30993 retained
validated file 757: 27103 score rows, 26847 retained
validated file 758: 31252 score rows, 30996 retained
validated file 759: 31245 score rows, 30989 retained
validated file 760: 31249 score rows, 30993 retained
validated file 761: 31255 score rows, 30999 retained
validated file 762: 31259 score rows, 31003 retained
validated file 763: 31257 score rows, 31001 retained
validated file 764: 31257 score rows, 31001 retained
validated file 765: 27108 score rows, 26852 retained
validated file 766: 31263 score rows, 31007 retained
validated file 767: 31258 score rows, 31002 retained
validated file 768: 31257 score rows, 31001 retained
validated file 769: 31256 score rows, 31000 retained
validated file 770: 31256 score rows, 31000 retained
validated file 771: 31265 score rows, 31009 retained
validated file 772: 31257 score rows, 31001 retained
validated file 773: 31256 score rows, 31000 retained
validated file 774: 31256 score rows, 31000 retained
validated file 775: 31256 score rows, 31000 retained
validated file 776: 31267 score rows, 31011 retained
validated file 777: 31256 score rows, 31000 retained
validated file 778: 31258 score rows, 31002 retained
validated file 779: 31258 score rows, 31002 retained
validated file 780: 31267 score rows, 31011 retained
validated file 781: 31258 score rows, 31002 retained
validated file 782: 31257 score rows, 31001 retained
validated file 783: 31257 score rows, 31001 retained
validated file 784: 31267 score rows, 31011 retained
validated file 785: 31259 score rows, 31003 retained
validated file 786: 31257 score rows, 31001 retained
validated file 787: 31257 score rows, 31001 retained
validated file 788: 31257 score rows, 31001 retained
validated file 789: 31267 score rows, 31011 retained
validated file 790: 31262 score rows, 31006 retained
validated file 791: 31258 score rows, 31002 retained
validated file 792: 31257 score rows, 31001 retained
validated file 793: 31257 score rows, 31001 retained
validated file 794: 31264 score rows, 31008 retained
validated file 795: 31263 score rows, 31007 retained
validated file 796: 31262 score rows, 31006 retained
validated file 797: 31264 score rows, 31008 retained
validated file 798: 31255 score rows, 30999 retained
validated file 799: 31260 score rows, 31004 retained
validated file 800: 31263 score rows, 31007 retained
validated file 801: 31256 score rows, 31000 retained
validated file 802: 31256 score rows, 31000 retained
validated file 803: 31254 score rows, 30998 retained
validated file 804: 31256 score rows, 31000 retained
validated file 805: 31264 score rows, 31008 retained
validated file 806: 31254 score rows, 30998 retained
validated file 807: 31254 score rows, 30998 retained
validated file 808: 31255 score rows, 30999 retained
validated file 809: 31253 score rows, 30997 retained
validated file 810: 31254 score rows, 30998 retained
validated file 811: 31254 score rows, 30998 retained
validated file 812: 31252 score rows, 30996 retained
CV seed 42 arm daily_file fold 0
CV seed 42 arm daily_file fold 1
CV seed 42 arm daily_file fold 2
CV seed 42 arm daily_file fold 3
CV seed 42 arm daily_file fold 4
CV seed 42 arm frozen_training fold 0
CV seed 42 arm frozen_training fold 1
CV seed 42 arm frozen_training fold 2
CV seed 42 arm frozen_training fold 3
CV seed 42 arm frozen_training fold 4
CV seed 42 arm prewindow_rolling fold 0
CV seed 42 arm prewindow_rolling fold 1
CV seed 42 arm prewindow_rolling fold 2
CV seed 42 arm prewindow_rolling fold 3
CV seed 42 arm prewindow_rolling fold 4
CV seed 43 arm daily_file fold 0
CV seed 43 arm daily_file fold 1
CV seed 43 arm daily_file fold 2
CV seed 43 arm daily_file fold 3
CV seed 43 arm daily_file fold 4
CV seed 43 arm frozen_training fold 0
CV seed 43 arm frozen_training fold 1
CV seed 43 arm frozen_training fold 2
CV seed 43 arm frozen_training fold 3
CV seed 43 arm frozen_training fold 4
CV seed 43 arm prewindow_rolling fold 0
CV seed 43 arm prewindow_rolling fold 1
CV seed 43 arm prewindow_rolling fold 2
CV seed 43 arm prewindow_rolling fold 3
CV seed 43 arm prewindow_rolling fold 4
CV seed 44 arm daily_file fold 0
CV seed 44 arm daily_file fold 1
CV seed 44 arm daily_file fold 2
CV seed 44 arm daily_file fold 3
CV seed 44 arm daily_file fold 4
CV seed 44 arm frozen_training fold 0
CV seed 44 arm frozen_training fold 1
CV seed 44 arm frozen_training fold 2
CV seed 44 arm frozen_training fold 3
CV seed 44 arm frozen_training fold 4
CV seed 44 arm prewindow_rolling fold 0
CV seed 44 arm prewindow_rolling fold 1
CV seed 44 arm prewindow_rolling fold 2
CV seed 44 arm prewindow_rolling fold 3
CV seed 44 arm prewindow_rolling fold 4
CV seed 45 arm daily_file fold 0
CV seed 45 arm daily_file fold 1
CV seed 45 arm daily_file fold 2
CV seed 45 arm daily_file fold 3
CV seed 45 arm daily_file fold 4
CV seed 45 arm frozen_training fold 0
CV seed 45 arm frozen_training fold 1
CV seed 45 arm frozen_training fold 2
CV seed 45 arm frozen_training fold 3
CV seed 45 arm frozen_training fold 4
CV seed 45 arm prewindow_rolling fold 0
CV seed 45 arm prewindow_rolling fold 1
CV seed 45 arm prewindow_rolling fold 2
CV seed 45 arm prewindow_rolling fold 3
CV seed 45 arm prewindow_rolling fold 4
CV seed 46 arm daily_file fold 0
CV seed 46 arm daily_file fold 1
CV seed 46 arm daily_file fold 2
CV seed 46 arm daily_file fold 3
CV seed 46 arm daily_file fold 4
CV seed 46 arm frozen_training fold 0
CV seed 46 arm frozen_training fold 1
CV seed 46 arm frozen_training fold 2
CV seed 46 arm frozen_training fold 3
CV seed 46 arm frozen_training fold 4
CV seed 46 arm prewindow_rolling fold 0
CV seed 46 arm prewindow_rolling fold 1
CV seed 46 arm prewindow_rolling fold 2
CV seed 46 arm prewindow_rolling fold 3
CV seed 46 arm prewindow_rolling fold 4
bootstrap 0 arm daily_file
bootstrap 0 arm frozen_training
bootstrap 0 arm prewindow_rolling
bootstrap 1 arm daily_file
bootstrap 1 arm frozen_training
bootstrap 1 arm prewindow_rolling
bootstrap 2 arm daily_file
bootstrap 2 arm frozen_training
bootstrap 2 arm prewindow_rolling
bootstrap 3 arm daily_file
bootstrap 3 arm frozen_training
bootstrap 3 arm prewindow_rolling
bootstrap 4 arm daily_file
bootstrap 4 arm frozen_training
bootstrap 4 arm prewindow_rolling
bootstrap 5 arm daily_file
bootstrap 5 arm frozen_training
bootstrap 5 arm prewindow_rolling
bootstrap 6 arm daily_file
bootstrap 6 arm frozen_training
bootstrap 6 arm prewindow_rolling
bootstrap 7 arm daily_file
bootstrap 7 arm frozen_training
bootstrap 7 arm prewindow_rolling
bootstrap 8 arm daily_file
bootstrap 8 arm frozen_training
bootstrap 8 arm prewindow_rolling
bootstrap 9 arm daily_file
bootstrap 9 arm frozen_training
bootstrap 9 arm prewindow_rolling
bootstrap 10 arm daily_file
bootstrap 10 arm frozen_training
bootstrap 10 arm prewindow_rolling
bootstrap 11 arm daily_file
bootstrap 11 arm frozen_training
bootstrap 11 arm prewindow_rolling
bootstrap 12 arm daily_file
bootstrap 12 arm frozen_training
bootstrap 12 arm prewindow_rolling
bootstrap 13 arm daily_file
bootstrap 13 arm frozen_training
bootstrap 13 arm prewindow_rolling
bootstrap 14 arm daily_file
bootstrap 14 arm frozen_training
bootstrap 14 arm prewindow_rolling
bootstrap 15 arm daily_file
bootstrap 15 arm frozen_training
bootstrap 15 arm prewindow_rolling
bootstrap 16 arm daily_file
bootstrap 16 arm frozen_training
bootstrap 16 arm prewindow_rolling
bootstrap 17 arm daily_file
bootstrap 17 arm frozen_training
bootstrap 17 arm prewindow_rolling
bootstrap 18 arm daily_file
bootstrap 18 arm frozen_training
bootstrap 18 arm prewindow_rolling
bootstrap 19 arm daily_file
bootstrap 19 arm frozen_training
bootstrap 19 arm prewindow_rolling
bootstrap 20 arm daily_file
bootstrap 20 arm frozen_training
bootstrap 20 arm prewindow_rolling
bootstrap 21 arm daily_file
bootstrap 21 arm frozen_training
bootstrap 21 arm prewindow_rolling
bootstrap 22 arm daily_file
bootstrap 22 arm frozen_training
bootstrap 22 arm prewindow_rolling
bootstrap 23 arm daily_file
bootstrap 23 arm frozen_training
bootstrap 23 arm prewindow_rolling
bootstrap 24 arm daily_file
bootstrap 24 arm frozen_training
bootstrap 24 arm prewindow_rolling
bootstrap 25 arm daily_file
bootstrap 25 arm frozen_training
bootstrap 25 arm prewindow_rolling
bootstrap 26 arm daily_file
bootstrap 26 arm frozen_training
bootstrap 26 arm prewindow_rolling
bootstrap 27 arm daily_file
bootstrap 27 arm frozen_training
bootstrap 27 arm prewindow_rolling
bootstrap 28 arm daily_file
bootstrap 28 arm frozen_training
bootstrap 28 arm prewindow_rolling
bootstrap 29 arm daily_file
bootstrap 29 arm frozen_training
bootstrap 29 arm prewindow_rolling
bootstrap 30 arm daily_file
bootstrap 30 arm frozen_training
bootstrap 30 arm prewindow_rolling
bootstrap 31 arm daily_file
bootstrap 31 arm frozen_training
bootstrap 31 arm prewindow_rolling
bootstrap 32 arm daily_file
bootstrap 32 arm frozen_training
bootstrap 32 arm prewindow_rolling
bootstrap 33 arm daily_file
bootstrap 33 arm frozen_training
bootstrap 33 arm prewindow_rolling
bootstrap 34 arm daily_file
bootstrap 34 arm frozen_training
bootstrap 34 arm prewindow_rolling
bootstrap 35 arm daily_file
bootstrap 35 arm frozen_training
bootstrap 35 arm prewindow_rolling
bootstrap 36 arm daily_file
bootstrap 36 arm frozen_training
bootstrap 36 arm prewindow_rolling
bootstrap 37 arm daily_file
bootstrap 37 arm frozen_training
bootstrap 37 arm prewindow_rolling
bootstrap 38 arm daily_file
bootstrap 38 arm frozen_training
bootstrap 38 arm prewindow_rolling
bootstrap 39 arm daily_file
bootstrap 39 arm frozen_training
bootstrap 39 arm prewindow_rolling
bootstrap 40 arm daily_file
bootstrap 40 arm frozen_training
bootstrap 40 arm prewindow_rolling
bootstrap 41 arm daily_file
bootstrap 41 arm frozen_training
bootstrap 41 arm prewindow_rolling
bootstrap 42 arm daily_file
bootstrap 42 arm frozen_training
bootstrap 42 arm prewindow_rolling
bootstrap 43 arm daily_file
bootstrap 43 arm frozen_training
bootstrap 43 arm prewindow_rolling
bootstrap 44 arm daily_file
bootstrap 44 arm frozen_training
bootstrap 44 arm prewindow_rolling
bootstrap 45 arm daily_file
bootstrap 45 arm frozen_training
bootstrap 45 arm prewindow_rolling
bootstrap 46 arm daily_file
bootstrap 46 arm frozen_training
bootstrap 46 arm prewindow_rolling
bootstrap 47 arm daily_file
bootstrap 47 arm frozen_training
bootstrap 47 arm prewindow_rolling
bootstrap 48 arm daily_file
bootstrap 48 arm frozen_training
bootstrap 48 arm prewindow_rolling
bootstrap 49 arm daily_file
bootstrap 49 arm frozen_training
bootstrap 49 arm prewindow_rolling
bootstrap 50 arm daily_file
bootstrap 50 arm frozen_training
bootstrap 50 arm prewindow_rolling
bootstrap 51 arm daily_file
bootstrap 51 arm frozen_training
bootstrap 51 arm prewindow_rolling
bootstrap 52 arm daily_file
bootstrap 52 arm frozen_training
bootstrap 52 arm prewindow_rolling
bootstrap 53 arm daily_file
bootstrap 53 arm frozen_training
bootstrap 53 arm prewindow_rolling
bootstrap 54 arm daily_file
bootstrap 54 arm frozen_training
bootstrap 54 arm prewindow_rolling
bootstrap 55 arm daily_file
bootstrap 55 arm frozen_training
bootstrap 55 arm prewindow_rolling
bootstrap 56 arm daily_file
bootstrap 56 arm frozen_training
bootstrap 56 arm prewindow_rolling
bootstrap 57 arm daily_file
bootstrap 57 arm frozen_training
bootstrap 57 arm prewindow_rolling
bootstrap 58 arm daily_file
bootstrap 58 arm frozen_training
bootstrap 58 arm prewindow_rolling
bootstrap 59 arm daily_file
bootstrap 59 arm frozen_training
bootstrap 59 arm prewindow_rolling
bootstrap 60 arm daily_file
bootstrap 60 arm frozen_training
bootstrap 60 arm prewindow_rolling
bootstrap 61 arm daily_file
bootstrap 61 arm frozen_training
bootstrap 61 arm prewindow_rolling
bootstrap 62 arm daily_file
bootstrap 62 arm frozen_training
bootstrap 62 arm prewindow_rolling
bootstrap 63 arm daily_file
bootstrap 63 arm frozen_training
bootstrap 63 arm prewindow_rolling
bootstrap 64 arm daily_file
bootstrap 64 arm frozen_training
bootstrap 64 arm prewindow_rolling
bootstrap 65 arm daily_file
bootstrap 65 arm frozen_training
bootstrap 65 arm prewindow_rolling
bootstrap 66 arm daily_file
bootstrap 66 arm frozen_training
bootstrap 66 arm prewindow_rolling
bootstrap 67 arm daily_file
bootstrap 67 arm frozen_training
bootstrap 67 arm prewindow_rolling
bootstrap 68 arm daily_file
bootstrap 68 arm frozen_training
bootstrap 68 arm prewindow_rolling
bootstrap 69 arm daily_file
bootstrap 69 arm frozen_training
bootstrap 69 arm prewindow_rolling
bootstrap 70 arm daily_file
bootstrap 70 arm frozen_training
bootstrap 70 arm prewindow_rolling
bootstrap 71 arm daily_file
bootstrap 71 arm frozen_training
bootstrap 71 arm prewindow_rolling
bootstrap 72 arm daily_file
bootstrap 72 arm frozen_training
bootstrap 72 arm prewindow_rolling
bootstrap 73 arm daily_file
bootstrap 73 arm frozen_training
bootstrap 73 arm prewindow_rolling
bootstrap 74 arm daily_file
bootstrap 74 arm frozen_training
bootstrap 74 arm prewindow_rolling
bootstrap 75 arm daily_file
bootstrap 75 arm frozen_training
bootstrap 75 arm prewindow_rolling
bootstrap 76 arm daily_file
bootstrap 76 arm frozen_training
bootstrap 76 arm prewindow_rolling
bootstrap 77 arm daily_file
bootstrap 77 arm frozen_training
bootstrap 77 arm prewindow_rolling
bootstrap 78 arm daily_file
bootstrap 78 arm frozen_training
bootstrap 78 arm prewindow_rolling
bootstrap 79 arm daily_file
bootstrap 79 arm frozen_training
bootstrap 79 arm prewindow_rolling
bootstrap 80 arm daily_file
bootstrap 80 arm frozen_training
bootstrap 80 arm prewindow_rolling
bootstrap 81 arm daily_file
bootstrap 81 arm frozen_training
bootstrap 81 arm prewindow_rolling
bootstrap 82 arm daily_file
bootstrap 82 arm frozen_training
bootstrap 82 arm prewindow_rolling
bootstrap 83 arm daily_file
bootstrap 83 arm frozen_training
bootstrap 83 arm prewindow_rolling
bootstrap 84 arm daily_file
bootstrap 84 arm frozen_training
bootstrap 84 arm prewindow_rolling
bootstrap 85 arm daily_file
bootstrap 85 arm frozen_training
bootstrap 85 arm prewindow_rolling
bootstrap 86 arm daily_file
bootstrap 86 arm frozen_training
bootstrap 86 arm prewindow_rolling
bootstrap 87 arm daily_file
bootstrap 87 arm frozen_training
bootstrap 87 arm prewindow_rolling
bootstrap 88 arm daily_file
bootstrap 88 arm frozen_training
bootstrap 88 arm prewindow_rolling
bootstrap 89 arm daily_file
bootstrap 89 arm frozen_training
bootstrap 89 arm prewindow_rolling
bootstrap 90 arm daily_file
bootstrap 90 arm frozen_training
bootstrap 90 arm prewindow_rolling
bootstrap 91 arm daily_file
bootstrap 91 arm frozen_training
bootstrap 91 arm prewindow_rolling
bootstrap 92 arm daily_file
bootstrap 92 arm frozen_training
bootstrap 92 arm prewindow_rolling
bootstrap 93 arm daily_file
bootstrap 93 arm frozen_training
bootstrap 93 arm prewindow_rolling
bootstrap 94 arm daily_file
bootstrap 94 arm frozen_training
bootstrap 94 arm prewindow_rolling
bootstrap 95 arm daily_file
bootstrap 95 arm frozen_training
bootstrap 95 arm prewindow_rolling
bootstrap 96 arm daily_file
bootstrap 96 arm frozen_training
bootstrap 96 arm prewindow_rolling
bootstrap 97 arm daily_file
bootstrap 97 arm frozen_training
bootstrap 97 arm prewindow_rolling
bootstrap 98 arm daily_file
bootstrap 98 arm frozen_training
bootstrap 98 arm prewindow_rolling
bootstrap 99 arm daily_file
bootstrap 99 arm frozen_training
bootstrap 99 arm prewindow_rolling
	Command being timed: ".cache/gate-target/validation/staples-calibration-refits --input-root INPUT_ROOT --scores INPUT_ROOT/data/output/benchmark_scores.csv --file-map INPUT_ROOT/data/output/benchmark_scores.files.csv --catalog INPUT_ROOT/data/output/cat_themis_a.csv --protocol data/output/audit/staples-calibration-grouped-refits/protocol.toml --out-dir data/output/audit/staples-calibration-grouped-refits/results --mode all"
	User time (seconds): 9551.13
	System time (seconds): 82.80
	Percent of CPU this job got: 477%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 33:37.26
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 3590780
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 129
	Minor (reclaiming a frame) page faults: 79251972
	Voluntary context switches: 117243
	Involuntary context switches: 3067351
	Swaps: 0
	File system inputs: 1336
	File system outputs: 6832
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
