Scalar,QCD (Gluons),Weak (SU2),QED (U1),Dark Sector
0.0,327.30612190464717,56.32355966917853,19.379704962677422,9.873756756793812
7.888609052210118e-31,128.32222586133267,12.592436339964745,36.310930728218366,50.73483379268647
0.0,105.7450666079336,18.986055890165606,7.220192751606988,36.970822180592265
1.232595164407831e-32,91.1807525680471,18.092768294946694,3.4697244079208023,53.530386429776655
4.930380657631324e-32,128.38802995810704,42.34865782238569,22.99988872391289,63.35477385502517
1.232595164407831e-32,52.96913698085374,59.73875993100579,19.931331541891097,5.875103412615109
3.1554436208840472e-30,213.35613766574616,18.71724219424149,26.13441812962622,148.72234035221186
7.888609052210118e-31,58.99376025146596,1.020669867679546,9.25029782287263,48.14014032314914
3.1554436208840472e-30,134.13504975291818,263.340630961988,0.44388602872913685,16.216664900412415
1.7749370367472766e-30,100.99458234360284,100.27911893272835,52.7414052270691,36.41554026227324
7.888609052210118e-31,133.93107759300318,122.40554520585681,14.940360660380692,22.187586476125645
1.9721522630525295e-31,177.21132553905352,38.412995984668726,8.520243640234693,49.79889419093279
4.930380657631324e-32,446.24157259558575,60.16136616031941,100.204921274338,260.9583059191183
1.9721522630525295e-31,220.58871036601147,27.347573687225825,30.14716221370715,22.635939471565926
1.9721522630525295e-31,191.76655889335723,145.7834081542229,12.775009519022243,84.72503002138285
0.0,67.3303975650777,17.41736458725542,11.491914316961827,42.73426405090748
6.039716305598372e-31,177.74683178545547,56.45735643036812,112.44722335441999,32.530609642015904
7.888609052210118e-31,11.690788364849327,31.019864965984212,0.36871870477757407,23.72671792620669
1.232595164407831e-32,236.57687948702312,111.72594856396982,42.960258204797384,67.84150536095352
3.1554436208840472e-30,122.93853610829589,81.85535016919813,1.3515781208919306,54.155904940666915
7.888609052210118e-31,50.91957623427651,37.25477750802022,4.53600795467296,144.3244799147833
7.888609052210118e-31,210.85037179017712,10.774443956339978,2.352643918333269,44.65870791666943
1.9721522630525295e-31,47.19174437531181,20.976843918169404,12.50101602427672,79.94234986397939
1.9721522630525295e-31,414.86223868052195,176.93343291719486,86.51088663818746,31.866613981274583
3.1554436208840472e-30,126.53037099692575,27.134309052759452,54.84739876376432,27.83336033953634
7.888609052210118e-31,666.5117769785552,99.4778652962286,3.9703879141523055,68.88367190710353
7.888609052210118e-31,73.55461744490773,7.040746007777692,0.12462564685540868,67.48208505340544
4.930380657631324e-32,355.7024596614234,57.20996314293051,11.75514726437915,166.91109452550683
0.0,69.1185124638721,15.330173584150536,0.5905586636150413,24.961348270170436
7.888609052210118e-31,203.43832417738207,26.504784444060594,14.752751570831224,83.79990761511233
1.9721522630525295e-31,36.96315779747002,6.640546946277817,2.688984793950476,27.42335611615739
3.1554436208840472e-30,243.1804599037475,320.2302641922985,0.08065615209917161,59.260880732431524
0.0,57.112714335377625,34.08880407641129,7.953575276942215,11.119470965758083
7.888609052210118e-31,104.56075260153952,67.51897100826577,1.6991220257056299,85.96800426390796
