x,v_numeric
0.0,3.7750123027535665e-11
0.010101010101010102,1.0052803034454882e-10
0.020202020202020204,2.6230434713170325e-10
0.030303030303030304,6.706046384863385e-10
0.04040404040404041,1.6798356305969264e-09
0.05050505050505051,4.122924721627897e-09
0.06060606060606061,9.91475481271209e-09
0.07070707070707072,2.3361266272559078e-08
0.08080808080808081,5.393225144700864e-08
0.09090909090909091,1.2199400323709142e-07
0.10101010101010102,2.7037477341451676e-07
0.11111111111111112,5.871263974910335e-07
0.12121212121212122,1.2492081158654855e-06
0.13131313131313133,2.6042084207755777e-06
0.14141414141414144,5.319299359793916e-06
0.15151515151515152,1.0645617976643428e-05
0.16161616161616163,2.0874932210932508e-05
0.17171717171717174,4.0106708547784645e-05
0.18181818181818182,7.54999600538575e-05
0.19191919191919193,0.00013925608239675924
0.20202020202020204,0.0002516630040171197
0.21212121212121213,0.00044561759559011096
0.22222222222222224,0.0007731131089859744
0.23232323232323235,0.0013142000978114687
0.24242424242424243,0.0021888585878821944
0.25252525252525254,0.0035720017734624143
0.26262626262626265,0.005711410539144186
0.27272727272727276,0.008947729429303095
0.2828282828282829,0.013734727867825196
0.29292929292929293,0.020656894268089
0.30303030303030304,0.030440217122777592
0.31313131313131315,0.04395094492930229
0.32323232323232326,0.062176524022116646
0.33333333333333337,0.08618315986580698
0.3434343434343435,0.11704588209469817
0.3535353535353536,0.15574984254978388
0.36363636363636365,0.20306582750670718
0.37373737373737376,0.25940827503658603
0.38383838383838387,0.3246897344727398
0.393939393939394,0.3981906351147622
0.4040404040404041,0.47846621503772485
0.4141414141414142,0.5633123390047617
0.42424242424242425,0.6498079239471105
0.43434343434343436,0.7344436719297315
0.4444444444444445,0.8133355123498387
0.4545454545454546,0.8825081578459235
0.4646464646464647,0.9382217007464493
0.4747474747474748,0.9773046622194878
0.48484848484848486,0.9974524902978223
0.494949494949495,0.997452490297822
0.5050505050505051,0.9773046622194878
0.5151515151515152,0.9382217007464493
0.5252525252525253,0.8825081578459237
0.5353535353535354,0.8133355123498385
0.5454545454545455,0.7344436719297318
0.5555555555555556,0.6498079239471102
0.5656565656565657,0.5633123390047621
0.5757575757575758,0.47846621503772485
0.5858585858585859,0.3981906351147617
0.595959595959596,0.3246897344727397
0.6060606060606061,0.2594082750365854
0.6161616161616162,0.20306582750670682
0.6262626262626263,0.1557498425497832
0.6363636363636365,0.11704588209469748
0.6464646464646465,0.08618315986580634
0.6565656565656566,0.062176524022115987
0.6666666666666667,0.04395094492930177
0.6767676767676768,0.030440217122776902
0.686868686868687,0.020656894268088664
0.696969696969697,0.013734727867824788
0.7070707070707072,0.008947729429303023
0.7171717171717172,0.00571141053914424
0.7272727272727273,0.003572001773462432
0.7373737373737375,0.0021888585878824074
0.7474747474747475,0.0013142000978118773
0.7575757575757577,0.0007731131089863653
0.7676767676767677,0.0004456175955904485
0.7777777777777778,0.00025166300401764375
0.787878787878788,0.00013925608239713229
0.797979797979798,7.549996005426607e-05
0.8080808080808082,4.0106708547904545e-05
0.8181818181818182,2.0874932211238928e-05
0.8282828282828284,1.0645617976940969e-05
0.8383838383838385,5.319299359936025e-06
0.8484848484848485,2.604208420819987e-06
0.8585858585858587,1.2492081159898306e-06
0.8686868686868687,5.87126397508797e-07
0.8787878787878789,2.7037477352109817e-07
0.888888888888889,1.2199400321932786e-07
0.8989898989898991,5.393225164240789e-08
0.9090909090909092,2.336126625479551e-08
0.9191919191919192,9.914754972584206e-09
0.9292929292929294,4.122924952554286e-09
0.9393939393939394,1.6798358615233156e-09
0.9494949494949496,6.706047805948856e-10
0.9595959595959597,2.623045247673872e-10
0.9696969696969697,1.0052815468952758e-10
0.9797979797979799,3.775035395392479e-11
0.98989898989899,1.3890790739878866e-11
1.0,1.3890684158468503e-11
