Eigenvec_-2.2497,Eigenvec_-2.2497,Eigenvec_-2.2489,Eigenvec_-2.2489,Eigenvec_-2.2454,Eigenvec_-2.2454,Eigenvec_3.9692,Eigenvec_3.9863,Eigenvec_3.9863,Eigenvec_3.9966,Eigenvec_3.9966,Eigenvec_4.0000
0.08756178949551108,0.025812135782406646,0.07267286175693964,0.055244805162277644,0.03911166701442669,0.08248400351995874,0.028469792972083862,0.07080273859336322,0.05762209247337575,0.044816577940795355,0.0795286594569119,0.06454972243676244
0.002269949839044298,0.09125886620514577,0.070683529453167,0.05776826115944729,0.09019560397495753,0.014074315504761306,0.021576950993230627,0.06768999859052491,0.06124865242717362,0.04688303802645366,0.078328245727498,0.06454972243676169
0.08873680199506744,0.021426929434305974,0.03967137725330924,0.08221627065365614,0.012122204093023543,0.09047864665906531,0.014551079936439755,0.06439172500662406,0.06470733408201038,0.04891736681970829,0.07707414973104562,0.06454972243676078
0.043663598876602226,0.08016747137381536,0.08920572764829329,0.019382246724200757,0.08330982002685487,0.03732033253367716,0.0074354966331156925,0.06091695818029403,0.06798865743188,0.05091817009322168,0.07576723096230731,0.06454972243676016
0.06613486006110793,0.06292466621281959,0.001977949844465223,0.09126566193140108,0.05944473859732006,0.06927955244102392,0.000274071020494936,0.05727522220587761,0.07108362859756252,0.052884076596372204,0.07440838511812506,0.06454972243675944
0.07789752153463037,0.04759526732862128,0.08828224120603181,0.02322884459005747,0.04954338417975106,0.07667324446861655,0.0068890443311051515,0.05347649882854684,0.07398376447822175,0.05481373899504223,0.07299854348356459,0.06454972243675904
0.025812135782210546,0.08756178949560982,0.04319610968517949,0.08042032977683475,0.0875869012685408,0.025726796526373687,0.014009686433564336,0.049531200085032936,0.07668111600299465,0.05670583479501213,0.07153867229365916,0.06454972243675858
0.09125886620506257,0.002269949839175496,0.06811437812079729,0.06077635088238887,0.00020866373091361806,0.09128685443574336,0.021043954160467122,0.04545013976495741,0.07916828991884231,0.05855906724833299,0.07002977207120006,0.06454972243675827
0.021426929434468146,0.08873680199522502,0.07499808125363595,0.05204441508567772,0.08746837386561508,0.02612693833263854,0.027948478912145764,0.041244503770986665,0.08143846905494297,0.06037216624205242,0.06847287694102865,0.06454972243675815
0.08016747137365526,0.043663598876539485,0.03309846938729597,0.08507540571507285,0.04989338443918046,0.07644595164253248,0.03468069199751868,0.03692581945904988,0.08348543100808264,0.062143889168686406,0.06686905392129831,0.06454972243675812
0.06292466621291125,0.066134860061295,0.09045144971201688,0.01232349700098145,0.05912740030573695,0.06955058494658566,0.04119908708422655,0.03250592404265819,0.08530356519783046,0.06387302177784049,0.06521940219219395,0.06454972243675826
0.047595267328414834,0.07789752153465024,0.009132473791337501,0.09082913219780805,0.08347956239774042,0.03693908492659824,0.047463476098973445,0.027996932147924588,0.08688788824474916,0.06555837900839669,0.06352505234260898,0.06454972243675856
0.08756178949560692,0.025812135782391388,0.08618758237776857,0.030083782628289774,0.011708446925484013,0.09053311882353432,0.05343523700036277,0.02341120260821651,0.08823405762949213,0.06719880580069432,0.061787165595295436,0.06454972243675881
0.002269949838965175,0.09125886620516409,0.04937265684741674,0.07678329303415217,0.09013031957671733,0.014486504972981411,0.059077551896625544,0.01876130458945197,0.08933838359534702,0.06879317788815147,0.060006933011020766,0.06454972243675934
0.08873680199512296,0.02142692943433017,0.06313594669321047,0.06593319018911423,0.039488340640226896,0.0823043394166173,0.06435563404016599,0.014059983138890009,0.0901978392616019,0.07034040256777974,0.05818557467227348,0.06454972243675977
0.04366359887670686,0.08016747137382141,0.0788502449437841,0.04599969788638615,0.06769973021927668,0.061237895633062964,0.06923694229942895,0.009320124251841836,0.09081006892001588,0.07183941944906942,0.05632433884708013,0.06454972243676022
0.06613486006111122,0.06292466621284608,0.02632149845115026,0.08741002260980799,0.07794386506940643,0.04751933534227729,0.07369138178579622,0.004554719552053199,0.09117339449165064,0.07328920118072783,0.054424501133504534,0.06454972243676063
0.07789752153473432,0.04759526732861429,0.09113950851010562,0.005188768820779936,0.023425222808789694,0.0882303364477395,0.07769148939858304,0.00022316931743290727,0.09128682012636864,0.07468875415477405,0.05248736358541652,0.06454972243676096
0.025812135782163136,0.08756178949563223,0.016230693000432058,0.08983261066046254,0.09125011053101395,0.0025982034968237903,0.08121260314418564,0.005000446495332245,0.09115003493238967,0.07603711918750936,0.05051425382012932,0.0645497224367615
0.0912588662051415,0.0022699498391580437,0.08356154844386461,0.036753244142738686,0.028407640384683488,0.08675447712421477,0.08423301418547338,0.009764017796964659,0.09076341382842201,0.07733337217689187,0.04850652410851713,0.06454972243676188
0.021426929434552794,0.08873680199523837,0.055244805162114885,0.07267286175688019,0.07511369897885081,0.051877408946912715,0.08673410068398803,0.01450082660450414,0.09012801651603831,0.07857662473587276,0.04646555044823598,0.06454972243676234
0.08016747137369166,0.04366359887656273,0.05776826115942442,0.07068352945330753,0.07107452659961228,0.0572865167554034,0.08870044260977064,0.019197889654260746,0.0892455845751059,0.0797660248012497,0.044392731620683606,0.06454972243676287
