ASOT-0025	dml:10338.dmlcz/140113	"Zorn vector matrices and Paige loops (DML mirror)"	https://dml.cz/bitstream/handle/10338.dmlcz/140113/CommentatMathUnivCarolRetro_51-2010-2_20.pdf
ASOT-2436	url:http://e-collection.library.ethz.ch/eserv/eth:30090/eth30090-02.pdf	"ethz-a-005539347. url: (visited on 2018-08-30)."	http://e-collection.library.ethz.ch/eserv/eth:30090/eth30090-02.pdf
ASOT-2437	url:http://help.osf.io/m/registrations/l/546603-enter-the-preregistration-challenge	", criteria"	http://help.osf.io/m/registrations/l/546603-enter-the-preregistration-challenge
ASOT-2438	url:http://jetp.ras.ru/cgi-bin/dn/e_022_02_0378.pdf	http://jetp.ras.ru/cgi-bin/dn/e_022_02_0378.pdf	http://jetp.ras.ru/cgi-bin/dn/e_022_02_0378.pdf
ASOT-2439	url:http://mathsociety.ph/matimyas/images/vol28/cawagasmatimyas.pdf	m4/subloop-subalgebra	http://mathsociety.ph/matimyas/images/vol28/CawagasMatimyas.pdf
ASOT-2441	url:http://msp.org/pjm/1985/117-1/p10.xhtml	location:	http://msp.org/pjm/1985/117-1/p10.xhtml
ASOT-2446	url:http://www.bitsavers.org/pdf/dartmouth/basic_4th_edition_	"College. 1968. url:"	http://www.bitsavers.org/pdf/dartmouth/BASIC_4th_Edition_
ASOT-2447	url:http://www.iumj.indiana.edu/iumj/preprints/4433.pdf	http://www.iumj.indiana.edu/IUMJ/Preprints/4433.pdf	http://www.iumj.indiana.edu/IUMJ/Preprints/4433.pdf
ASOT-2450	url:http://www.stat.sfu.ca/%e2%88%bclockhart/richard/banff2010/demortier.pdf	http://www.stat.sfu.ca/%E2%88%BClockhart/richard/banff2010/demortier.pdf	http://www.stat.sfu.ca/%E2%88%BClockhart/richard/banff2010/demortier.pdf
ASOT-2451	url:http://www.wolframscience.com/conference/2004/presentations/materials/	"Placeholder Substructures I"	http://www.wolframscience.com/conference/2004/presentations/materials/
ASOT-2451	url:http://www.wolframscience.com/conference/2004/presentations/materials/	"Placeholder Substructures I"	https://www.wolframscience.com/conference/2004/presentations/material/
ASOT-2455	url:https://8ecm.eu/system/admin/abstracts/pdfs/000/000/454/original/svetlana-zhilina.pdf	openpdf/split-family	https://8ecm.eu/system/admin/abstracts/pdfs/000/000/454/original/svetlana-zhilina.pdf
ASOT-2460	url:https://aimspress.com/aimspress-data/math/2022/5/pdf/math-07-05-483.pdf	octonions/dual-number-coeff	https://aimspress.com/aimspress-data/math/2022/5/PDF/math-07-05-483.pdf
ASOT-2751	url:https://carmamaths.org/resources/mahler/docs/073.pdf	m8/arithmetic	https://carmamaths.org/resources/mahler/docs/073.pdf
ASOT-2752	url:https://cds.cern.ch/record/2951492/files/ilten.pdf	"Dark Sector Searches at LHCb"	https://cds.cern.ch/record/2951492/files/ilten.pdf
ASOT-2753	url:https://ceid.utsa.edu/agrigoryan/wp-content/uploads/sites/23/2017/08/art_spie20172dodft.pdf	"Grigoryan et al. (2017) 2-D Octonion Discrete Fourier Transform: Fast Algorithms"	https://ceid.utsa.edu/agrigoryan/wp-content/uploads/sites/23/2017/08/Art_spie20172dODFT.pdf
ASOT-2754	url:https://clifford.readthedocs.io/_/downloads/en/v1.3.0/pdf/	quaternions/clifford-ga	https://clifford.readthedocs.io/_/downloads/en/v1.3.0/pdf/
ASOT-2757	url:https://cms.math.ca/wp-json/	"link: <>; rel="""""	https://cms.math.ca/wp-json/
ASOT-2758	url:https://cmsa.fas.harvard.edu/media/intro-g2-notes-1.pdf	"Karigiannis (2019) Introduction to G2 geometry"	https://cmsa.fas.harvard.edu/media/intro-G2-notes-1.pdf
ASOT-2765	url:https://ctnt-summer.math.uconn.edu/wp-content/uploads/sites/1632/2016/02/xiao.pdf	quaternions/general-field	https://ctnt-summer.math.uconn.edu/wp-content/uploads/sites/1632/2016/02/Xiao.pdf
ASOT-2766	url:https://dair.dias.ie/id/eprint/23/1/dias-stp-communications-009-obrienandsynge.pdf	https://dair.dias.ie/id/eprint/23/1/DIAS-STP-Communications-009-OBrienandSynge.pdf	https://dair.dias.ie/id/eprint/23/1/DIAS-STP-Communications-009-OBrienandSynge.pdf
