id	topic	resource_class	status	method	size_bytes	sha256	output_path	error
RI-004	quaternion_taxonomy	primary_paper_or_publisher	failed	none	0			curl:curl: (22) The requested URL returned error: 403;wget:wget_failed;firefox:*** You are running in headless mode. Firefox is already running, but is not responding. To use Firefox, you must first close the existing Firefox process, restart your device, or use a different profile.
RI-018	sedenion_taxonomy	primary_paper_or_publisher	failed	none	0			curl:curl: (28) Operation timed out after 12004 milliseconds with 0 bytes received;wget:wget_failed;firefox:*** You are running in headless mode. Firefox is already running, but is not responding. To use Firefox, you must first close the existing Firefox process, restart your device, or use a different profile.
RI-021	pathion_ladder	secondary_host	failed	none	0			curl:curl: (22) The requested URL returned error: 403;wget:wget_failed;firefox:*** You are running in headless mode. Firefox is already running, but is not responding. To use Firefox, you must first close the existing Firefox process, restart your device, or use a different profile.
