,Numeric_Type,0,1,2,3,4,5,6,7
Operation,,Babylonian sqrt,Octonion multiply,Taylor Exp,add,divide,multiply,np.linalg.solve,subtract
Execution_Time_ms,complex128,0.0060905712228564,0.0456599884857496,0.0275963551428503,12.24521517774014,19.76449880000075,11.266094200010455,2865.857467666672,18.179372199998056
Execution_Time_ms,complex64,0.0060905712228564,0.0456599884857496,0.0275963551428503,5.7150944889138415,13.030157799997257,5.8355760888787245,2865.857467666672,9.772089799994887
Execution_Time_ms,float16,0.0060905712228564,0.0456599884857496,0.0275963551428503,19.054709000005232,17.809396399997013,14.921291999999651,2865.857467666672,17.09694680000382
Execution_Time_ms,float32,0.0060905712228564,0.0456599884857496,0.0275963551428503,1.4595947555408078,0.6742254000016601,0.5287166889224358,2865.857467666672,0.6026789999992843
Execution_Time_ms,float64,0.0025123066628579,0.0207722143928562,0.0055069952257144,6.334777222208584,9.54612740000016,5.958340844446436,2865.857467666672,10.334793599997738
Execution_Time_ms,int16,0.0022610759965721,0.1186949929535706,0.204956295703143,1.1080216000010523,8.663887200000886,0.2140835999966839,2865.857467666672,0.2210608000012826
Execution_Time_ms,int32,0.0020098453302863,0.216617771514285,0.4044055961805716,1.9540296000059243,8.244007800001896,0.4951617999950031,2865.857467666672,0.5223089999958574
Execution_Time_ms,int64,0.0017586146640005,0.3145405500749993,0.6038548966580002,8.824871200002349,10.67266560000064,8.701801399999454,2865.857467666672,8.386540199995807
Execution_Time_ms,int8,0.0015073839977147,0.4124633286357138,0.8033041971354287,0.6416853999979821,8.531631599998946,0.11088560000303,2865.857467666672,0.1071155999966322
Execution_Time_ms,longdouble,0.0012561533314289,0.5103861071964282,1.0027534976128571,0.4668906667196399,8.7841838000017,0.5290189999792952,2865.857467666672,0.1722010999969825
Execution_Time_ms,uint16,0.0010049226651431,0.6083088857571425,1.202202798090286,0.184268822269789,9.036736000004453,0.1017947777960949,2865.857467666672,0.2372865999973328
Execution_Time_ms,uint32,0.0007536919988573,0.7062316643178569,1.4016520985677143,0.3020134666677955,8.856952799999362,0.1909495334328109,2865.857467666672,0.4995088000015357
Execution_Time_ms,uint64,0.0005024613325715,0.8041544428785713,1.6011013990451428,2.9351593332443646,11.669369800003436,2.9403727777968744,2865.857467666672,8.546664199994325
Execution_Time_ms,uint8,0.0002512306662857,0.9020772214392856,1.8005506995225713,0.1959188889057056,8.502181599996561,0.0878652222082917,2865.857467666672,0.126316599997267
