window_name,mission,product,year,doy,hour,r_au,lat_deg,lon_deg,density_cm3,speed_kms,temperature_k,bx,by,bz,b_mag,crs_flux,spectral_mean,spectral_peak,map_flux_mean,map_flux_std,event_score,event_mask,event_segment_id
fleet2016,ACE,MAG hourly,2016,1,0,1.0,NaN,NaN,NaN,NaN,NaN,6.431,-2.129,-13.123,14.788,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,ACE,SWEPAM hourly,2016,1,0,1.0,NaN,NaN,1.0303,452.44,35064.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,IBEX,Orbit support,2016,1,0,0.0012219247232975767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Juno,Cruise support,2016,1,0,5.2702,-5.217,344.427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,New Horizons,SWAP+support,2016,1,0,34.312,5.38,98.726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,OMNI,Hourly merged,2016,1,0,1.0,NaN,NaN,2.0,463.0,32589.0,4.9,-1.5,-14.1,15.0,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,STEREO-A,PLASTIC+MAG merged,2016,1,0,1.0,NaN,NaN,5.58,360.0,85900.0,-4.91,2.227521695569007,0.6361973717089504,5.43,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Voyager 1,CRS daily flux,2016,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.48,NaN,NaN,NaN,NaN,,,
fleet2016,Voyager 1,Merged support,2016,1,0,133.57,34.7,174.6,NaN,NaN,9999.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Voyager 2,CRS daily flux,2016,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2239.0,NaN,NaN,NaN,NaN,,,
fleet2016,Voyager 2,Merged support,2016,1,0,109.98,-31.3,217.9,NaN,NaN,9999.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,WIND,SWE+MFI merged,2016,1,0,1.0,NaN,NaN,0.9444117647058822,455.0176470588235,37824.117647058825,5.935,-2.253,-13.213,14.673,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,ACE,MAG hourly,2016,1,1,1.0,NaN,NaN,NaN,NaN,NaN,5.333,-1.534,-12.919,14.104,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,ACE,SWEPAM hourly,2016,1,1,1.0,NaN,NaN,1.2364,447.38,35980.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,IBEX,Orbit support,2016,1,1,0.0011984753653836316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Juno,Cruise support,2016,1,1,5.2702,-5.217,343.838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,New Horizons,SWAP+support,2016,1,1,34.3123,5.38,98.136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,OMNI,Hourly merged,2016,1,1,1.0,NaN,NaN,0.8,451.0,30566.0,5.7,-2.2,-13.2,14.6,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,STEREO-A,PLASTIC+MAG merged,2016,1,1,1.0,NaN,NaN,6.14,355.0,66700.0,-4.99,-0.9678821909627118,-0.9497389454040623,5.17,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Voyager 1,Merged support,2016,1,1,133.57,34.7,174.6,NaN,NaN,9999.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Voyager 2,Merged support,2016,1,1,109.98,-31.3,217.9,NaN,NaN,9999.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,WIND,SWE+MFI merged,2016,1,1,1.0,NaN,NaN,0.9935135135135135,448.5486486486485,34139.97297297297,4.627,-1.962,-13.073,14.037,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,ACE,MAG hourly,2016,1,2,1.0,NaN,NaN,NaN,NaN,NaN,3.678,0.922,-12.983,13.548,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,ACE,SWEPAM hourly,2016,1,2,1.0,NaN,NaN,1.7071,429.32,27261.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,IBEX,Orbit support,2016,1,2,0.0011750260074696863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Juno,Cruise support,2016,1,2,5.2703,-5.217,343.249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,New Horizons,SWAP+support,2016,1,2,34.3127,5.38,97.545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,OMNI,Hourly merged,2016,1,2,1.0,NaN,NaN,1.1,450.0,29278.0,4.5,-1.8,-13.0,13.9,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,STEREO-A,PLASTIC+MAG merged,2016,1,2,1.0,NaN,NaN,7.01,380.0,81200.0,-3.11,-5.402785961261568,-0.08248549445157682,6.23,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Voyager 1,Merged support,2016,1,2,133.57,34.7,174.6,NaN,NaN,9999.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Voyager 2,Merged support,2016,1,2,109.98,-31.3,217.9,NaN,NaN,9999.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,WIND,SWE+MFI merged,2016,1,2,1.0,NaN,NaN,1.7772222222222225,436.4055555555556,27169.5,3.114,0.377,-13.088,13.504,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,ACE,MAG hourly,2016,1,3,1.0,NaN,NaN,NaN,NaN,NaN,3.529,0.509,-12.684,13.183,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,ACE,SWEPAM hourly,2016,1,3,1.0,NaN,NaN,0.857,427.65,12998.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,IBEX,Orbit support,2016,1,3,0.0011507239456315977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Juno,Cruise support,2016,1,3,5.2704,-5.217,342.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,New Horizons,SWAP+support,2016,1,3,34.313,5.38,96.954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,OMNI,Hourly merged,2016,1,3,1.0,NaN,NaN,1.7,434.0,18090.0,2.9,0.7,-13.1,13.5,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,STEREO-A,PLASTIC+MAG merged,2016,1,3,1.0,NaN,NaN,6.94,370.0,69300.0,-2.26,-5.133972544319078,1.2117862493764737,5.74,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Voyager 1,Merged support,2016,1,3,133.57,34.7,174.6,NaN,NaN,9999.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Voyager 2,Merged support,2016,1,3,109.98,-31.3,217.9,NaN,NaN,9999.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,WIND,SWE+MFI merged,2016,1,3,1.0,NaN,NaN,0.9937142857142851,430.93428571428564,16649.914285714287,2.996,0.407,-12.786,13.148,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,ACE,MAG hourly,2016,1,4,1.0,NaN,NaN,NaN,NaN,NaN,3.678,-2.745,-11.199,12.258,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,ACE,SWEPAM hourly,2016,1,4,1.0,NaN,NaN,1.5555,427.02,45520.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,IBEX,Orbit support,2016,1,4,0.0011259955318314375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Juno,Cruise support,2016,1,4,5.2704,-5.218,342.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,New Horizons,SWAP+support,2016,1,4,34.3133,5.38,96.363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,OMNI,Hourly merged,2016,1,4,1.0,NaN,NaN,0.9,430.0,10371.0,3.0,0.3,-12.7,13.1,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,STEREO-A,PLASTIC+MAG merged,2016,1,4,1.0,NaN,NaN,7.37,387.0,81400.0,0.32,-5.578026660326302,1.2157789999374915,5.72,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Voyager 1,Merged support,2016,1,4,133.57,34.7,174.6,NaN,NaN,9999.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Voyager 2,Merged support,2016,1,4,109.98,-31.3,217.9,NaN,NaN,9999.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,WIND,SWE+MFI merged,2016,1,4,1.0,NaN,NaN,1.5322222222222228,435.03611111111115,37773.25,3.307,-2.048,-11.522,12.315,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,ACE,MAG hourly,2016,1,5,1.0,NaN,NaN,NaN,NaN,NaN,3.516,-8.569,-3.657,10.168,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,ACE,SWEPAM hourly,2016,1,5,1.0,NaN,NaN,3.0793,440.66,105874.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,IBEX,Orbit support,2016,1,5,0.0011008407660692055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Juno,Cruise support,2016,1,5,5.2705,-5.218,341.481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,New Horizons,SWAP+support,2016,1,5,34.3137,5.38,95.772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,OMNI,Hourly merged,2016,1,5,1.0,NaN,NaN,1.7,436.0,40396.0,3.3,-2.8,-11.0,12.0,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,STEREO-A,PLASTIC+MAG merged,2016,1,5,1.0,NaN,NaN,6.95,390.0,72600.0,-0.44,-6.312119935772463,-2.2848505238688657,6.73,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Voyager 1,Merged support,2016,1,5,133.57,34.7,174.6,NaN,NaN,9999.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Voyager 2,Merged support,2016,1,5,109.98,-31.3,217.9,NaN,NaN,9999.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,WIND,SWE+MFI merged,2016,1,5,1.0,NaN,NaN,2.929459459459459,443.2108108108107,129920.05405405405,3.472,-7.757,-4.595,10.233,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,ACE,MAG hourly,2016,1,6,1.0,NaN,NaN,NaN,NaN,NaN,2.786,-4.766,-9.021,10.732,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,ACE,SWEPAM hourly,2016,1,6,1.0,NaN,NaN,1.7354,430.51,46000.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,IBEX,Orbit support,2016,1,6,0.0010752596483449017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Juno,Cruise support,2016,1,6,5.2706,-5.218,340.892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,New Horizons,SWAP+support,2016,1,6,34.314,5.38,95.181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,OMNI,Hourly merged,2016,1,6,1.0,NaN,NaN,2.6,444.0,136850.0,3.6,-8.5,-3.4,10.1,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,STEREO-A,PLASTIC+MAG merged,2016,1,6,1.0,NaN,NaN,8.24,378.0,44200.0,-1.4,-7.969699756130508,0.2058781123221166,8.1,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Voyager 1,Merged support,2016,1,6,133.57,34.7,174.6,NaN,NaN,9999.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,Voyager 2,Merged support,2016,1,6,109.98,-31.3,217.9,NaN,NaN,9999.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,WIND,SWE+MFI merged,2016,1,6,1.0,NaN,NaN,1.6983333333333335,438.73611111111114,60281.02777777778,3.177,-5.556,-7.977,10.749,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,ACE,MAG hourly,2016,1,7,1.0,NaN,NaN,NaN,NaN,NaN,3.837,-4.91,-8.757,10.798,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,ACE,SWEPAM hourly,2016,1,7,1.0,NaN,NaN,0.9931,427.53,46913.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
fleet2016,IBEX,Orbit support,2016,1,7,0.0010492521786585262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
