window_name,mission,product,year,doy,hour,r_au,lat_deg,lon_deg,density_cm3,speed_kms,temperature_k,bx,by,bz,b_mag,crs_flux,spectral_mean,spectral_peak,map_flux_mean,map_flux_std,event_score,event_mask,event_segment_id
modern2020,BepiColombo,Helio1hr support,2020,1,0,0.9006,0.136,52.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
modern2020,Parker Solar Probe,FIELDS MAG RTN,2020,1,0,0.67,3.7,285.1,NaN,NaN,NaN,0.39666666666666683,5.002370000000002,-3.2435713333333336,5.975098748620498,NaN,NaN,NaN,NaN,NaN,,,
modern2020,Parker Solar Probe,Merged hourly,2020,1,0,0.67,3.7,285.1,48.4,298.0,38766.0,4.931564957853184,0.916333490861553,-3.24,5.98,NaN,NaN,NaN,NaN,NaN,,,
modern2020,SOHO,CELIAS daily CDF hourly,2020,1,0,0.009136490062185273,-2.9000000953674316,70.75,4.724999904632568,331.5,21867.126056372403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
modern2020,Solar Orbiter,Merged hourly,2020,1,0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
modern2020,BepiColombo,Helio1hr support,2020,1,1,0.9005,0.13,51.973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
modern2020,Parker Solar Probe,FIELDS MAG RTN,2020,1,1,0.67,3.7,285.1,NaN,NaN,NaN,-3.4761166666666665,6.5985,-7.214833333333335,10.376772588722158,NaN,NaN,NaN,NaN,NaN,,,
modern2020,Parker Solar Probe,Merged hourly,2020,1,1,0.67,3.7,285.1,39.9,295.8,54943.0,5.465563673726467,5.079174512501184,-7.21,10.38,NaN,NaN,NaN,NaN,NaN,,,
modern2020,SOHO,CELIAS daily CDF hourly,2020,1,1,0.009130959634453893,-3.0,70.14999771118164,7.855000019073486,339.0,24229.502555537285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
modern2020,Solar Orbiter,Merged hourly,2020,1,1,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
modern2020,BepiColombo,Helio1hr support,2020,1,2,0.9004,0.124,51.432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
modern2020,Parker Solar Probe,FIELDS MAG RTN,2020,1,2,0.67,3.7,285.2,NaN,NaN,NaN,-5.956666666666667,9.36,-3.9233333333333333,11.767923445630593,NaN,NaN,NaN,NaN,NaN,,,
modern2020,Parker Solar Probe,Merged hourly,2020,1,2,0.67,3.7,285.2,NaN,NaN,NaN,7.469906883561286,8.205589019133464,-3.92,11.77,NaN,NaN,NaN,NaN,NaN,,,
modern2020,SOHO,CELIAS daily CDF hourly,2020,1,2,0.009129543307150786,-3.0,69.64999771118164,7.7250001430511475,333.0,21867.126056372403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
modern2020,Solar Orbiter,Merged hourly,2020,1,2,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
modern2020,BepiColombo,Helio1hr support,2020,1,3,0.9004,0.118,50.892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
modern2020,Parker Solar Probe,Merged hourly,2020,1,3,0.67,3.7,285.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
modern2020,SOHO,CELIAS daily CDF hourly,2020,1,3,0.009127968676993928,-3.0,69.30000305175781,10.5,336.0,21867.126056372403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
modern2020,Solar Orbiter,Merged hourly,2020,1,3,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,
