window_name,mission,product,year,doy,hour,r_au,lat_deg,lon_deg,density_cm3,speed_kms,temperature_k,bx,by,bz,b_mag,crs_flux,spectral_mean,spectral_peak,map_flux_mean,map_flux_std,event_score,event_mask,event_segment_id
outer2001,Ulysses,Merged mission support,2001,1,16,2.02,-74.7,221.9,NaN,351.1,-0.6,0.46820582876522165,0.9306359663747538,0.06,1.16,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,1,17,5.027,0.23,175.14,0.065,365.6,9682.7,0.06934330439391564,-0.24676204354748876,0.38,0.47,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,1,17,1.0,NaN,NaN,NaN,275.0,NaN,-2.8,0.2,2.3,3.8,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,1,17,2.02,-74.7,222.0,NaN,352.9,-0.6,0.5617093932263968,0.9901931920394289,0.17,1.18,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,1,18,5.028,0.23,174.55,0.065,365.6,9668.9,0.03503472967030713,-0.2645232838842897,0.44,0.52,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,1,18,1.0,NaN,NaN,NaN,278.0,NaN,-3.1,0.3,4.0,5.5,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,1,18,2.02,-74.6,222.0,NaN,354.2,-0.7,0.09645869559745951,0.7596681644268348,-0.01,0.82,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,1,19,5.028,0.23,173.97,0.065,365.7,9621.9,0.008824174969645451,-0.20204488099455797,0.49,0.53,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,1,19,1.0,NaN,NaN,NaN,278.0,NaN,-2.1,-2.6,-1.4,4.8,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,1,19,2.02,-74.6,222.0,NaN,346.4,-0.6,0.34690750968621753,0.9448043076337591,0.5,1.19,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,1,20,5.028,0.23,173.38,0.065,366.2,9553.3,0.03237404482346905,-0.15476408246672746,0.49,0.52,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,1,20,1.0,NaN,NaN,NaN,283.0,NaN,-0.9,-2.0,1.7,4.3,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,1,20,2.02,-74.6,222.1,NaN,341.7,-0.5,0.1508342680596113,1.1605813300147996,0.65,1.39,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,1,21,5.028,0.23,172.79,0.064,366.6,9412.8,0.008307115373256346,-0.2530434583904026,0.36,0.44,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,1,21,1.0,NaN,NaN,NaN,286.0,NaN,-3.3,1.0,-0.4,4.3,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,1,21,2.02,-74.6,222.1,NaN,334.8,-0.7,-0.43167016880622966,0.2838324600231643,0.43,1.05,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,1,22,5.029,0.23,172.2,0.063,366.7,9126.5,0.002579320727282411,-0.20222103526731788,-0.21,0.3,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,1,22,1.0,NaN,NaN,NaN,287.0,NaN,-3.8,4.7,-1.5,6.2,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,1,22,2.02,-74.6,222.1,NaN,334.3,-0.3,-0.010918203106541957,-0.49505635319721364,0.07,0.74,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,1,23,5.029,0.23,171.61,0.062,366.6,8754.1,-0.19038793073471785,-0.1942998606035328,0.36,0.47,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,1,23,1.0,NaN,NaN,NaN,287.0,NaN,-3.7,5.2,-0.9,6.5,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,1,23,2.02,-74.6,222.2,NaN,330.8,0.0,0.07338961955903742,0.0530468070762016,0.19,0.46,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,0,5.029,0.23,171.02,0.058,366.2,8221.1,-0.18459886263414196,-0.33529577974406594,0.31,0.48,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,0,1.0,NaN,NaN,NaN,285.0,NaN,-3.3,4.9,0.0,6.3,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,0,2.02,-74.6,222.2,NaN,329.3,0.0,0.4209508788871193,0.9351472384411782,0.2,1.13,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,1,5.029,0.23,170.43,0.056,365.7,7884.5,-0.128991025485082,-0.4041798057106601,0.01,0.44,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,1,1.0,NaN,NaN,NaN,284.0,NaN,-3.8,4.0,-1.8,6.0,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,1,2.02,-74.6,222.2,NaN,341.7,-0.7,-0.10344750953405213,0.6351366882578917,-1.4,1.79,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,2,5.03,0.22,169.84,0.054,365.1,7593.1,-0.11448306148425128,-0.35537814878407076,-0.06,0.38,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,2,1.0,NaN,NaN,NaN,279.0,NaN,-3.7,5.0,0.3,6.3,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,2,2.02,-74.6,222.3,NaN,342.1,-1.6,0.36534056368367573,1.2923723428359544,-0.71,1.73,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,3,5.03,0.22,169.25,0.052,364.6,7337.7,-0.12982615754684973,-0.3621397089751696,0.03,0.41,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,3,1.0,NaN,NaN,NaN,278.0,NaN,-3.7,4.1,0.0,5.7,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,3,2.02,-74.6,222.3,NaN,345.3,-1.6,0.5746241446189411,2.5779462935485973,-0.17,2.66,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,4,5.03,0.22,168.67,0.051,364.0,7111.1,-0.03352313942887189,-0.523618371643731,-0.04,0.53,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,4,1.0,NaN,NaN,NaN,282.0,NaN,-4.9,2.5,-0.6,5.7,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,4,2.02,-74.5,222.3,NaN,344.6,-1.3,0.761735276772301,2.342596714784819,-0.6,2.55,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,5,5.03,0.22,168.08,0.05,363.4,6908.3,-0.021409915357476494,-0.5371606980451807,-0.18,0.57,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,5,1.0,NaN,NaN,NaN,278.0,NaN,-5.0,0.8,-0.5,5.2,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,5,2.02,-74.5,222.4,NaN,340.3,-1.8,0.568310738935951,0.04497670519361624,-0.65,1.87,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,6,5.031,0.22,167.49,0.049,362.8,6730.7,0.0012192369015575355,-0.4099981871440139,-0.44,0.59,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,6,1.0,NaN,NaN,NaN,277.0,NaN,-4.6,1.5,-1.1,5.1,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,6,2.02,-74.5,222.4,NaN,339.1,-2.2,1.0544221323010117,0.15031289669814635,-0.83,1.85,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,7,5.031,0.22,166.9,0.049,362.2,6582.1,-0.06983358887852842,-0.4765745165914189,0.18,0.51,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,7,1.0,NaN,NaN,NaN,279.0,NaN,-4.1,2.6,-0.4,4.9,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,7,2.02,-74.5,222.4,NaN,347.2,-2.4,1.0688635105419082,0.3124592706770403,-0.98,1.53,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,8,5.031,0.22,166.31,0.048,361.6,6467.5,-0.02640693776536336,-0.44643328016385186,0.1,0.46,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,8,1.0,NaN,NaN,NaN,274.0,NaN,-4.0,2.3,1.1,4.8,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,8,2.02,-74.5,222.5,NaN,349.4,-1.3,0.2458877348560572,0.9306122833099493,0.16,1.23,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,9,5.031,0.22,165.72,0.048,361.0,6384.9,-0.042809381966571816,-0.3709007371462615,-0.08,0.42,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,9,1.0,NaN,NaN,NaN,271.0,NaN,-2.7,1.0,1.4,3.3,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,9,2.02,-74.5,222.5,NaN,352.1,-1.4,0.37906611609765206,0.2524061798503384,-0.14,0.95,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,10,5.032,0.22,165.13,0.048,360.4,6331.1,0.05039257102705945,0.46255874090247473,0.32,0.58,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,10,1.0,NaN,NaN,NaN,270.0,NaN,-1.6,1.4,2.0,3.4,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,10,2.02,-74.5,222.5,NaN,349.7,-0.6,0.4802859186990633,-0.5093382336909302,-0.4,0.85,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,11,5.032,0.22,164.54,0.048,359.8,6294.9,-0.009439495423037014,0.3034977692276476,0.47,0.56,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,11,1.0,NaN,NaN,NaN,268.0,NaN,-0.3,0.9,2.6,3.2,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,11,2.02,-74.5,222.6,NaN,348.6,-0.9,0.33259921071449666,-0.1696401044331612,-0.06,0.91,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,12,5.032,0.22,163.96,0.048,359.2,6251.8,-0.03363700423703059,0.4258738685878226,0.38,0.57,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,12,1.0,NaN,NaN,NaN,266.0,NaN,1.1,0.2,2.4,3.3,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,12,2.02,-74.4,222.6,NaN,347.8,-0.8,0.42033864999449405,-0.10254471863926581,-0.84,0.98,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,13,5.032,0.22,163.37,0.048,358.6,6194.6,0.06557137361959356,0.4291857348067846,0.39,0.6,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,13,1.0,NaN,NaN,NaN,265.0,NaN,2.2,1.4,2.3,3.6,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,13,2.02,-74.4,222.6,NaN,343.2,-0.5,0.6576663513959213,0.15644478336325737,-0.47,0.98,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,14,5.033,0.22,162.78,0.048,358.0,6127.9,0.02222858038469197,0.44328984898605706,0.43,0.62,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,14,1.0,NaN,NaN,NaN,281.0,NaN,0.9,1.6,2.2,4.0,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,14,2.02,-74.4,222.7,NaN,342.3,-0.5,0.0768967550319094,0.1526004228878889,-0.7,1.04,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,15,5.033,0.22,162.19,0.049,357.4,6068.5,0.04277497866738578,0.42739946326592954,0.49,0.64,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,15,1.0,NaN,NaN,NaN,286.0,NaN,-2.5,2.9,1.1,4.6,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,15,2.02,-74.4,222.7,NaN,339.6,-0.8,0.4342251490615875,0.7680810633796684,-0.59,1.07,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,16,5.033,0.22,161.6,0.049,356.9,6029.5,0.11047716293148589,0.33210660407557374,0.49,0.6,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,16,1.0,NaN,NaN,NaN,289.0,NaN,-2.4,4.1,1.1,5.3,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,16,2.02,-74.4,222.7,NaN,340.5,-0.7,0.5234920103149284,0.5238855935568709,-0.79,1.11,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,17,5.033,0.22,161.01,0.05,356.3,6018.6,0.11978647653791447,0.2866203063961653,0.5,0.59,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,17,1.0,NaN,NaN,NaN,291.0,NaN,-1.6,5.0,-0.7,5.8,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,17,2.02,-74.4,222.8,NaN,340.6,-0.6,0.4535469589733041,0.5699080241636082,-0.92,1.2,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,18,5.034,0.22,160.42,0.051,355.7,6037.6,0.20208865233906703,0.2996000276965603,0.43,0.56,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,18,1.0,NaN,NaN,NaN,297.0,NaN,-2.0,4.4,1.4,6.7,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,18,2.02,-74.4,222.8,NaN,339.4,-0.7,0.282091348150465,-0.024989423735915894,-0.77,0.93,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,19,5.034,0.22,159.83,0.052,355.1,6082.4,0.14730944007444252,0.37202140914865944,0.34,0.57,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,19,1.0,NaN,NaN,NaN,303.0,NaN,0.7,2.6,6.6,7.7,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,19,2.02,-74.4,222.8,NaN,344.6,-0.4,0.16903765464931353,-0.02064633891660711,-0.55,0.71,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,20,5.034,0.22,159.25,0.054,354.5,6146.3,0.19259453956183803,0.5365699799010036,0.56,1.82,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,20,1.0,NaN,NaN,NaN,299.0,NaN,-1.1,5.5,4.7,8.8,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,20,2.02,-74.3,222.9,NaN,344.4,-0.4,0.26703579978883174,-0.2432938174946888,-0.66,0.83,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,21,5.034,0.22,158.66,0.055,353.9,6221.5,-0.5008645282600995,1.5484297608644662,1.03,2.01,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,21,1.0,NaN,NaN,NaN,302.0,NaN,-3.1,3.2,-6.1,9.9,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,21,2.02,-74.3,222.9,NaN,343.6,-0.4,-0.13376410673602823,0.7903209245294676,-0.35,0.94,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,22,5.035,0.22,158.07,0.057,353.4,6321.0,-0.5035670658234439,1.5071231569510062,0.79,1.77,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,22,1.0,NaN,NaN,NaN,323.0,NaN,1.6,0.8,4.9,9.9,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Ulysses,Merged mission support,2001,2,22,2.02,-74.3,222.9,NaN,342.2,-0.7,0.28717604661004237,0.4989287707212592,-0.84,1.2,NaN,NaN,NaN,NaN,NaN,,,
outer2001,Cassini,Cruise hybrid,2001,2,23,5.035,0.22,157.48,0.06,352.8,6451.6,-0.4328229602948698,1.6192480616142748,0.24,1.78,NaN,NaN,NaN,NaN,NaN,,,
outer2001,OMNI,Hourly merged,2001,2,23,1.0,NaN,NaN,19.2,332.0,39934.0,3.8,2.5,8.1,10.0,NaN,NaN,NaN,NaN,NaN,,,
