window_name,mission,product,year,doy,hour,r_au,lat_deg,lon_deg,density_cm3,speed_kms,temperature_k,bx,by,bz,b_mag,crs_flux,spectral_mean,spectral_peak,map_flux_mean,map_flux_std,event_score,event_mask,event_segment_id
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,0,1.0,NaN,NaN,NaN,NaN,NaN,3.4564429520168636,-3.2519844784722225,0.2842718029585584,5.068802936458352,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,1,1.0,NaN,NaN,NaN,NaN,NaN,4.0376745966075775,-2.447213501149312,-1.782892836947916,5.137094366742467,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,2,1.0,NaN,NaN,NaN,NaN,NaN,2.6848730954356976,-1.5350203511197287,-2.3852785321737953,4.24973388478967,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,3,1.0,NaN,NaN,NaN,NaN,NaN,3.1607745565027,-2.067936552908887,-0.7802523684443516,4.033854606503549,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,4,1.0,NaN,NaN,NaN,NaN,NaN,3.4192707479296476,-1.5880454952142942,-1.3609127780785346,4.223027038316632,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,5,1.0,NaN,NaN,NaN,NaN,NaN,1.7188700300125206,-0.31202712999667637,-2.991914139651412,4.184877614541922,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,6,1.0,NaN,NaN,NaN,NaN,NaN,-2.408952521354157,0.06224981439109447,-3.3737414074652774,4.203099791493081,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,7,1.0,NaN,NaN,NaN,NaN,NaN,-3.0196185987603803,0.18316266841528678,-3.091081976075983,4.404147455511393,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,8,1.0,NaN,NaN,NaN,NaN,NaN,-2.8977021100019345,-0.09107654425993857,-3.754726526328571,4.818549940103136,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,9,1.0,NaN,NaN,NaN,NaN,NaN,-2.0009280405980516,-1.4103256878167325,-4.0870911393079705,4.9532996861057095,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,10,1.0,NaN,NaN,NaN,NaN,NaN,-1.295587785934531,-3.3441792624212368,-4.119696142328876,5.776595023871902,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,11,1.0,NaN,NaN,NaN,NaN,NaN,0.8341370063234962,-6.273861528225483,-2.7029064751471465,7.356181148110266,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,12,1.0,NaN,NaN,NaN,NaN,NaN,3.4622044565009955,-6.253074240004097,-1.0289057794551564,7.290220564245973,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,13,1.0,NaN,NaN,NaN,NaN,NaN,4.400896565183157,-5.0928796045741525,0.9361768359204291,7.1526470265625814,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,14,1.0,NaN,NaN,NaN,NaN,NaN,-1.6402293262162262,-0.622669168009345,-3.6115214214101696,5.103953103821257,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,15,1.0,NaN,NaN,NaN,NaN,NaN,-4.632137661313576,1.5328807353966147,-6.343115445927915,8.162596267296392,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,16,1.0,NaN,NaN,NaN,NaN,NaN,-0.8917949243622711,-5.570245584278833,-8.270444308119982,10.932677903262187,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,17,1.0,NaN,NaN,NaN,NaN,NaN,5.070922367519974,-20.345121152623996,-15.855259182357143,26.696866303234238,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,18,1.0,NaN,NaN,NaN,NaN,NaN,9.623847754077994,-23.196114734630623,-7.34158599818481,26.978602814284887,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,19,1.0,NaN,NaN,NaN,NaN,NaN,13.098208481944521,-21.769393545139202,6.531379973097141,26.86247566666674,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,20,1.0,NaN,NaN,NaN,NaN,NaN,12.780616174553687,-22.217265449226627,-0.37949781140059885,27.52036961405596,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,21,1.0,NaN,NaN,NaN,NaN,NaN,7.553357921242838,-18.58724739362581,-15.76030147132949,28.689609034879098,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,22,1.0,NaN,NaN,NaN,NaN,NaN,8.754691205877435,-14.899471650026557,-10.261427594938452,30.463041656973328,NaN,NaN,NaN,NaN,NaN,,,
mms2024,MMS,FGM Survey L2 hourly aggregate,2024,1,23,1.0,NaN,NaN,NaN,NaN,NaN,2.6377328476484743,-7.503135421272684,-8.852003337281465,25.847467746557417,NaN,NaN,NaN,NaN,NaN,,,
