k,E_base,E_padic,E_neg_dim,E_warp
4.650000000000000000e+02,3.582985730140260980e-05,3.582985730140260980e-05,1.661551979965416262e-06,1.661551979965416262e-06
4.660000000000000000e+02,3.570180214468777916e-05,1.785090107234388958e-05,1.653836302776186394e-06,8.269181513880931970e-07
4.670000000000000000e+02,3.557447768718512469e-05,3.557447768718512469e-05,1.646172878971579918e-06,1.646172878971579918e-06
4.680000000000000000e+02,3.544787820812469895e-05,8.861969552031174737e-06,1.638561243915217603e-06,4.096403109788044007e-07
4.690000000000000000e+02,3.532199804361909950e-05,3.532199804361909950e-05,1.631000938082918114e-06,1.631000938082918114e-06
4.700000000000000000e+02,3.519683158597819217e-05,1.759841579298909608e-05,1.623491506995706392e-06,8.117457534978531958e-07
4.710000000000000000e+02,3.507237328303343621e-05,3.507237328303343621e-05,1.616032501153841425e-06,1.616032501153841425e-06
4.720000000000000000e+02,3.494861763747179797e-05,4.368577204683974746e-06,1.608623475971842690e-06,2.010779344964803362e-07
4.730000000000000000e+02,3.482555920617902927e-05,3.482555920617902927e-05,1.601263991714501042e-06,1.601263991714501042e-06
4.740000000000000000e+02,3.470319259959216157e-05,1.735159629979608078e-05,1.593953613433854173e-06,7.969768067169270863e-07
4.750000000000000000e+02,3.458151248106114124e-05,3.458151248106114124e-05,1.586691910907116034e-06,1.586691910907116034e-06
4.760000000000000000e+02,3.446051356621930795e-05,8.615128391554826987e-06,1.579478458575534824e-06,3.948696146438837060e-07
4.770000000000000000e+02,3.434019062236272953e-05,3.434019062236272953e-05,1.572312835484168522e-06,1.572312835484168522e-06
4.780000000000000000e+02,3.422053846783818345e-05,1.711026923391909172e-05,1.565194625222568439e-06,7.825973126112842194e-07
4.790000000000000000e+02,3.410155197143962207e-05,3.410155197143962207e-05,1.558123415866341360e-06,1.558123415866341360e-06
4.800000000000000000e+02,3.398322605181303379e-05,1.061975814119157306e-06,1.551098799919587722e-06,4.847183749748711631e-08
4.810000000000000000e+02,3.386555567686955762e-05,3.386555567686955762e-05,1.544120374258196361e-06,1.544120374258196361e-06
4.820000000000000000e+02,3.374853586320666828e-05,1.687426793160333414e-05,1.537187740073977816e-06,7.685938700369889081e-07
4.830000000000000000e+02,3.363216167553739121e-05,3.363216167553739121e-05,1.530300502819630696e-06,1.530300502819630696e-06
4.840000000000000000e+02,3.351642822612733736e-05,8.379107056531834340e-06,1.523458272154516111e-06,3.808645680386290276e-07
4.850000000000000000e+02,3.340133067423953071e-05,3.340133067423953071e-05,1.516660661891239960e-06,1.516660661891239960e-06
4.860000000000000000e+02,3.328686422558674383e-05,1.664343211279337192e-05,1.509907289943013015e-06,7.549536449715065075e-07
4.870000000000000000e+02,3.317302413179142295e-05,3.317302413179142295e-05,1.503197778271792385e-06,1.503197778271792385e-06
4.880000000000000000e+02,3.305980568985295839e-05,4.132475711231619799e-06,1.496531752837179595e-06,1.870664691046474494e-07
4.890000000000000000e+02,3.294720424162215827e-05,3.294720424162215827e-05,1.489908843546066806e-06,1.489908843546066806e-06
4.900000000000000000e+02,3.283521517328295917e-05,1.641760758664147958e-05,1.483328684203020588e-06,7.416643421015102942e-07
4.910000000000000000e+02,3.272383391484110285e-05,3.272383391484110285e-05,1.476790912461388644e-06,1.476790912461388644e-06
4.920000000000000000e+02,3.261305593961973153e-05,8.153263984904932882e-06,1.470295169775113791e-06,3.675737924437784477e-07
4.930000000000000000e+02,3.250287676376188137e-05,3.250287676376188137e-05,1.463841101351255862e-06,1.463841101351255862e-06
4.940000000000000000e+02,3.239329194573957606e-05,1.619664597286978803e-05,1.457428356103192290e-06,7.287141780515961452e-07
4.950000000000000000e+02,3.228429708586959507e-05,3.228429708586959507e-05,1.451056586604502032e-06,1.451056586604502032e-06
4.960000000000000000e+02,3.217588782583574698e-05,2.010992989114734186e-06,1.444725449043512720e-06,9.029534056521954500e-08
4.970000000000000000e+02,3.206805984821750589e-05,3.206805984821750589e-05,1.438434603178502153e-06,1.438434603178502153e-06
4.980000000000000000e+02,3.196080887602498351e-05,1.598040443801249176e-05,1.432183712293543525e-06,7.160918561467717627e-07
4.990000000000000000e+02,3.185413067224012872e-05,3.185413067224012872e-05,1.425972443154986354e-06,1.425972443154986354e-06
5.000000000000000000e+02,3.174802103936397824e-05,7.937005259840994561e-06,1.419800465968557228e-06,3.549501164921393071e-07
5.010000000000000000e+02,3.164247581896998573e-05,3.164247581896998573e-05,1.413667454337075710e-06,1.413667454337075710e-06
5.020000000000000000e+02,3.153749089126325965e-05,1.576874544563162982e-05,1.407573085218771846e-06,7.037865426093859231e-07
5.030000000000000000e+02,3.143306217464564241e-05,3.143306217464564241e-05,1.401517038886199772e-06,1.401517038886199772e-06
5.040000000000000000e+02,3.132918562528651534e-05,3.916148203160814417e-06,1.395498998885728999e-06,1.744373748607161249e-07
5.050000000000000000e+02,3.122585723669930256e-05,3.122585723669930256e-05,1.389518651997617189e-06,1.389518651997617189e-06
5.060000000000000000e+02,3.112307303932351104e-05,1.556153651966175552e-05,1.383575688196640268e-06,6.917878440983201338e-07
5.070000000000000000e+02,3.102082910011232043e-05,3.102082910011232043e-05,1.377669800613287101e-06,1.377669800613287101e-06
5.080000000000000000e+02,3.091912152212551257e-05,7.729780380531378142e-06,1.371800685495491813e-06,3.429501713738729532e-07
5.090000000000000000e+02,3.081794644412778135e-05,3.081794644412778135e-05,1.365968042170910959e-06,1.365968042170910959e-06
5.100000000000000000e+02,3.071730004019226711e-05,1.535865002009613356e-05,1.360171573009727563e-06,6.800857865048637813e-07
5.110000000000000000e+02,3.061717851930925450e-05,3.061717851930925450e-05,1.354410983387975006e-06,1.354410983387975006e-06
5.120000000000000000e+02,3.051757812499998645e-05,5.960464477539059853e-08,1.348685981651378469e-06,2.634152307912848572e-09
5.130000000000000000e+02,3.041849513493546207e-05,3.041849513493546207e-05,1.342996279079693992e-06,1.342996279079693992e-06
5.140000000000000000e+02,3.031992586056021511e-05,1.515996293028010756e-05,1.337341589851549621e-06,6.686707949257748106e-07
5.150000000000000000e+02,3.022186664672091375e-05,3.022186664672091375e-05,1.331721631009774446e-06,1.331721631009774446e-06
5.160000000000000000e+02,3.012431387129979520e-05,7.531078467824948800e-06,1.326136122427206205e-06,3.315340306068015513e-07
5.170000000000000000e+02,3.002726394485279290e-05,3.002726394485279290e-05,1.320584786772973661e-06,1.320584786772973661e-06
5.180000000000000000e+02,2.993071331025234954e-05,1.496535665512617477e-05,1.315067349479246743e-06,6.575336747396233715e-07
5.190000000000000000e+02,2.983465844233478025e-05,2.983465844233478025e-05,1.309583538708442396e-06,1.309583538708442396e-06
5.200000000000000000e+02,2.973909584755218954e-05,3.717386980944023693e-06,1.304133085320882748e-06,1.630166356651103435e-07
5.210000000000000000e+02,2.964402206362880967e-05,2.964402206362880967e-05,1.298715722842899656e-06,1.298715722842899656e-06
5.220000000000000000e+02,2.954943365922173349e-05,1.477471682961086675e-05,1.293331187435373577e-06,6.466655937176867887e-07
5.230000000000000000e+02,2.945532723358599758e-05,2.945532723358599758e-05,1.287979217862705480e-06,1.287979217862705480e-06
5.240000000000000000e+02,2.936169941624387013e-05,7.340424854060967532e-06,1.282659555462211426e-06,3.206648888655528566e-07
5.250000000000000000e+02,2.926854686665837730e-05,2.926854686665837730e-05,1.277371944113934528e-06,1.277371944113934528e-06
5.260000000000000000e+02,2.917586627391095640e-05,1.458793313695547820e-05,1.272116130210868563e-06,6.360580651054342817e-07
5.270000000000000000e+02,2.908365435638317475e-05,2.908365435638317475e-05,1.266891862629584782e-06,1.266891862629584782e-06
5.280000000000000000e+02,2.899190786144246695e-05,1.811994241340154184e-06,1.261698892701258504e-06,7.885618079382865648e-08
5.290000000000000000e+02,2.890062356513184634e-05,2.890062356513184634e-05,1.256536974183086207e-06,1.256536974183086207e-06
5.300000000000000000e+02,2.880979827186348237e-05,1.440489913593174119e-05,1.251405863230090129e-06,6.257029316150450647e-07
5.310000000000000000e+02,2.871942881411616757e-05,2.871942881411616757e-05,1.246305318367301919e-06,1.246305318367301919e-06
5.320000000000000000e+02,2.862951205213653172e-05,7.157378013034132930e-06,1.241235100462321093e-06,3.103087751155802734e-07
5.330000000000000000e+02,2.854004487364402028e-05,2.854004487364402028e-05,1.236194972698241966e-06,1.236194972698241966e-06
5.340000000000000000e+02,2.845102419353953541e-05,1.422551209676976771e-05,1.231184700546943938e-06,6.155923502734719688e-07
5.350000000000000000e+02,2.836244695361771580e-05,2.836244695361771580e-05,1.226204051742737555e-06,1.226204051742737555e-06
5.360000000000000000e+02,2.827431012228278761e-05,3.534288765285348451e-06,1.221252796256365253e-06,1.526565995320456567e-07
5.370000000000000000e+02,2.818661069426794922e-05,2.818661069426794922e-05,1.216330706269346637e-06,1.216330706269346637e-06
5.380000000000000000e+02,2.809934569035821191e-05,1.404967284517910596e-05,1.211437556148665111e-06,6.057187780743325553e-07
5.390000000000000000e+02,2.801251215711668963e-05,2.801251215711668963e-05,1.206573122421792265e-06,1.206573122421792265e-06
5.400000000000000000e+02,2.792610716661425316e-05,6.981526791653563291e-06,1.201737183752041761e-06,3.004342959380104402e-07
5.410000000000000000e+02,2.784012781616250810e-05,2.784012781616250810e-05,1.196929520914250376e-06,1.196929520914250376e-06
5.420000000000000000e+02,2.775457122805007957e-05,1.387728561402503978e-05,1.192149916770779657e-06,5.960749583853898287e-07
5.430000000000000000e+02,2.766943454928209544e-05,2.766943454928209544e-05,1.187398156247834574e-06,1.187398156247834574e-06
5.440000000000000000e+02,2.758471495132289495e-05,8.620223422288404672e-07,1.182674026312092818e-06,3.695856332225290055e-08
5.450000000000000000e+02,2.750040962984186800e-05,2.750040962984186800e-05,1.177977315947642427e-06,1.177977315947642427e-06
5.460000000000000000e+02,2.741651580446238782e-05,1.370825790223119391e-05,1.173307816133220741e-06,5.866539080666103704e-07
5.470000000000000000e+02,2.733303071851381666e-05,2.733303071851381666e-05,1.168665319819751083e-06,1.168665319819751083e-06
5.480000000000000000e+02,2.724995163878652017e-05,6.812487909696630041e-06,1.164049621908174855e-06,2.910124054770437138e-07
5.490000000000000000e+02,2.716727585528984969e-05,2.716727585528984969e-05,1.159460519227569494e-06,1.159460519227569494e-06
5.500000000000000000e+02,2.708500068101307238e-05,1.354250034050653619e-05,1.154897810513554642e-06,5.774489052567773209e-07
5.510000000000000000e+02,2.700312345168916751e-05,2.700312345168916751e-05,1.150361296386975924e-06,1.150361296386975924e-06
5.520000000000000000e+02,2.692164152556149946e-05,3.365205190695187433e-06,1.145850779332867617e-06,1.432313474166084521e-07
5.530000000000000000e+02,2.684055228315328242e-05,2.684055228315328242e-05,1.141366063679685304e-06,1.141366063679685304e-06
5.540000000000000000e+02,2.675985312703982338e-05,1.337992656351991169e-05,1.136906955578809800e-06,5.684534777894048999e-07
5.550000000000000000e+02,2.667954148162351294e-05,2.667954148162351294e-05,1.132473262984312162e-06,1.132473262984312162e-06
5.560000000000000000e+02,2.659961479291148931e-05,6.649903698227872327e-06,1.128064795632982567e-06,2.820161989082456418e-07
5.570000000000000000e+02,2.652007052829597557e-05,2.652007052829597557e-05,1.123681365024612226e-06,1.123681365024612226e-06
5.580000000000000000e+02,2.644090617633723932e-05,1.322045308816861966e-05,1.119322784402532378e-06,5.596613922012661890e-07
5.590000000000000000e+02,2.636211924654914090e-05,2.636211924654914090e-05,1.114988868734398930e-06,1.114988868734398930e-06
5.600000000000000000e+02,2.628370726918721252e-05,1.642731704324200782e-06,1.110679434693224630e-06,6.941746466832653938e-08
5.610000000000000000e+02,2.620566779503929539e-05,2.620566779503929539e-05,1.106394300638653290e-06,1.106394300638653290e-06
5.620000000000000000e+02,2.612799839521861642e-05,1.306399919760930821e-05,1.102133286598472021e-06,5.510666432992360103e-07
5.630000000000000000e+02,2.605069666095934152e-05,2.605069666095934152e-05,1.097896214250357881e-06,1.097896214250357881e-06
5.640000000000000000e+02,2.597376020341452774e-05,6.493440050853631935e-06,1.093682906903858101e-06,2.734207267259645254e-07
5.650000000000000000e+02,2.589718665345646750e-05,2.589718665345646750e-05,1.089493189482597734e-06,1.089493189482597734e-06
5.660000000000000000e+02,2.582097366147938406e-05,1.291048683073969203e-05,1.085326888506711129e-06,5.426634442533555643e-07
5.670000000000000000e+02,2.574511889720444119e-05,2.574511889720444119e-05,1.081183832075497027e-06,1.081183832075497027e-06
5.680000000000000000e+02,2.566962004948702619e-05,3.208702506185878274e-06,1.077063849850291348e-06,1.346329812312864185e-07
5.690000000000000000e+02,2.559447482612633355e-05,2.559447482612633355e-05,1.072966773037555958e-06,1.072966773037555958e-06
5.700000000000000000e+02,2.551968095367711015e-05,1.275984047683855507e-05,1.068892434372179421e-06,5.344462171860897104e-07
5.710000000000000000e+02,2.544523617726366713e-05,2.544523617726366713e-05,1.064840668100987383e-06,1.064840668100987383e-06
5.720000000000000000e+02,2.537113826039598573e-05,6.342784565098996432e-06,1.060811309966458787e-06,2.652028274916146968e-07
5.730000000000000000e+02,2.529738498478803878e-05,2.529738498478803878e-05,1.056804197190647282e-06,1.056804197190647282e-06
5.740000000000000000e+02,2.522397415017814189e-05,1.261198707508907095e-05,1.052819168459299777e-06,5.264095842296498886e-07
5.750000000000000000e+02,2.515090357415145593e-05,2.515090357415145593e-05,1.048856063906177442e-06,1.048856063906177442e-06
5.760000000000000000e+02,2.507817109196449539e-05,3.918464233119452404e-07,1.044914725097566435e-06,1.632679257964947554e-08
5.770000000000000000e+02,2.500577455637168650e-05,2.500577455637168650e-05,1.040994995016985784e-06,1.040994995016985784e-06
5.780000000000000000e+02,2.493371183745391763e-05,1.246685591872695882e-05,1.037096718050080765e-06,5.185483590250403826e-07
5.790000000000000000e+02,2.486198082244905815e-05,2.486198082244905815e-05,1.033219739969704748e-06,1.033219739969704748e-06
5.800000000000000000e+02,2.479057941558443224e-05,6.197644853896108061e-06,1.029363907921185479e-06,2.573409769802963698e-07
5.810000000000000000e+02,2.471950553791121718e-05,2.471950553791121718e-05,1.025529070407772421e-06,1.025529070407772421e-06
5.820000000000000000e+02,2.464875712714071867e-05,1.232437856357035933e-05,1.021715077276263451e-06,5.108575386381317253e-07
5.830000000000000000e+02,2.457833213748254685e-05,2.457833213748254685e-05,1.017921779702807106e-06,1.017921779702807106e-06
5.840000000000000000e+02,2.450822853948460164e-05,3.063528567435575205e-06,1.014149030178879952e-06,1.267686287723599940e-07
5.850000000000000000e+02,2.443844431987491137e-05,2.443844431987491137e-05,1.010396682497435056e-06,1.010396682497435056e-06
5.860000000000000000e+02,2.436897748140526027e-05,1.218448874070263014e-05,1.006664591739220496e-06,5.033322958696102481e-07
5.870000000000000000e+02,2.429982604269658472e-05,2.429982604269658472e-05,1.002952614259263045e-06,1.002952614259263045e-06
5.880000000000000000e+02,2.423098803808613455e-05,6.057747009521533638e-06,9.992606076735182950e-07,2.498151519183795737e-07
5.890000000000000000e+02,2.416246151747633529e-05,2.416246151747633529e-05,9.955884308456817237e-07,9.955884308456817237e-07
5.900000000000000000e+02,2.409424454618540204e-05,1.204712227309270102e-05,9.919359438741602635e-07,4.959679719370801317e-07
5.910000000000000000e+02,2.402633520479959323e-05,2.402633520479959323e-05,9.883030080792024856e-07,9.883030080792024856e-07
5.920000000000000000e+02,2.395873158902715161e-05,1.497420724314196976e-06,9.846894859901827292e-07,6.154309287438642058e-08
5.930000000000000000e+02,2.389143180955388855e-05,2.389143180955388855e-05,9.810952413330404498e-07,9.810952413330404498e-07
5.940000000000000000e+02,2.382443399190036412e-05,1.191221699595018206e-05,9.775201390178694924e-07,4.887600695089347462e-07
5.950000000000000000e+02,2.375773627628070700e-05,2.375773627628070700e-05,9.739640451266581368e-07,9.739640451266581368e-07
5.960000000000000000e+02,2.369133681746296588e-05,5.922834204365741469e-06,9.704268269011756794e-07,2.426067067252939198e-07
5.970000000000000000e+02,2.362523378463104646e-05,2.362523378463104646e-05,9.669083527310032222e-07,9.669083527310032222e-07
5.980000000000000000e+02,2.355942536124820024e-05,1.177971268062410012e-05,9.634084921417109990e-07,4.817042460708554995e-07
5.990000000000000000e+02,2.349390974492199054e-05,2.349390974492199054e-05,9.599271157831724967e-07,9.599271157831724967e-07
6.000000000000000000e+02,2.342868514727080008e-05,2.928585643408850011e-06,9.564640954180221495e-07,1.195580119272527687e-07
6.010000000000000000e+02,2.336374979379178874e-05,2.336374979379178874e-05,9.530193039102478163e-07,9.530193039102478163e-07
6.020000000000000000e+02,2.329910192373032507e-05,1.164955096186516254e-05,9.495926152139205843e-07,4.747963076069602922e-07
6.030000000000000000e+02,2.323473978995086806e-05,2.323473978995086806e-05,9.461839043620571328e-07,9.461839043620571328e-07
6.040000000000000000e+02,2.317066165880925482e-05,5.792665414702313705e-06,9.427930474556149746e-07,2.356982618639037437e-07
6.050000000000000000e+02,2.310686581002641140e-05,2.310686581002641140e-05,9.394199216526179303e-07,9.394199216526179303e-07
6.060000000000000000e+02,2.304335053656344254e-05,1.152167526828172127e-05,9.360644051574090794e-07,4.680322025787045397e-07
6.070000000000000000e+02,2.298011414449810033e-05,2.298011414449810033e-05,9.327263772100321439e-07,9.327263772100321439e-07
6.080000000000000000e+02,2.291715495290258794e-05,7.161610922782058730e-07,9.294057180757360089e-07,2.904392868986675028e-08
6.090000000000000000e+02,2.285447129372273535e-05,2.285447129372273535e-05,9.261023090346043921e-07,9.261023090346043921e-07
6.100000000000000000e+02,2.279206151165845260e-05,1.139603075582922630e-05,9.228160323713057928e-07,4.614080161856528964e-07
6.110000000000000000e+02,2.272992396404552458e-05,2.272992396404552458e-05,9.195467713649649887e-07,9.195467713649649887e-07
6.120000000000000000e+02,2.266805702073866632e-05,5.667014255184666580e-06,9.162944102791513189e-07,2.290736025697878297e-07
6.130000000000000000e+02,2.260645906399585890e-05,2.260645906399585890e-05,9.130588343519855507e-07,9.130588343519855507e-07
6.140000000000000000e+02,2.254512848836395263e-05,1.127256424418197632e-05,9.098399297863612017e-07,4.549199648931806009e-07
6.150000000000000000e+02,2.248406370056547967e-05,2.248406370056547967e-05,9.066375837402795764e-07,9.066375837402795764e-07
6.160000000000000000e+02,2.242326311938672034e-05,2.802907889923340043e-06,9.034516843172978812e-07,1.129314605396622351e-07
6.170000000000000000e+02,2.236272517556696547e-05,2.236272517556696547e-05,9.002821205570873487e-07,9.002821205570873487e-07
6.180000000000000000e+02,2.230244831168897462e-05,1.115122415584448731e-05,8.971287824261016869e-07,4.485643912130508435e-07
6.190000000000000000e+02,2.224243098207060677e-05,2.224243098207060677e-05,8.939915608083519381e-07,8.939915608083519381e-07
6.200000000000000000e+02,2.218267165265763331e-05,5.545667913164408328e-06,8.908703474962904978e-07,2.227175868740726245e-07
6.210000000000000000e+02,2.212316880091767265e-05,2.212316880091767265e-05,8.877650351817968850e-07,8.877650351817968850e-07
6.220000000000000000e+02,2.206392091573530035e-05,1.103196045786765018e-05,8.846755174472699196e-07,4.423377587236349598e-07
6.230000000000000000e+02,2.200492649730823687e-05,2.200492649730823687e-05,8.816016887568215446e-07,8.816016887568215446e-07
6.240000000000000000e+02,2.194618405704468027e-05,1.371636503565292517e-06,8.785434444475707039e-07,5.490896527797316899e-08
6.250000000000000000e+02,2.188769211746170981e-05,2.188769211746170981e-05,8.755006807210384405e-07,8.755006807210384405e-07
6.260000000000000000e+02,2.182944921208479049e-05,1.091472460604239525e-05,8.724732946346406148e-07,4.362366473173203074e-07
6.270000000000000000e+02,2.177145388534831451e-05,2.177145388534831451e-05,8.694611840932769738e-07,8.694611840932769738e-07
6.280000000000000000e+02,2.171370469249725050e-05,5.428426173124312625e-06,8.664642478410188991e-07,2.166160619602547248e-07
6.290000000000000000e+02,2.165620019948977208e-05,2.165620019948977208e-05,8.634823854528881048e-07,8.634823854528881048e-07
6.300000000000000000e+02,2.159893898290096031e-05,1.079946949145048015e-05,8.605154973267314742e-07,4.302577486633657371e-07
6.310000000000000000e+02,2.154191962982751255e-05,2.154191962982751255e-05,8.575634846751868463e-07,8.575634846751868463e-07
6.320000000000000000e+02,2.148514073779344730e-05,2.685642592224180913e-06,8.546262495177405997e-07,1.068282811897175750e-07
6.330000000000000000e+02,2.142860091465680528e-05,2.142860091465680528e-05,8.517036946728738573e-07,8.517036946728738573e-07
6.340000000000000000e+02,2.137229877851733970e-05,1.068614938925866985e-05,8.487957237502988997e-07,4.243978618751494499e-07
6.350000000000000000e+02,2.131623295762515876e-05,2.131623295762515876e-05,8.459022411432820823e-07,8.459022411432820823e-07
6.360000000000000000e+02,2.126040209029035394e-05,5.315100522572588484e-06,8.430231520210536787e-07,2.107557880052634197e-07
6.370000000000000000e+02,2.120480482479352626e-05,2.120480482479352626e-05,8.401583623213025341e-07,8.401583623213025341e-07
6.380000000000000000e+02,2.114943981929730182e-05,1.057471990964865091e-05,8.373077787427552087e-07,4.186538893713776043e-07
6.390000000000000000e+02,2.109430574175872824e-05,2.109430574175872824e-05,8.344713087378390851e-07,8.344713087378390851e-07
6.400000000000000000e+02,2.103940126984260291e-05,1.643703224206453352e-07,8.316488605054257305e-07,6.497256722698638520e-09
6.410000000000000000e+02,2.098472509083569899e-05,2.098472509083569899e-05,8.288403429836571635e-07,8.288403429836571635e-07
6.420000000000000000e+02,2.093027590156187919e-05,1.046513795078093960e-05,8.260456658428509997e-07,4.130228329214254999e-07
6.430000000000000000e+02,2.087605240829808366e-05,2.087605240829808366e-05,8.232647394784850075e-07,8.232647394784850075e-07
6.440000000000000000e+02,2.082205332669121231e-05,5.205513331672803078e-06,8.204974750042599083e-07,2.051243687510649771e-07
6.450000000000000000e+02,2.076827738167582373e-05,2.076827738167582373e-05,8.177437842452379857e-07,8.177437842452379857e-07
6.460000000000000000e+02,2.071472330739272514e-05,1.035736165369636257e-05,8.150035797310600465e-07,4.075017898655300232e-07
6.470000000000000000e+02,2.066138984710837214e-05,2.066138984710837214e-05,8.122767746892345893e-07,8.122767746892345893e-07
6.480000000000000000e+02,2.060827575313511206e-05,2.576034469141889008e-06,8.095632830385037376e-07,1.011954103798129672e-07
6.490000000000000000e+02,2.055537978675224054e-05,2.055537978675224054e-05,8.068630193822805337e-07,8.068630193822805337e-07
6.500000000000000000e+02,2.050270071812786775e-05,1.025135035906393387e-05,8.041758990021597139e-07,4.020879495010798569e-07
6.510000000000000000e+02,2.045023732624157758e-05,2.045023732624157758e-05,8.015018378514982571e-07,8.015018378514982571e-07
6.520000000000000000e+02,2.039798839880790663e-05,5.099497099701976657e-06,7.988407525490693086e-07,1.997101881372673271e-07
6.530000000000000000e+02,2.034595273220055173e-05,2.034595273220055173e-05,7.961925603727822771e-07,7.961925603727822771e-07
6.540000000000000000e+02,2.029412913137740074e-05,1.014706456568870037e-05,7.935571792534737666e-07,3.967785896267368833e-07
6.550000000000000000e+02,2.024251640980630535e-05,2.024251640980630535e-05,7.909345277687667980e-07,7.909345277687667980e-07
6.560000000000000000e+02,2.019111338939159252e-05,1.261944586836974532e-06,7.883245251369947255e-07,4.927028282106217034e-08
6.570000000000000000e+02,2.013991890040134838e-05,2.013991890040134838e-05,7.857270912111938660e-07,7.857270912111938660e-07
6.580000000000000000e+02,2.008893178139542721e-05,1.004446589069771360e-05,7.831421464731601872e-07,3.915710732365800936e-07
6.590000000000000000e+02,2.003815087915417870e-05,2.003815087915417870e-05,7.805696120275710048e-07,7.805696120275710048e-07
6.600000000000000000e+02,1.998757504860791383e-05,4.996893762151978457e-06,7.780094095961698893e-07,1.945023523990424723e-07
6.610000000000000000e+02,1.993720315276706530e-05,1.993720315276706530e-05,7.754614615120156300e-07,7.754614615120156300e-07
6.620000000000000000e+02,1.988703406265305269e-05,9.943517031326526344e-06,7.729256907137914445e-07,3.864628453568957222e-07
6.630000000000000000e+02,1.983706665722985917e-05,1.983706665722985917e-05,7.704020207401785616e-07,7.704020207401785616e-07
6.640000000000000000e+02,1.978729982333627562e-05,2.473412477917034453e-06,7.678903757242882511e-07,9.598629696553603138e-08
6.650000000000000000e+02,1.973773245561882917e-05,1.973773245561882917e-05,7.653906803881540971e-07,7.653906803881540971e-07
6.660000000000000000e+02,1.968836345646538937e-05,9.844181728232694685e-06,7.629028600372840947e-07,3.814514300186420474e-07
6.670000000000000000e+02,1.963919173593942489e-05,1.963919173593942489e-05,7.604268405552707668e-07,7.604268405552707668e-07
6.680000000000000000e+02,1.959021621171493107e-05,4.897554052928732768e-06,7.579625483984591981e-07,1.894906370996147995e-07
6.690000000000000000e+02,1.954143580901199779e-05,1.954143580901199779e-05,7.555099105906731959e-07,7.555099105906731959e-07
6.700000000000000000e+02,1.949284946053301434e-05,9.746424730266507169e-06,7.530688547179951323e-07,3.765344273589975661e-07
6.710000000000000000e+02,1.944445610639951129e-05,1.944445610639951129e-05,7.506393089236040190e-07,7.506393089236040190e-07
6.720000000000000000e+02,1.939625469408963587e-05,6.061329591903011210e-07,7.482212019026681108e-07,2.338191255945837846e-08
6.730000000000000000e+02,1.934824417837623727e-05,1.934824417837623727e-05,7.458144628972908719e-07,7.458144628972908719e-07
6.740000000000000000e+02,1.930042352126555837e-05,9.650211760632779184e-06,7.434190216915112574e-07,3.717095108457556287e-07
6.750000000000000000e+02,1.925279169193655772e-05,1.925279169193655772e-05,7.410348086063571475e-07,7.410348086063571475e-07
6.760000000000000000e+02,1.920534766668079729e-05,4.801336916670199323e-06,7.386617544949508730e-07,1.846654386237377182e-07
6.770000000000000000e+02,1.915809042884294348e-05,1.915809042884294348e-05,7.362997907376673633e-07,7.362997907376673633e-07
6.780000000000000000e+02,1.911101896876184753e-05,9.555509484380923766e-06,7.339488492373411048e-07,3.669744246186705524e-07
6.790000000000000000e+02,1.906413228371220864e-05,1.906413228371220864e-05,7.316088624145277326e-07,7.316088624145277326e-07
6.800000000000000000e+02,1.901742937784678601e-05,2.377178672230848251e-06,7.292797632028101974e-07,9.115997040035127468e-08
6.810000000000000000e+02,1.897090926213922072e-05,1.897090926213922072e-05,7.269614850441595659e-07,7.269614850441595659e-07
6.820000000000000000e+02,1.892457095432735910e-05,9.462285477163679548e-06,7.246539618843407144e-07,3.623269809421703572e-07
6.830000000000000000e+02,1.887841347885718245e-05,1.887841347885718245e-05,7.223571281683679968e-07,7.223571281683679968e-07
6.840000000000000000e+02,1.883243586682725872e-05,4.708108966706814681e-06,7.200709188360086645e-07,1.800177297090021661e-07
6.850000000000000000e+02,1.878663715593371241e-05,1.878663715593371241e-05,7.177952693173308610e-07,7.177952693173308610e-07
6.860000000000000000e+02,1.874101639041578747e-05,9.370508195207893735e-06,7.155301155283025448e-07,3.577650577641512724e-07
6.870000000000000000e+02,1.869557262100187098e-05,1.869557262100187098e-05,7.132753938664312813e-07,7.132753938664312813e-07
6.880000000000000000e+02,1.865030490485609617e-05,1.165644056553506011e-06,7.110310412064534805e-07,4.443944007540334253e-08
6.890000000000000000e+02,1.860521230552541309e-05,1.860521230552541309e-05,7.087969948960654566e-07,7.087969948960654566e-07
6.900000000000000000e+02,1.856029389288722494e-05,9.280146946443612469e-06,7.065731927517013926e-07,3.532865963758506963e-07
6.910000000000000000e+02,1.851554874309746841e-05,1.851554874309746841e-05,7.043595730543520677e-07,7.043595730543520677e-07
6.920000000000000000e+02,1.847097593853924956e-05,4.617743984634812391e-06,7.021560745454309131e-07,1.755390186363577283e-07
6.930000000000000000e+02,1.842657456777193042e-05,1.842657456777193042e-05,6.999626364226776552e-07,6.999626364226776552e-07
6.940000000000000000e+02,1.838234372548073044e-05,9.191171862740365220e-06,6.977791983361089678e-07,3.488895991680544839e-07
6.950000000000000000e+02,1.833828251242680584e-05,1.833828251242680584e-05,6.956057003840078780e-07,6.956057003840078780e-07
6.960000000000000000e+02,1.829439003539780657e-05,2.286798754424725821e-06,6.934420831089564750e-07,8.668026038861955937e-08
