dim,component_id,node_count,edge_count,degree_min,degree_max,degree_mean,is_octahedron_k222,k2_multipartite_part_count,is_cuboctahedron,sampled,sample_max_nodes,seed
128,0,62,1860,60,60,60.0,False,31,False,False,,0
128,1,62,1860,60,60,60.0,False,31,False,False,,0
128,2,62,1860,60,60,60.0,False,31,False,False,,0
128,3,62,1860,60,60,60.0,False,31,False,False,,0
128,4,62,1860,60,60,60.0,False,31,False,False,,0
128,5,62,1860,60,60,60.0,False,31,False,False,,0
128,6,62,1092,28,60,35.225806451612904,False,0,False,False,,0
128,7,62,1860,60,60,60.0,False,31,False,False,,0
128,8,62,1092,28,60,35.225806451612904,False,0,False,False,,0
128,9,62,1092,28,60,35.225806451612904,False,0,False,False,,0
128,10,62,1092,28,60,35.225806451612904,False,0,False,False,,0
128,11,62,1092,28,60,35.225806451612904,False,0,False,False,,0
128,12,62,1092,28,60,35.225806451612904,False,0,False,False,,0
128,13,62,1092,28,60,35.225806451612904,False,0,False,False,,0
128,14,62,516,12,60,16.64516129032258,False,0,False,False,,0
128,15,62,1860,60,60,60.0,False,31,False,False,,0
128,16,62,516,12,60,16.64516129032258,False,0,False,False,,0
128,17,62,516,12,60,16.64516129032258,False,0,False,False,,0
128,18,62,516,12,60,16.64516129032258,False,0,False,False,,0
128,19,62,516,12,60,16.64516129032258,False,0,False,False,,0
128,20,62,516,12,60,16.64516129032258,False,0,False,False,,0
128,21,62,516,12,60,16.64516129032258,False,0,False,False,,0
128,22,62,1284,12,60,41.41935483870968,False,0,False,False,,0
128,23,62,516,12,60,16.64516129032258,False,0,False,False,,0
128,24,62,1284,12,60,41.41935483870968,False,0,False,False,,0
128,25,62,1284,12,60,41.41935483870968,False,0,False,False,,0
128,26,62,1284,12,60,41.41935483870968,False,0,False,False,,0
128,27,62,1284,12,60,41.41935483870968,False,0,False,False,,0
128,28,62,1284,12,60,41.41935483870968,False,0,False,False,,0
128,29,62,1284,12,60,41.41935483870968,False,0,False,False,,0
128,30,62,180,4,60,5.806451612903226,False,0,False,False,,0
128,31,62,1860,60,60,60.0,False,31,False,False,,0
128,32,62,180,4,60,5.806451612903226,False,0,False,False,,0
128,33,62,180,4,60,5.806451612903226,False,0,False,False,,0
128,34,62,180,4,60,5.806451612903226,False,0,False,False,,0
128,35,62,180,4,60,5.806451612903226,False,0,False,False,,0
128,36,62,180,4,60,5.806451612903226,False,0,False,False,,0
128,37,62,180,4,60,5.806451612903226,False,0,False,False,,0
128,38,62,948,4,60,30.580645161290324,False,0,False,False,,0
128,39,62,180,4,60,5.806451612903226,False,0,False,False,,0
128,40,62,948,4,60,30.580645161290324,False,0,False,False,,0
128,41,62,948,4,60,30.580645161290324,False,0,False,False,,0
128,42,62,948,4,60,30.580645161290324,False,0,False,False,,0
128,43,62,948,4,60,30.580645161290324,False,0,False,False,,0
128,44,62,948,4,60,30.580645161290324,False,0,False,False,,0
128,45,62,948,4,60,30.580645161290324,False,0,False,False,,0
128,46,62,1524,4,60,49.16129032258065,False,0,False,False,,0
128,47,62,180,4,60,5.806451612903226,False,0,False,False,,0
128,48,62,1524,4,60,49.16129032258065,False,0,False,False,,0
128,49,62,1524,4,60,49.16129032258065,False,0,False,False,,0
128,50,62,1524,4,60,49.16129032258065,False,0,False,False,,0
128,51,62,1524,4,60,49.16129032258065,False,0,False,False,,0
128,52,62,1524,4,60,49.16129032258065,False,0,False,False,,0
128,53,62,1524,4,60,49.16129032258065,False,0,False,False,,0
128,54,62,756,4,60,24.387096774193548,False,0,False,False,,0
128,55,62,1524,4,60,49.16129032258065,False,0,False,False,,0
128,56,62,756,4,60,24.387096774193548,False,0,False,False,,0
128,57,62,756,4,60,24.387096774193548,False,0,False,False,,0
128,58,62,756,4,60,24.387096774193548,False,0,False,False,,0
128,59,62,756,4,60,24.387096774193548,False,0,False,False,,0
128,60,62,756,4,60,24.387096774193548,False,0,False,False,,0
128,61,62,756,4,60,24.387096774193548,False,0,False,False,,0
128,62,62,1860,60,60,60.0,False,31,False,False,,0
