dim,component_id,node_count,edge_count,degree_min,degree_max,degree_mean,is_octahedron_k222,k2_multipartite_part_count,is_cuboctahedron,sampled,sample_max_nodes,seed
32,0,14,84,12,12,12,False,7,False,False,,0
32,1,14,84,12,12,12,False,7,False,False,,0
32,2,14,84,12,12,12,False,7,False,False,,0
32,3,14,84,12,12,12,False,7,False,False,,0
32,4,14,84,12,12,12,False,7,False,False,,0
32,5,14,84,12,12,12,False,7,False,False,,0
32,6,14,36,4,12,5.142857142857143,False,0,False,False,,0
32,7,14,84,12,12,12,False,7,False,False,,0
32,8,14,36,4,12,5.142857142857143,False,0,False,False,,0
32,9,14,36,4,12,5.142857142857143,False,0,False,False,,0
32,10,14,36,4,12,5.142857142857143,False,0,False,False,,0
32,11,14,36,4,12,5.142857142857143,False,0,False,False,,0
32,12,14,36,4,12,5.142857142857143,False,0,False,False,,0
32,13,14,36,4,12,5.142857142857143,False,0,False,False,,0
32,14,14,84,12,12,12,False,7,False,False,,0
