d,ball_volume_r1,unit_sphere_area
0.0,1.0000000000000004,NaN
0.008,1.006898332943364,0.008055186663546921
0.016,1.013817724936628,0.01622108359898604
0.024,1.0207581118954978,0.024498194685491897
0.032,1.027719429153063,0.032887021732897995
0.04,1.03470161146165,0.04138806445846598
0.048,1.0417045929946718,0.05000182046374427
0.056,1.04872830734852,0.05872878521151703
0.064,1.0557726875444486,0.06756945200284474
0.07200000000000001,1.062837666030507,0.0765243119541965
0.08,1.069923174683467,0.0855938539746774
0.088,1.077029144810771,0.0947785647433478
0.096,1.0841555071525104,0.10407892868664093
0.10400000000000001,1.09130219188341,0.11349542795587474
0.112,1.0984691286148351,0.12302854240486166
0.12,1.1056562463968123,0.13267874956761744
0.128,1.1128634737200673,0.14244652463616853
0.136,1.12009073851809,0.1523323404384604
0.14400000000000002,1.1273379681692066,0.16233666741636577
0.152,1.134605089498663,0.1724599736037967
0.16,1.1418920287807444,0.18270272460491904
0.168,1.1491987117408962,0.19306538357247047
0.176,1.1565250635578648,0.2035484111861842
0.184,1.1638710088658581,0.21415226563131778
0.192,1.171236471756716,0.2248774025772894
0.2,1.1786213757821085,0.23572427515642178
0.20800000000000002,1.1860256439557408,0.2466933339427943
0.216,1.1934491987555744,0.2577850269312038
0.224,1.2008919621260625,0.26899979951623826
0.232,1.20835385548042,0.2803380944714578
0.24,1.2158347997028824,0.2918003519286914
0.248,1.2233347151509928,0.30338700935744606
0.256,1.2308535216579104,0.31509850154442487
0.264,1.2383911385347244,0.3269352605731673
0.272,1.2459474845727905,0.3388977158037986
0.28,1.2535224780460716,0.35098629385289953
0.28800000000000003,1.2611160367135068,0.36320141857348953
0.296,1.268728077821391,0.37554351103513184
0.304,1.2763585181057677,0.38801298950415297
0.312,1.2840072737948278,0.4006102694239866
0.32,1.2916742606113463,0.41333576339563066
0.328,1.2993593937751042,0.42618988115823464
0.336,1.3070625880053564,0.43917302956979987
0.34400000000000003,1.314783757523277,0.4522856125880077
0.352,1.3225228160544615,0.46552803125116987
0.36,1.3302796768313931,0.47890068365930133
0.368,1.3380542525959804,0.49240396495532074
0.376,1.3458464556020553,0.5060382673063726
0.384,1.3536561976179167,0.5198039798852804
0.392,1.3614833899288792,0.5337014888521209
0.4,1.369327943339835,0.5477311773359331
0.40800000000000003,1.3771897681778158,0.5618934254165495
0.41600000000000004,1.385068774294616,0.5761886101065598
0.424,1.392964871069342,0.5906171053334006
0.432,1.400877967411074,0.605179281921584
0.44,1.4088079717614614,0.6198755075750434
0.448,1.4167547920973829,0.6347061468596279
0.456,1.4247183359335838,0.6496715611857145
0.464,1.432698510325343,0.6647721087909594
0.47200000000000003,1.4406952218711586,0.6800081447231864
0.48,1.4487083767154254,0.6953800208234042
0.488,1.4567378805511426,0.7108880857089571
0.496,1.464783638622626,0.726532684756822
0.504,1.4728455557282283,0.7423141600870258
0.512,1.4809235362230784,0.758232850546215
0.52,1.4890174840218275,0.7742890916913515
0.528,1.4971273026014207,0.7904832157735503
0.536,1.5052528950038375,0.8068155517220571
0.544,1.5133941638389095,0.823286425128367
0.552,1.5215510112870847,0.8398961582304707
0.56,1.529723339102246,0.8566450698972576
0.5680000000000001,1.5379110486145218,0.873533475613048
0.5760000000000001,1.5461140407331115,0.8905616874622717
0.584,1.5543322159491175,0.9077300141142844
0.592,1.562565474338401,0.9250387608083327
0.6,1.5708137155644233,0.9424882293386543
0.608,1.5790768388811274,0.9600787180397254
0.616,1.5873547431358037,0.9778105217716546
0.624,1.5956473267719808,0.9956839319057162
0.632,1.6039544878323215,1.0136992363100281
0.64,1.6122761239615349,1.031856719335382
0.648,1.6206121324092695,1.0501566618012073
0.656,1.6289624100330717,1.0685993409816958
0.664,1.637326853301294,1.0871850305920596
0.672,1.6457053582960453,1.1059140007749413
0.68,1.65409782071614,1.1247865180869767
0.6880000000000001,1.662504135880084,1.143802845485497
0.6960000000000001,1.6709241987289947,1.1629632423153808
0.704,1.6793579038296391,1.1822679642960636
0.712,1.6878051453773588,1.2017172635086804
0.72,1.696265817199132,1.221311388383376
0.728,1.7047398127565208,1.2410505836867476
0.736,1.7132270251487136,1.2609350905094516
0.744,1.7217273471155294,1.280965146253955
0.752,1.7302406710404694,1.3011409846224322
0.76,1.7387668889537229,1.3214628356048277
0.768,1.747305892535227,1.341930925467054
0.776,1.7558575731177193,1.3625454767393512
0.784,1.7644218216897924,1.3833067082047985
0.792,1.7729985288989587,1.4042148348879746
0.8,1.781587585054715,1.425270068043772
0.808,1.790188880131643,1.4464726151463678
0.8160000000000001,1.798802303772474,1.4678226798783414
0.8240000000000001,1.8074277452912053,1.4893204621199518
0.8320000000000001,1.8160650936761666,1.5109661579385691
0.84,1.824714237593158,1.5327599595782526
0.848,1.8333750653885572,1.5547020554494977
0.856,1.8420474650924263,1.5767926301191157
0.864,1.8507313244216395,1.5990318643002956
0.872,1.8594265307830238,1.6214199348427953
0.88,1.8681329712764883,1.6439570147233127
0.888,1.8768505326981817,1.6666432730359857
