k,k_minus_3,kolmogorov,kraichnan,calcagni,calcagni_d_S,cdt_d_S
0.01,986265.8461312826,2137.945663673986,986265.8461312826,2.3315389488740396e-06,3.8181818181818183,4.0
0.010092621909870474,959360.8287093154,2105.3452427667075,959360.8287093154,2.4013220028151805e-06,3.8174184328251712,4.0
0.010186101701559758,933189.7715733241,2073.2419287136327,933189.7715733241,2.473191545792748e-06,3.8166521655169046,4.0
0.010280447320933092,907732.6525210234,2041.628141391024,907732.6525210234,2.5472097917160067e-06,3.815883008093924,4.0
0.01037566678745186,882969.995549409,2010.496416260499,882969.995549409,2.623440800393691e-06,3.81511095239309,4.0
0.010471768194855203,858882.8559546255,1979.839402606544,858882.8559546255,2.701950531879267e-06,3.8143359902514473,4.0
0.01056875971184804,835452.8058382878,1949.649861800875,835452.8058382878,2.782806902398167e-06,3.8135581135064602,4.0
0.010666649582795394,812661.9200091945,1919.9206655932849,812661.9200091945,2.866079841902216e-06,3.8127773139962486,4.0
0.010765446128423154,790492.7622696429,1890.6447944285499,790492.7622696429,2.9518413532979085e-06,3.8119935835598246,4.0
0.010865157746525383,768928.372075831,1861.8153357889835,768928.372075831,3.0401655733964306e-06,3.811206914037333,4.0
0.010965792912678098,747952.2515621828,1833.4254825622916,747952.2515621828,3.131128835634548e-06,3.8104172972702925,4.0
0.011067360180959733,727548.3529196238,1805.4685314342878,727548.3529196238,3.224809734617128e-06,3.8096247251018407,4.0
0.011169868184678232,707701.066118189,1777.9378813061358,707701.066118189,3.3212891925331484e-06,3.8088291893769783,4.0
0.011273325637104866,688395.2069645503,1750.827031735726,688395.2069645503,3.4206505274987448e-06,3.8080306819428182,4.0
0.011377741332214914,669616.005485322,1724.1295814028008,669616.005485322,3.522979523882299e-06,3.8072291946488335,4.0
0.011483124145435111,651349.0946272807,1697.83922659751,651349.0946272807,3.6283645046678735e-06,3.8064247193471115,4.0
0.011589483034398105,633580.499265826,1671.9497597319914,633580.499265826,3.736896405915307e-06,3.805617247892605,4.0
0.011696827039703853,616296.6255132942,1646.4550678746582,616296.6255132942,3.848668853376387e-06,3.80480677214339,4.0
0.011805165285688049,599484.2503189417,1621.3491313068425,599484.2503189417,3.96377824132858e-06,3.803993283960922,4.0
0.01191450698119776,583130.5113526222,1596.6260221014268,583130.5113526222,4.082323813689346e-06,3.8031767752102983,4.0
0.012024861420374122,567222.8971644548,1572.279902723176,567222.8971644548,4.204407747475702e-06,3.8023572377605164,4.0
0.012136237983442405,551749.2376129134,1548.3050246503874,551749.2376129134,4.330135238675763e-06,3.8015346634847402,4.0
0.012248646137509313,536697.6945540478,1524.6957270175749,536697.6945540478,4.459614590600508e-06,3.8007090442605653,4.0
0.012362095437367685,522056.75278469804,1501.446435278848,522056.75278469804,4.5929573047861525e-06,3.7998803719702874,4.0
0.012476595526308698,507815.2112327673,1478.5516598916608,507815.2112327673,4.730278174519457e-06,3.799048638501171,4.0
0.012592156136941509,493962.17438783246,1456.0059950206505,493962.17438783246,4.871695381059979e-06,3.7982138357457225,4.0
0.012708787092020588,480487.043965513,1433.8041172612188,480487.043965513,5.017330592635785e-06,3.797375955601965,4.0
0.012826498305280605,467379.5107992465,1411.9407843825995,467379.5107992465,5.1673090662908314e-06,3.7965349899737126,4.0
0.012945299782279153,454629.5469532405,1390.4108340900718,454629.5469532405,5.321759752664706e-06,3.79569093077085,4.0
0.013065201621247212,442227.39805059,1369.2091828060609,442227.39805059,5.480815403787296e-06,3.7948437699096127,4.0
0.013186214013947485,430163.57581067976,1348.3308244698242,430163.57581067976,5.64461268397353e-06,3.793993499312868,4.0
0.013308347246540755,418428.85079015803,1327.7708293554301,418428.85079015803,5.813292283905569e-06,3.7931401109104006,4.0
0.01343161170046016,407014.24532194395,1307.5243429077775,407014.24532194395,5.9869990379920105e-06,3.7922835966391997,4.0
0.013556017853293682,395911.0266468463,1287.5865845963451,395911.0266468463,6.165882045096566e-06,3.791423948443746,4.0
0.013681576279674718,385110.7002325572,1267.9528467864352,385110.7002325572,6.3500947927307135e-06,3.790561158276303,4.0
0.013808297652180923,374605.00327489956,1248.618493627625,374605.00327489956,6.539795284807646e-06,3.7896952180972097,4.0
0.013936192742241428,364385.8983763545,1229.5789599591571,364385.8983763545,6.735146173057693e-06,3.7888261198751754,4.0
