x,delta_stack,delta_stack_err,n_contributing
0.500000,-5.53762609e-2,2.02212631e-4,1640
0.505034,-5.61648252e-2,2.04555030e-4,1607
0.510067,-5.62003011e-2,2.07082916e-4,1578
0.515101,-5.53269254e-2,2.09769930e-4,1553
0.520134,-5.51677668e-2,2.13078289e-4,1525
0.525168,-5.46918909e-2,2.16701880e-4,1502
0.530201,-5.67789494e-2,2.20744506e-4,1465
0.535235,-5.84256016e-2,2.24528978e-4,1442
0.540268,-5.99643269e-2,2.28066855e-4,1418
0.545302,-6.19062493e-2,2.31527695e-4,1390
0.550336,-6.51774141e-2,2.37388824e-4,1363
0.555369,-6.40777077e-2,2.40729536e-4,1344
0.560403,-6.64746209e-2,2.44353228e-4,1314
0.565436,-6.72621463e-2,2.47486449e-4,1283
0.570470,-6.68661229e-2,2.50359617e-4,1253
0.575503,-6.52378016e-2,2.53624272e-4,1225
0.580537,-6.58180684e-2,2.56817865e-4,1206
0.585570,-6.48882533e-2,2.61320978e-4,1171
0.590604,-6.62386461e-2,2.65481762e-4,1141
0.595638,-6.83776929e-2,2.69524316e-4,1127
0.600671,-6.99810020e-2,2.74414962e-4,1104
0.605705,-6.96372088e-2,2.79569965e-4,1081
0.610738,-6.86405295e-2,2.84588578e-4,1055
0.615772,-6.71758164e-2,2.89702206e-4,1039
0.620805,-6.62641871e-2,2.95418058e-4,1026
0.625839,-6.36526041e-2,3.01254792e-4,1006
0.630872,-6.07646191e-2,3.07180038e-4,974
0.635906,-5.86582174e-2,3.13335172e-4,950
0.640940,-5.90448913e-2,3.19413360e-4,924
0.645973,-5.58758092e-2,3.27614688e-4,894
0.651007,-5.61989680e-2,3.33577394e-4,871
0.656040,-5.84096502e-2,3.40368690e-4,849
0.661074,-5.88359568e-2,3.47264800e-4,831
0.666107,-5.76016717e-2,3.54410112e-4,807
0.671141,-5.77630946e-2,3.61200821e-4,793
0.676174,-5.76814782e-2,3.68408046e-4,777
0.681208,-6.23083038e-2,3.75661995e-4,752
0.686242,-6.29085912e-2,3.84434897e-4,738
0.691275,-5.59947511e-2,3.94697970e-4,719
0.696309,-4.72732886e-2,4.07087183e-4,707
0.701342,-4.51404574e-2,4.15037649e-4,689
0.706376,-4.25949964e-2,4.22495290e-4,676
0.711409,-4.10990067e-2,4.30237193e-4,660
0.716443,-3.92216127e-2,4.37090654e-4,649
0.721477,-3.70206414e-2,4.43353107e-4,634
0.726510,-3.72243963e-2,4.48539966e-4,623
0.731544,-3.95533186e-2,4.53691314e-4,601
