lane,subject,d_f,r_disclination_km,s_bulk,observed_value,predicted_value,absolute_error,relative_error,sign_match
qtensor,Rosetta-I (2005-03-04),2.8,5983914828.0,0.3,1.8,2317799.548475268,2317797.748475268,1287665.4158195932,true
qtensor,MESSENGER (2005-08-02),2.8,5983914828.0,0.3,0.02,2433599.5036556013,2433599.4836556013,121679974.18278006,true
qtensor,Juno (2013-10-09),2.8,5983914828.0,0.3,0.0,5938199.037269079,5938199.037269079,5.938199037269079e18,false
qtensor,Pioneer 11,2.8,5983914828.0,0.3,8.74e-10,0.020011426775940575,0.020011425901940574,22896368.30885649,true
qtensor,Galileo-I (1990-12-08),2.8,100000.0,0.5,3.92,5266948.734158639,5266944.814158639,1343608.3709588365,true
qtensor,NEAR (1998-01-23),2.8,100000.0,0.5,13.46,4037124.5815877765,4037111.1215877766,299933.96148497594,true
qtensor,Cassini (1999-08-18),2.8,100000.0,0.5,-2.0,9416744.607426059,9416746.607426059,4708373.303713029,false
qtensor,Rosetta-I (2005-03-04),2.8,100000.0,0.5,1.8,2266834.101652441,2266832.3016524413,1259351.2786958006,true
qtensor,MESSENGER (2005-08-02),2.8,100000.0,0.5,0.02,2377257.245619462,2377257.225619462,118862861.28097309,true
qtensor,Juno (2013-10-09),2.8,100000.0,0.5,0.0,5831718.578609926,5831718.578609926,5.831718578609926e18,false
qtensor,Pioneer 11,2.8,100000.0,0.5,8.74e-10,0.025119402279499634,0.025119401405499633,28740733.873569377,true
qtensor,Galileo-I (1990-12-08),2.8,10000000.0,0.5,3.92,5368480.558531383,5368476.638531383,1369509.3465641283,true
qtensor,NEAR (1998-01-23),2.8,10000000.0,0.5,13.46,4109936.576981502,4109923.116981502,305343.4708010031,true
qtensor,Cassini (1999-08-18),2.8,10000000.0,0.5,-2.0,9604306.798247667,9604308.798247667,4802154.3991238335,false
qtensor,Rosetta-I (2005-03-04),2.8,10000000.0,0.5,1.8,2317349.1153080463,2317347.3153080465,1287415.1751711369,true
qtensor,MESSENGER (2005-08-02),2.8,10000000.0,0.5,0.02,2433104.329717481,2433104.309717481,121655215.48587404,true
qtensor,Juno (2013-10-09),2.8,10000000.0,0.5,0.0,5937238.837875971,5937238.837875971,5.937238837875971e18,false
qtensor,Pioneer 11,2.8,10000000.0,0.5,8.74e-10,0.025119402279499634,0.025119401405499633,28740733.873569377,true
qtensor,Galileo-I (1990-12-08),2.8,149597870.7,0.5,3.92,5369338.603129424,5369334.683129424,1369728.2354922001,true
qtensor,NEAR (1998-01-23),2.8,149597870.7,0.5,13.46,4110555.6964363265,4110542.2364363265,305389.4677887315,true
qtensor,Cassini (1999-08-18),2.8,149597870.7,0.5,-2.0,9605886.937758459,9605888.937758459,4802944.468879229,false
qtensor,Rosetta-I (2005-03-04),2.8,149597870.7,0.5,1.8,2317769.895862783,2317768.095862783,1287648.9421459904,true
qtensor,MESSENGER (2005-08-02),2.8,149597870.7,0.5,0.02,2433566.907509566,2433566.887509566,121678344.37547828,true
qtensor,Juno (2013-10-09),2.8,149597870.7,0.5,0.0,5938135.813522937,5938135.813522937,5.938135813522937e18,false
qtensor,Pioneer 11,2.8,149597870.7,0.5,8.74e-10,0.025119402279499634,0.025119401405499633,28740733.873569377,true
qtensor,Galileo-I (1990-12-08),2.8,5983914828.0,0.5,3.92,5369398.4651899375,5369394.545189938,1369743.5064260045,true
qtensor,NEAR (1998-01-23),2.8,5983914828.0,0.5,13.46,4110598.8924868833,4110585.4324868834,305392.67700496904,true
qtensor,Cassini (1999-08-18),2.8,5983914828.0,0.5,-2.0,9605997.173655694,9605999.173655694,4802999.586827847,false
qtensor,Rosetta-I (2005-03-04),2.8,5983914828.0,0.5,1.8,2317799.2474587797,2317797.44745878,1287665.2485882111,true
qtensor,MESSENGER (2005-08-02),2.8,5983914828.0,0.5,0.02,2433599.172759336,2433599.152759336,121679957.6379668,true
qtensor,Juno (2013-10-09),2.8,5983914828.0,0.5,0.0,5938198.395448464,5938198.395448464,5.938198395448464e18,false
qtensor,Pioneer 11,2.8,5983914828.0,0.5,8.74e-10,0.01660610977356787,0.01660610889956787,19000124.599047907,true
plain,Galileo-I (1990-12-08),2.9,0.0,0.0,3.92,4921950.000000001,4921946.080000001,1255598.4897959186,true
plain,NEAR (1998-01-23),2.9,0.0,0.0,13.46,3768050.0,3768036.54,279943.279346211,true
plain,Cassini (1999-08-18),2.9,0.0,0.0,-2.0,8805500.000000002,8805502.000000002,4402751.000000001,false
plain,Rosetta-I (2005-03-04),2.9,0.0,0.0,1.8,2124650.0000000005,2124648.2000000007,1180360.1111111115,true
plain,MESSENGER (2005-08-02),2.9,0.0,0.0,0.02,2230800.000000001,2230799.980000001,111539999.00000004,true
plain,Juno (2013-10-09),2.9,0.0,0.0,0.0,5443350.000000001,5443350.000000001,5.443350000000001e18,false
plain,Pioneer 11,2.9,0.0,0.0,8.74e-10,0.023026118756207994,0.023026117882207993,26345672.634105254,true
qtensor,Galileo-I (1990-12-08),2.9,100000.0,0.05,3.92,4911704.873415865,4911700.953415865,1252984.937095884,true
qtensor,NEAR (1998-01-23),2.9,100000.0,0.05,13.46,3760702.4581587776,3760688.9981587776,279397.399566031,true
qtensor,Cassini (1999-08-18),2.9,100000.0,0.05,-2.0,8786574.460742608,8786576.460742608,4393288.230371304,false
qtensor,Rosetta-I (2005-03-04),2.9,100000.0,0.05,1.8,2119553.4101652447,2119551.610165245,1177528.672314025,true
qtensor,MESSENGER (2005-08-02),2.9,100000.0,0.05,0.02,2225165.724561947,2225165.704561947,111258285.22809735,true
qtensor,Juno (2013-10-09),2.9,100000.0,0.05,0.0,5432701.857860994,5432701.857860994,5.432701857860994e18,false
qtensor,Pioneer 11,2.9,100000.0,0.05,8.74e-10,0.023026118756207994,0.023026117882207993,26345672.634105254,true
qtensor,Galileo-I (1990-12-08),2.9,10000000.0,0.05,3.92,4921858.05585314,4921854.13585314,1255575.0346564131,true
qtensor,NEAR (1998-01-23),2.9,10000000.0,0.05,13.46,3767983.6576981503,3767970.1976981503,279938.35049763374,true
qtensor,Cassini (1999-08-18),2.9,10000000.0,0.05,-2.0,8805330.679824768,8805332.679824768,4402666.339912384,false
qtensor,Rosetta-I (2005-03-04),2.9,10000000.0,0.05,1.8,2124604.9115308053,2124603.1115308055,1180335.0619615586,true
qtensor,MESSENGER (2005-08-02),2.9,10000000.0,0.05,0.02,2230750.432971749,2230750.412971749,111537520.64858745,true
qtensor,Juno (2013-10-09),2.9,10000000.0,0.05,0.0,5443253.8837875975,5443253.8837875975,5.443253883787598e18,false
qtensor,Pioneer 11,2.9,10000000.0,0.05,8.74e-10,0.023026118756207994,0.023026117882207993,26345672.634105254,true
qtensor,Galileo-I (1990-12-08),2.9,149597870.7,0.05,3.92,4921943.860312943,4921939.940312943,1255596.9235492202,true
qtensor,NEAR (1998-01-23),2.9,149597870.7,0.05,13.46,3768045.5696436325,3768032.1096436325,279942.9501964066,true
qtensor,Cassini (1999-08-18),2.9,149597870.7,0.05,-2.0,8805488.693775848,8805490.693775848,4402745.346887924,false
qtensor,Rosetta-I (2005-03-04),2.9,149597870.7,0.05,1.8,2124646.989586279,2124645.189586279,1180358.4386590437,true
qtensor,MESSENGER (2005-08-02),2.9,149597870.7,0.05,0.02,2230796.6907509575,2230796.6707509574,111539833.53754787,true
qtensor,Juno (2013-10-09),2.9,149597870.7,0.05,0.0,5443343.581352294,5443343.581352294,5.443343581352294e18,false
qtensor,Pioneer 11,2.9,149597870.7,0.05,8.74e-10,0.023026118756207994,0.023026117882207993,26345672.634105254,true
qtensor,Galileo-I (1990-12-08),2.9,5983914828.0,0.05,3.92,4921949.846518994,4921945.926518994,1255598.4506426007,true
qtensor,NEAR (1998-01-23),2.9,5983914828.0,0.05,13.46,3768049.8892486882,3768036.4292486883,279943.2711180303,true
qtensor,Cassini (1999-08-18),2.9,5983914828.0,0.05,-2.0,8805499.71736557,8805501.71736557,4402750.858682785,false
qtensor,Rosetta-I (2005-03-04),2.9,5983914828.0,0.05,1.8,2124649.9247458787,2124648.124745879,1180360.069303266,true
qtensor,MESSENGER (2005-08-02),2.9,5983914828.0,0.05,0.02,2230799.9172759345,2230799.8972759345,111539994.86379673,true
qtensor,Juno (2013-10-09),2.9,5983914828.0,0.05,0.0,5443349.839544848,5443349.839544848,5.443349839544847e18,false
qtensor,Pioneer 11,2.9,5983914828.0,0.05,8.74e-10,0.02217478950561482,0.02217478863161482,25371611.706653114,true
qtensor,Galileo-I (1990-12-08),2.9,100000.0,0.1,3.92,4901459.746831729,4901455.826831729,1250371.3843958492,true
qtensor,NEAR (1998-01-23),2.9,100000.0,0.1,13.46,3753354.916317555,3753341.456317555,278851.519785851,true
qtensor,Cassini (1999-08-18),2.9,100000.0,0.1,-2.0,8767648.921485214,8767650.921485214,4383825.460742607,false
qtensor,Rosetta-I (2005-03-04),2.9,100000.0,0.1,1.8,2114456.8203304885,2114455.0203304887,1174697.233516938,true
qtensor,MESSENGER (2005-08-02),2.9,100000.0,0.1,0.02,2219531.4491238934,2219531.4291238934,110976571.45619467,true
qtensor,Juno (2013-10-09),2.9,100000.0,0.1,0.0,5422053.715721986,5422053.715721986,5.422053715721986e18,false
qtensor,Pioneer 11,2.9,100000.0,0.1,8.74e-10,0.023026118756207994,0.023026117882207993,26345672.634105254,true
qtensor,Galileo-I (1990-12-08),2.9,10000000.0,0.1,3.92,4921766.111706277,4921762.191706277,1255551.5795169075,true
qtensor,NEAR (1998-01-23),2.9,10000000.0,0.1,13.46,3767917.3153963005,3767903.8553963006,279933.4216490565,true
qtensor,Cassini (1999-08-18),2.9,10000000.0,0.1,-2.0,8805161.359649535,8805163.359649535,4402581.679824768,false
qtensor,Rosetta-I (2005-03-04),2.9,10000000.0,0.1,1.8,2124559.8230616096,2124558.02306161,1180310.0128120054,true
qtensor,MESSENGER (2005-08-02),2.9,10000000.0,0.1,0.02,2230700.865943497,2230700.845943497,111535042.29717486,true
qtensor,Juno (2013-10-09),2.9,10000000.0,0.1,0.0,5443157.767575195,5443157.767575195,5.443157767575196e18,false
qtensor,Pioneer 11,2.9,10000000.0,0.1,8.74e-10,0.023026118756207994,0.023026117882207993,26345672.634105254,true
qtensor,Galileo-I (1990-12-08),2.9,149597870.7,0.1,3.92,4921937.720625886,4921933.800625886,1255595.3573025218,true
qtensor,NEAR (1998-01-23),2.9,149597870.7,0.1,13.46,3768041.139287265,3768027.679287265,279942.62104660214,true
qtensor,Cassini (1999-08-18),2.9,149597870.7,0.1,-2.0,8805477.387551693,8805479.387551693,4402739.693775847,false
qtensor,Rosetta-I (2005-03-04),2.9,149597870.7,0.1,1.8,2124643.979172557,2124642.1791725573,1180356.7662069763,true
qtensor,MESSENGER (2005-08-02),2.9,149597870.7,0.1,0.02,2230793.381501914,2230793.361501914,111539668.0750957,true
qtensor,Juno (2013-10-09),2.9,149597870.7,0.1,0.0,5443337.162704588,5443337.162704588,5.443337162704588e18,false
qtensor,Pioneer 11,2.9,149597870.7,0.1,8.74e-10,0.023026118756207994,0.023026117882207993,26345672.634105254,true
qtensor,Galileo-I (1990-12-08),2.9,5983914828.0,0.1,3.92,4921949.693037989,4921945.773037989,1255598.411489283,true
qtensor,NEAR (1998-01-23),2.9,5983914828.0,0.1,13.46,3768049.7784973765,3768036.3184973765,279943.26288984966,true
qtensor,Cassini (1999-08-18),2.9,5983914828.0,0.1,-2.0,8805499.43473114,8805501.43473114,4402750.71736557,false
qtensor,Rosetta-I (2005-03-04),2.9,5983914828.0,0.1,1.8,2124649.8494917564,2124648.0494917566,1180360.0274954203,true
qtensor,MESSENGER (2005-08-02),2.9,5983914828.0,0.1,0.02,2230799.834551868,2230799.814551868,111539990.72759339,true
qtensor,Juno (2013-10-09),2.9,5983914828.0,0.1,0.0,5443349.679089693,5443349.679089693,5.443349679089694e18,false
qtensor,Pioneer 11,2.9,5983914828.0,0.1,8.74e-10,0.02132346025502164,0.02132345938102164,24397550.779200964,true
qtensor,Galileo-I (1990-12-08),2.9,100000.0,0.3,3.92,4860479.240495184,4860475.3204951845,1239917.1735957104,true
qtensor,NEAR (1998-01-23),2.9,100000.0,0.3,13.46,3723964.748952666,3723951.288952666,276668.0006651312,true
qtensor,Cassini (1999-08-18),2.9,100000.0,0.3,-2.0,8691946.764455635,8691948.764455635,4345974.382227818,false
qtensor,Rosetta-I (2005-03-04),2.9,100000.0,0.3,1.8,2094070.4609914653,2094068.6609914652,1163371.4783285917,true
qtensor,MESSENGER (2005-08-02),2.9,100000.0,0.3,0.02,2196994.3473716783,2196994.3273716783,109849716.36858392,true
qtensor,Juno (2013-10-09),2.9,100000.0,0.3,0.0,5379461.147165956,5379461.147165956,5.379461147165956e18,false
qtensor,Pioneer 11,2.9,100000.0,0.3,8.74e-10,0.023026118756207994,0.023026117882207993,26345672.634105254,true
qtensor,Galileo-I (1990-12-08),2.9,10000000.0,0.3,3.92,4921398.335118831,4921394.415118831,1255457.7589588854,true
qtensor,NEAR (1998-01-23),2.9,10000000.0,0.3,13.46,3767651.946188901,3767638.486188901,279913.70625474746,true
qtensor,Cassini (1999-08-18),2.9,10000000.0,0.3,-2.0,8804484.078948602,8804486.078948602,4402243.039474301,false
qtensor,Rosetta-I (2005-03-04),2.9,10000000.0,0.3,1.8,2124379.469184828,2124377.669184828,1180209.8162137934,true
qtensor,MESSENGER (2005-08-02),2.9,10000000.0,0.3,0.02,2230502.5978304897,2230502.5778304897,111525128.89152448,true
qtensor,Juno (2013-10-09),2.9,10000000.0,0.3,0.0,5442773.302725582,5442773.302725582,5.442773302725583e18,false
qtensor,Pioneer 11,2.9,10000000.0,0.3,8.74e-10,0.023026118756207994,0.023026117882207993,26345672.634105254,true
qtensor,Galileo-I (1990-12-08),2.9,149597870.7,0.3,3.92,4921913.161877655,4921909.2418776555,1255589.0923157285,true
qtensor,NEAR (1998-01-23),2.9,149597870.7,0.3,13.46,3768023.4178617955,3768009.9578617956,279941.3044473845,true
qtensor,Cassini (1999-08-18),2.9,149597870.7,0.3,-2.0,8805432.162655076,8805434.162655076,4402717.081327538,false
qtensor,Rosetta-I (2005-03-04),2.9,149597870.7,0.3,1.8,2124631.93751767,2124630.13751767,1180350.0763987056,true
qtensor,MESSENGER (2005-08-02),2.9,149597870.7,0.3,0.02,2230780.14450574,2230780.12450574,111539006.225287,true
qtensor,Juno (2013-10-09),2.9,149597870.7,0.3,0.0,5443311.488113763,5443311.488113763,5.443311488113763e18,false
qtensor,Pioneer 11,2.9,149597870.7,0.3,8.74e-10,0.023026118756207994,0.023026117882207993,26345672.634105254,true
qtensor,Galileo-I (1990-12-08),2.9,5983914828.0,0.3,3.92,4921949.079113963,4921945.159113963,1255598.254876011,true
qtensor,NEAR (1998-01-23),2.9,5983914828.0,0.3,13.46,3768049.33549213,3768035.87549213,279943.22997712705,true
qtensor,Cassini (1999-08-18),2.9,5983914828.0,0.3,-2.0,8805498.304193417,8805500.304193417,4402750.152096708,false
qtensor,Rosetta-I (2005-03-04),2.9,5983914828.0,0.3,1.8,2124649.5484752683,2124647.7484752685,1180359.860264038,true
qtensor,MESSENGER (2005-08-02),2.9,5983914828.0,0.3,0.02,2230799.503655602,2230799.483655602,111539974.1827801,true
qtensor,Juno (2013-10-09),2.9,5983914828.0,0.3,0.0,5443349.037269079,5443349.037269079,5.443349037269079e18,false
qtensor,Pioneer 11,2.9,5983914828.0,0.3,8.74e-10,0.017918143252648937,0.017918142378648937,20501307.069392376,true
qtensor,Galileo-I (1990-12-08),2.9,100000.0,0.5,3.92,4819498.73415864,4819494.81415864,1229462.9627955714,true
qtensor,NEAR (1998-01-23),2.9,100000.0,0.5,13.46,3694574.581587776,3694561.121587776,274484.4815444113,true
qtensor,Cassini (1999-08-18),2.9,100000.0,0.5,-2.0,8616244.607426059,8616246.607426059,4308123.303713029,false
qtensor,Rosetta-I (2005-03-04),2.9,100000.0,0.5,1.8,2073684.1016524418,2073682.3016524417,1152045.7231402453,true
qtensor,MESSENGER (2005-08-02),2.9,100000.0,0.5,0.02,2174457.245619463,2174457.225619463,108722861.28097314,true
qtensor,Juno (2013-10-09),2.9,100000.0,0.5,0.0,5336868.578609926,5336868.578609926,5.336868578609926e18,false
qtensor,Pioneer 11,2.9,100000.0,0.5,8.74e-10,0.023026118756207994,0.023026117882207993,26345672.634105254,true
qtensor,Galileo-I (1990-12-08),2.9,10000000.0,0.5,3.92,4921030.558531384,4921026.638531384,1255363.9384008632,true
qtensor,NEAR (1998-01-23),2.9,10000000.0,0.5,13.46,3767386.5769815017,3767373.1169815017,279893.99086043844,true
qtensor,Cassini (1999-08-18),2.9,10000000.0,0.5,-2.0,8803806.798247667,8803808.798247667,4401904.3991238335,false
qtensor,Rosetta-I (2005-03-04),2.9,10000000.0,0.5,1.8,2124199.115308047,2124197.315308047,1180109.6196155816,true
qtensor,MESSENGER (2005-08-02),2.9,10000000.0,0.5,0.02,2230304.329717482,2230304.309717482,111515215.4858741,true
qtensor,Juno (2013-10-09),2.9,10000000.0,0.5,0.0,5442388.837875971,5442388.837875971,5.442388837875971e18,false
qtensor,Pioneer 11,2.9,10000000.0,0.5,8.74e-10,0.023026118756207994,0.023026117882207993,26345672.634105254,true
qtensor,Galileo-I (1990-12-08),2.9,149597870.7,0.5,3.92,4921888.603129425,4921884.683129425,1255582.827328935,true
qtensor,NEAR (1998-01-23),2.9,149597870.7,0.5,13.46,3768005.696436326,3767992.236436326,279939.98784816684,true
qtensor,Cassini (1999-08-18),2.9,149597870.7,0.5,-2.0,8805386.937758459,8805388.937758459,4402694.468879229,false
qtensor,Rosetta-I (2005-03-04),2.9,149597870.7,0.5,1.8,2124619.8958627833,2124618.0958627835,1180343.3865904352,true
qtensor,MESSENGER (2005-08-02),2.9,149597870.7,0.5,0.02,2230766.9075095668,2230766.8875095667,111538344.37547833,true
qtensor,Juno (2013-10-09),2.9,149597870.7,0.5,0.0,5443285.813522937,5443285.813522937,5.443285813522937e18,false
qtensor,Pioneer 11,2.9,149597870.7,0.5,8.74e-10,0.023026118756207994,0.023026117882207993,26345672.634105254,true
qtensor,Galileo-I (1990-12-08),2.9,5983914828.0,0.5,3.92,4921948.465189938,4921944.5451899385,1255598.0982627394,true
qtensor,NEAR (1998-01-23),2.9,5983914828.0,0.5,13.46,3768048.892486883,3768035.432486883,279943.1970644044,true
qtensor,Cassini (1999-08-18),2.9,5983914828.0,0.5,-2.0,8805497.173655694,8805499.173655694,4402749.586827847,false
qtensor,Rosetta-I (2005-03-04),2.9,5983914828.0,0.5,1.8,2124649.24745878,2124647.4474587804,1180359.6930326556,true
qtensor,MESSENGER (2005-08-02),2.9,5983914828.0,0.5,0.02,2230799.172759337,2230799.152759337,111539957.63796684,true
qtensor,Juno (2013-10-09),2.9,5983914828.0,0.5,0.0,5443348.395448464,5443348.395448464,5.443348395448464e18,false
qtensor,Pioneer 11,2.9,5983914828.0,0.5,8.74e-10,0.014512826250276232,0.01451282537627623,16605063.359583788,true
