session_id	url	output_rel	result	backend	http_code	sha256	final_url	header_count	note	error
cayley_dickson_dickson_1906_exact_pdf_doi_org_s0002_9947_1906_1500755_5	https://doi.org/10.1090/S0002-9947-1906-1500755-5	/home/eirikr/Documents/Projects/CayleyDickson/tier1_core_cd_algebra/foundational_legacy/cayley_dickson_dickson_1906_exact_pdf_doi_org_s0002_9947_1906_1500755_5/S0002-9947-1906-1500755-5.pdf	failed		403		https://www.ams.org/journals/tran/1906-007-03/S0002-9947-1906-1500755-5/S0002-9947-1906-1500755-5.pdf	3	real_edge_clearance_cookie_exported_from_dedicated_profile	expected pdf artifact but downloader reported non-pdf content_type=text/html; charset=utf-8 final_url=https://pubs.ams.org/journals/tran/1906-007-03/S0002-9947-1906-1500755-5
