alpha_ch,alpha_nu,perm_match,perm_u,perm_d,align_g12,align_g13,align_g23,align_u_solar,align_u_atmo,abs_align_g23,abs_align_u_atmo
2.80,1.20,false,[0, 1, 2],[0, 1, 2],0.633417,0.321260,-0.722700,-0.354594,-0.897750,0.722700,0.897750
2.80,1.25,true,[0, 1, 2],[0, 2, 1],0.998671,0.998678,0.999105,0.994889,0.993059,0.999105,0.993059
2.80,1.30,true,[0, 1, 2],[0, 2, 1],0.999617,0.999638,0.999782,0.998568,0.998168,0.999782,0.998168
2.80,1.35,true,[0, 1, 2],[0, 2, 1],1.000000,1.000000,0.999999,1.000000,1.000000,0.999999,1.000000
2.80,1.40,true,[0, 1, 2],[0, 2, 1],0.999466,0.999503,0.999745,0.998189,0.997899,0.999745,0.997899
2.80,1.45,true,[0, 1, 2],[0, 2, 1],0.997386,0.997808,0.998962,0.991843,0.991151,0.998962,0.991151
2.90,1.20,false,[0, 1, 2],[0, 1, 2],0.633515,0.321277,-0.722694,-0.354594,-0.897756,0.722694,0.897756
2.90,1.25,true,[0, 1, 2],[0, 2, 1],0.998674,0.998661,0.999095,0.994889,0.993042,0.999095,0.993042
2.90,1.30,true,[0, 1, 2],[0, 2, 1],0.999618,0.999629,0.999777,0.998568,0.998159,0.999777,0.998159
2.90,1.35,true,[0, 1, 2],[0, 2, 1],1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2.90,1.40,true,[0, 1, 2],[0, 2, 1],0.999462,0.999512,0.999753,0.998189,0.997909,0.999753,0.997909
2.90,1.45,true,[0, 1, 2],[0, 2, 1],0.997368,0.997826,0.998978,0.991843,0.991172,0.998978,0.991172
3.00,1.20,false,[0, 1, 2],[0, 1, 2],0.633611,0.321294,-0.722688,-0.354594,-0.897762,0.722688,0.897762
3.00,1.25,true,[0, 1, 2],[0, 2, 1],0.998678,0.998644,0.999086,0.994889,0.993026,0.999086,0.993026
3.00,1.30,true,[0, 1, 2],[0, 2, 1],0.999620,0.999620,0.999771,0.998568,0.998151,0.999771,0.998151
3.00,1.35,true,[0, 1, 2],[0, 2, 1],1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
3.00,1.40,true,[0, 1, 2],[0, 2, 1],0.999457,0.999521,0.999760,0.998189,0.997918,0.999760,0.997918
3.00,1.45,true,[0, 1, 2],[0, 2, 1],0.997350,0.997843,0.998993,0.991843,0.991191,0.998993,0.991191
3.10,1.20,false,[0, 1, 2],[0, 1, 2],0.633705,0.321311,-0.722681,-0.354594,-0.897768,0.722681,0.897768
3.10,1.25,true,[0, 1, 2],[0, 2, 1],0.998681,0.998627,0.999076,0.994889,0.993009,0.999076,0.993009
3.10,1.30,true,[0, 1, 2],[0, 2, 1],0.999621,0.999611,0.999765,0.998568,0.998142,0.999765,0.998142
3.10,1.35,true,[0, 1, 2],[0, 2, 1],1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
3.10,1.40,true,[0, 1, 2],[0, 2, 1],0.999452,0.999529,0.999767,0.998189,0.997927,0.999767,0.997927
3.10,1.45,true,[0, 1, 2],[0, 2, 1],0.997333,0.997860,0.999008,0.991843,0.991210,0.999008,0.991210
3.20,1.20,false,[0, 1, 2],[0, 1, 2],0.633797,0.321328,-0.722675,-0.354594,-0.897774,0.722675,0.897774
3.20,1.25,false,[0, 1, 2],[0, 1, 2],0.638128,0.368577,-0.745213,-0.409932,-0.884262,0.745213,0.884262
3.20,1.30,true,[0, 1, 2],[0, 2, 1],0.999622,0.999603,0.999759,0.998568,0.998134,0.999759,0.998134
3.20,1.35,true,[0, 1, 2],[0, 2, 1],1.000000,1.000000,0.999999,1.000000,1.000000,0.999999,1.000000
3.20,1.40,true,[0, 1, 2],[0, 2, 1],0.999447,0.999538,0.999773,0.998189,0.997936,0.999773,0.997936
3.20,1.45,true,[0, 1, 2],[0, 2, 1],0.997315,0.997877,0.999022,0.991843,0.991228,0.999022,0.991228
3.30,1.20,false,[0, 2, 1],[0, 2, 1],0.997343,0.997199,-0.997884,0.989703,-0.985106,0.997884,0.985106
3.30,1.25,false,[0, 2, 1],[0, 2, 1],0.998686,0.998593,-0.999055,0.994889,-0.992978,0.999055,0.992978
3.30,1.30,true,[0, 1, 2],[0, 2, 1],0.999623,0.999594,0.999752,0.998568,0.998126,0.999752,0.998126
3.30,1.35,true,[0, 1, 2],[0, 2, 1],1.000000,0.999999,0.999998,1.000000,0.999999,0.999998,0.999999
3.30,1.40,true,[0, 1, 2],[0, 2, 1],0.999443,0.999546,0.999779,0.998189,0.997944,0.999779,0.997944
3.30,1.45,true,[0, 1, 2],[0, 2, 1],0.997299,0.997892,0.999035,0.991843,0.991246,0.999035,0.991246
3.40,1.20,false,[0, 2, 1],[0, 2, 1],0.997350,0.997176,-0.997871,0.989703,-0.985084,0.997871,0.985084
3.40,1.25,false,[0, 1, 2],[0, 1, 2],0.638319,0.368579,-0.745213,-0.409932,-0.884262,0.745213,0.884262
3.40,1.30,true,[0, 1, 2],[0, 2, 1],0.999624,0.999585,0.999745,0.998568,0.998117,0.999745,0.998117
3.40,1.35,true,[0, 1, 2],[0, 2, 1],1.000000,0.999999,0.999997,1.000000,0.999999,0.999997,0.999999
3.40,1.40,true,[0, 1, 2],[0, 2, 1],0.999438,0.999553,0.999784,0.998189,0.997952,0.999784,0.997952
3.40,1.45,false,[0, 2, 1],[0, 1, 2],0.669415,0.514582,0.811146,-0.592146,0.821573,0.811146,0.821573
3.50,1.20,false,[1, 2, 0],[1, 2, 0],0.361152,0.992912,0.945214,0.417548,0.421826,0.945214,0.421826
3.50,1.25,false,[0, 1, 2],[0, 1, 2],0.638412,0.368580,-0.745212,-0.409932,-0.884263,0.745212,0.884263
3.50,1.30,true,[0, 1, 2],[0, 2, 1],0.999625,0.999577,0.999738,0.998568,0.998109,0.999738,0.998109
3.50,1.35,true,[0, 1, 2],[0, 2, 1],0.999999,0.999998,0.999995,1.000000,0.999998,0.999995,0.999998
3.50,1.40,true,[0, 1, 2],[0, 2, 1],0.999434,0.999560,0.999789,0.998189,0.997960,0.999789,0.997960
3.50,1.45,false,[0, 2, 1],[0, 1, 2],0.669549,0.514488,0.811180,-0.592146,0.821523,0.811180,0.821523
