Time,mms1_fgm_b_gse_srvy_l2_clean_0,mms1_fgm_b_gse_srvy_l2_clean_1,mms1_fgm_b_gse_srvy_l2_clean_2,mms1_fgm_b_gse_srvy_l2_clean_3
2024-01-01T00:00:16.250730080Z,3.83006e+00,-3.16457e+00,-1.36763e+00,5.15308e+00
2024-01-01T00:00:16.313231002Z,3.83640e+00,-3.16286e+00,-1.36167e+00,5.15517e+00
2024-01-01T00:00:16.375731924Z,3.83924e+00,-3.16289e+00,-1.35651e+00,5.15594e+00
2024-01-01T00:00:16.438232846Z,3.83904e+00,-3.17421e+00,-1.35619e+00,5.16266e+00
2024-01-01T00:00:16.500733768Z,3.82631e+00,-3.18635e+00,-1.35915e+00,5.16147e+00
2024-01-01T00:00:16.563234690Z,3.84297e+00,-3.18612e+00,-1.35077e+00,5.17150e+00
2024-01-01T00:00:16.625735611Z,3.84436e+00,-3.20510e+00,-1.35354e+00,5.18496e+00
2024-01-01T00:00:16.688236533Z,3.84796e+00,-3.22460e+00,-1.33731e+00,5.19551e+00
2024-01-01T00:00:16.750737455Z,3.83562e+00,-3.21142e+00,-1.33128e+00,5.17663e+00
2024-01-01T00:00:16.813238377Z,3.84252e+00,-3.22722e+00,-1.31425e+00,5.18721e+00
2024-01-01T00:00:16.875739299Z,3.84752e+00,-3.19533e+00,-1.29719e+00,5.16684e+00
2024-01-01T00:00:16.938240221Z,3.84670e+00,-3.18694e+00,-1.29988e+00,5.16172e+00
2024-01-01T00:00:17.000741143Z,3.84601e+00,-3.20372e+00,-1.28845e+00,5.16873e+00
2024-01-01T00:00:17.063242064Z,3.86442e+00,-3.19726e+00,-1.28520e+00,5.17764e+00
2024-01-01T00:00:17.125742986Z,3.86209e+00,-3.21755e+00,-1.30788e+00,5.19412e+00
2024-01-01T00:00:17.188243908Z,3.86121e+00,-3.19715e+00,-1.31364e+00,5.18231e+00
2024-01-01T00:00:17.250744830Z,3.86230e+00,-3.18914e+00,-1.31043e+00,5.17737e+00
2024-01-01T00:00:17.313245752Z,3.86139e+00,-3.19420e+00,-1.30909e+00,5.17947e+00
2024-01-01T00:00:17.375746674Z,3.88929e+00,-3.19932e+00,-1.31540e+00,5.20505e+00
2024-01-01T00:00:17.438247596Z,3.87327e+00,-3.19733e+00,-1.31929e+00,5.19285e+00
2024-01-01T00:00:17.500748518Z,3.85974e+00,-3.22013e+00,-1.33030e+00,5.19966e+00
2024-01-01T00:00:17.563249439Z,3.85898e+00,-3.18990e+00,-1.33012e+00,5.18039e+00
2024-01-01T00:00:17.625750361Z,3.86057e+00,-3.18753e+00,-1.33402e+00,5.18111e+00
2024-01-01T00:00:17.688251283Z,3.85634e+00,-3.21251e+00,-1.32242e+00,5.19041e+00
2024-01-01T00:00:17.750752205Z,3.87694e+00,-3.20566e+00,-1.33341e+00,5.20432e+00
2024-01-01T00:00:17.813253127Z,3.88653e+00,-3.18878e+00,-1.34686e+00,5.20456e+00
2024-01-01T00:00:17.875754049Z,3.89089e+00,-3.16724e+00,-1.35402e+00,5.19652e+00
2024-01-01T00:00:17.938254971Z,3.88719e+00,-3.15693e+00,-1.34161e+00,5.18424e+00
2024-01-01T00:00:18.000755892Z,3.91048e+00,-3.14140e+00,-1.34475e+00,5.19313e+00
2024-01-01T00:00:18.063256814Z,3.90815e+00,-3.13039e+00,-1.35256e+00,5.18675e+00
2024-01-01T00:00:18.125757736Z,3.90634e+00,-3.13788e+00,-1.32814e+00,5.18360e+00
2024-01-01T00:00:18.188258658Z,3.91045e+00,-3.13983e+00,-1.33928e+00,5.19075e+00
2024-01-01T00:00:18.250759580Z,3.91742e+00,-3.15151e+00,-1.32640e+00,5.19977e+00
2024-01-01T00:00:18.313260502Z,3.91835e+00,-3.12574e+00,-1.31638e+00,5.18234e+00
2024-01-01T00:00:18.375761424Z,3.90806e+00,-3.12402e+00,-1.31979e+00,5.17438e+00
2024-01-01T00:00:18.438262345Z,3.91874e+00,-3.11808e+00,-1.30620e+00,5.17543e+00
2024-01-01T00:00:18.500763267Z,3.93041e+00,-3.12078e+00,-1.32080e+00,5.18960e+00
2024-01-01T00:00:18.563264189Z,3.91847e+00,-3.11318e+00,-1.32017e+00,5.17583e+00
2024-01-01T00:00:18.625765111Z,3.92304e+00,-3.11713e+00,-1.31130e+00,5.17940e+00
2024-01-01T00:00:18.688266033Z,3.90666e+00,-3.13787e+00,-1.28825e+00,5.17377e+00
2024-01-01T00:00:18.750766955Z,3.92421e+00,-3.13895e+00,-1.28510e+00,5.18690e+00
2024-01-01T00:00:18.813267877Z,3.93759e+00,-3.12833e+00,-1.27174e+00,5.18733e+00
2024-01-01T00:00:18.875768799Z,3.93267e+00,-3.12474e+00,-1.27456e+00,5.18212e+00
2024-01-01T00:00:18.938269720Z,3.92342e+00,-3.12434e+00,-1.26912e+00,5.17353e+00
2024-01-01T00:00:19.000770642Z,3.91822e+00,-3.14939e+00,-1.24873e+00,5.17980e+00
2024-01-01T00:00:19.063271564Z,3.92279e+00,-3.16404e+00,-1.23390e+00,5.18863e+00
2024-01-01T00:00:19.125772486Z,3.90231e+00,-3.14706e+00,-1.25922e+00,5.16892e+00
2024-01-01T00:00:19.188273408Z,3.89854e+00,-3.14314e+00,-1.27327e+00,5.16713e+00
2024-01-01T00:00:19.250774330Z,3.88571e+00,-3.15034e+00,-1.27278e+00,5.16172e+00
2024-01-01T00:00:19.313275252Z,3.87496e+00,-3.14080e+00,-1.25337e+00,5.14304e+00
2024-01-01T00:00:19.375776173Z,3.90138e+00,-3.15323e+00,-1.28093e+00,5.17730e+00
2024-01-01T00:00:19.438277095Z,3.89088e+00,-3.16650e+00,-1.28060e+00,5.17742e+00
2024-01-01T00:00:19.500778017Z,3.88375e+00,-3.16152e+00,-1.29762e+00,5.17325e+00
2024-01-01T00:00:19.563278939Z,3.88949e+00,-3.17201e+00,-1.28302e+00,5.18034e+00
2024-01-01T00:00:19.625779861Z,3.87523e+00,-3.17461e+00,-1.26655e+00,5.16718e+00
2024-01-01T00:00:19.688280783Z,3.87176e+00,-3.18047e+00,-1.25662e+00,5.16575e+00
2024-01-01T00:00:19.750781705Z,3.87509e+00,-3.16821e+00,-1.24306e+00,5.15743e+00
2024-01-01T00:00:19.813282627Z,3.87997e+00,-3.15264e+00,-1.26983e+00,5.15808e+00
2024-01-01T00:00:19.875783548Z,3.88372e+00,-3.15903e+00,-1.27337e+00,5.16568e+00
2024-01-01T00:00:19.938284470Z,3.88231e+00,-3.18414e+00,-1.27061e+00,5.17934e+00
2024-01-01T00:00:20.000785392Z,3.85278e+00,-3.18755e+00,-1.25562e+00,5.15568e+00
2024-01-01T00:00:20.063286314Z,3.85353e+00,-3.18438e+00,-1.26919e+00,5.15759e+00
2024-01-01T00:00:20.125787236Z,3.86345e+00,-3.20780e+00,-1.28815e+00,5.18417e+00
2024-01-01T00:00:20.188288158Z,3.86944e+00,-3.19972e+00,-1.27485e+00,5.18035e+00
2024-01-01T00:00:20.250789080Z,3.88164e+00,-3.21422e+00,-1.29197e+00,5.20264e+00
2024-01-01T00:00:20.313290001Z,3.87096e+00,-3.20577e+00,-1.28000e+00,5.18649e+00
2024-01-01T00:00:20.375790923Z,3.86095e+00,-3.21317e+00,-1.28012e+00,5.18364e+00
2024-01-01T00:00:20.438291845Z,3.89368e+00,-3.21125e+00,-1.28415e+00,5.20787e+00
2024-01-01T00:00:20.500792767Z,3.89595e+00,-3.22878e+00,-1.24060e+00,5.20985e+00
2024-01-01T00:00:20.563293689Z,3.87338e+00,-3.22430e+00,-1.23827e+00,5.18965e+00
2024-01-01T00:00:20.625794611Z,3.88049e+00,-3.21983e+00,-1.23422e+00,5.19122e+00
2024-01-01T00:00:20.688295533Z,3.86640e+00,-3.23331e+00,-1.23129e+00,5.18839e+00
2024-01-01T00:00:20.750796454Z,3.85972e+00,-3.23974e+00,-1.23072e+00,5.18729e+00
2024-01-01T00:00:20.813297376Z,3.85527e+00,-3.25968e+00,-1.22122e+00,5.19423e+00
2024-01-01T00:00:20.875798298Z,3.85740e+00,-3.26000e+00,-1.22511e+00,5.19693e+00
2024-01-01T00:00:20.938299220Z,3.86120e+00,-3.26554e+00,-1.20899e+00,5.19945e+00
2024-01-01T00:00:21.000800142Z,3.85864e+00,-3.26369e+00,-1.18056e+00,5.18985e+00
2024-01-01T00:00:21.063301064Z,3.84766e+00,-3.26195e+00,-1.16187e+00,5.17636e+00
2024-01-01T00:00:21.125801986Z,3.84719e+00,-3.26295e+00,-1.17380e+00,5.17934e+00
2024-01-01T00:00:21.188302908Z,3.84324e+00,-3.26593e+00,-1.16350e+00,5.17596e+00
2024-01-01T00:00:21.250803829Z,3.83725e+00,-3.27668e+00,-1.18331e+00,5.18280e+00
2024-01-01T00:00:21.313304751Z,3.82521e+00,-3.25892e+00,-1.18680e+00,5.16346e+00
2024-01-01T00:00:21.375805673Z,3.83211e+00,-3.27935e+00,-1.18810e+00,5.18177e+00
2024-01-01T00:00:21.438306595Z,3.83500e+00,-3.29510e+00,-1.16715e+00,5.18914e+00
2024-01-01T00:00:21.500807517Z,3.84686e+00,-3.28160e+00,-1.17671e+00,5.19152e+00
2024-01-01T00:00:21.563308439Z,3.84646e+00,-3.26882e+00,-1.19686e+00,5.18777e+00
2024-01-01T00:00:21.625809361Z,3.84448e+00,-3.27681e+00,-1.19890e+00,5.19181e+00
2024-01-01T00:00:21.688310282Z,3.84780e+00,-3.28215e+00,-1.19616e+00,5.19700e+00
2024-01-01T00:00:21.750811204Z,3.84007e+00,-3.28426e+00,-1.18495e+00,5.19005e+00
2024-01-01T00:00:21.813312126Z,3.85230e+00,-3.30919e+00,-1.18567e+00,5.21505e+00
2024-01-01T00:00:21.875813048Z,3.85890e+00,-3.33067e+00,-1.16609e+00,5.22917e+00
2024-01-01T00:00:21.938313970Z,3.84895e+00,-3.30980e+00,-1.16287e+00,5.20783e+00
2024-01-01T00:00:22.000814892Z,3.86166e+00,-3.30362e+00,-1.15658e+00,5.21191e+00
2024-01-01T00:00:22.063315814Z,3.86472e+00,-3.30032e+00,-1.16401e+00,5.21374e+00
2024-01-01T00:00:22.125816735Z,3.84859e+00,-3.28837e+00,-1.18276e+00,5.19846e+00
2024-01-01T00:00:22.188317657Z,3.85284e+00,-3.26516e+00,-1.19624e+00,5.19006e+00
2024-01-01T00:00:22.250818579Z,3.86714e+00,-3.24754e+00,-1.20311e+00,5.19122e+00
2024-01-01T00:00:22.313319501Z,3.87787e+00,-3.22658e+00,-1.23699e+00,5.19411e+00
2024-01-01T00:00:22.375820423Z,3.84611e+00,-3.24130e+00,-1.21110e+00,5.17352e+00
2024-01-01T00:00:22.438321345Z,3.83177e+00,-3.23903e+00,-1.20996e+00,5.16118e+00
2024-01-01T00:00:22.500822267Z,3.84736e+00,-3.24172e+00,-1.20499e+00,5.17329e+00
2024-01-01T00:00:22.563323189Z,3.83274e+00,-3.24914e+00,-1.20796e+00,5.16778e+00
2024-01-01T00:00:22.625824110Z,3.82448e+00,-3.23655e+00,-1.20909e+00,5.15401e+00
2024-01-01T00:00:22.688325032Z,3.82238e+00,-3.22431e+00,-1.21751e+00,5.14675e+00
2024-01-01T00:00:22.750825954Z,3.81765e+00,-3.24475e+00,-1.20593e+00,5.15336e+00
2024-01-01T00:00:22.813326876Z,3.81347e+00,-3.22720e+00,-1.19217e+00,5.13601e+00
2024-01-01T00:00:22.875827798Z,3.80339e+00,-3.20900e+00,-1.23851e+00,5.12809e+00
2024-01-01T00:00:22.938328720Z,3.82094e+00,-3.21584e+00,-1.21771e+00,5.14043e+00
2024-01-01T00:00:23.000829642Z,3.81202e+00,-3.22757e+00,-1.21910e+00,5.14149e+00
2024-01-01T00:00:23.063330563Z,3.84062e+00,-3.21916e+00,-1.23184e+00,5.16050e+00
2024-01-01T00:00:23.125831485Z,3.84147e+00,-3.20398e+00,-1.25757e+00,5.15790e+00
2024-01-01T00:00:23.188332407Z,3.81580e+00,-3.18804e+00,-1.28835e+00,5.13651e+00
2024-01-01T00:00:23.250833329Z,3.82417e+00,-3.16780e+00,-1.30832e+00,5.13526e+00
2024-01-01T00:00:23.313334251Z,3.81249e+00,-3.17201e+00,-1.30363e+00,5.12799e+00
2024-01-01T00:00:23.375835173Z,3.80908e+00,-3.16832e+00,-1.29618e+00,5.12128e+00
2024-01-01T00:00:23.438336095Z,3.80888e+00,-3.14566e+00,-1.30078e+00,5.10830e+00
2024-01-01T00:00:23.500837017Z,3.80184e+00,-3.14422e+00,-1.31738e+00,5.10642e+00
2024-01-01T00:00:23.563337938Z,3.79531e+00,-3.14102e+00,-1.30183e+00,5.09560e+00
2024-01-01T00:00:23.625838860Z,3.79490e+00,-3.15763e+00,-1.28169e+00,5.10045e+00
2024-01-01T00:00:23.688339782Z,3.82135e+00,-3.16291e+00,-1.29666e+00,5.12719e+00
2024-01-01T00:00:23.750840704Z,3.81869e+00,-3.16554e+00,-1.29545e+00,5.12652e+00
2024-01-01T00:00:23.813341626Z,3.81278e+00,-3.14837e+00,-1.30198e+00,5.11319e+00
2024-01-01T00:00:23.875842548Z,3.80016e+00,-3.17754e+00,-1.30473e+00,5.12253e+00
2024-01-01T00:00:23.938343470Z,3.80427e+00,-3.16279e+00,-1.29159e+00,5.11311e+00
2024-01-01T00:00:24.000844391Z,3.82860e+00,-3.14060e+00,-1.28517e+00,5.11597e+00
2024-01-01T00:00:24.063345313Z,3.80523e+00,-3.13812e+00,-1.28824e+00,5.09776e+00
2024-01-01T00:00:24.125846235Z,3.78372e+00,-3.15076e+00,-1.27146e+00,5.08531e+00
2024-01-01T00:00:24.188347157Z,3.81488e+00,-3.12488e+00,-1.26025e+00,5.08983e+00
2024-01-01T00:00:24.250848079Z,3.83041e+00,-3.14933e+00,-1.27220e+00,5.11945e+00
2024-01-01T00:00:24.313349001Z,3.82969e+00,-3.15909e+00,-1.27433e+00,5.12546e+00
2024-01-01T00:00:24.375849923Z,3.82395e+00,-3.16111e+00,-1.28021e+00,5.12388e+00
2024-01-01T00:00:24.438350844Z,3.83211e+00,-3.15448e+00,-1.30965e+00,5.13332e+00
2024-01-01T00:00:24.500851766Z,3.85133e+00,-3.16360e+00,-1.29549e+00,5.14970e+00
2024-01-01T00:00:24.563352688Z,3.84669e+00,-3.15520e+00,-1.29630e+00,5.14128e+00
2024-01-01T00:00:24.625853610Z,3.81797e+00,-3.14952e+00,-1.27813e+00,5.11175e+00
2024-01-01T00:00:24.688354532Z,3.81494e+00,-3.16269e+00,-1.27328e+00,5.11641e+00
2024-01-01T00:00:24.750855454Z,3.81901e+00,-3.16905e+00,-1.26460e+00,5.12122e+00
2024-01-01T00:00:24.813356376Z,3.80274e+00,-3.18588e+00,-1.26335e+00,5.11925e+00
2024-01-01T00:00:24.875857298Z,3.80070e+00,-3.17569e+00,-1.25222e+00,5.10866e+00
2024-01-01T00:00:24.938358219Z,3.80047e+00,-3.18416e+00,-1.23742e+00,5.11015e+00
2024-01-01T00:00:25.000859141Z,3.80751e+00,-3.20272e+00,-1.23815e+00,5.12714e+00
2024-01-01T00:00:25.063360063Z,3.81686e+00,-3.21269e+00,-1.24087e+00,5.14097e+00
2024-01-01T00:00:25.125860985Z,3.79784e+00,-3.21833e+00,-1.23740e+00,5.12956e+00
2024-01-01T00:00:25.188361907Z,3.79497e+00,-3.20128e+00,-1.24327e+00,5.11817e+00
2024-01-01T00:00:25.250862829Z,3.78474e+00,-3.20102e+00,-1.24007e+00,5.10965e+00
2024-01-01T00:00:25.313363751Z,3.79834e+00,-3.20666e+00,-1.24494e+00,5.12444e+00
2024-01-01T00:00:25.375864672Z,3.80172e+00,-3.22827e+00,-1.22656e+00,5.13607e+00
2024-01-01T00:00:25.438365594Z,3.79638e+00,-3.22270e+00,-1.23154e+00,5.12981e+00
2024-01-01T00:00:25.500866516Z,3.79041e+00,-3.21437e+00,-1.22035e+00,5.11748e+00
2024-01-01T00:00:25.563367438Z,3.79385e+00,-3.22470e+00,-1.20283e+00,5.12238e+00
2024-01-01T00:00:25.625868360Z,3.78813e+00,-3.23548e+00,-1.21210e+00,5.12713e+00
2024-01-01T00:00:25.688369282Z,3.78777e+00,-3.23144e+00,-1.19821e+00,5.12105e+00
2024-01-01T00:00:25.750870204Z,3.78432e+00,-3.23168e+00,-1.19533e+00,5.11797e+00
2024-01-01T00:00:25.813371125Z,3.79391e+00,-3.25284e+00,-1.18834e+00,5.13681e+00
2024-01-01T00:00:25.875872047Z,3.80594e+00,-3.24182e+00,-1.17585e+00,5.13587e+00
2024-01-01T00:00:25.938372969Z,3.80331e+00,-3.23224e+00,-1.18190e+00,5.12927e+00
2024-01-01T00:00:26.000873891Z,3.81184e+00,-3.26169e+00,-1.18510e+00,5.15492e+00
2024-01-01T00:00:26.063374813Z,3.80098e+00,-3.23607e+00,-1.18046e+00,5.12963e+00
2024-01-01T00:00:26.125875735Z,3.81460e+00,-3.23746e+00,-1.17934e+00,5.14035e+00
2024-01-01T00:00:26.188376657Z,3.82452e+00,-3.25379e+00,-1.18238e+00,5.15870e+00
2024-01-01T00:00:26.250877579Z,3.81862e+00,-3.24990e+00,-1.17432e+00,5.15002e+00
2024-01-01T00:00:26.313378500Z,3.81311e+00,-3.25351e+00,-1.19256e+00,5.15241e+00
2024-01-01T00:00:26.375879422Z,3.82393e+00,-3.25179e+00,-1.19430e+00,5.15974e+00
2024-01-01T00:00:26.438380344Z,3.80485e+00,-3.25958e+00,-1.20904e+00,5.15398e+00
2024-01-01T00:00:26.500881266Z,3.81093e+00,-3.26428e+00,-1.20265e+00,5.15995e+00
2024-01-01T00:00:26.563382188Z,3.81667e+00,-3.26292e+00,-1.20217e+00,5.16323e+00
2024-01-01T00:00:26.625883110Z,3.80586e+00,-3.27533e+00,-1.19723e+00,5.16194e+00
2024-01-01T00:00:26.688384032Z,3.78566e+00,-3.25745e+00,-1.18322e+00,5.13246e+00
2024-01-01T00:00:26.750884953Z,3.81044e+00,-3.25128e+00,-1.16938e+00,5.14371e+00
2024-01-01T00:00:26.813385875Z,3.80184e+00,-3.26113e+00,-1.18056e+00,5.14613e+00
2024-01-01T00:00:26.875886797Z,3.78691e+00,-3.25259e+00,-1.18705e+00,5.13119e+00
2024-01-01T00:00:26.938387719Z,3.79866e+00,-3.25444e+00,-1.20599e+00,5.14544e+00
2024-01-01T00:00:27.000888641Z,3.78508e+00,-3.25462e+00,-1.19459e+00,5.13288e+00
2024-01-01T00:00:27.063389563Z,3.79498e+00,-3.26253e+00,-1.19245e+00,5.14470e+00
2024-01-01T00:00:27.125890485Z,3.79863e+00,-3.27733e+00,-1.15698e+00,5.14870e+00
2024-01-01T00:00:27.188391406Z,3.81707e+00,-3.26129e+00,-1.16980e+00,5.15504e+00
2024-01-01T00:00:27.250892328Z,3.80106e+00,-3.25345e+00,-1.18123e+00,5.14085e+00
2024-01-01T00:00:27.313393250Z,3.79913e+00,-3.25536e+00,-1.17538e+00,5.13928e+00
2024-01-01T00:00:27.375894172Z,3.81045e+00,-3.26059e+00,-1.16418e+00,5.14843e+00
2024-01-01T00:00:27.438395094Z,3.80668e+00,-3.26644e+00,-1.16636e+00,5.14984e+00
2024-01-01T00:00:27.500896016Z,3.79924e+00,-3.26560e+00,-1.18130e+00,5.14721e+00
2024-01-01T00:00:27.563396938Z,3.80627e+00,-3.27303e+00,-1.18904e+00,5.15890e+00
2024-01-01T00:00:27.625897860Z,3.79678e+00,-3.26952e+00,-1.18167e+00,5.14797e+00
2024-01-01T00:00:27.688398781Z,3.79284e+00,-3.26845e+00,-1.17661e+00,5.14323e+00
2024-01-01T00:00:27.750899703Z,3.79242e+00,-3.27861e+00,-1.17799e+00,5.14969e+00
2024-01-01T00:00:27.813400625Z,3.79221e+00,-3.26499e+00,-1.18588e+00,5.14269e+00
2024-01-01T00:00:27.875901547Z,3.81272e+00,-3.24511e+00,-1.18959e+00,5.14613e+00
2024-01-01T00:00:27.938402469Z,3.79780e+00,-3.25568e+00,-1.19326e+00,5.14262e+00
2024-01-01T00:00:28.000903391Z,3.80022e+00,-3.28256e+00,-1.19007e+00,5.16073e+00
2024-01-01T00:00:28.063404313Z,3.79086e+00,-3.27846e+00,-1.19667e+00,5.15276e+00
2024-01-01T00:00:28.125905234Z,3.80758e+00,-3.26431e+00,-1.20230e+00,5.15742e+00
2024-01-01T00:00:28.188406156Z,3.81463e+00,-3.25501e+00,-1.18944e+00,5.15377e+00
2024-01-01T00:00:28.250907078Z,3.79953e+00,-3.25112e+00,-1.20175e+00,5.14299e+00
2024-01-01T00:00:28.313408000Z,3.80391e+00,-3.27043e+00,-1.21754e+00,5.16215e+00
2024-01-01T00:00:28.375908922Z,3.80995e+00,-3.26766e+00,-1.19870e+00,5.16045e+00
2024-01-01T00:00:28.438409844Z,3.81468e+00,-3.26476e+00,-1.17474e+00,5.15659e+00
2024-01-01T00:00:28.500910766Z,3.80496e+00,-3.27407e+00,-1.19257e+00,5.15940e+00
2024-01-01T00:00:28.563411688Z,3.80539e+00,-3.27964e+00,-1.18968e+00,5.16260e+00
2024-01-01T00:00:28.625912609Z,3.77992e+00,-3.26630e+00,-1.18805e+00,5.13498e+00
2024-01-01T00:00:28.688413531Z,3.77788e+00,-3.28299e+00,-1.17920e+00,5.14207e+00
2024-01-01T00:00:28.750914453Z,3.77565e+00,-3.28859e+00,-1.18919e+00,5.14631e+00
2024-01-01T00:00:28.813415375Z,3.80466e+00,-3.28645e+00,-1.18754e+00,5.16589e+00
2024-01-01T00:00:28.875916297Z,3.79736e+00,-3.27017e+00,-1.16556e+00,5.14514e+00
2024-01-01T00:00:28.938417219Z,3.79592e+00,-3.26714e+00,-1.16428e+00,5.14186e+00
2024-01-01T00:00:29.000918141Z,3.78052e+00,-3.26672e+00,-1.16532e+00,5.13048e+00
2024-01-01T00:00:29.063419062Z,3.79207e+00,-3.25052e+00,-1.17043e+00,5.12987e+00
2024-01-01T00:00:29.125919984Z,3.78938e+00,-3.25751e+00,-1.16422e+00,5.13090e+00
2024-01-01T00:00:29.188420906Z,3.79478e+00,-3.25895e+00,-1.15225e+00,5.13311e+00
2024-01-01T00:00:29.250921828Z,3.79325e+00,-3.25633e+00,-1.17301e+00,5.13501e+00
2024-01-01T00:00:29.313422750Z,3.79947e+00,-3.27439e+00,-1.16343e+00,5.14890e+00
2024-01-01T00:00:29.375923672Z,3.78510e+00,-3.27681e+00,-1.18859e+00,5.14560e+00
2024-01-01T00:00:29.438424594Z,3.80273e+00,-3.29160e+00,-1.17448e+00,5.16476e+00
2024-01-01T00:00:29.500925515Z,3.78729e+00,-3.29290e+00,-1.17233e+00,5.15375e+00
2024-01-01T00:00:29.563426437Z,3.79658e+00,-3.27706e+00,-1.18222e+00,5.15275e+00
2024-01-01T00:00:29.625927359Z,3.76623e+00,-3.29120e+00,-1.18250e+00,5.13953e+00
2024-01-01T00:00:29.688428281Z,3.76624e+00,-3.28773e+00,-1.16794e+00,5.13399e+00
2024-01-01T00:00:29.750929203Z,3.79295e+00,-3.27355e+00,-1.15563e+00,5.14180e+00
2024-01-01T00:00:29.813430125Z,3.77211e+00,-3.26115e+00,-1.15477e+00,5.11834e+00
2024-01-01T00:00:29.875931047Z,3.78525e+00,-3.26063e+00,-1.17114e+00,5.13141e+00
2024-01-01T00:00:29.938431969Z,3.77968e+00,-3.27238e+00,-1.17361e+00,5.13535e+00
2024-01-01T00:00:30.000932890Z,3.76917e+00,-3.27286e+00,-1.16145e+00,5.12515e+00
2024-01-01T00:00:30.063433812Z,3.78199e+00,-3.27402e+00,-1.20091e+00,5.14440e+00
2024-01-01T00:00:30.125934734Z,3.77662e+00,-3.26550e+00,-1.19283e+00,5.13315e+00
2024-01-01T00:00:30.188435656Z,3.79684e+00,-3.28379e+00,-1.18170e+00,5.15710e+00
2024-01-01T00:00:30.250936578Z,3.79508e+00,-3.26364e+00,-1.17959e+00,5.14251e+00
2024-01-01T00:00:30.313437500Z,3.79347e+00,-3.26510e+00,-1.16179e+00,5.13820e+00
2024-01-01T00:00:30.375938422Z,3.79194e+00,-3.27254e+00,-1.16421e+00,5.14234e+00
2024-01-01T00:00:30.438439343Z,3.81876e+00,-3.27166e+00,-1.15199e+00,5.15885e+00
2024-01-01T00:00:30.500940265Z,3.82873e+00,-3.27443e+00,-1.16904e+00,5.17182e+00
2024-01-01T00:00:30.563441187Z,3.81973e+00,-3.26026e+00,-1.17859e+00,5.15837e+00
2024-01-01T00:00:30.625942109Z,3.82248e+00,-3.28030e+00,-1.16731e+00,5.17053e+00
2024-01-01T00:00:30.688443031Z,3.83094e+00,-3.25924e+00,-1.17267e+00,5.16468e+00
2024-01-01T00:00:30.750943953Z,3.82817e+00,-3.25873e+00,-1.15560e+00,5.15845e+00
2024-01-01T00:00:30.813444875Z,3.83157e+00,-3.25788e+00,-1.16805e+00,5.16324e+00
2024-01-01T00:00:30.875945796Z,3.81960e+00,-3.22820e+00,-1.17298e+00,5.13677e+00
2024-01-01T00:00:30.938446718Z,3.81876e+00,-3.23583e+00,-1.16414e+00,5.13895e+00
2024-01-01T00:00:31.000947640Z,3.81595e+00,-3.23764e+00,-1.17619e+00,5.14074e+00
2024-01-01T00:00:31.063448562Z,3.82352e+00,-3.23618e+00,-1.16966e+00,5.14395e+00
2024-01-01T00:00:31.125949484Z,3.82931e+00,-3.24645e+00,-1.19541e+00,5.16062e+00
2024-01-01T00:00:31.188450406Z,3.83995e+00,-3.24965e+00,-1.20117e+00,5.17187e+00
2024-01-01T00:00:31.250951328Z,3.83992e+00,-3.26702e+00,-1.20752e+00,5.18425e+00
2024-01-01T00:00:31.313452250Z,3.84705e+00,-3.24090e+00,-1.21150e+00,5.17407e+00
2024-01-01T00:00:31.375953171Z,3.83046e+00,-3.23398e+00,-1.22945e+00,5.16164e+00
2024-01-01T00:00:31.438454093Z,3.82680e+00,-3.24811e+00,-1.23543e+00,5.16923e+00
2024-01-01T00:00:31.500955015Z,3.85219e+00,-3.25120e+00,-1.21580e+00,5.18535e+00
2024-01-01T00:00:31.563455937Z,3.82150e+00,-3.23869e+00,-1.22767e+00,5.15753e+00
2024-01-01T00:00:31.625956859Z,3.82311e+00,-3.24622e+00,-1.24284e+00,5.16709e+00
2024-01-01T00:00:31.688457781Z,3.81819e+00,-3.27217e+00,-1.23371e+00,5.17762e+00
2024-01-01T00:00:31.750958703Z,3.81284e+00,-3.27524e+00,-1.22415e+00,5.17334e+00
2024-01-01T00:00:31.813459624Z,3.82146e+00,-3.27420e+00,-1.21437e+00,5.17674e+00
2024-01-01T00:00:31.875960546Z,3.83042e+00,-3.28217e+00,-1.20270e+00,5.18567e+00
2024-01-01T00:00:31.938461468Z,3.81563e+00,-3.28038e+00,-1.21052e+00,5.17545e+00
2024-01-01T00:00:32.000962390Z,3.81681e+00,-3.31343e+00,-1.24499e+00,5.20546e+00
2024-01-01T00:00:32.063463312Z,3.80812e+00,-3.29900e+00,-1.23885e+00,5.18845e+00
2024-01-01T00:00:32.125964234Z,3.80452e+00,-3.29362e+00,-1.24724e+00,5.18439e+00
2024-01-01T00:00:32.188465156Z,3.79502e+00,-3.29046e+00,-1.24519e+00,5.17492e+00
2024-01-01T00:00:32.250966077Z,3.76607e+00,-3.28237e+00,-1.23579e+00,5.14630e+00
2024-01-01T00:00:32.313466999Z,3.77461e+00,-3.28611e+00,-1.22687e+00,5.15281e+00
2024-01-01T00:00:32.375967921Z,3.75253e+00,-3.31127e+00,-1.19011e+00,5.14416e+00
2024-01-01T00:00:32.438468843Z,3.72801e+00,-3.31389e+00,-1.19212e+00,5.12846e+00
2024-01-01T00:00:32.500969765Z,3.72050e+00,-3.30708e+00,-1.20512e+00,5.12165e+00
2024-01-01T00:00:32.563470687Z,3.71761e+00,-3.31857e+00,-1.20151e+00,5.12613e+00
