radius_x,v_nfw,v_zd_sedenion,v_zd_pathion,v_total_16d,v_total_32d
4.5450,88.6639,-4.9498,6.8641,83.7141,95.5280
4.5500,88.6518,-4.9938,6.8471,83.6580,95.4989
4.5550,88.6397,-5.0374,6.8299,83.6024,95.4697
4.5600,88.6277,-5.0805,6.8126,83.5472,95.4403
4.5650,88.6156,-5.1230,6.7951,83.4926,95.4107
4.5700,88.6035,-5.1650,6.7774,83.4385,95.3809
4.5750,88.5914,-5.2064,6.7596,83.3849,95.3510
4.5800,88.5793,-5.2473,6.7417,83.3320,95.3210
4.5850,88.5672,-5.2876,6.7237,83.2796,95.2909
4.5900,88.5551,-5.3272,6.7056,83.2279,95.2607
4.5950,88.5430,-5.3663,6.6874,83.1767,95.2304
4.6000,88.5309,-5.4046,6.6692,83.1263,95.2001
4.6050,88.5188,-5.4423,6.6509,83.0765,95.1697
4.6100,88.5067,-5.4794,6.6326,83.0274,95.1393
4.6150,88.4946,-5.5157,6.6143,82.9789,95.1089
4.6200,88.4825,-5.5513,6.5959,82.9312,95.0785
4.6250,88.4704,-5.5862,6.5776,82.8842,95.0480
4.6300,88.4583,-5.6203,6.5593,82.8380,95.0177
4.6350,88.4462,-5.6537,6.5411,82.7925,94.9873
4.6400,88.4341,-5.6863,6.5229,82.7478,94.9570
4.6450,88.4220,-5.7182,6.5048,82.7038,94.9268
4.6500,88.4099,-5.7493,6.4868,82.6607,94.8967
4.6550,88.3978,-5.7795,6.4688,82.6183,94.8667
4.6600,88.3857,-5.8090,6.4510,82.5767,94.8367
4.6650,88.3736,-5.8377,6.4333,82.5359,94.8070
4.6700,88.3615,-5.8656,6.4158,82.4960,94.7773
4.6750,88.3494,-5.8926,6.3984,82.4568,94.7479
4.6800,88.3373,-5.9189,6.3812,82.4185,94.7186
4.6850,88.3252,-5.9443,6.3642,82.3810,94.6894
4.6900,88.3131,-5.9689,6.3474,82.3443,94.6605
4.6950,88.3010,-5.9926,6.3308,82.3084,94.6318
4.7000,88.2889,-6.0156,6.3144,82.2734,94.6033
4.7050,88.2768,-6.0377,6.2982,82.2392,94.5751
4.7100,88.2647,-6.0590,6.2823,82.2058,94.5471
4.7150,88.2526,-6.0794,6.2667,82.1732,94.5193
4.7200,88.2405,-6.0991,6.2513,82.1414,94.4918
4.7250,88.2284,-6.1179,6.2362,82.1105,94.4646
4.7300,88.2163,-6.1360,6.2214,82.0803,94.4378
4.7350,88.2042,-6.1532,6.2069,82.0510,94.4112
4.7400,88.1921,-6.1697,6.1928,82.0224,94.3849
4.7450,88.1800,-6.1854,6.1789,81.9947,94.3589
4.7500,88.1679,-6.2003,6.1654,81.9677,94.3333
4.7550,88.1558,-6.2144,6.1522,81.9414,94.3080
4.7600,88.1437,-6.2278,6.1394,81.9159,94.2831
4.7650,88.1316,-6.2405,6.1269,81.8912,94.2585
4.7700,88.1195,-6.2524,6.1148,81.8671,94.2344
4.7750,88.1074,-6.2636,6.1031,81.8438,94.2105
4.7800,88.0953,-6.2742,6.0918,81.8212,94.1871
4.7850,88.0832,-6.2840,6.0808,81.7992,94.1640
4.7900,88.0711,-6.2932,6.0702,81.7779,94.1414
4.7950,88.0590,-6.3018,6.0601,81.7572,94.1191
4.8000,88.0469,-6.3097,6.0503,81.7372,94.0973
4.8050,88.0348,-6.3171,6.0410,81.7178,94.0758
4.8100,88.0228,-6.3238,6.0321,81.6989,94.0548
4.8150,88.0107,-6.3300,6.0236,81.6806,94.0342
4.8200,87.9986,-6.3357,6.0155,81.6629,94.0140
4.8250,87.9865,-6.3409,6.0078,81.6456,93.9943
4.8300,87.9744,-6.3455,6.0006,81.6289,93.9749
4.8350,87.9623,-6.3497,5.9938,81.6126,93.9560
4.8400,87.9502,-6.3535,5.9874,81.5967,93.9376
4.8450,87.9381,-6.3568,5.9814,81.5813,93.9195
4.8500,87.9260,-6.3597,5.9759,81.5663,93.9019
4.8550,87.9139,-6.3623,5.9708,81.5516,93.8848
4.8600,87.9018,-6.3646,5.9662,81.5373,93.8680
4.8650,87.8897,-6.3665,5.9619,81.5232,93.8517
4.8700,87.8777,-6.3682,5.9582,81.5095,93.8358
4.8750,87.8656,-6.3696,5.9548,81.4960,93.8204
4.8800,87.8535,-6.3708,5.9518,81.4827,93.8053
4.8850,87.8414,-6.3718,5.9493,81.4696,93.7907
4.8900,87.8293,-6.3727,5.9472,81.4566,93.7765
4.8950,87.8172,-6.3734,5.9455,81.4438,93.7628
4.9000,87.8052,-6.3741,5.9442,81.4311,93.7494
4.9050,87.7931,-6.3746,5.9433,81.4184,93.7364
4.9100,87.7810,-6.3752,5.9429,81.4058,93.7239
4.9150,87.7689,-6.3757,5.9428,81.3932,93.7117
4.9200,87.7568,-6.3763,5.9431,81.3806,93.6999
4.9250,87.7448,-6.3769,5.9437,81.3679,93.6885
4.9300,87.7327,-6.3776,5.9448,81.3550,93.6775
4.9350,87.7206,-6.3785,5.9462,81.3421,93.6668
4.9400,87.7085,-6.3795,5.9480,81.3290,93.6565
4.9450,87.6965,-6.3808,5.9501,81.3157,93.6466
4.9500,87.6844,-6.3822,5.9526,81.3022,93.6370
4.9550,87.6723,-6.3839,5.9554,81.2884,93.6277
4.9600,87.6603,-6.3859,5.9585,81.2743,93.6187
4.9650,87.6482,-6.3882,5.9619,81.2599,93.6101
4.9700,87.6361,-6.3909,5.9656,81.2452,93.6017
4.9750,87.6241,-6.3940,5.9696,81.2301,93.5937
4.9800,87.6120,-6.3975,5.9739,81.2145,93.5859
4.9850,87.5999,-6.4015,5.9785,81.1985,93.5784
4.9900,87.5879,-6.4059,5.9833,81.1820,93.5712
4.9950,87.5758,-6.4108,5.9884,81.1650,93.5642
5.0000,87.5637,-6.4163,5.9937,81.1474,93.5574
