dim,phi,l_grav,l_avt,action
16,0.373,-1.3210660949563051,-0.00005545177444479573,-1.32112154673075
16,0.374,-1.3221005568808808,-0.000013862943611198932,-1.322114419824492
16,0.375,-1.3231264763159643,-0,-1.3231264763159643
16,0.376,-1.3241438624100277,-0.000013862943611198932,-1.324157725353639
16,0.377,-1.3251527242193073,-0.00005545177444479573,-1.3252081759937522
16,0.378,-1.3261530707083267,-0.00012476649250079037,-1.3262778372008275
16,0.379,-1.3271449107504143,-0.00022180709777918292,-1.3273667178481934
16,0.38,-1.3281282531282161,-0.00034657359027997326,-1.328474826718496
16,0.381,-1.3291031065341978,-0.0004990659700031615,-1.329602172504201
16,0.382,-1.330069479571145,-0.0006792842369487476,-1.3307487638080937
16,0.383,-1.3310273807526507,-0.0008872283911167317,-1.3319146091437675
16,0.384,-1.3319768185036036,-0.0011228984325071132,-1.3330997169361107
16,0.385,-1.3329178011606633,-0.001386294361119893,-1.334304095521783
16,0.386,-1.3338503369727337,-0.0016774161769550705,-1.3355277531496887
16,0.387,-1.3347744341014278,-0.001996263880012646,-1.3367706979814404
16,0.388,-1.3356901006215267,-0.0023428374702926195,-1.3380329380918192
16,0.389,-1.3365973445214334,-0.0027171369477949903,-1.3393144814692284
