dim,phi,l_grav,l_avt,action
32,0.277,-1.180195124294915,-0.16642463805244279,-1.3466197623473577
32,0.278,-1.182108918191039,-0.16304554554721304,-1.345154463738252
32,0.279,-1.1840127477430555,-0.15970111040101131,-1.3437138581440669
32,0.28,-1.185906634894949,-0.15639133261383756,-1.3422979675087865
32,0.281,-1.187790601395844,-0.15311621218569182,-1.3409068135815359
32,0.282,-1.1896646688019281,-0.14987574911657425,-1.3395404179185024
32,0.283,-1.1915288584783459,-0.1466699434064845,-1.3381988018848303
32,0.284,-1.1933831916010644,-0.14349879505542276,-1.3368819866564872
32,0.285,-1.1952276891587124,-0.140362304063389,-1.3355899932221014
32,0.286,-1.197062371954392,-0.13726047043038325,-1.3343228423847753
32,0.287,-1.1988872606074654,-0.13419329415640546,-1.3330805547638709
32,0.288,-1.2007023755553157,-0.13116077524145572,-1.3318631507967713
32,0.289,-1.2025077370550796,-0.12816291368553392,-1.3306706507406136
32,0.29,-1.20430336518536,-0.12519970948864018,-1.3295030746740002
32,0.291,-1.2060892798479086,-0.12227116265077442,-1.328360442498683
32,0.292,-1.2078655007692904,-0.11937727317193664,-1.3272427739412271
32,0.293,-1.2096320475025186,-0.11651804105212685,-1.3261500885546456
32,0.294,-1.2113889394286717,-0.11369346629134508,-1.3250824057200168
32,0.295,-1.2131361957584814,-0.1109035488895913,-1.3240397446480727
32,0.296,-1.2148738355339068,-0.10814828884686552,-1.3230221243807723
32,0.297,-1.2166018776296754,-0.10542768616316771,-1.3220295637928432
32,0.298,-1.2183203407548142,-0.10274174083849794,-1.321062081593312
32,0.299,-1.2200292434541482,-0.10009045287285613,-1.3201196963270043
32,0.3,-1.221728604109787,-0.09747382226624234,-1.3192024263760294
32,0.301,-1.2234184409425841,-0.09489184901865655,-1.3183102899612407
32,0.302,-1.2250987720135809,-0.09234453313009873,-1.3174433051436796
32,0.303,-1.2267696152254262,-0.08983187460056893,-1.316601489825995
32,0.304,-1.2284309883237792,-0.08735387343006712,-1.3157848617538463
32,0.305,-1.2300829088986918,-0.08491052961859331,-1.314993438517285
32,0.306,-1.2317253943859725,-0.0825018431661475,-1.31422723755212
32,0.307,-1.2333584620685292,-0.08012781407272969,-1.313486276141259
32,0.308,-1.2349821290776974,-0.07778844233833987,-1.3127705714160374
32,0.309,-1.2365964123945474,-0.07548372796297804,-1.3120801403575255
32,0.31,-1.2382013288511742,-0.07321367094664423,-1.3114149997978184
32,0.311,-1.239796895131969,-0.0709782712893384,-1.3107751664213072
32,0.312,-1.2413831277748764,-0.06877752899106059,-1.310160656765937
32,0.313,-1.24296004317263,-0.06661144405181074,-1.3095714872244408
32,0.314,-1.2445276575739763,-0.06448001647158891,-1.3090076740455652
32,0.315,-1.2460859870848764,-0.062383246250395076,-1.3084692333352714
32,0.316,-1.247635047669697,-0.06032113338822923,-1.307956181057926
32,0.317,-1.249174855152379,-0.05829367788509139,-1.3074685330374702
32,0.318,-1.2507054252175993,-0.056300879740981545,-1.307006304958581
32,0.319,-1.2522267734119072,-0.0543427389558997,-1.306569512367807
32,0.32,-1.2537389151448528,-0.05241925552984586,-1.3061581706746987
32,0.321,-1.2552418656900945,-0.05053042946282,-1.3057722951529145
32,0.322,-1.2567356401864989,-0.04867626075482214,-1.305411900941321
32,0.323,-1.2582202536392175,-0.04685674940585228,-1.3050770030450698
32,0.324,-1.259695720920757,-0.04507189541591043,-1.3047676163366675
32,0.325,-1.2611620567720294,-0.04332169878499656,-1.304483755557026
32,0.326,-1.2626192758033907,-0.041606159513110696,-1.3042254353165015
32,0.327,-1.2640673924956667,-0.03992527760025283,-1.3039926700959195
32,0.328,-1.2655064212011629,-0.038279053046422956,-1.3037854742475858
32,0.329,-1.2669363761446624,-0.03666748585162108,-1.3036038619962835
32,0.33,-1.2683572714244113,-0.03509057601584721,-1.3034478474402587
32,0.331,-1.2697691210130888,-0.033548323539101324,-1.3033174445521902
32,0.332,-1.271171938758767,-0.032040728421383446,-1.3032126671801505
32,0.333,-1.2725657383858564,-0.030567790662693564,-1.30313352904855
32,0.334,-1.27395053349604,-0.029129510263031674,-1.3030800437590715
32,0.335,-1.2753263375691937,-0.027725887222397782,-1.3030522247915914
32,0.336,-1.2766931639642967,-0.02635692154079189,-1.3030500855050886
32,0.337,-1.2780510259203286,-0.025022613218213998,-1.3030736391385427
32,0.338,-1.2793999365571547,-0.0237229622546641,-1.3031228988118189
32,0.339,-1.2807399088763995,-0.0224579686501422,-1.3031978775265418
32,0.34,-1.2820709557623113,-0.021227632404648297,-1.3032985881669596
32,0.341,-1.283393089982611,-0.020031953518182388,-1.3034250435007932
32,0.342,-1.2847063241893348,-0.01887093199074448,-1.3035772561800794
32,0.343,-1.2860106709196613,-0.017744567822334568,-1.3037552387419957
32,0.344,-1.2873061425967312,-0.016652861012952713,-1.303959003609684
32,0.345,-1.2885927515304556,-0.015595811562598798,-1.3041885630930543
32,0.346,-1.289870509918313,-0.014573419471272876,-1.3044439293895858
32,0.347,-1.291139429846135,-0.013585684738974951,-1.30472511458511
32,0.348,-1.2923995232888845,-0.012632607365705026,-1.3050321306545896
32,0.349,-1.2936508021114228,-0.011714187351463097,-1.3053649894628858
32,0.35,-1.294893278069265,-0.010830424696249164,-1.3057237027655142
32,0.351,-1.2961269628093275,-0.00998131940006323,-1.3061082822093908
32,0.352,-1.2973518678706657,-0.009166871462905292,-1.306518739333571
32,0.353,-1.298568004685201,-0.008387080884775354,-1.3069550855699763
32,0.354,-1.29977538457844,-0.00764194766567341,-1.3074173322441136
32,0.355,-1.3009740187701824,-0.006931471805599465,-1.3079054905757819
32,0.356,-1.302163918375221,-0.006255653304553518,-1.3084195716797744
32,0.357,-1.3033450944040332,-0.005614492162535566,-1.3089595865665689
32,0.358,-1.3045175577634625,-0.005007988379545614,-1.309525546143008
32,0.359,-1.305681319257391,-0.004436141955583658,-1.3101174612129747
32,0.36,-1.3068363895874036,-0.0038989528906496996,-1.3107353424780532
32,0.361,-1.3079827793534444,-0.003396421184743738,-1.3113792005381881
32,0.362,-1.309120499054464,-0.0029285468378657743,-1.3120490458923297
32,0.363,-1.3102495590890564,-0.0024953298500158074,-1.3127448889390723
32,0.364,-1.3113699697560914,-0.0020967702211938384,-1.3134667399772852
32,0.365,-1.3124817412553371,-0.0017328679513998664,-1.314214609206737
32,0.366,-1.3135848836880715,-0.0014036230406338915,-1.3149885067287053
32,0.367,-1.3146794070576924,-0.0011090354888959146,-1.3157884425465882
32,0.368,-1.315765321270313,-0.0008491052961859345,-1.316614426566499
32,0.369,-1.316842636135354,-0.0006238324625039519,-1.3174664685978579
32,0.37,-1.3179113613661255,-0.0004332169878499666,-1.3183445783539756
32,0.371,-1.318971506580403,-0.00027725887222397865,-1.319248765452627
32,0.372,-1.3200230813009957,-0.00015595811562598796,-1.3201790394166217
32,0.373,-1.3210660949563051,-0.00006931471805599466,-1.321135409674361
32,0.374,-1.3221005568808808,-0.000017328679513998666,-1.3221178855603948
32,0.375,-1.3231264763159643,-0,-1.3231264763159643
32,0.376,-1.3241438624100277,-0.000017328679513998666,-1.3241611910895417
32,0.377,-1.3251527242193073,-0.00006931471805599466,-1.3252220389373632
32,0.378,-1.3261530707083267,-0.00015595811562598796,-1.3263090288239527
32,0.379,-1.3271449107504143,-0.00027725887222397865,-1.3274221696226383
32,0.38,-1.3281282531282161,-0.0004332169878499666,-1.3285614701160662
32,0.381,-1.3291031065341978,-0.0006238324625039519,-1.3297269389967017
32,0.382,-1.330069479571145,-0.0008491052961859345,-1.3309185848673308
32,0.383,-1.3310273807526507,-0.0011090354888959146,-1.3321364162415466
32,0.384,-1.3319768185036036,-0.0014036230406338915,-1.3333804415442374
32,0.385,-1.3329178011606633,-0.0017328679513998664,-1.3346506691120632
32,0.386,-1.3338503369727337,-0.0020967702211938384,-1.3359471071939275
32,0.387,-1.3347744341014278,-0.0024953298500158074,-1.3372697639514437
32,0.388,-1.3356901006215267,-0.0029285468378657743,-1.3386186474593924
32,0.389,-1.3365973445214334,-0.003396421184743738,-1.3399937657061771
32,0.39,-1.3374961737036188,-0.0038989528906496996,-1.3413951265942685
32,0.391,-1.3383865959850634,-0.004436141955583658,-1.342822737940647
32,0.392,-1.3392686190976923,-0.005007988379545614,-1.3442766074772379
32,0.393,-1.3401422506888037,-0.005614492162535566,-1.3457567428513393
32,0.394,-1.3410074983214932,-0.006255653304553518,-1.3472631516260467
32,0.395,-1.3418643694750698,-0.006931471805599465,-1.3487958412806693
32,0.396,-1.3427128715454693,-0.00764194766567341,-1.3503548192111428
32,0.397,-1.3435530118456593,-0.008387080884775354,-1.3519400927304346
32,0.398,-1.344384797606041,-0.009166871462905292,-1.3535516690689464
32,0.399,-1.3452082359748436,-0.00998131940006323,-1.355189555374907
32,0.4,-1.346023334018513,-0.010830424696249164,-1.3568537587147622
32,0.401,-1.3468300987220974,-0.011714187351463097,-1.3585442860735604
32,0.402,-1.3476285369896255,-0.012632607365705026,-1.3602611443553305
32,0.403,-1.3484186556444808,-0.013585684738974951,-1.3620043403834559
32,0.404,-1.349200461429768,-0.014573419471272876,-1.3637738809010407
32,0.405,-1.3499739610086778,-0.015595811562598798,-1.3655697725712765
32,0.406,-1.350739160964845,-0.016652861012952713,-1.3673920219777975
32,0.407,-1.3514960678026995,-0.017744567822334568,-1.369240635625034
32,0.408,-1.3522446879478154,-0.01887093199074448,-1.37111561993856
32,0.409,-1.3529850277472542,-0.020031953518182388,-1.3730169812654365
32,0.41,-1.3537170934699012,-0.021227632404648297,-1.3749447258745495
32,0.411,-1.3544408913068002,-0.0224579686501422,-1.3768988599569425
32,0.412,-1.3551564273714791,-0.0237229622546641,-1.3788793896261433
32,0.413,-1.355863707700276,-0.025022613218213998,-1.38088632091849
32,0.414,-1.3565627382526548,-0.02635692154079189,-1.3829196597934468
32,0.415,-1.3572535249115227,-0.027725887222397782,-1.3849794121339205
32,0.416,-1.357936073483534,-0.029129510263031674,-1.3870655837465655
32,0.417,-1.3586103896993995,-0.030567790662693564,-1.389178180362093
32,0.418,-1.3592764792141843,-0.032040728421383446,-1.3913172076355678
32,0.419,-1.3599343476076018,-0.033548323539101324,-1.3934826711467032
32,0.42,-1.360584000384307,-0.03509057601584721,-1.3956745764001544
32,0.421,-1.3612254429741806,-0.03666748585162108,-1.3978929288258017
32,0.422,-1.3618586807326118,-0.038279053046422956,-1.4001377337790348
32,0.423,-1.362483718940776,-0.03992527760025283,-1.4024089965410287
32,0.424,-1.363100562805907,-0.041606159513110696,-1.4047067223190177
32,0.425,-1.3637092174615668,-0.04332169878499656,-1.4070309162465633
32,0.426,-1.3643096879679082,-0.04507189541591043,-1.4093815833838186
32,0.427,-1.3649019793119372,-0.04685674940585228,-1.4117587287177895
32,0.428,-1.3654860964077673,-0.04867626075482214,-1.4141623571625894
32,0.429,-1.3660620440968718,-0.05053042946282,-1.4165924735596918
32,0.43,-1.3666298271483317,-0.05241925552984586,-1.4190490826781776
32,0.431,-1.367189450259079,-0.0543427389558997,-1.4215321892149786
32,0.432,-1.367740918054135,-0.056300879740981545,-1.4240417977951165
32,0.433,-1.3682842350868472,-0.05829367788509139,-1.4265779129719385
32,0.434,-1.3688194058391197,-0.06032113338822923,-1.4291405392273488
32,0.435,-1.3693464347216406,-0.062383246250395076,-1.4317296809720357
32,0.436,-1.3698653260741056,-0.06448001647158891,-1.4343453425456945
32,0.437,-1.370376084165437,-0.06661144405181074,-1.436987528217248
32,0.438,-1.3708787131939983,-0.06877752899106059,-1.439656242185059
32,0.439,-1.3713732172878084,-0.0709782712893384,-1.4423514885771467
32,0.44,-1.3718596005047456,-0.07321367094664423,-1.4450732714513899
32,0.441,-1.372337866832755,-0.07548372796297804,-1.4478215947957331
32,0.442,-1.3728080201900459,-0.07778844233833987,-1.4505964625283858
32,0.443,-1.3732700644252895,-0.08012781407272969,-1.4533978784980193
32,0.444,-1.373724003317811,-0.0825018431661475,-1.4562258464839586
32,0.445,-1.3741698405777778,-0.08491052961859331,-1.459080370196371
32,0.446,-1.3746075798463866,-0.08735387343006712,-1.4619614532764538
32,0.447,-1.3750372246960414,-0.08983187460056893,-1.4648690992966102
32,0.448,-1.3754587786305341,-0.09234453313009873,-1.4678033117606328
32,0.449,-1.375872245085218,-0.09489184901865655,-1.4707640941038747
32,0.45,-1.3762776274271769,-0.09747382226624234,-1.4737514496934192
32,0.451,-1.3766749289553935,-0.10009045287285613,-1.4767653818282496
32,0.452,-1.3770641529009122,-0.10274174083849794,-1.47980589373941
32,0.453,-1.377445302426998,-0.10542768616316771,-1.4828729885901657
32,0.454,-1.3778183806292938,-0.10814828884686552,-1.4859666694761593
32,0.455,-1.3781833905359733,-0.1109035488895913,-1.4890869394255646
32,0.456,-1.3785403351078882,-0.11369346629134508,-1.4922338013992333
32,0.457,-1.378889217238717,-0.11651804105212685,-1.495407258290844
32,0.458,-1.3792300397551043,-0.11937727317193664,-1.498607312927041
32,0.459,-1.3795628054168008,-0.12227116265077442,-1.5018339680675752
32,0.46,-1.379887516916799,-0.12519970948864018,-1.5050872264054391
32,0.461,-1.3802041768814652,-0.12816291368553392,-1.5083670905669992
32,0.462,-1.3805127878706673,-0.13116077524145572,-1.511673563112123
32,0.463,-1.3808133523779007,-0.13419329415640546,-1.5150066465343062
32,0.464,-1.3811058728304095,-0.13726047043038325,-1.5183663432607928
32,0.465,-1.3813903515893058,-0.140362304063389,-1.5217526556526948
32,0.466,-1.381666790949684,-0.14349879505542276,-1.5251655860051068
32,0.467,-1.381935193140734,-0.1466699434064845,-1.5286051365472184
32,0.468,-1.3821955603258473,-0.14987574911657425,-1.5320713094424216
32,0.469,-1.3824478946027252,-0.15311621218569182,-1.5355641067884171
32,0.47,-1.3826921980034785,-0.15639133261383756,-1.539083530617316
32,0.471,-1.3829284724947277,-0.15970111040101131,-1.542629582895739
32,0.472,-1.3831567199776977,-0.16304554554721304,-1.5462022655249108
32,0.473,-1.3833769422883095,-0.16642463805244279,-1.5498015803407523
32,0.474,-1.383589141197271,-0.16983838791670053,-1.5534275291139714
32,0.475,-1.3837933184101598,-0.17328679513998624,-1.5570801135501462
32,0.476,-1.38398947556751,-0.1767698597223,-1.56075933528981
32,0.477,-1.3841776142448872,-0.18028758166364173,-1.564465195908529
32,0.478,-1.3843577359529673,-0.1838399609640114,-1.5681976969169786
32,0.479,-1.384529842137609,-0.18742699762340911,-1.5719568397610182
32,0.48,-1.384693934179923,-0.19104869164183486,-1.5757426258217577
32,0.481,-1.3848500133963395,-0.19470504301928857,-1.579555056415628
32,0.482,-1.3849980810386708,-0.19839605175577033,-1.5833941327944412
32,0.483,-1.385138138294173,-0.20212171785128,-1.587259856145453
32,0.484,-1.3852701862856018,-0.2058820413058177,-1.5911522275914196
32,0.485,-1.3853942260712673,-0.20967702211938344,-1.5950712481906506
32,0.486,-1.3855102586450845,-0.2135066602919771,-1.5990169189370615
32,0.487,-1.385618284936622,-0.2173709558235988,-1.6029892407602209
32,0.488,-1.3857183058111464,-0.22126990871424848,-1.6069882145253949
32,0.489,-1.3858103220696634,-0.22520351896392618,-1.6110138410335895
32,0.49,-1.3858943344489565,-0.22917178657263187,-1.6150661210215884
32,0.491,-1.3859703436216226,-0.23317471154036556,-1.6191450551619881
32,0.492,-1.3860383501961053,-0.23721229386712725,-1.6232506440632326
32,0.493,-1.3860983547167218,-0.24128453355291693,-1.6273828882696388
32,0.494,-1.3861503576636915,-0.2453914305977346,-1.6315417882614263
32,0.495,-1.3861943594531572,-0.2495329850015803,-1.6357273444547376
32,0.496,-1.3862303604372066,-0.25370919676445397,-1.6399395572016606
32,0.497,-1.3862583609038874,-0.25792006588635563,-1.644178426790243
32,0.498,-1.3862783610772236,-0.2621655923672853,-1.648443953444509
32,0.499,-1.386290361117224,-0.26644577620724297,-1.652736137324467
32,0.5,-1.3862943611198906,-0.27076061740622864,-1.6570549785261193
32,0.501,-1.386290361117224,-0.27511011596424234,-1.6614004770814663
32,0.502,-1.3862783610772236,-0.27949427188128395,-1.6657726329585074
32,0.503,-1.3862583609038874,-0.2839130851573536,-1.6701714460612411
32,0.504,-1.3862303604372066,-0.28836655579245124,-1.674596916229658
32,0.505,-1.3861943594531572,-0.2928546837865769,-1.679049043239734
32,0.506,-1.3861503576636915,-0.2973774691397306,-1.6835278268034222
32,0.507,-1.3860983547167218,-0.3019349118519122,-1.688033266568634
32,0.508,-1.3860383501961053,-0.3065270119231219,-1.6925653621192271
32,0.509,-1.3859703436216226,-0.3111537693533595,-1.6971241129749821
32,0.51,-1.3858943344489565,-0.3158151841426251,-1.7017095185915816
32,0.511,-1.3858103220696634,-0.32051125629091876,-1.706321578360582
32,0.512,-1.3857183058111464,-0.32524198579824043,-1.710960291609387
32,0.513,-1.385618284936622,-0.33000737266459,-1.715625657601212
32,0.514,-1.3855102586450845,-0.3348074168899677,-1.7203176755350522
32,0.515,-1.3853942260712673,-0.33964211847437326,-1.7250363445456405
32,0.516,-1.3852701862856018,-0.3445114774178069,-1.7297816637034087
32,0.517,-1.385138138294173,-0.3494154937202685,-1.7345536320144415
32,0.518,-1.3849980810386708,-0.3543541673817581,-1.739352248420429
32,0.519,-1.3848500133963395,-0.35932749840227574,-1.7441775117986151
32,0.52,-1.384693934179923,-0.3643354867818213,-1.7490294209617443
32,0.521,-1.384529842137609,-0.3693781325203949,-1.753907974658004
32,0.522,-1.3843577359529673,-0.37445543561799655,-1.7588131715709638
32,0.523,-1.3841776142448872,-0.3795673960746262,-1.7637450103195134
32,0.524,-1.38398947556751,-0.3847140138902837,-1.7687034894577938
32,0.525,-1.3837933184101598,-0.38989528906496934,-1.7736886074751292
32,0.526,-1.383589141197271,-0.3951112215986829,-1.778700362795954
32,0.527,-1.3833769422883095,-0.4003618114914245,-1.783738753779734
32,0.528,-1.3831567199776977,-0.4056470587431941,-1.788803778720892
32,0.529,-1.3829284724947277,-0.41096696335399174,-1.7938954358487194
32,0.53,-1.3826921980034785,-0.4163215253238173,-1.7990137233272958
32,0.531,-1.3824478946027252,-0.42171074465267083,-1.804158639255396
32,0.532,-1.3821955603258473,-0.4271346213405524,-1.8093301816663998
32,0.533,-1.3819351931407338,-0.43259315538746207,-1.8145283485281958
32,0.534,-1.381666790949684,-0.4380863467933996,-1.8197531377430836
32,0.535,-1.3813903515893058,-0.4436141955583652,-1.825004547147671
32,0.536,-1.3811058728304095,-0.44917670168235874,-1.8302825745127682
32,0.537,-1.3808133523779007,-0.4547738651653803,-1.835587217543281
32,0.538,-1.3805127878706673,-0.4604056860074298,-1.840918473878097
32,0.539,-1.380204176881465,-0.4660721642085074,-1.8462763410899723
32,0.54,-1.379887516916799,-0.47177329976861293,-1.851660816685412
32,0.541,-1.3795628054168008,-0.47750909268774655,-1.8570718981045473
32,0.542,-1.3792300397551043,-0.483279542965908,-1.8625095827210123
32,0.543,-1.378889217238717,-0.4890846506030977,-1.8679738678418147
32,0.544,-1.3785403351078884,-0.4949244155993152,-1.8734647507072038
32,0.545,-1.378183390535973,-0.5007988379545607,-1.8789822284905338
32,0.546,-1.3778183806292938,-0.5067079176688342,-1.8845262982981281
32,0.547,-1.377445302426998,-0.5126516547421357,-1.8900969571691335
32,0.548,-1.3770641529009122,-0.5186300491744653,-1.8956942020753775
32,0.549,-1.3766749289553935,-0.5246431009658229,-1.9013180299212165
32,0.55,-1.3762776274271769,-0.5306908101162084,-1.9069684375433853
32,0.551,-1.375872245085218,-0.5367731766256219,-1.91264542171084
32,0.552,-1.3754587786305341,-0.5428902004940634,-1.9183489791245976
32,0.553,-1.3750372246960412,-0.549041881721533,-1.9240791064175742
32,0.554,-1.3746075798463866,-0.5552282203080304,-1.9298358001544171
32,0.555,-1.3741698405777778,-0.561449216253556,-1.9356190568313338
32,0.556,-1.373724003317811,-0.5677048695581095,-1.9414288728759206
32,0.557,-1.3732700644252893,-0.573995180221691,-1.9472652446469803
32,0.558,-1.372808020190046,-0.5803201482443006,-1.9531281684343467
32,0.559,-1.372337866832755,-0.586679773625938,-1.959017640458693
32,0.56,-1.3718596005047456,-0.5930740563666035,-1.9649336568713491
32,0.561,-1.3713732172878084,-0.599502996466297,-1.9708762137541054
32,0.562,-1.3708787131939983,-0.6059665939250186,-1.9768453071190168
32,0.563,-1.370376084165437,-0.6124648487427673,-1.9828409329082044
32,0.564,-1.3698653260741058,-0.6189977609195448,-1.9888630869936508
32,0.565,-1.3693464347216406,-0.6255653304553502,-1.9949117651769908
32,0.566,-1.3688194058391194,-0.6321675573501838,-2.000986963189303
32,0.567,-1.3682842350868472,-0.6388044416040453,-2.007088676690892
32,0.568,-1.367740918054135,-0.6454759832169348,-2.0132169012710697
32,0.569,-1.367189450259079,-0.6521821821888522,-2.019371632447931
32,0.57,-1.366629827148332,-0.6589230385197977,-2.0255528656681294
32,0.571,-1.3660620440968718,-0.6656985522097711,-2.031760596306643
32,0.572,-1.3654860964077673,-0.6725087232587726,-2.03799481966654
32,0.573,-1.3649019793119372,-0.6793535516668021,-2.0442555309787394
32,0.574,-1.3643096879679082,-0.6862330374338597,-2.050542725401768
32,0.575,-1.3637092174615668,-0.693147180559945,-2.0568563980215115
32,0.576,-1.3631005628059072,-0.7000959810450585,-2.0631965438509656
32,0.577,-1.362483718940776,-0.7070794388892,-2.069563157829976
32,0.578,-1.3618586807326118,-0.7140975540923694,-2.0759562348249814
32,0.579,-1.3612254429741806,-0.7211503266545669,-2.0823757696287473
32,0.58,-1.360584000384307,-0.7282377565757923,-2.0888217569600993
32,0.581,-1.3599343476076018,-0.7353598438560456,-2.0952941914636476
32,0.582,-1.3592764792141843,-0.7425165884953271,-2.1017930677095116
32,0.583,-1.3586103896993995,-0.7497079904936365,-2.108318380193036
32,0.584,-1.357936073483534,-0.7569340498509739,-2.1148701233345077
32,0.585,-1.3572535249115227,-0.7641947665673394,-2.1214482914788624
32,0.586,-1.356562738252655,-0.7714901406427328,-2.128052878895388
32,0.587,-1.355863707700276,-0.7788201720771543,-2.1346838797774303
32,0.588,-1.3551564273714791,-0.7861848608706038,-2.141341288242083
32,0.589,-1.3544408913068002,-0.7935842070230813,-2.1480250983298816
32,0.59,-1.3537170934699014,-0.8010182105345865,-2.154735304004488
32,0.591,-1.3529850277472542,-0.80848687140512,-2.161471899152374
32,0.592,-1.3522446879478154,-0.8159901896346814,-2.168234877582497
32,0.593,-1.3514960678026995,-0.8235281652232708,-2.17502423302597
32,0.594,-1.350739160964845,-0.8311007981708882,-2.181839959135733
32,0.595,-1.3499739610086778,-0.8387080884775338,-2.1886820494862116
32,0.596,-1.349200461429768,-0.846350036143207,-2.1955504975729747
32,0.597,-1.3484186556444808,-0.8540266411679084,-2.2024452968123893
32,0.598,-1.3476285369896255,-0.8617379035516378,-2.209366440541263
32,0.599,-1.3468300987220974,-0.8694838232943952,-2.2163139220164925
32,0.6,-1.346023334018513,-0.8772644003961806,-2.2232877344146935
32,0.601,-1.3452082359748436,-0.8850796348569939,-2.2302878708318374
32,0.602,-1.344384797606041,-0.8929295266768354,-2.2373143242828766
32,0.603,-1.3435530118456593,-0.9008140758557047,-2.244367087701364
32,0.604,-1.3427128715454693,-0.9087332823936022,-2.2514461539390713
32,0.605,-1.3418643694750698,-0.9166871462905275,-2.258551515765597
32,0.606,-1.3410074983214932,-0.9246756675464809,-2.265683165867974
32,0.607,-1.3401422506888037,-0.9326988461614623,-2.272841096850266
32,0.608,-1.3392686190976923,-0.9407566821354716,-2.280025301233164
32,0.609,-1.3383865959850634,-0.948849175468509,-2.2872357714535725
32,0.61,-1.3374961737036188,-0.9569763261605744,-2.2944724998641934
32,0.611,-1.3365973445214334,-0.9651381342116677,-2.301735478733101
32,0.612,-1.3356901006215267,-0.9733345996217893,-2.3090247002433157
32,0.613,-1.3347744341014278,-0.9815657223909384,-2.316340156492366
32,0.614,-1.3338503369727337,-0.9898315025191159,-2.3236818394918495
32,0.615,-1.3329178011606633,-0.9981319400063212,-2.3310497411669844
32,0.616,-1.3319768185036036,-1.0064670348525544,-2.338443853356158
32,0.617,-1.3310273807526507,-1.0148367870578159,-2.3458641678104666
32,0.618,-1.330069479571145,-1.023241196622105,-2.3533106761932503
32,0.619,-1.3291031065341978,-1.0316802635454225,-2.3607833700796204
32,0.62,-1.3281282531282161,-1.040153987827768,-2.368282240955984
32,0.621,-1.3271449107504143,-1.0486623694691413,-2.3758072802195556
32,0.622,-1.3261530707083267,-1.0572054084695426,-2.3833584791778692
32,0.623,-1.3251527242193073,-1.0657831048289719,-2.390935829048279
32,0.624,-1.3241438624100277,-1.0743954585474291,-2.3985393209574566
32,0.625,-1.3231264763159643,-1.0830424696249146,-2.4061689459408786
32,0.626,-1.3221005568808808,-1.0917241380614278,-2.4138246949423086
32,0.627,-1.3210660949563051,-1.1004404638569694,-2.4215065588132747
32,0.628,-1.3200230813009957,-1.1091914470115383,-2.429214528312534
32,0.629,-1.318971506580403,-1.1179770875251358,-2.436948594105539
32,0.63,-1.3179113613661255,-1.126797385397761,-2.4447087467638866
32,0.631,-1.316842636135354,-1.1356523406294143,-2.4524949767647684
32,0.632,-1.315765321270313,-1.1445419532200958,-2.460307274490409
32,0.633,-1.3146794070576924,-1.153466223169805,-2.4681456302274976
32,0.634,-1.3135848836880715,-1.1624251504785423,-2.476010034166614
32,0.635,-1.3124817412553371,-1.1714187351463077,-2.4839004764016446
32,0.636,-1.3113699697560914,-1.1804469771731008,-2.491816946929192
32,0.637,-1.3102495590890564,-1.1895098765589225,-2.499759435647979
32,0.638,-1.309120499054464,-1.1986074333037717,-2.507727932358236
32,0.639,-1.3079827793534444,-1.2077396474076487,-2.5157224267610934
32,0.64,-1.3068363895874036,-1.2169065188705541,-2.5237429084579577
32,0.641,-1.305681319257391,-1.2261080476924875,-2.5317893669498783
32,0.642,-1.3045175577634625,-1.2353442338734486,-2.539861791636911
32,0.643,-1.3033450944040332,-1.244615077413438,-2.547960171817471
32,0.644,-1.302163918375221,-1.2539205783124552,-2.556084496687676
32,0.645,-1.3009740187701824,-1.2632607365705004,-2.564234755340683
32,0.646,-1.29977538457844,-1.2726355521875736,-2.5724109367660137
32,0.647,-1.298568004685201,-1.282045025163675,-2.580613029848876
32,0.648,-1.2973518678706657,-1.2914891554988044,-2.5888410233694703
32,0.649,-1.2961269628093275,-1.3009679431929617,-2.5970949060022894
32,0.65,-1.294893278069265,-1.3104813882461468,-2.605374666315412
32,0.651,-1.2936508021114228,-1.32002949065836,-2.613680292769783
32,0.652,-1.2923995232888845,-1.3296122504296015,-2.6220117737184863
32,0.653,-1.291139429846135,-1.3392296675598707,-2.630369097406006
32,0.654,-1.289870509918313,-1.348881742049168,-2.638752251967481
32,0.655,-1.2885927515304556,-1.358568473897493,-2.647161225427949
32,0.656,-1.2873061425967312,-1.3682898631048463,-2.6555960057015775
32,0.657,-1.286010670919661,-1.3780459096712276,-2.6640565805908887
32,0.658,-1.2847063241893348,-1.387836613596637,-2.6725429377859715
32,0.659,-1.283393089982611,-1.397661974881074,-2.681055064863685
32,0.66,-1.2820709557623111,-1.407521993524539,-2.68959294928685
32,0.661,-1.2807399088763995,-1.4174166695270325,-2.698156578403432
32,0.662,-1.2793999365571547,-1.4273460028885538,-2.7067459394457085
32,0.663,-1.2780510259203286,-1.437309993609103,-2.7153610195294315
32,0.664,-1.2766931639642967,-1.4473086416886802,-2.7240018056529767
32,0.665,-1.2753263375691937,-1.4573419471272853,-2.732668284696479
32,0.666,-1.2739505334960397,-1.4674099099249185,-2.741360443420958
32,0.667,-1.2725657383858564,-1.4775125300815797,-2.750078268467436
32,0.668,-1.271171938758767,-1.487649807597269,-2.758821746356036
32,0.669,-1.2697691210130886,-1.4978217424719862,-2.7675908634850748
32,0.67,-1.2683572714244113,-1.5080283347057313,-2.776385606130143
