order,charge,z,q2,u,ub,d,db,s,sb,c,b,g
0,sum,1.00000000000000006e-1,1.10000000000000009e0,9.78894478941366719e-1,9.78894478941366719e-1,9.74925654600714342e-1,9.74925654600714342e-1,1.11643111355907587e0,1.11643111355907587e0,1.28258672909144479e-17,-1.33336744098038330e-17,2.85113607310266193e-1
0,positive,1.00000000000000006e-1,3.70000000000000000e1,9.49896752236381037e-1,8.11809539048257145e-1,7.89293427079426180e-1,9.49578739414820627e-1,7.34652671506083932e-1,1.18572186967194826e0,1.08751901927486561e0,1.39208532665533635e0,1.14436978676795054e0
0,negative,1.00000000000000006e-1,3.70000000000000000e1,8.11809539048257145e-1,9.49896752236381037e-1,9.49578739414820627e-1,7.89293427079426180e-1,1.18572186967194826e0,7.34652671506083932e-1,1.08751901927486561e0,1.39208532665533635e0,1.14436978676795054e0
0,average,1.00000000000000006e-1,3.70000000000000000e1,8.80853145642319091e-1,8.80853145642319091e-1,8.69436083247123404e-1,8.69436083247123404e-1,9.60187270589016095e-1,9.60187270589016095e-1,1.08751901927486561e0,1.39208532665533635e0,1.14436978676795054e0
0,sum,1.00000000000000006e-1,3.70000000000000000e1,1.76170629128463818e0,1.76170629128463818e0,1.73887216649424681e0,1.73887216649424681e0,1.92037454117803219e0,1.92037454117803219e0,2.17503803854973121e0,2.78417065331067271e0,2.28873957353590107e0
0,positive,1.00000000000000006e-1,1.77700000000000000e3,1.05446326424802228e0,8.91317963583876161e-1,8.72609211914043281e-1,1.04319389538478635e0,8.22247178429250214e-1,1.28055592744048297e0,1.16843437132889405e0,1.35172974441567417e0,1.21819692372400223e0
0,negative,1.00000000000000006e-1,1.77700000000000000e3,8.91317963583876161e-1,1.05446326424802228e0,1.04319389538478635e0,8.72609211914043281e-1,1.28055592744048297e0,8.22247178429250214e-1,1.16843437132889405e0,1.35172974441567417e0,1.21819692372400223e0
0,average,1.00000000000000006e-1,1.77700000000000000e3,9.72890613915949221e-1,9.72890613915949221e-1,9.57901553649414872e-1,9.57901553649414872e-1,1.05140155293486659e0,1.05140155293486659e0,1.16843437132889405e0,1.35172974441567417e0,1.21819692372400223e0
0,sum,1.00000000000000006e-1,1.77700000000000000e3,1.94578122783189844e0,1.94578122783189844e0,1.91580310729882974e0,1.91580310729882974e0,2.10280310586973318e0,2.10280310586973318e0,2.33686874265778810e0,2.70345948883134835e0,2.43639384744800447e0
0,positive,1.00000000000000006e-1,9.99990000000000000e4,1.05730004714518433e0,8.83700065413195346e-1,8.67350066371763040e-1,1.03965006541273719e0,8.21000061511266366e-1,1.27100008749957016e0,1.15350009300740708e0,1.26800022879550456e0,1.10300034652365087e0
