order,charge,z,q2,u,ub,d,db,s,sb,c,b,g
0,sum,5.00000000000000028e-2,9.99990000000000000e4,2.98499957776817393e0,2.98499957776817393e0,2.97199959612607945e0,2.97199959612607945e0,3.09099955941026927e0,3.09099955941026927e0,3.30799955941026802e0,4.21199994492628349e0,3.98400011014743249e0
0,positive,9.50000000000000011e-2,1.00000000000000000e0,4.90680000000000005e-1,4.31220000000000048e-1,4.04750000000000054e-1,5.15950000000000020e-1,3.45150000000000123e-1,7.02850000000000197e-1,1.50000000000000034e-17,-8.66499999999999973e-18,7.29699999999999932e-2
0,negative,9.50000000000000011e-2,1.00000000000000000e0,4.31220000000000048e-1,4.90680000000000005e-1,5.15950000000000020e-1,4.04750000000000054e-1,7.02850000000000197e-1,3.45150000000000123e-1,1.50000000000000034e-17,-8.66499999999999973e-18,7.29699999999999932e-2
0,average,9.50000000000000011e-2,1.00000000000000000e0,4.60950000000000026e-1,4.60950000000000026e-1,4.60350000000000037e-1,4.60350000000000037e-1,5.24000000000000132e-1,5.24000000000000132e-1,1.50000000000000034e-17,-8.66499999999999973e-18,7.29699999999999932e-2
0,sum,9.50000000000000011e-2,1.00000000000000000e0,9.21900000000000053e-1,9.21900000000000053e-1,9.20700000000000074e-1,9.20700000000000074e-1,1.04800000000000026e0,1.04800000000000026e0,3.00000000000000068e-17,-1.73299999999999995e-17,1.45939999999999986e-1
0,positive,9.50000000000000011e-2,1.25000000000000000e0,5.42014999999999914e-1,4.74984999999999935e-1,4.48849999999999971e-1,5.65150000000000041e-1,3.89799999999999924e-1,7.58199999999999985e-1,-3.22199999999999988e-18,-4.83299999999999963e-18,2.11999999999999994e-1
0,negative,9.50000000000000011e-2,1.25000000000000000e0,4.74984999999999935e-1,5.42014999999999914e-1,5.65150000000000041e-1,4.48849999999999971e-1,7.58199999999999985e-1,3.89799999999999924e-1,-3.22199999999999988e-18,-4.83299999999999963e-18,2.11999999999999994e-1
0,average,9.50000000000000011e-2,1.25000000000000000e0,5.08499999999999952e-1,5.08499999999999952e-1,5.07000000000000006e-1,5.07000000000000006e-1,5.73999999999999955e-1,5.73999999999999955e-1,-3.22199999999999988e-18,-4.83299999999999963e-18,2.11999999999999994e-1
0,sum,9.50000000000000011e-2,1.25000000000000000e0,1.01699999999999990e0,1.01699999999999990e0,1.01400000000000001e0,1.01400000000000001e0,1.14799999999999991e0,1.14799999999999991e0,-6.44399999999999976e-18,-9.66599999999999926e-18,4.23999999999999988e-1
0,positive,9.50000000000000011e-2,1.00000000000000000e1,8.57400000000000051e-1,7.44600000000000040e-1,7.20999999999999974e-1,8.65999999999999992e-1,6.64499999999999980e-1,1.08749999999999991e0,1.00550000000000006e0,1.50249999999999990e-18,9.78299999999999947e-1
0,negative,9.50000000000000011e-2,1.00000000000000000e1,7.44600000000000040e-1,8.57400000000000051e-1,8.65999999999999992e-1,7.20999999999999974e-1,1.08749999999999991e0,6.64499999999999980e-1,1.00550000000000006e0,1.50249999999999990e-18,9.78299999999999947e-1
0,average,9.50000000000000011e-2,1.00000000000000000e1,8.01000000000000045e-1,8.01000000000000045e-1,7.93499999999999983e-1,7.93499999999999983e-1,8.75999999999999890e-1,8.75999999999999890e-1,1.00550000000000006e0,1.50249999999999990e-18,9.78299999999999947e-1
0,sum,9.50000000000000011e-2,1.00000000000000000e1,1.60200000000000009e0,1.60200000000000009e0,1.58699999999999997e0,1.58699999999999997e0,1.75199999999999978e0,1.75199999999999978e0,2.01100000000000012e0,3.00499999999999980e-18,1.95659999999999989e0
0,positive,9.50000000000000011e-2,1.00000000000000000e2,1.00924999999999998e0,8.70749999999999913e-1,8.49700000000000122e-1,1.00830000000000020e0,7.95800000000000063e-1,1.23920000000000008e0,1.14199999999999968e0,1.43750000000000000e0,1.23700000000000032e0
0,negative,9.50000000000000011e-2,1.00000000000000000e2,8.70749999999999913e-1,1.00924999999999998e0,1.00830000000000020e0,8.49700000000000122e-1,1.23920000000000008e0,7.95800000000000063e-1,1.14199999999999968e0,1.43750000000000000e0,1.23700000000000032e0
0,average,9.50000000000000011e-2,1.00000000000000000e2,9.39999999999999947e-1,9.39999999999999947e-1,9.29000000000000159e-1,9.29000000000000159e-1,1.01750000000000007e0,1.01750000000000007e0,1.14199999999999968e0,1.43750000000000000e0,1.23700000000000032e0
0,sum,9.50000000000000011e-2,1.00000000000000000e2,1.87999999999999989e0,1.87999999999999989e0,1.85800000000000032e0,1.85800000000000032e0,2.03500000000000014e0,2.03500000000000014e0,2.28399999999999936e0,2.87500000000000000e0,2.47400000000000064e0
0,positive,9.50000000000000011e-2,1.00000000000000000e5,1.08925000000000005e0,9.21750000000000069e-1,9.05549999999999966e-1,1.07444999999999991e0,8.58300000000000063e-1,1.30269999999999997e0,1.18849999999999967e0,1.32849999999999979e0,1.15800000000000014e0
0,negative,9.50000000000000011e-2,1.00000000000000000e5,9.21750000000000069e-1,1.08925000000000005e0,1.07444999999999991e0,9.05549999999999966e-1,1.30269999999999997e0,8.58300000000000063e-1,1.18849999999999967e0,1.32849999999999979e0,1.15800000000000014e0
0,average,9.50000000000000011e-2,1.00000000000000000e5,1.00550000000000006e0,1.00550000000000006e0,9.89999999999999991e-1,9.89999999999999991e-1,1.08050000000000002e0,1.08050000000000002e0,1.18849999999999967e0,1.32849999999999979e0,1.15800000000000014e0
0,sum,9.50000000000000011e-2,1.00000000000000000e5,2.01100000000000012e0,2.01100000000000012e0,1.97999999999999998e0,1.97999999999999998e0,2.16100000000000003e0,2.16100000000000003e0,2.37699999999999934e0,2.65699999999999958e0,2.31600000000000028e0
0,positive,9.50000000000000011e-2,1.10000000000000009e0,5.12606459677812931e-1,4.49913123751816191e-1,4.23586210612477920e-1,5.36964547894193012e-1,3.64221129338937355e-1,7.26491366380967230e-1,7.21692902991898599e-18,-7.02825716401325640e-18,1.32353182799383351e-1
0,negative,9.50000000000000011e-2,1.10000000000000009e0,4.49913123751816191e-1,5.12606459677812931e-1,5.36964547894193012e-1,4.23586210612477920e-1,7.26491366380967230e-1,3.64221129338937355e-1,7.21692902991898599e-18,-7.02825716401325640e-18,1.32353182799383351e-1
0,average,9.50000000000000011e-2,1.10000000000000009e0,4.81259791714814589e-1,4.81259791714814589e-1,4.80275379253335466e-1,4.80275379253335466e-1,5.45356247859952292e-1,5.45356247859952292e-1,7.21692902991898599e-18,-7.02825716401325640e-18,1.32353182799383351e-1
0,sum,9.50000000000000011e-2,1.10000000000000009e0,9.62519583429629177e-1,9.62519583429629177e-1,9.60550758506670932e-1,9.60550758506670932e-1,1.09071249571990458e0,1.09071249571990458e0,1.44338580598379720e-17,-1.40565143280265128e-17,2.64706365598766702e-1
0,positive,9.50000000000000011e-2,3.70000000000000000e1,9.59065476104036474e-1,8.29811435234466321e-1,8.07545323196956488e-1,9.61497462480846554e-1,7.52654330008551420e-1,1.18989083265135154e0,1.09802139283890132e0,1.43417062830350028e0,1.16570628303500290e0
0,negative,9.50000000000000011e-2,3.70000000000000000e1,8.29811435234466321e-1,9.59065476104036474e-1,9.61497462480846554e-1,8.07545323196956488e-1,1.18989083265135154e0,7.52654330008551420e-1,1.09802139283890132e0,1.43417062830350028e0,1.16570628303500290e0
0,average,9.50000000000000011e-2,3.70000000000000000e1,8.94438455669251398e-1,8.94438455669251398e-1,8.84521392838901521e-1,8.84521392838901521e-1,9.71272581329951423e-1,9.71272581329951423e-1,1.09802139283890132e0,1.43417062830350028e0,1.16570628303500290e0
0,sum,9.50000000000000011e-2,3.70000000000000000e1,1.78887691133850280e0,1.78887691133850280e0,1.76904278567780304e0,1.76904278567780304e0,1.94254516265990285e0,1.94254516265990285e0,2.19604278567780264e0,2.86834125660700057e0,2.33141256607000580e0
0,positive,9.50000000000000011e-2,1.77700000000000000e3,1.07871731132610815e0,9.22976384310480458e-1,9.03879666142945792e-1,1.06985778725984493e0,8.53209975148154998e-1,1.30250559937153487e0,1.19489060558449589e0,1.40669690994790741e0,1.26513127329860464e0
0,negative,9.50000000000000011e-2,1.77700000000000000e3,9.22976384310480458e-1,1.07871731132610815e0,1.06985778725984493e0,9.03879666142945792e-1,1.30250559937153487e0,8.53209975148154998e-1,1.19489060558449589e0,1.40669690994790741e0,1.26513127329860464e0
0,average,9.50000000000000011e-2,1.77700000000000000e3,1.00084684781829436e0,1.00084684781829436e0,9.86868726701395360e-1,9.86868726701395360e-1,1.07785778725984493e0,1.07785778725984493e0,1.19489060558449589e0,1.40669690994790741e0,1.26513127329860464e0
0,sum,9.50000000000000011e-2,1.77700000000000000e3,2.00169369563658872e0,2.00169369563658872e0,1.97373745340279072e0,1.97373745340279072e0,2.15571557451968987e0,2.15571557451968987e0,2.38978121116899178e0,2.81339381989581483e0,2.53026254659720928e0
0,positive,9.50000000000000011e-2,9.99990000000000000e4,1.08925003579791579e0,9.21750055991611861e-1,9.05550038551601766e-1,1.07445003488002055e0,8.58300035797915806e-1,1.30270005599161176e0,1.18850007343162178e0,1.32850020193696050e0,1.15800031208439336e0
0,negative,9.50000000000000011e-2,9.99990000000000000e4,9.21750055991611861e-1,1.08925003579791579e0,1.07445003488002055e0,9.05550038551601766e-1,1.30270005599161176e0,8.58300035797915806e-1,1.18850007343162178e0,1.32850020193696050e0,1.15800031208439336e0
0,average,9.50000000000000011e-2,9.99990000000000000e4,1.00550004589476383e0,1.00550004589476383e0,9.90000036715811160e-1,9.90000036715811160e-1,1.08050004589476378e0,1.08050004589476378e0,1.18850007343162178e0,1.32850020193696050e0,1.15800031208439336e0
0,sum,9.50000000000000011e-2,9.99990000000000000e4,2.01100009178952766e0,2.01100009178952766e0,1.98000007343162232e0,1.98000007343162232e0,2.16100009178952757e0,2.16100009178952757e0,2.37700014686324357e0,2.65700040387392100e0,2.31600062416878671e0
0,positive,1.00000000000000006e-1,1.00000000000000000e0,5.03879999999999995e-1,4.35420000000000029e-1,4.08600000000000019e-1,5.27500000000000080e-1,3.48299999999999998e-1,7.26699999999999902e-1,1.36699999999999989e-17,-8.28500000000000021e-18,8.34000000000000158e-2
0,negative,1.00000000000000006e-1,1.00000000000000000e0,4.35420000000000029e-1,5.03879999999999995e-1,5.27500000000000080e-1,4.08600000000000019e-1,7.26699999999999902e-1,3.48299999999999998e-1,1.36699999999999989e-17,-8.28500000000000021e-18,8.34000000000000158e-2
0,average,1.00000000000000006e-1,1.00000000000000000e0,4.69650000000000012e-1,4.69650000000000012e-1,4.68050000000000077e-1,4.68050000000000077e-1,5.37499999999999978e-1,5.37499999999999978e-1,1.36699999999999989e-17,-8.28500000000000021e-18,8.34000000000000158e-2
0,sum,1.00000000000000006e-1,1.00000000000000000e0,9.39300000000000024e-1,9.39300000000000024e-1,9.36100000000000154e-1,9.36100000000000154e-1,1.07499999999999996e0,1.07499999999999996e0,2.73399999999999978e-17,-1.65700000000000004e-17,1.66800000000000032e-1
0,positive,1.00000000000000006e-1,1.25000000000000000e0,5.54085000000000050e-1,4.77915000000000034e-1,4.51499999999999957e-1,5.75499999999999901e-1,3.91699999999999937e-1,7.80299999999999994e-1,-3.32050000000000055e-18,-4.49649999999999992e-18,2.21900000000000014e-1
0,negative,1.00000000000000006e-1,1.25000000000000000e0,4.77915000000000034e-1,5.54085000000000050e-1,5.75499999999999901e-1,4.51499999999999957e-1,7.80299999999999994e-1,3.91699999999999937e-1,-3.32050000000000055e-18,-4.49649999999999992e-18,2.21900000000000014e-1
0,average,1.00000000000000006e-1,1.25000000000000000e0,5.16000000000000014e-1,5.16000000000000014e-1,5.13499999999999956e-1,5.13499999999999956e-1,5.85999999999999965e-1,5.85999999999999965e-1,-3.32050000000000055e-18,-4.49649999999999992e-18,2.21900000000000014e-1
0,sum,1.00000000000000006e-1,1.25000000000000000e0,1.03200000000000003e0,1.03200000000000003e0,1.02699999999999991e0,1.02699999999999991e0,1.17199999999999993e0,1.17199999999999993e0,-6.64100000000000110e-18,-8.99299999999999983e-18,4.43800000000000028e-1
0,positive,1.00000000000000006e-1,1.00000000000000000e1,8.55549999999999811e-1,7.33449999999999935e-1,7.09600000000000009e-1,8.61399999999999944e-1,6.53000000000000025e-1,1.09200000000000008e0,1.00350000000000006e0,1.85150000000000051e-18,9.68799999999999994e-1
0,negative,1.00000000000000006e-1,1.00000000000000000e1,7.33449999999999935e-1,8.55549999999999811e-1,8.61399999999999944e-1,7.09600000000000009e-1,1.09200000000000008e0,6.53000000000000025e-1,1.00350000000000006e0,1.85150000000000051e-18,9.68799999999999994e-1
0,average,1.00000000000000006e-1,1.00000000000000000e1,7.94499999999999873e-1,7.94499999999999873e-1,7.85499999999999976e-1,7.85499999999999976e-1,8.72500000000000053e-1,8.72500000000000053e-1,1.00350000000000006e0,1.85150000000000051e-18,9.68799999999999994e-1
0,sum,1.00000000000000006e-1,1.00000000000000000e1,1.58899999999999975e0,1.58899999999999975e0,1.57099999999999995e0,1.57099999999999995e0,1.74500000000000011e0,1.74500000000000011e0,2.00700000000000012e0,3.70300000000000102e-18,1.93759999999999999e0
0,positive,1.00000000000000006e-1,1.00000000000000000e2,9.95500000000000052e-1,8.48500000000000032e-1,8.27249999999999930e-1,9.91750000000000020e-1,7.73600000000000065e-1,1.22940000000000005e0,1.12599999999999989e0,1.39100000000000001e0,1.20599999999999996e0
0,negative,1.00000000000000006e-1,1.00000000000000000e2,8.48500000000000032e-1,9.95500000000000052e-1,9.91750000000000020e-1,8.27249999999999930e-1,1.22940000000000005e0,7.73600000000000065e-1,1.12599999999999989e0,1.39100000000000001e0,1.20599999999999996e0
0,average,1.00000000000000006e-1,1.00000000000000000e2,9.22000000000000042e-1,9.22000000000000042e-1,9.09499999999999975e-1,9.09499999999999975e-1,1.00150000000000006e0,1.00150000000000006e0,1.12599999999999989e0,1.39100000000000001e0,1.20599999999999996e0
0,sum,1.00000000000000006e-1,1.00000000000000000e2,1.84400000000000008e0,1.84400000000000008e0,1.81899999999999995e0,1.81899999999999995e0,2.00300000000000011e0,2.00300000000000011e0,2.25199999999999978e0,2.78200000000000003e0,2.41199999999999992e0
0,positive,1.00000000000000006e-1,1.00000000000000000e5,1.05730000000000013e0,8.83700000000000041e-1,8.67350000000000065e-1,1.03965000000000019e0,8.20999999999999841e-1,1.27099999999999991e0,1.15349999999999997e0,1.26800000000000002e0,1.10299999999999998e0
0,negative,1.00000000000000006e-1,1.00000000000000000e5,8.83700000000000041e-1,1.05730000000000013e0,1.03965000000000019e0,8.67350000000000065e-1,1.27099999999999991e0,8.20999999999999841e-1,1.15349999999999997e0,1.26800000000000002e0,1.10299999999999998e0
0,average,1.00000000000000006e-1,1.00000000000000000e5,9.70500000000000140e-1,9.70500000000000140e-1,9.53500000000000125e-1,9.53500000000000125e-1,1.04599999999999982e0,1.04599999999999982e0,1.15349999999999997e0,1.26800000000000002e0,1.10299999999999998e0
0,sum,1.00000000000000006e-1,1.00000000000000000e5,1.94100000000000028e0,1.94100000000000028e0,1.90700000000000025e0,1.90700000000000025e0,2.09199999999999964e0,2.09199999999999964e0,2.30699999999999994e0,2.53600000000000003e0,2.20599999999999996e0
0,positive,1.00000000000000006e-1,1.10000000000000009e0,5.25323808476178100e-1,4.53570675056173434e-1,4.26923660663839133e-1,5.48001997945554264e-1,3.66837223142438495e-1,7.49593897705868817e-1,6.41293341470961059e-18,-6.66683709965141506e-18,1.42556806572067873e-1
0,negative,1.00000000000000006e-1,1.10000000000000009e0,4.53570675056173434e-1,5.25323808476178100e-1,5.48001997945554264e-1,4.26923660663839133e-1,7.49593897705868817e-1,3.66837223142438495e-1,6.41293341470961059e-18,-6.66683709965141506e-18,1.42556806572067873e-1
0,average,1.00000000000000006e-1,1.10000000000000009e0,4.89447241766175767e-1,4.89447241766175767e-1,4.87462829304696699e-1,4.87462829304696699e-1,5.58215560424153656e-1,5.58215560424153656e-1,6.41293341470961059e-18,-6.66683709965141506e-18,1.42556806572067873e-1
0,sum,1.00000000000000006e-1,1.10000000000000009e0,9.78894483532351534e-1,9.78894483532351534e-1,9.74925658609393397e-1,9.74925658609393397e-1,1.11643112084830731e0,1.11643112084830731e0,1.28258668294192212e-17,-1.33336741993028301e-17,2.85113613144135747e-1
0,positive,1.00000000000000006e-1,3.70000000000000000e1,9.49896749386216377e-1,8.11809533648786164e-1,7.89293421611276358e-1,9.49578735763026538e-1,7.34652666121081377e-1,1.18572186823532144e0,1.08751901585680111e0,1.39208531415175019e0,1.14436978039220238e0
0,negative,1.00000000000000006e-1,3.70000000000000000e1,8.11809533648786164e-1,9.49896749386216377e-1,9.49578735763026538e-1,7.89293421611276358e-1,1.18572186823532144e0,7.34652666121081377e-1,1.08751901585680111e0,1.39208531415175019e0,1.14436978039220238e0
0,average,1.00000000000000006e-1,3.70000000000000000e1,8.80853141517501270e-1,8.80853141517501270e-1,8.69436078687151448e-1,8.69436078687151448e-1,9.60187267178201465e-1,9.60187267178201465e-1,1.08751901585680111e0,1.39208531415175019e0,1.14436978039220238e0
0,sum,1.00000000000000006e-1,3.70000000000000000e1,1.76170628303500254e0,1.76170628303500254e0,1.73887215737430290e0,1.73887215737430290e0,1.92037453435640293e0,1.92037453435640293e0,2.17503803171360222e0,2.78417062830350037e0,2.28873956078440477e0
0,positive,1.00000000000000006e-1,1.77700000000000000e3,1.05446325698062005e0,8.91317954188372119e-1,8.72609202635131753e-1,1.04319388741696106e0,8.22247169249426424e-1,1.28055592080266667e0,1.16843436335069750e0,1.35172972827255866e0,1.21819690994790730e0
0,negative,1.00000000000000006e-1,1.77700000000000000e3,8.91317954188372119e-1,1.05446325698062005e0,1.04319388741696106e0,8.72609202635131753e-1,1.28055592080266667e0,8.22247169249426424e-1,1.16843436335069750e0,1.35172972827255866e0,1.21819690994790730e0
0,average,1.00000000000000006e-1,1.77700000000000000e3,9.72890605584496138e-1,9.72890605584496138e-1,9.57901545026046408e-1,9.57901545026046408e-1,1.05140154502604655e0,1.05140154502604655e0,1.16843436335069750e0,1.35172972827255866e0,1.21819690994790730e0
0,sum,1.00000000000000006e-1,1.77700000000000000e3,1.94578121116899228e0,1.94578121116899228e0,1.91580309005209282e0,1.91580309005209282e0,2.10280309005209309e0,2.10280309005209309e0,2.33686872670139500e0,2.70345945654511732e0,2.43639381989581461e0
0,positive,1.00000000000000006e-1,9.99990000000000000e4,1.05730003763370606e0,8.83700054155821091e-1,8.67350055073716542e-1,1.03965005507371644e0,8.21000050484240074e-1,1.27100007802109838e0,1.15350008261057480e0,1.26800021111591299e0,1.10300033044229862e0
