Lambda,Eta_mod,Max Thrust
0.0,-3.141592653589793,1.0
0.0,-2.500451295714325,1.0
0.0,-1.8593099378388573,1.0
0.0,-1.2181685799633892,1.0
0.0,-0.5770272220879216,1.0
0.0,0.06411413578754654,1.0
0.0,0.7052554936630147,1.0
0.0,1.3463968515384828,1.0
0.0,1.98753820941395,1.0
0.0,2.628679567289418,1.0
0.2040816326530612,-3.141592653589793,1.0
0.2040816326530612,-2.500451295714325,0.999999957209764
0.2040816326530612,-1.8593099378388573,0.9999979148476178
0.2040816326530612,-1.2181685799633892,0.9999999941298529
0.2040816326530612,-0.5770272220879216,0.9999999261793469
0.2040816326530612,0.06411413578754654,0.9999998474036433
0.2040816326530612,0.7052554936630147,0.9999998834914196
0.2040816326530612,1.3463968515384828,0.999999932626789
0.2040816326530612,1.98753820941395,0.9999981928708582
0.2040816326530612,2.628679567289418,0.9999999795068483
0.4081632653061224,-3.141592653589793,1.0
0.4081632653061224,-2.500451295714325,0.9999998860085575
0.4081632653061224,-1.8593099378388573,0.9999973474674995
0.4081632653061224,-1.2181685799633892,0.999998559541946
0.4081632653061224,-0.5770272220879216,0.9999998843954682
0.4081632653061224,0.06411413578754654,0.9999999171399024
0.4081632653061224,0.7052554936630147,0.9999996555889183
0.4081632653061224,1.3463968515384828,0.999997218288017
0.4081632653061224,1.98753820941395,0.9999997786106258
0.4081632653061224,2.628679567289418,0.9999999219146902
0.6122448979591836,-3.141592653589793,1.0
0.6122448979591836,-2.500451295714325,0.9999992394133882
0.6122448979591836,-1.8593099378388573,0.9999998047208314
0.6122448979591836,-1.2181685799633892,0.9999999960358807
0.6122448979591836,-0.5770272220879216,0.999998102433834
0.6122448979591836,0.06411413578754654,0.9999994772921713
0.6122448979591836,0.7052554936630147,0.999999710626958
0.6122448979591836,1.3463968515384828,0.9999998262849983
0.6122448979591836,1.98753820941395,0.9999983537826864
0.6122448979591836,2.628679567289418,0.9999999977419064
0.8163265306122448,-3.141592653589793,1.0
0.8163265306122448,-2.500451295714325,0.9999997390089123
0.8163265306122448,-1.8593099378388573,0.9999999919444571
0.8163265306122448,-1.2181685799633892,0.9999998058936962
0.8163265306122448,-0.5770272220879216,0.9999998430685764
0.8163265306122448,0.06411413578754654,0.9999999676241533
0.8163265306122448,0.7052554936630147,0.9999996989882891
0.8163265306122448,1.3463968515384828,0.9999985601040902
0.8163265306122448,1.98753820941395,0.9999997940042602
0.8163265306122448,2.628679567289418,0.9999999807228728
1.0204081632653061,-3.141592653589793,1.0
1.0204081632653061,-2.500451295714325,0.9999967558813921
1.0204081632653061,-1.8593099378388573,0.9999954557549374
1.0204081632653061,-1.2181685799633892,0.9999928006005164
1.0204081632653061,-0.5770272220879216,0.9999999727219786
1.0204081632653061,0.06411413578754654,0.9999998374069367
1.0204081632653061,0.7052554936630147,0.9999999208504363
1.0204081632653061,1.3463968515384828,0.9999961469430076
1.0204081632653061,1.98753820941395,0.9999901046621187
1.0204081632653061,2.628679567289418,0.9999997278322822
1.2244897959183672,-3.141592653589793,1.0
1.2244897959183672,-2.500451295714325,0.9999950086381435
1.2244897959183672,-1.8593099378388573,0.999992796763255
1.2244897959183672,-1.2181685799633892,0.9999998559702036
1.2244897959183672,-0.5770272220879216,0.9999996296949197
1.2244897959183672,0.06411413578754654,0.9999998836514132
1.2244897959183672,0.7052554936630147,0.9999964011634119
1.2244897959183672,1.3463968515384828,0.9999927625326068
1.2244897959183672,1.98753820941395,0.9999996294455239
1.2244897959183672,2.628679567289418,0.9999958312464545
1.4285714285714284,-3.141592653589793,1.0
1.4285714285714284,-2.500451295714325,0.9999999941461205
1.4285714285714284,-1.8593099378388573,0.9999998589098885
1.4285714285714284,-1.2181685799633892,0.9999981774940988
1.4285714285714284,-0.5770272220879216,0.9999999318611209
1.4285714285714284,0.06411413578754654,0.9999999982370419
1.4285714285714284,0.7052554936630147,0.9999976067702799
1.4285714285714284,1.3463968515384828,0.9999997875487796
1.4285714285714284,1.98753820941395,0.9999884977591087
1.4285714285714284,2.628679567289418,0.9999954723143255
1.6326530612244896,-3.141592653589793,1.0
1.6326530612244896,-2.500451295714325,0.9999892949165285
1.6326530612244896,-1.8593099378388573,0.9999990357137795
1.6326530612244896,-1.2181685799633892,0.9999887575218698
1.6326530612244896,-0.5770272220879216,0.99998963117186
1.6326530612244896,0.06411413578754654,0.9999998869669005
1.6326530612244896,0.7052554936630147,0.9999937956831065
1.6326530612244896,1.3463968515384828,0.9999820678572199
1.6326530612244896,1.98753820941395,0.9999966595555758
1.6326530612244896,2.628679567289418,0.9999996855087955
1.8367346938775508,-3.141592653589793,1.0
1.8367346938775508,-2.500451295714325,0.9999985381592129
1.8367346938775508,-1.8593099378388573,0.9999989535405861
1.8367346938775508,-1.2181685799633892,0.9999999088446404
1.8367346938775508,-0.5770272220879216,0.9999946389825314
1.8367346938775508,0.06411413578754654,0.9999998717616119
1.8367346938775508,0.7052554936630147,0.999985601606935
1.8367346938775508,1.3463968515384828,0.9999832876213887
1.8367346938775508,1.98753820941395,0.9999987058427845
1.8367346938775508,2.628679567289418,0.9999999605535976
